% Filename : SEC7_00039_00024.h5
% Date & Time : 30-Oct-2025 17:48:53
% X-ray Energy (keV) : 13.30001
% Exposure Time (s) : 0.500
% Beam Center : 1461.24000, 208.98300
% Sample to Detector Distance (SDD) (mm) : 1990.750
% Detector Pixel Size (mm) : 0.075
% Photodiode Value : 141785.000
% I0 of Sample : 0
% I0 of Standard : 1
% 
% q(A^-1)   I(q)    I(q)_SE
0.00000000e+00	7.64541117e-03	4.41408020e-03
2.50000000e-04	0.00000000e+00	0.00000000e+00
5.00000000e-04	0.00000000e+00	0.00000000e+00
7.50000000e-04	0.00000000e+00	0.00000000e+00
1.00000000e-03	0.00000000e+00	0.00000000e+00
1.25000000e-03	0.00000000e+00	0.00000000e+00
1.50000000e-03	0.00000000e+00	0.00000000e+00
1.75000000e-03	0.00000000e+00	0.00000000e+00
2.00000000e-03	0.00000000e+00	0.00000000e+00
2.25000000e-03	0.00000000e+00	0.00000000e+00
2.50000000e-03	0.00000000e+00	0.00000000e+00
2.75000000e-03	0.00000000e+00	0.00000000e+00
3.00000000e-03	0.00000000e+00	0.00000000e+00
3.25000000e-03	1.50945758e+01	8.76517246e+00
3.50000000e-03	1.45853153e+01	3.29264325e+00
3.75000000e-03	1.14615870e+01	2.11330399e+00
4.00000000e-03	9.34164395e+00	1.56699902e+00
4.25000000e-03	7.07838380e+00	9.98758637e-01
4.50000000e-03	1.27485293e+01	2.49228981e+00
4.75000000e-03	1.23765298e+01	2.17739428e+00
5.00000000e-03	9.43770174e+00	1.55622046e+00
5.25000000e-03	7.67359089e+00	1.22923368e+00
5.50000000e-03	6.13013585e+00	9.29945423e-01
5.75000000e-03	5.23206213e+00	7.60405839e-01
6.00000000e-03	4.12445960e+00	5.68841765e-01
6.25000000e-03	3.57208061e+00	4.87963631e-01
6.50000000e-03	2.94482363e+00	3.85771333e-01
6.75000000e-03	2.51948952e+00	3.21860142e-01
7.00000000e-03	2.21981863e+00	2.68001610e-01
7.25000000e-03	1.87235423e+00	2.19015066e-01
7.50000000e-03	1.58549384e+00	1.82632632e-01
7.75000000e-03	1.41068124e+00	1.60863860e-01
8.00000000e-03	1.28740802e+00	1.41288063e-01
8.25000000e-03	1.10453183e+00	1.16222424e-01
8.50000000e-03	9.97845511e-01	1.02088980e-01
8.75000000e-03	8.87285563e-01	8.97603536e-02
9.00000000e-03	7.77994414e-01	7.66252414e-02
9.25000000e-03	7.05926517e-01	6.73914045e-02
9.50000000e-03	6.30785468e-01	5.79068479e-02
9.75000000e-03	5.70367931e-01	5.17035056e-02
1.00000000e-02	5.04905000e-01	4.50043091e-02
1.02500000e-02	4.69529499e-01	4.21068299e-02
