% Filename : SDL13_00034_00018.h5
% Date & Time : 30-Oct-2025 17:29:16
% X-ray Energy (keV) : 13.30001
% Exposure Time (s) : 0.500
% Beam Center : 1461.24000, 208.98300
% Sample to Detector Distance (SDD) (mm) : 1990.750
% Detector Pixel Size (mm) : 0.075
% Photodiode Value : 141032.000
% I0 of Sample : 0
% I0 of Standard : 1
% 
% q(A^-1)   I(q)    I(q)_SE
0.00000000e+00	1.28103516e-02	7.46965131e-03
2.50000000e-04	0.00000000e+00	0.00000000e+00
5.00000000e-04	0.00000000e+00	0.00000000e+00
7.50000000e-04	0.00000000e+00	0.00000000e+00
1.00000000e-03	0.00000000e+00	0.00000000e+00
1.25000000e-03	0.00000000e+00	0.00000000e+00
1.50000000e-03	0.00000000e+00	0.00000000e+00
1.75000000e-03	0.00000000e+00	0.00000000e+00
2.00000000e-03	0.00000000e+00	0.00000000e+00
2.25000000e-03	0.00000000e+00	0.00000000e+00
2.50000000e-03	0.00000000e+00	0.00000000e+00
2.75000000e-03	0.00000000e+00	0.00000000e+00
3.00000000e-03	0.00000000e+00	0.00000000e+00
3.25000000e-03	3.79504116e+00	2.26658995e+00
3.50000000e-03	2.60001731e+00	7.04174450e-01
3.75000000e-03	1.95080785e+00	4.47609039e-01
4.00000000e-03	1.53966458e+00	3.08727311e-01
4.25000000e-03	1.06241193e+00	1.76921753e-01
4.50000000e-03	1.43670590e+00	2.52976309e-01
4.75000000e-03	1.37640649e+00	2.17153680e-01
5.00000000e-03	1.09573178e+00	1.63339600e-01
5.25000000e-03	9.22682220e-01	1.35600736e-01
5.50000000e-03	7.71289729e-01	1.09497816e-01
5.75000000e-03	6.76550681e-01	9.28661690e-02
6.00000000e-03	5.53140010e-01	7.22049496e-02
6.25000000e-03	4.86416720e-01	6.30234224e-02
6.50000000e-03	4.17260835e-01	5.30344719e-02
6.75000000e-03	3.56867695e-01	4.40690743e-02
7.00000000e-03	3.17484721e-01	3.78517303e-02
7.25000000e-03	2.81484594e-01	3.27941577e-02
7.50000000e-03	2.42783575e-01	2.77446103e-02
7.75000000e-03	2.23189097e-01	2.46729087e-02
8.00000000e-03	2.04535565e-01	2.19105547e-02
8.25000000e-03	1.75890526e-01	1.82828703e-02
8.50000000e-03	1.62243001e-01	1.63837811e-02
8.75000000e-03	1.46539860e-01	1.45778724e-02
9.00000000e-03	1.36456939e-01	1.33233191e-02
9.25000000e-03	1.18801994e-01	1.10440164e-02
9.50000000e-03	1.08484156e-01	9.78873694e-03
9.75000000e-03	1.01185230e-01	9.10930101e-03
1.00000000e-02	8.94160866e-02	7.75232518e-03
1.02500000e-02	8.33945807e-02	7.27039907e-03
1.05000000e-02	7.83479276e-02	6.44566208e-03
1.07500000e-02	7.55699499e-02	6.19073656e-03
1.10000000e-02	6.78433532e-02	5.36029173e-03
1.12500000e-02	6.53313295e-02	5.05447202e-03
1.15000000e-02	6.25816194e-02	4.82005700e-03
1.17500000e-02	5.64826032e-02	4.15863400e-03
1.20000000e-02	5.66300883e-02	4.22181082e-03
1.22500000e-02	5.13563928e-02	3.76526348e-03
1.25000000e-02	4.93900147e-02	3.47823221e-03
1.27500000e-02	4.81481272e-02	3.42045148e-03
1.30000000e-02	4.63909740e-02	3.22006297e-03
1.32500000e-02	4.24874885e-02	2.82819417e-03
1.35000000e-02	4.00944770e-02	2.65034099e-03
1.37500000e-02	4.03832113e-02	2.63075955e-03
1.40000000e-02	3.93723349e-02	2.50544743e-03
1.42500000e-02	3.78073210e-02	2.40865234e-03
1.45000000e-02	3.59421106e-02	2.28208578e-03
1.47500000e-02	3.53849751e-02	2.22217201e-03
1.50000000e-02	3.32316403e-02	2.02019739e-03
1.52500000e-02	3.30572790e-02	1.96299973e-03
1.55000000e-02	3.12509043e-02	1.82997010e-03
1.57500000e-02	3.11748574e-02	1.81687526e-03
1.60000000e-02	3.01740683e-02	1.73639917e-03
1.62500000e-02	3.06021237e-02	1.78719539e-03
1.65000000e-02	2.89046786e-02	1.63779353e-03
1.67500000e-02	2.86141089e-02	1.61408966e-03
1.70000000e-02	2.89371880e-02	1.59627676e-03
1.72500000e-02	2.80085492e-02	1.55502443e-03
1.75000000e-02	2.66230495e-02	1.46947997e-03
1.77500000e-02	2.73091195e-02	1.47051713e-03
1.80000000e-02	2.67644982e-02	1.44823527e-03
