Created as New Dataset,15 min, 300 RPM By YargerLab Date Thursday, February 27 2025
cm-1,%T
4000.00,97.45
3999.00,97.45
3998.00,97.45
3997.00,97.45
3996.00,97.45
3995.00,97.45
3994.00,97.46
3993.00,97.46
3992.00,97.47
3991.00,97.47
3990.00,97.46
3989.00,97.46
3988.00,97.45
3987.00,97.45
3986.00,97.45
3985.00,97.45
3984.00,97.45
3983.00,97.44
3982.00,97.44
3981.00,97.43
3980.00,97.43
3979.00,97.43
3978.00,97.43
3977.00,97.43
3976.00,97.44
3975.00,97.43
3974.00,97.43
3973.00,97.43
3972.00,97.43
3971.00,97.44
3970.00,97.44
3969.00,97.44
3968.00,97.44
3967.00,97.44
3966.00,97.43
3965.00,97.42
3964.00,97.42
3963.00,97.43
3962.00,97.44
3961.00,97.45
3960.00,97.46
3959.00,97.46
3958.00,97.46
3957.00,97.45
3956.00,97.45
3955.00,97.45
3954.00,97.45
3953.00,97.45
3952.00,97.45
3951.00,97.46
3950.00,97.46
3949.00,97.47
3948.00,97.47
3947.00,97.48
3946.00,97.48
3945.00,97.47
3944.00,97.47
3943.00,97.47
3942.00,97.47
3941.00,97.47
3940.00,97.47
3939.00,97.47
3938.00,97.47
3937.00,97.47
3936.00,97.46
3935.00,97.47
3934.00,97.47
3933.00,97.48
3932.00,97.49
3931.00,97.48
3930.00,97.48
3929.00,97.47
3928.00,97.47
3927.00,97.47
3926.00,97.46
3925.00,97.46
3924.00,97.46
3923.00,97.46
3922.00,97.46
3921.00,97.47
3920.00,97.47
3919.00,97.48
3918.00,97.48
3917.00,97.48
3916.00,97.48
3915.00,97.48
3914.00,97.48
3913.00,97.48
3912.00,97.48
3911.00,97.48
3910.00,97.48
3909.00,97.48
3908.00,97.49
3907.00,97.49
3906.00,97.49
3905.00,97.49
3904.00,97.49
3903.00,97.49
3902.00,97.50
3901.00,97.50
3900.00,97.50
3899.00,97.50
3898.00,97.50
3897.00,97.51
3896.00,97.51
3895.00,97.51
3894.00,97.50
3893.00,97.50
3892.00,97.49
3891.00,97.49
3890.00,97.50
3889.00,97.50
3888.00,97.50
3887.00,97.50
3886.00,97.50
3885.00,97.51
3884.00,97.51
3883.00,97.52
3882.00,97.52
3881.00,97.52
3880.00,97.51
3879.00,97.51
3878.00,97.51
3877.00,97.51
3876.00,97.51
3875.00,97.51
3874.00,97.52
3873.00,97.53
3872.00,97.53
3871.00,97.52
3870.00,97.52
3869.00,97.52
3868.00,97.52
3867.00,97.53
3866.00,97.53
3865.00,97.53
3864.00,97.52
3863.00,97.51
3862.00,97.51
3861.00,97.50
3860.00,97.50
3859.00,97.50
3858.00,97.51
3857.00,97.52
3856.00,97.52
3855.00,97.53
3854.00,97.52
3853.00,97.52
3852.00,97.51
3851.00,97.51
3850.00,97.51
3849.00,97.51
3848.00,97.51
3847.00,97.52
3846.00,97.52
3845.00,97.52
3844.00,97.53
3843.00,97.53
3842.00,97.54
3841.00,97.54
3840.00,97.54
3839.00,97.54
3838.00,97.54
3837.00,97.53
3836.00,97.53
3835.00,97.53
3834.00,97.53
3833.00,97.52
3832.00,97.52
3831.00,97.52
3830.00,97.52
3829.00,97.52
3828.00,97.53
3827.00,97.53
3826.00,97.54
3825.00,97.55
3824.00,97.56
3823.00,97.56
3822.00,97.56
3821.00,97.55
3820.00,97.55
3819.00,97.55
3818.00,97.54
3817.00,97.54
3816.00,97.54
3815.00,97.54
3814.00,97.55
3813.00,97.55
3812.00,97.55
3811.00,97.55
3810.00,97.55
3809.00,97.55
3808.00,97.55
3807.00,97.55
3806.00,97.56
3805.00,97.56
3804.00,97.56
3803.00,97.56
3802.00,97.55
3801.00,97.55
3800.00,97.55
3799.00,97.56
3798.00,97.56
3797.00,97.57
3796.00,97.57
3795.00,97.57
3794.00,97.58
3793.00,97.58
3792.00,97.57
3791.00,97.56
3790.00,97.56
3789.00,97.55
3788.00,97.55
3787.00,97.55
3786.00,97.54
3785.00,97.55
3784.00,97.55
3783.00,97.56
3782.00,97.56
3781.00,97.57
3780.00,97.57
3779.00,97.58
3778.00,97.57
3777.00,97.56
3776.00,97.56
3775.00,97.55
3774.00,97.55
3773.00,97.56
3772.00,97.57
3771.00,97.58
3770.00,97.59
3769.00,97.58
3768.00,97.57
3767.00,97.56
3766.00,97.55
3765.00,97.55
3764.00,97.55
3763.00,97.54
3762.00,97.55
3761.00,97.55
3760.00,97.55
3759.00,97.55
3758.00,97.54
3757.00,97.54
3756.00,97.55
3755.00,97.55
3754.00,97.56
3753.00,97.56
3752.00,97.56
3751.00,97.56
3750.00,97.56
3749.00,97.56
3748.00,97.56
3747.00,97.56
3746.00,97.55
3745.00,97.55
3744.00,97.55
3743.00,97.56
3742.00,97.57
3741.00,97.58
3740.00,97.59
3739.00,97.59
3738.00,97.60
3737.00,97.60
3736.00,97.59
3735.00,97.59
3734.00,97.59
3733.00,97.60
3732.00,97.60
3731.00,97.60
