Created as New Dataset,Sample 442 By YargerLab Date Wednesday, February 26 2025
cm-1,%T
3859.00,97.44
3858.00,97.33
3857.00,97.22
3856.00,97.17
3855.00,97.18
3854.00,97.26
3853.00,97.37
3852.00,97.48
3851.00,97.57
3850.00,97.61
3849.00,97.59
3848.00,97.54
3847.00,97.49
3846.00,97.46
3845.00,97.45
3844.00,97.47
3843.00,97.49
3842.00,97.51
3841.00,97.53
3840.00,97.55
3839.00,97.57
3838.00,97.57
3837.00,97.57
3836.00,97.56
3835.00,97.55
3834.00,97.56
3833.00,97.56
3832.00,97.55
3831.00,97.51
3830.00,97.49
3829.00,97.48
3828.00,97.48
3827.00,97.47
3826.00,97.44
3825.00,97.44
3824.00,97.51
3823.00,97.60
3822.00,97.64
3821.00,97.60
3820.00,97.56
3819.00,97.57
3818.00,97.64
3817.00,97.67
3816.00,97.61
3815.00,97.48
3814.00,97.40
3813.00,97.37
3812.00,97.35
3811.00,97.32
3810.00,97.30
3809.00,97.32
3808.00,97.38
3807.00,97.43
3806.00,97.45
3805.00,97.49
3804.00,97.57
3803.00,97.65
3802.00,97.64
3801.00,97.58
3800.00,97.53
3799.00,97.55
3798.00,97.59
3797.00,97.58
3796.00,97.50
3795.00,97.41
3794.00,97.34
3793.00,97.30
3792.00,97.25
3791.00,97.20
3790.00,97.17
3789.00,97.17
3788.00,97.18
3787.00,97.20
3786.00,97.21
3785.00,97.23
3784.00,97.24
3783.00,97.28
3782.00,97.32
3781.00,97.36
3780.00,97.37
3779.00,97.34
3778.00,97.31
3777.00,97.29
3776.00,97.28
3775.00,97.27
3774.00,97.25
3773.00,97.26
3772.00,97.31
3771.00,97.38
3770.00,97.41
3769.00,97.43
3768.00,97.46
3767.00,97.49
3766.00,97.50
3765.00,97.47
3764.00,97.44
3763.00,97.45
3762.00,97.50
3761.00,97.54
3760.00,97.53
3759.00,97.52
3758.00,97.54
3757.00,97.57
3756.00,97.59
3755.00,97.64
3754.00,97.72
3753.00,97.81
3752.00,97.89
3751.00,97.97
3750.00,98.07
3749.00,98.10
3748.00,98.08
3747.00,98.08
3746.00,98.12
3745.00,98.13
3744.00,98.05
3743.00,97.97
3742.00,97.97
3741.00,98.03
3740.00,98.08
3739.00,98.12
3738.00,98.17
3737.00,98.20
3736.00,98.16
3735.00,98.08
3734.00,98.02
3733.00,98.01
3732.00,97.96
3731.00,97.88
3730.00,97.80
3729.00,97.76
3728.00,97.75
3727.00,97.73
3726.00,97.68
3725.00,97.64
3724.00,97.64
3723.00,97.64
3722.00,97.62
3721.00,97.58
3720.00,97.54
3719.00,97.51
3718.00,97.48
3717.00,97.47
3716.00,97.47
3715.00,97.53
3714.00,97.61
3713.00,97.69
3712.00,97.74
3711.00,97.77
3710.00,97.78
3709.00,97.76
3708.00,97.71
3707.00,97.65
3706.00,97.58
3705.00,97.54
3704.00,97.50
3703.00,97.45
3702.00,97.41
3701.00,97.38
3700.00,97.37
3699.00,97.38
3698.00,97.41
3697.00,97.41
3696.00,97.40
3695.00,97.40
3694.00,97.45
3693.00,97.50
3692.00,97.52
3691.00,97.52
3690.00,97.55
3689.00,97.60
3688.00,97.64
3687.00,97.64
3686.00,97.61
3685.00,97.59
3684.00,97.56
3683.00,97.53
3682.00,97.52
3681.00,97.52
3680.00,97.53
3679.00,97.56
3678.00,97.66
3677.00,97.79
3676.00,97.86
3675.00,97.84
3674.00,97.81
3673.00,97.83
3672.00,97.88
3671.00,97.87
3670.00,97.76
3669.00,97.65
3668.00,97.58
3667.00,97.55
3666.00,97.51
3665.00,97.44
3664.00,97.37
3663.00,97.31
3662.00,97.28
3661.00,97.27
3660.00,97.27
3659.00,97.30
3658.00,97.34
3657.00,97.38
3656.00,97.42
3655.00,97.48
3654.00,97.58
3653.00,97.72
3652.00,97.85
3651.00,97.93
3650.00,97.97
3649.00,98.01
3648.00,98.03
3647.00,98.00
3646.00,97.90
3645.00,97.78
3644.00,97.68
3643.00,97.58
3642.00,97.49
3641.00,97.42
3640.00,97.38
3639.00,97.38
3638.00,97.39
3637.00,97.41
3636.00,97.45
3635.00,97.50
3634.00,97.54
3633.00,97.57
3632.00,97.63
3631.00,97.73
3630.00,97.80
3629.00,97.81
3628.00,97.81
3627.00,97.83
3626.00,97.84
3625.00,97.83
3624.00,97.77
3623.00,97.70
3622.00,97.63
3621.00,97.59
3620.00,97.57
3619.00,97.59
3618.00,97.67
3617.00,97.76
3616.00,97.84
3615.00,97.89
3614.00,97.88
3613.00,97.85
3612.00,97.85
3611.00,97.87
3610.00,97.91
3609.00,97.89
3608.00,97.82
3607.00,97.74
3606.00,97.68
3605.00,97.64
3604.00,97.62
3603.00,97.60
3602.00,97.58
3601.00,97.58
3600.00,97.58
3599.00,97.59
3598.00,97.61
3597.00,97.62
3596.00,97.62
3595.00,97.61
3594.00,97.61
3593.00,97.63
3592.00,97.67
3591.00,97.73
3590.00,97.79
3589.00,97.81
3588.00,97.79
3587.00,97.75
3586.00,97.73
3585.00,97.71
3584.00,97.68
3583.00,97.63
3582.00,97.57
3581.00,97.51
3580.00,97.46
3579.00,97.43
3578.00,97.42
3577.00,97.42
3576.00,97.41
3575.00,97.41
3574.00,97.42
3573.00,97.44
3572.00,97.48
3571.00,97.54
3570.00,97.64
3569.00,97.72
3568.00,97.77
3567.00,97.76
3566.00,97.74
3565.00,97.71
3564.00,97.68
3563.00,97.64
3562.00,97.57
3561.00,97.50
3560.00,97.44
3559.00,97.39
3558.00,97.37
3557.00,97.36
3556.00,97.36
3555.00,97.36
3554.00,97.36
3553.00,97.35
3552.00,97.35
3551.00,97.37
3550.00,97.40
3549.00,97.44
3548.00,97.47
3547.00,97.47
3546.00,97.45
3545.00,97.42
3544.00,97.39
3543.00,97.36
3542.00,97.32
3541.00,97.28
3540.00,97.25
3539.00,97.22
3538.00,97.20
3537.00,97.19
3536.00,97.17
3535.00,97.16
3534.00,97.16
3533.00,97.17
3532.00,97.17
3531.00,97.17
3530.00,97.17
3529.00,97.18
3528.00,97.20
3527.00,97.22
3526.00,97.23
3525.00,97.23
3524.00,97.20
3523.00,97.16
3522.00,97.11
3521.00,97.08
3520.00,97.05
3519.00,97.03
3518.00,97.00
3517.00,96.99
3516.00,96.97
3515.00,96.97
3514.00,96.96
3513.00,96.95
3512.00,96.95
3511.00,96.94
3510.00,96.92
3509.00,96.91
3508.00,96.91
3507.00,96.92
3506.00,96.93
3505.00,96.93
3504.00,96.91
3503.00,96.88
3502.00,96.85
3501.00,96.83
3500.00,96.80
3499.00,96.77
3498.00,96.74
3497.00,96.70
3496.00,96.66
3495.00,96.64
3494.00,96.61
3493.00,96.59
3492.00,96.57
3491.00,96.55
3490.00,96.52
3489.00,96.50
3488.00,96.48
3487.00,96.45
3486.00,96.42
3485.00,96.39
3484.00,96.36
3483.00,96.33
3482.00,96.30
3481.00,96.26
3480.00,96.23
3479.00,96.19
3478.00,96.15
3477.00,96.10
3476.00,96.05
3475.00,96.01
3474.00,95.97
3473.00,95.94
3472.00,95.91
3471.00,95.88
3470.00,95.85
3469.00,95.81
3468.00,95.77
3467.00,95.72
3466.00,95.67
3465.00,95.63
3464.00,95.58
3463.00,95.54
3462.00,95.49
3461.00,95.45
3460.00,95.40
3459.00,95.35
3458.00,95.30
3457.00,95.24
3456.00,95.19
3455.00,95.13
3454.00,95.08
3453.00,95.03
3452.00,94.99
3451.00,94.95
3450.00,94.91
3449.00,94.87
3448.00,94.83
3447.00,94.78
3446.00,94.72
3445.00,94.67
3444.00,94.62
3443.00,94.55
3442.00,94.49
3441.00,94.42
3440.00,94.36
3439.00,94.30
3438.00,94.24
3437.00,94.18
3436.00,94.11
3435.00,94.03
3434.00,93.96
3433.00,93.88
3432.00,93.81
3431.00,93.73
3430.00,93.65
3429.00,93.56
3428.00,93.47
3427.00,93.38
3426.00,93.29
3425.00,93.20
3424.00,93.12
3423.00,93.04
3422.00,92.95
3421.00,92.87
3420.00,92.78
3419.00,92.70
3418.00,92.61
3417.00,92.53
3416.00,92.45
3415.00,92.37
3414.00,92.29
3413.00,92.21
3412.00,92.14
3411.00,92.07
3410.00,92.00
3409.00,91.94
3408.00,91.88
3407.00,91.83
3406.00,91.79
3405.00,91.75
3404.00,91.72
3403.00,91.70
3402.00,91.68
3401.00,91.67
3400.00,91.66
3399.00,91.65
3398.00,91.65
3397.00,91.65
3396.00,91.66
3395.00,91.68
3394.00,91.70
3393.00,91.73
3392.00,91.75
3391.00,91.78
3390.00,91.81
3389.00,91.85
3388.00,91.88
3387.00,91.91
3386.00,91.95
3385.00,92.00
3384.00,92.04
3383.00,92.10
3382.00,92.16
3381.00,92.22
3380.00,92.27
3379.00,92.33
3378.00,92.38
3377.00,92.43
3376.00,92.48
3375.00,92.53
3374.00,92.58
3373.00,92.64
3372.00,92.70
3371.00,92.75
3370.00,92.80
3369.00,92.85
3368.00,92.90
3367.00,92.94
3366.00,92.98
3365.00,93.01
3364.00,93.04
3363.00,93.09
3362.00,93.13
3361.00,93.17
3360.00,93.20
3359.00,93.23
3358.00,93.26
3357.00,93.28
3356.00,93.31
3355.00,93.34
3354.00,93.38
3353.00,93.42
3352.00,93.45
3351.00,93.48
3350.00,93.49
3349.00,93.51
3348.00,93.52
3347.00,93.53
3346.00,93.56
3345.00,93.58
3344.00,93.60
3343.00,93.62
3342.00,93.63
3341.00,93.64
3340.00,93.66
3339.00,93.67
3338.00,93.67
3337.00,93.67
3336.00,93.66
3335.00,93.66
3334.00,93.66
3333.00,93.66
3332.00,93.66
3331.00,93.66
3330.00,93.66
3329.00,93.67
3328.00,93.67
3327.00,93.67
3326.00,93.67
3325.00,93.66
3324.00,93.65
3323.00,93.64
3322.00,93.62
3321.00,93.60
3320.00,93.58
3319.00,93.57
3318.00,93.56
3317.00,93.54
3316.00,93.53
3315.00,93.52
3314.00,93.51
3313.00,93.50
3312.00,93.49
3311.00,93.49
3310.00,93.48
3309.00,93.47
3308.00,93.45
3307.00,93.42
3306.00,93.40
3305.00,93.37
3304.00,93.33
3303.00,93.30
3302.00,93.26
3301.00,93.23
3300.00,93.21
3299.00,93.18
3298.00,93.16
3297.00,93.14
3296.00,93.12
3295.00,93.10
3294.00,93.07
3293.00,93.03
3292.00,93.00
3291.00,92.95
3290.00,92.91
3289.00,92.87
3288.00,92.83
3287.00,92.79
3286.00,92.75
3285.00,92.71
3284.00,92.67
3283.00,92.63
3282.00,92.60
3281.00,92.57
3280.00,92.55
3279.00,92.53
3278.00,92.51
3277.00,92.49
3276.00,92.46
3275.00,92.43
3274.00,92.39
3273.00,92.36
3272.00,92.31
3271.00,92.27
3270.00,92.23
3269.00,92.18
3268.00,92.14
3267.00,92.09
3266.00,92.05
3265.00,92.01
3264.00,91.97
3263.00,91.94
3262.00,91.90
3261.00,91.86
3260.00,91.83
3259.00,91.80
3258.00,91.78
3257.00,91.76
3256.00,91.73
3255.00,91.68
3254.00,91.63
3253.00,91.58
3252.00,91.53
3251.00,91.50
3250.00,91.47
3249.00,91.46
3248.00,91.44
3247.00,91.42
3246.00,91.39
3245.00,91.35
3244.00,91.31
3243.00,91.27
3242.00,91.24
3241.00,91.21
3240.00,91.19
3239.00,91.17
3238.00,91.17
3237.00,91.17
3236.00,91.19
3235.00,91.20
3234.00,91.20
3233.00,91.18
3232.00,91.16
3231.00,91.13
3230.00,91.11
3229.00,91.10
3228.00,91.10
3227.00,91.09
3226.00,91.09
3225.00,91.09
3224.00,91.09
3223.00,91.10
3222.00,91.11
3221.00,91.13
3220.00,91.15
3219.00,91.16
3218.00,91.18
3217.00,91.19
3216.00,91.20
3215.00,91.21
3214.00,91.22
3213.00,91.24
3212.00,91.27
3211.00,91.30
3210.00,91.33
3209.00,91.36
3208.00,91.39
3207.00,91.43
3206.00,91.46
3205.00,91.50
3204.00,91.53
3203.00,91.57
3202.00,91.61
3201.00,91.65
3200.00,91.68
3199.00,91.72
3198.00,91.75
3197.00,91.79
3196.00,91.83
3195.00,91.87
3194.00,91.91
3193.00,91.95
3192.00,92.00
3191.00,92.05
3190.00,92.09
3189.00,92.14
3188.00,92.18
3187.00,92.22
3186.00,92.26
3185.00,92.31
3184.00,92.35
3183.00,92.40
3182.00,92.45
3181.00,92.50
3180.00,92.54
3179.00,92.59
3178.00,92.63
3177.00,92.67
3176.00,92.71
3175.00,92.76
3174.00,92.80
3173.00,92.85
3172.00,92.90
3171.00,92.95
3170.00,93.00
3169.00,93.05
3168.00,93.10
3167.00,93.14
3166.00,93.19
3165.00,93.24
3164.00,93.28
3163.00,93.33
3162.00,93.38
3161.00,93.43
3160.00,93.48
3159.00,93.53
3158.00,93.58
3157.00,93.64
3156.00,93.70
3155.00,93.77
3154.00,93.83
3153.00,93.89
3152.00,93.93
3151.00,93.96
3150.00,93.99
3149.00,94.02
3148.00,94.05
3147.00,94.09
3146.00,94.13
3145.00,94.17
3144.00,94.21
3143.00,94.25
3142.00,94.31
3141.00,94.36
3140.00,94.41
3139.00,94.45
3138.00,94.47
3137.00,94.49
3136.00,94.51
3135.00,94.54
3134.00,94.58
3133.00,94.62
3132.00,94.66
3131.00,94.69
3130.00,94.72
3129.00,94.75
3128.00,94.77
3127.00,94.79
3126.00,94.81
3125.00,94.84
3124.00,94.87
3123.00,94.91
3122.00,94.95
3121.00,94.98
3120.00,95.01
3119.00,95.04
3118.00,95.07
3117.00,95.10
3116.00,95.12
3115.00,95.14
3114.00,95.16
3113.00,95.18
3112.00,95.20
3111.00,95.23
3110.00,95.27
3109.00,95.30
3108.00,95.33
3107.00,95.35
3106.00,95.36
3105.00,95.38
3104.00,95.41
3103.00,95.45
3102.00,95.49
3101.00,95.52
3100.00,95.53
3099.00,95.54
3098.00,95.54
3097.00,95.54
3096.00,95.54
3095.00,95.54
3094.00,95.54
3093.00,95.54
3092.00,95.54
3091.00,95.53
3090.00,95.52
3089.00,95.51
3088.00,95.50
3087.00,95.49
3086.00,95.50
3085.00,95.50
3084.00,95.51
3083.00,95.53
3082.00,95.54
3081.00,95.56
3080.00,95.57
3079.00,95.58
3078.00,95.59
3077.00,95.59
3076.00,95.59
3075.00,95.59
3074.00,95.60
3073.00,95.60
3072.00,95.62
3071.00,95.63
3070.00,95.65
3069.00,95.66
3068.00,95.68
3067.00,95.68
3066.00,95.69
3065.00,95.68
3064.00,95.67
3063.00,95.65
3062.00,95.63
3061.00,95.61
3060.00,95.60
3059.00,95.60
3058.00,95.60
3057.00,95.60
3056.00,95.60
3055.00,95.60
3054.00,95.59
3053.00,95.59
3052.00,95.60
3051.00,95.61
3050.00,95.62
3049.00,95.62
3048.00,95.63
3047.00,95.65
3046.00,95.66
3045.00,95.67
3044.00,95.67
3043.00,95.67
3042.00,95.65
3041.00,95.62
3040.00,95.59
3039.00,95.55
3038.00,95.51
3037.00,95.48
3036.00,95.46
3035.00,95.43
3034.00,95.41
3033.00,95.39
3032.00,95.38
3031.00,95.38
3030.00,95.40
3029.00,95.42
3028.00,95.46
3027.00,95.50
3026.00,95.55
3025.00,95.60
3024.00,95.64
3023.00,95.68
3022.00,95.72
3021.00,95.75
3020.00,95.79
3019.00,95.81
3018.00,95.83
3017.00,95.85
3016.00,95.86
3015.00,95.87
3014.00,95.87
3013.00,95.86
3012.00,95.84
3011.00,95.80
3010.00,95.76
3009.00,95.70
3008.00,95.63
3007.00,95.55
3006.00,95.47
3005.00,95.38
3004.00,95.28
3003.00,95.18
3002.00,95.06
3001.00,94.94
3000.00,94.80
2999.00,94.65
2998.00,94.49
2997.00,94.31
2996.00,94.14
2995.00,93.98
2994.00,93.84
2993.00,93.72
2992.00,93.62
2991.00,93.53
2990.00,93.45
2989.00,93.36
2988.00,93.25
2987.00,93.11
2986.00,92.92
2985.00,92.67
2984.00,92.36
2983.00,91.99
2982.00,91.62
2981.00,91.27
2980.00,91.00
2979.00,90.83
2978.00,90.76
2977.00,90.73
2976.00,90.69
2975.00,90.53
2974.00,90.25
2973.00,89.86
2972.00,89.44
2971.00,89.07
2970.00,88.80
2969.00,88.63
2968.00,88.54
2967.00,88.47
2966.00,88.37
2965.00,88.23
2964.00,88.06
2963.00,87.86
2962.00,87.68
2961.00,87.56
2960.00,87.54
2959.00,87.64
2958.00,87.85
2957.00,88.16
2956.00,88.54
2955.00,88.96
2954.00,89.38
2953.00,89.76
2952.00,90.09
2951.00,90.35
2950.00,90.54
2949.00,90.66
2948.00,90.71
2947.00,90.69
2946.00,90.60
2945.00,90.45
2944.00,90.25
2943.00,90.00
2942.00,89.72
2941.00,89.39
2940.00,89.02
2939.00,88.60
2938.00,88.11
2937.00,87.55
2936.00,86.92
2935.00,86.22
2934.00,85.48
2933.00,84.73
2932.00,83.97
2931.00,83.25
2930.00,82.58
2929.00,82.02
2928.00,81.59
2927.00,81.32
2926.00,81.23
2925.00,81.30
2924.00,81.50
2923.00,81.80
2922.00,82.17
2921.00,82.60
2920.00,83.07
2919.00,83.56
2918.00,84.06
2917.00,84.57
2916.00,85.06
2915.00,85.53
2914.00,85.98
2913.00,86.40
2912.00,86.78
2911.00,87.13
2910.00,87.45
2909.00,87.74
2908.00,88.02
2907.00,88.28
2906.00,88.53
2905.00,88.77
2904.00,89.00
2903.00,89.23
2902.00,89.45
2901.00,89.67
2900.00,89.88
2899.00,90.08
2898.00,90.27
2897.00,90.45
2896.00,90.61
2895.00,90.75
2894.00,90.88
2893.00,91.00
2892.00,91.12
2891.00,91.23
2890.00,91.34
2889.00,91.44
2888.00,91.55
2887.00,91.65
2886.00,91.74
2885.00,91.81
2884.00,91.86
2883.00,91.89
2882.00,91.90
2881.00,91.86
2880.00,91.77
2879.00,91.63
2878.00,91.43
2877.00,91.19
2876.00,90.93
2875.00,90.68
2874.00,90.48
2873.00,90.33
2872.00,90.25
2871.00,90.24
2870.00,90.28
2869.00,90.34
2868.00,90.39
2867.00,90.39
2866.00,90.30
2865.00,90.10
2864.00,89.79
2863.00,89.36
2862.00,88.83
2861.00,88.22
2860.00,87.58
2859.00,86.96
2858.00,86.42
2857.00,86.00
2856.00,85.72
2855.00,85.57
2854.00,85.53
2853.00,85.58
2852.00,85.74
2851.00,86.04
2850.00,86.49
2849.00,87.06
2848.00,87.70
2847.00,88.37
2846.00,89.02
2845.00,89.63
2844.00,90.19
2843.00,90.70
2842.00,91.15
2841.00,91.56
2840.00,91.91
2839.00,92.21
2838.00,92.46
2837.00,92.68
2836.00,92.87
2835.00,93.03
2834.00,93.19
2833.00,93.32
2832.00,93.45
2831.00,93.56
2830.00,93.66
2829.00,93.76
2828.00,93.85
2827.00,93.94
2826.00,94.03
2825.00,94.10
2824.00,94.18
2823.00,94.24
2822.00,94.30
2821.00,94.36
2820.00,94.42
2819.00,94.47
2818.00,94.52
2817.00,94.57
2816.00,94.61
2815.00,94.65
2814.00,94.69
2813.00,94.73
2812.00,94.76
2811.00,94.80
2810.00,94.82
2809.00,94.84
2808.00,94.86
2807.00,94.88
2806.00,94.91
2805.00,94.93
2804.00,94.96
2803.00,94.98
2802.00,95.01
2801.00,95.04
2800.00,95.07
2799.00,95.09
2798.00,95.11
2797.00,95.13
2796.00,95.15
2795.00,95.18
2794.00,95.20
2793.00,95.23
2792.00,95.26
2791.00,95.29
2790.00,95.31
2789.00,95.33
2788.00,95.35
2787.00,95.36
2786.00,95.37
2785.00,95.38
2784.00,95.40
2783.00,95.42
2782.00,95.44
2781.00,95.45
2780.00,95.46
2779.00,95.47
2778.00,95.49
2777.00,95.51
2776.00,95.53
2775.00,95.55
2774.00,95.56
2773.00,95.56
2772.00,95.57
2771.00,95.57
2770.00,95.58
2769.00,95.58
2768.00,95.58
2767.00,95.59
2766.00,95.60
2765.00,95.60
2764.00,95.61
2763.00,95.61
2762.00,95.61
2761.00,95.61
2760.00,95.61
2759.00,95.61
2758.00,95.61
2757.00,95.62
2756.00,95.62
2755.00,95.62
2754.00,95.62
2753.00,95.62
2752.00,95.63
2751.00,95.63
2750.00,95.63
2749.00,95.63
2748.00,95.62
2747.00,95.61
2746.00,95.61
2745.00,95.60
2744.00,95.59
2743.00,95.58
2742.00,95.58
2741.00,95.57
2740.00,95.56
2739.00,95.54
2738.00,95.53
2737.00,95.51
2736.00,95.48
2735.00,95.45
2734.00,95.42
2733.00,95.39
2732.00,95.37
2731.00,95.35
2730.00,95.34
2729.00,95.34
2728.00,95.36
2727.00,95.38
2726.00,95.40
2725.00,95.42
2724.00,95.44
2723.00,95.46
2722.00,95.47
2721.00,95.48
2720.00,95.49
2719.00,95.50
2718.00,95.52
2717.00,95.53
2716.00,95.54
2715.00,95.55
2714.00,95.55
2713.00,95.56
2712.00,95.56
2711.00,95.57
2710.00,95.58
2709.00,95.59
2708.00,95.59
2707.00,95.59
2706.00,95.59
2705.00,95.59
2704.00,95.60
2703.00,95.60
2702.00,95.61
2701.00,95.62
2700.00,95.63
2699.00,95.64
2698.00,95.65
2697.00,95.66
2696.00,95.67
2695.00,95.67
2694.00,95.68
2693.00,95.69
2692.00,95.70
2691.00,95.71
2690.00,95.72
2689.00,95.73
2688.00,95.74
2687.00,95.75
2686.00,95.75
2685.00,95.76
2684.00,95.77
2683.00,95.78
2682.00,95.78
2681.00,95.79
2680.00,95.79
2679.00,95.80
2678.00,95.80
2677.00,95.80
2676.00,95.80
2675.00,95.79
2674.00,95.79
2673.00,95.78
2672.00,95.77
2671.00,95.76
2670.00,95.75
2669.00,95.74
2668.00,95.73
2667.00,95.72
2666.00,95.70
2665.00,95.69
2664.00,95.67
2663.00,95.66
2662.00,95.64
2661.00,95.63
2660.00,95.62
2659.00,95.62
2658.00,95.61
2657.00,95.61
2656.00,95.61
2655.00,95.61
2654.00,95.61
2653.00,95.61
2652.00,95.62
2651.00,95.62
2650.00,95.62
2649.00,95.62
2648.00,95.62
2647.00,95.63
2646.00,95.63
2645.00,95.63
2644.00,95.64
2643.00,95.64
2642.00,95.65
2641.00,95.67
2640.00,95.68
2639.00,95.69
2638.00,95.70
2637.00,95.71
2636.00,95.72
2635.00,95.74
2634.00,95.76
2633.00,95.78
2632.00,95.79
2631.00,95.81
2630.00,95.83
2629.00,95.84
2628.00,95.85
2627.00,95.86
2626.00,95.88
2625.00,95.89
2624.00,95.90
2623.00,95.91
2622.00,95.92
2621.00,95.93
2620.00,95.94
2619.00,95.94
2618.00,95.94
2617.00,95.94
2616.00,95.94
2615.00,95.94
2614.00,95.95
2613.00,95.95
2612.00,95.95
2611.00,95.95
2610.00,95.96
2609.00,95.96
2608.00,95.96
2607.00,95.96
2606.00,95.96
2605.00,95.95
2604.00,95.94
2603.00,95.94
2602.00,95.94
2601.00,95.93
2600.00,95.92
2599.00,95.92
2598.00,95.91
2597.00,95.90
2596.00,95.89
2595.00,95.88
2594.00,95.88
2593.00,95.88
2592.00,95.88
2591.00,95.88
2590.00,95.89
2589.00,95.88
2588.00,95.88
2587.00,95.88
2586.00,95.88
2585.00,95.88
2584.00,95.88
2583.00,95.89
2582.00,95.90
2581.00,95.91
2580.00,95.92
2579.00,95.92
2578.00,95.94
2577.00,95.95
2576.00,95.96
2575.00,95.96
2574.00,95.97
2573.00,95.97
2572.00,95.97
2571.00,95.97
2570.00,95.97
2569.00,95.97
2568.00,95.97
2567.00,95.97
2566.00,95.97
2565.00,95.97
2564.00,95.97
2563.00,95.98
2562.00,95.99
2561.00,96.00
2560.00,96.02
2559.00,96.03
2558.00,96.05
2557.00,96.06
2556.00,96.07
2555.00,96.09
2554.00,96.10
2553.00,96.11
2552.00,96.12
2551.00,96.13
2550.00,96.14
2549.00,96.14
2548.00,96.14
2547.00,96.13
2546.00,96.13
2545.00,96.13
2544.00,96.13
2543.00,96.13
2542.00,96.12
2541.00,96.12
2540.00,96.11
2539.00,96.11
2538.00,96.11
2537.00,96.10
2536.00,96.09
2535.00,96.08
2534.00,96.08
2533.00,96.08
2532.00,96.09
2531.00,96.10
2530.00,96.11
2529.00,96.12
2528.00,96.13
2527.00,96.13
2526.00,96.13
2525.00,96.14
2524.00,96.14
2523.00,96.15
2522.00,96.16
2521.00,96.17
2520.00,96.18
2519.00,96.19
2518.00,96.20
2517.00,96.20
2516.00,96.20
2515.00,96.20
2514.00,96.20
2513.00,96.20
2512.00,96.21
2511.00,96.22
2510.00,96.23
2509.00,96.25
2508.00,96.25
2507.00,96.26
2506.00,96.26
2505.00,96.26
2504.00,96.26
2503.00,96.26
2502.00,96.27
2501.00,96.27
2500.00,96.27
2499.00,96.27
2498.00,96.27
2497.00,96.29
2496.00,96.30
2495.00,96.31
2494.00,96.32
2493.00,96.31
2492.00,96.31
2491.00,96.31
2490.00,96.31
2489.00,96.32
2488.00,96.32
2487.00,96.33
2486.00,96.34
2485.00,96.34
2484.00,96.34
2483.00,96.35
2482.00,96.35
2481.00,96.36
2480.00,96.36
2479.00,96.35
2478.00,96.35
2477.00,96.35
2476.00,96.35
2475.00,96.36
2474.00,96.38
2473.00,96.39
2472.00,96.39
2471.00,96.38
2470.00,96.38
2469.00,96.38
2468.00,96.38
2467.00,96.38
2466.00,96.39
2465.00,96.39
2464.00,96.39
2463.00,96.38
2462.00,96.38
2461.00,96.37
2460.00,96.37
2459.00,96.37
2458.00,96.37
2457.00,96.37
2456.00,96.37
