# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       -0.0055886743     -436.8897641520
        4.9944113257     -436.8897265700
        9.9944113257     -436.8896117620
       14.9944113257     -436.8894143800
       19.9944113257     -436.8891276610
       24.9944113257     -436.8887456430
       29.9944113257     -436.8882658290
       34.9944113257     -436.8876891110
       39.9944113257     -436.8870226140
       44.9944113257     -436.8862790980
       49.9944113257     -436.8854783090
       54.9944113257     -436.8846439510
       59.9944113257     -436.8838053960
       64.9944113257     -436.8829871110
       69.9944113257     -436.8822419270
       74.9944113257     -436.8815992570
       79.9944113257     -436.8810970240
       84.9944113257     -436.8807728410
       89.9944113257     -436.8806592210
       94.9944113257     -436.8807731790
       99.9944113257     -436.8811000030
      104.9944113257     -436.8816077240
      109.9944113257     -436.8822572550
      114.9944113257     -436.8830086930
      119.9944113257     -436.8838306560
      124.9944113257     -436.8846705440
      129.9944113257     -436.8855027840
      134.9944113257     -436.8863000740
      139.9944113257     -436.8870383730
      144.9944113257     -436.8876998930
      149.9944113257     -436.8882723670
      154.9944113257     -436.8887492510
      159.9944113257     -436.8891290900
      164.9944113257     -436.8894149320
      169.9944113257     -436.8896117500
      174.9944113257     -436.8897266080
      179.9944113257     -436.8897641570
