   0.00000000 -1973.21133255 
  10.28571429 -1973.21059918 
  20.57142857 -1973.20830870 
  30.85714286 -1973.20459981 
  41.14285714 -1973.20630730 
  51.42857143 -1973.20636980 
  61.71428571 -1973.20578960 
  72.00000000 -1973.20471058 
  82.28571429 -1973.20337421 
  92.57142857 -1973.20204337 
 102.85714286 -1973.20100772 
 113.14285714 -1973.20019958 
 123.42857143 -1973.19975997 
 133.71428571 -1973.20035509 
 144.00000000 -1973.20359921 
 154.28571429 -1973.20695060 
 164.57142857 -1973.20921341 
 174.85714286 -1973.21043288 
 185.14285714 -1973.21023422 
 195.42857143 -1973.20877073 
 205.71428571 -1973.20602997 
 216.00000000 -1973.20238808 
 226.28571429 -1973.19982175 
 236.57142857 -1973.19972855 
 246.85714286 -1973.20036935 
 257.14285714 -1973.20119995 
 267.42857143 -1973.20222588 
 277.71428571 -1973.20337413 
 288.00000000 -1973.20467553 
 298.28571429 -1973.20585288 
 308.57142857 -1973.20661796 
 318.85714286 -1973.20704429 
 329.14285714 -1973.20744196 
 339.42857143 -1973.20858417 
 349.71428571 -1973.21063715 
 360.00000000 -1973.21137093 
