   0.00000000 -1219.21348499 
  10.28571429 -1219.21500367 
  20.57142857 -1219.21521848 
  30.85714286 -1219.21415897 
  41.14285714 -1219.21205023 
  51.42857143 -1219.20964242 
  61.71428571 -1219.20764514 
  72.00000000 -1219.20725144 
  82.28571429 -1219.20749228 
  92.57142857 -1219.20762331 
 102.85714286 -1219.20764824 
 113.14285714 -1219.20774632 
 123.42857143 -1219.20826845 
 133.71428571 -1219.20977697 
 144.00000000 -1219.21169911 
 154.28571429 -1219.21291964 
 164.57142857 -1219.21294397 
 174.85714286 -1219.21211795 
 185.14285714 -1219.21209670 
 195.42857143 -1219.21291443 
 205.71428571 -1219.21288343 
 216.00000000 -1219.21168378 
 226.28571429 -1219.20981062 
 236.57142857 -1219.20827407 
 246.85714286 -1219.20770443 
 257.14285714 -1219.20753386 
 267.42857143 -1219.20756112 
 277.71428571 -1219.20749810 
 288.00000000 -1219.20729832 
 298.28571429 -1219.20771360 
 308.57142857 -1219.20964545 
 318.85714286 -1219.21204552 
 329.14285714 -1219.21416365 
 339.42857143 -1219.21523897 
 349.71428571 -1219.21503329 
 360.00000000 -1219.21349807 
