   0.00000000 -1219.54663549 
  21.17647059 -1219.54583048 
  42.35294118 -1219.54620962 
  63.52941176 -1219.54769878 
  84.70588235 -1219.55040865 
 105.88235294 -1219.55227081 
 127.05882353 -1219.55224089 
 148.23529412 -1219.55042237 
 169.41176471 -1219.54788848 
 190.58823529 -1219.54649028 
 211.76470588 -1219.54583698 
 232.94117647 -1219.54565084 
 254.11764706 -1219.54912299 
 275.29411765 -1219.55353190 
 296.47058824 -1219.55359286 
 317.64705882 -1219.55417637 
 338.82352941 -1219.55018697 
 360.00000000 -1219.54656110 
