   0.00000000 -1973.56210185 
  21.17647059 -1973.56002033 
  42.35294118 -1973.55821366 
  63.52941176 -1973.55769063 
  84.70588235 -1973.56221214 
 105.88235294 -1973.56871474 
 127.05882353 -1973.56834266 
 148.23529412 -1973.56146582 
 169.41176471 -1973.55732305 
 190.58823529 -1973.55779887 
 211.76470588 -1973.55939214 
 232.94117647 -1973.56144929 
 254.11764706 -1973.56382920 
 275.29411765 -1973.56615258 
 296.47058824 -1973.57103299 
 317.64705882 -1973.56722954 
 338.82352941 -1973.56296425 
 360.00000000 -1973.56204408 
