   0.00000000 -1219.23727455 
  10.28571429 -1219.23881780 
  20.57142857 -1219.23922014 
  30.85714286 -1219.23849943 
  41.14285714 -1219.23712281 
  51.42857143 -1219.23570308 
  61.71428571 -1219.23424106 
  72.00000000 -1219.23432898 
  82.28571429 -1219.23427337 
  92.57142857 -1219.23403706 
 102.85714286 -1219.23372869 
 113.14285714 -1219.23345352 
 123.42857143 -1219.23339905 
 133.71428571 -1219.23460309 
 144.00000000 -1219.23615975 
 154.28571429 -1219.23708902 
 164.57142857 -1219.23690037 
 174.85714286 -1219.23557672 
 185.14285714 -1219.23561539 
 195.42857143 -1219.23690380 
 205.71428571 -1219.23710613 
 216.00000000 -1219.23617087 
 226.28571429 -1219.23464029 
 236.57142857 -1219.23335487 
 246.85714286 -1219.23337379 
 257.14285714 -1219.23362380 
 267.42857143 -1219.23398561 
 277.71428571 -1219.23429607 
 288.00000000 -1219.23441550 
 298.28571429 -1219.23423825 
 308.57142857 -1219.23585965 
 318.85714286 -1219.23714397 
 329.14285714 -1219.23853428 
 339.42857143 -1219.23928726 
 349.71428571 -1219.23887571 
 360.00000000 -1219.23732604 
