Parameter,Value
id,114712f0-76df-4b35-9d4d-faf3a59410d8
name,Recording 8
timestamp,2026-03-10 21:30:55
sample_rate,8000
duration,30
noise_type,white
recording_path,saved_runs/114712f0-76df-4b35-9d4d-faf3a59410d8_rec.npy
noise_path,saved_runs/114712f0-76df-4b35-9d4d-faf3a59410d8_noise.npy
gas_used,Air
recorded_by,Jeff Yarger
last_fft_points,8192
FFT_Info,"Rectangular Window, 120001 bins, Linear Frequency (Hz), Linear Magnitude"

Time (s),Amplitude,Frequency (Hz),Magnitude
0.0,0.0,0.0,4.6716278e-07
0.00012500052083550347,0.0,0.03333333333333333,6.193131e-07
0.00025000104167100694,0.0,0.06666666666666667,4.215113e-07
0.0003750015625065104,0.0,0.1,4.296625e-07
0.0005000020833420139,0.0,0.13333333333333333,4.1166822e-07
0.0006250026041775174,0.0,0.16666666666666666,2.6064188e-07
0.0007500031250130208,0.0,0.2,5.4534877e-07
0.0008750036458485242,0.0,0.23333333333333334,4.6797948e-07
0.0010000041666840278,0.0,0.26666666666666666,5.611285e-07
0.0011250046875195313,0.0,0.3,5.272747e-07
0.0012500052083550348,0.0,0.3333333333333333,5.0653995e-07
0.0013750057291905381,0.0,0.36666666666666664,5.300543e-07
0.0015000062500260417,0.0,0.4,2.881741e-07
0.0016250067708615452,0.0,0.43333333333333335,4.57208e-07
0.0017500072916970485,0.0,0.4666666666666667,4.1454285e-07
0.001875007812532552,0.0,0.5,4.691925e-07
0.0020000083333680556,0.0,0.5333333333333333,6.157845e-07
0.002125008854203559,0.0,0.5666666666666667,4.3853572e-07
0.0022500093750390626,0.0,0.6,5.915775e-07
0.002375009895874566,0.0,0.6333333333333333,3.725532e-07
0.0025000104167100697,0.0,0.6666666666666666,3.7757619e-07
0.002625010937545573,0.0,0.7,3.939061e-07
0.0027500114583810763,0.0,0.7333333333333333,3.22577e-07
0.00287501197921658,0.0,0.7666666666666666,5.706879e-07
0.0030000125000520833,0.0,0.8,4.267082e-07
0.0031250130208875866,0.0,0.8333333333333334,5.60418e-07
0.0032500135417230904,0.0,0.8666666666666667,5.727434e-07
0.0033750140625585937,0.0,0.9,4.427504e-07
0.003500014583394097,0.0,0.9333333333333333,4.7565422e-07
0.0036250151042296007,0.0,0.9666666666666667,3.2558748e-07
0.003750015625065104,0.0,1.0,5.244687e-07
0.003875016145900608,0.0,1.0333333333333332,4.2592936e-07
0.004000016666736111,0.0,1.0666666666666667,4.077977e-07
0.004125017187571614,0.0,1.1,6.6373326e-07
0.004250017708407118,0.0,1.1333333333333333,3.893231e-07
0.004375018229242622,3.6715464e-11,1.1666666666666667,6.026936e-07
0.004500018750078125,1.3070773e-08,1.2,3.296573e-07
