Frequency (Hz)	Level (dB)
0.976562	-47.017139
1.953125	-46.344368
2.929688	-45.729057
3.906250	-46.540802
4.882812	-47.650948
5.859375	-47.184158
6.835938	-45.384987
7.812500	-46.930691
8.789062	-47.771149
9.765625	-49.074734
10.742188	-47.951191
11.718750	-47.481739
12.695312	-46.811325
13.671875	-47.520172
14.648438	-47.806633
15.625000	-45.649822
16.601562	-45.643562
17.578125	-46.909367
18.554688	-47.163494
19.531250	-46.408783
20.507812	-47.304474
21.484375	-47.177311
22.460938	-45.601292
23.437500	-47.867771
24.414062	-45.355633
25.390625	-48.475594
26.367188	-46.707512
27.343750	-45.586044
28.320312	-48.686855
29.296875	-46.761776
30.273438	-45.910244
31.250000	-46.049389
32.226562	-47.863083
33.203125	-46.072060
34.179688	-47.161957
35.156250	-46.729622
36.132812	-47.876755
37.109375	-47.875778
38.085938	-48.305332
39.062500	-47.457710
40.039062	-46.995346
41.015625	-46.925819
41.992188	-46.765316
42.968750	-45.900932
43.945312	-47.223522
44.921875	-46.495842
45.898438	-46.095963
46.875000	-47.730480
47.851562	-46.819206
48.828125	-46.836979
49.804688	-48.649193
50.781250	-46.074318
51.757812	-46.864933
52.734375	-47.561451
53.710938	-46.549732
54.687500	-46.595341
55.664062	-47.975735
56.640625	-46.796341
57.617188	-47.057156
58.593750	-47.082420
59.570312	-46.201908
60.546875	-47.363014
61.523438	-48.212399
62.500000	-48.267254
63.476562	-47.408848
64.453125	-48.146843
65.429688	-46.733749
66.406250	-46.076248
67.382812	-46.702370
68.359375	-47.717480
69.335938	-45.885101
70.312500	-47.706776
71.289062	-47.576279
72.265625	-47.748775
73.242188	-46.424000
74.218750	-45.981506
75.195312	-46.277222
76.171875	-48.047367
77.148438	-45.848724
78.125000	-45.110401
79.101562	-46.919510
80.078125	-47.954468
81.054688	-48.848804
82.031250	-47.730278
83.007812	-46.578732
83.984375	-46.416100
84.960938	-47.900787
85.937500	-47.405029
86.914062	-46.271530
87.890625	-45.843399
88.867188	-46.961452
89.843750	-47.453979
90.820312	-48.067307
91.796875	-47.274960
92.773438	-46.875317
93.750000	-47.852257
94.726562	-47.339504
95.703125	-47.088253
96.679688	-45.049706
97.656250	-47.445015
98.632812	-46.907154
99.609375	-47.367634
100.585938	-47.659668
101.562500	-46.150688
102.539062	-45.580868
103.515625	-45.238049
104.492188	-47.510708
105.468750	-47.062946
106.445312	-47.212318
107.421875	-46.622471
108.398438	-46.821575
109.375000	-45.740334
110.351562	-45.692131
111.328125	-47.179951
112.304688	-46.848385
113.281250	-46.521515
114.257812	-47.529533
115.234375	-46.934025
116.210938	-46.561077
117.187500	-47.016514
118.164062	-47.199619
119.140625	-46.688732
