Frequency (Hz)	Level (dB)
0.672913	-106.741539
1.345825	-106.676865
2.018738	-106.831245
2.691650	-106.714287
3.364563	-106.295990
4.037476	-106.194565
4.710388	-106.209328
5.383301	-106.047165
6.056213	-105.861649
6.729126	-105.610718
7.402039	-105.483849
8.074951	-106.360527
8.747864	-105.640007
9.420776	-105.805817
10.093689	-104.621719
10.766602	-105.001701
11.439514	-104.129616
12.112427	-104.483009
12.785339	-105.014763
13.458252	-104.877968
14.131165	-105.277420
14.804077	-105.116806
15.476990	-104.147133
16.149902	-103.670898
16.822815	-104.474052
17.495728	-104.006973
18.168640	-104.368332
18.841553	-104.242416
19.514465	-103.940521
20.187378	-104.171448
20.860291	-104.665199
21.533203	-104.096451
22.206116	-103.750702
22.879028	-103.011978
23.551941	-103.746017
24.224854	-102.801826
24.897766	-103.859711
25.570679	-102.740250
26.243591	-102.970100
26.916504	-103.712524
27.589417	-102.225006
28.262329	-102.299667
28.935242	-103.831779
29.608154	-102.194313
30.281067	-102.533531
30.953979	-102.367363
31.626892	-103.166855
32.299805	-104.096413
32.972717	-101.308655
33.645630	-103.648911
34.318542	-102.412239
34.991455	-101.286270
35.664368	-101.368393
36.337280	-103.399300
37.010193	-102.152283
37.683105	-100.968727
38.356018	-102.780350
39.028931	-100.291794
39.701843	-102.372368
40.374756	-100.748192
41.047668	-100.504585
41.720581	-100.304909
42.393494	-98.955246
43.066406	-101.231552
43.739319	-101.151878
44.412231	-100.996216
45.085144	-102.506233
45.758057	-101.355293
46.430969	-103.220802
47.103882	-101.781296
47.776794	-102.012535
48.449707	-101.536583
49.122620	-101.485275
49.795532	-102.154373
50.468445	-100.499191
51.141357	-101.204071
51.814270	-99.516983
52.487183	-101.350464
53.160095	-102.059685
53.833008	-103.195404
54.505920	-101.939934
55.178833	-102.283386
55.851746	-100.790741
56.524658	-101.600037
57.197571	-99.999779
57.870483	-94.919868
58.543396	-95.980049
59.216309	-99.685646
59.889221	-90.135651
60.562134	-99.460045
61.235046	-98.431580
61.907959	-98.904488
62.580872	-100.674660
63.253784	-101.419266
63.926697	-101.630005
64.599609	-100.976440
65.272522	-99.959091
65.945435	-101.443237
66.618347	-100.859467
67.291260	-100.250069
67.964172	-101.098984
68.637085	-101.163391
69.309998	-100.518806
69.982910	-100.399139
70.655823	-100.177605
71.328735	-100.270081
72.001648	-99.160286
72.674561	-99.522919
73.347473	-99.461067
74.020386	-98.430084
74.693298	-99.787079
75.366211	-99.089996
76.039124	-98.682907
76.712036	-99.085197
77.384949	-97.901680
78.057861	-99.087608
78.730774	-98.661224
79.403687	-97.990631
80.076599	-98.944565
80.749512	-98.740585
81.422424	-97.905449
82.095337	-97.876511
82.768250	-98.692123
83.441162	-97.224930
84.114075	-97.712776
84.786987	-97.174301
85.459900	-98.547836
86.132812	-97.947731
86.805725	-99.658890
87.478638	-97.954636
88.151550	-97.183678
88.824463	-97.469887
89.497375	-97.673111
