Timestamp,Date,Time,TC1_Temp_C,TC2_Temp_C,Env_Temp_C,Flow_slm,Gas_Temp_C,Pressure_kPa,Humidity_%
1773531948349,3/14/2026,4:45:48 PM,23.8203125,23.140625,25.73,0.007,25.105,96.654,14.171
1773531948488,3/14/2026,4:45:48 PM,23.7578125,23.140625,25.73,0.007,25.105,96.654,14.171
1773531948568,3/14/2026,4:45:48 PM,23.7578125,23.140625,25.73,0.007,25.105,96.654,14.171
1773531948621,3/14/2026,4:45:48 PM,23.7578125,23.140625,25.73,0.007,25.105,96.654,14.171
1773531948677,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531948737,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531948791,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531948849,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531948906,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531948958,3/14/2026,4:45:48 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531949012,3/14/2026,4:45:49 PM,23.7578125,23.1640625,25.73,0.007,25.105,96.654,14.171
1773531949070,3/14/2026,4:45:49 PM,23.7578125,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949129,3/14/2026,4:45:49 PM,23.7578125,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949182,3/14/2026,4:45:49 PM,23.7578125,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949240,3/14/2026,4:45:49 PM,23.7734375,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949298,3/14/2026,4:45:49 PM,23.7734375,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949356,3/14/2026,4:45:49 PM,23.7734375,23.1640625,25.73,0.008,25.02,96.651,14.18
1773531949416,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.02,96.651,14.18
1773531949531,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.02,96.651,14.18
1773531949625,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.02,96.651,14.18
1773531949765,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.04,96.652,14.166
1773531949820,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.04,96.652,14.166
1773531949876,3/14/2026,4:45:49 PM,23.7734375,23.15625,25.73,0.008,25.04,96.652,14.166
1773531950346,3/14/2026,4:45:50 PM,23.8515625,23.1875,25.73,0.008,25.04,96.652,14.166
1773531950515,3/14/2026,4:45:50 PM,23.8515625,23.1875,25.73,0.007,25.02,96.653,14.185
1773531950569,3/14/2026,4:45:50 PM,23.8515625,23.1875,25.73,0.007,25.02,96.653,14.185
1773531950626,3/14/2026,4:45:50 PM,23.8515625,23.1875,25.73,0.007,25.02,96.653,14.185
1773531950686,3/14/2026,4:45:50 PM,23.8046875,23.1875,25.73,0.007,25.02,96.653,14.185
1773531950745,3/14/2026,4:45:50 PM,23.8046875,23.1875,25.73,0.007,25.02,96.653,14.185
1773531950803,3/14/2026,4:45:50 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531950858,3/14/2026,4:45:50 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531950914,3/14/2026,4:45:50 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531950969,3/14/2026,4:45:50 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531951021,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531951079,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531951136,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.007,25.02,96.653,14.185
1773531951193,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.008,25.06,96.649,14.161
1773531951248,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.008,25.06,96.649,14.161
1773531951307,3/14/2026,4:45:51 PM,23.8046875,23.125,25.73,0.008,25.06,96.649,14.161
1773531951360,3/14/2026,4:45:51 PM,23.8828125,23.125,25.73,0.008,25.06,96.649,14.161
1773531951515,3/14/2026,4:45:51 PM,23.8828125,23.125,25.73,0.008,25.06,96.649,14.161
1773531951628,3/14/2026,4:45:51 PM,23.8828125,23.140625,25.73,0.008,25.06,96.649,14.161
1773531951770,3/14/2026,4:45:51 PM,23.8828125,23.140625,25.73,0.008,25.06,96.649,14.161
1773531951829,3/14/2026,4:45:51 PM,23.8828125,23.140625,25.73,0.008,25.06,96.649,14.161
1773531951884,3/14/2026,4:45:51 PM,23.8828125,23.140625,25.73,0.008,25.06,96.649,14.161
1773531952350,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.007,25.02,96.644,14.176
1773531952490,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.007,25.02,96.644,14.176
1773531952549,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.007,25.02,96.644,14.176
1773531952606,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.007,25.02,96.644,14.176
1773531952664,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531952719,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531952776,3/14/2026,4:45:52 PM,23.71875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531952839,3/14/2026,4:45:52 PM,23.8046875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531952898,3/14/2026,4:45:52 PM,23.8046875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531952953,3/14/2026,4:45:52 PM,23.8046875,23.2109375,25.74,0.008,25.02,96.65,14.156
1773531953011,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953066,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953119,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953177,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953232,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953288,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,25.02,96.65,14.156
1773531953347,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,24.975,96.645,14.166
1773531953408,3/14/2026,4:45:53 PM,23.8046875,23.25,25.74,0.008,24.975,96.645,14.166
1773531953520,3/14/2026,4:45:53 PM,23.796875,23.25,25.74,0.008,24.975,96.645,14.166
1773531953621,3/14/2026,4:45:53 PM,23.796875,23.25,25.74,0.008,24.975,96.645,14.166
1773531953767,3/14/2026,4:45:53 PM,23.796875,23.203125,25.74,0.008,24.975,96.645,14.166
1773531953884,3/14/2026,4:45:53 PM,23.796875,23.203125,25.74,0.008,24.975,96.645,14.166
1773531953941,3/14/2026,4:45:53 PM,23.796875,23.203125,25.74,0.008,24.975,96.645,14.166
1773531954349,3/14/2026,4:45:54 PM,23.7734375,23.203125,25.74,0.007,25.02,96.65,14.161
1773531954490,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954549,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954603,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954661,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954717,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954776,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.02,96.65,14.161
1773531954834,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.015,96.652,14.156
1773531954893,3/14/2026,4:45:54 PM,23.7734375,23.09375,25.74,0.007,25.015,96.652,14.156
1773531954949,3/14/2026,4:45:54 PM,23.6953125,23.09375,25.74,0.007,25.015,96.652,14.156
1773531955004,3/14/2026,4:45:55 PM,23.6953125,23.09375,25.74,0.007,25.015,96.652,14.156
1773531955063,3/14/2026,4:45:55 PM,23.6953125,23.09375,25.74,0.007,25.015,96.652,14.156
1773531955121,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955181,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955239,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955296,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955354,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955411,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.015,96.652,14.156
1773531955528,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.045,96.653,14.161
1773531955624,3/14/2026,4:45:55 PM,23.6953125,23.1171875,25.74,0.007,25.045,96.653,14.161
1773531955768,3/14/2026,4:45:55 PM,23.7734375,23.1171875,25.74,0.007,25.045,96.653,14.161
1773531955827,3/14/2026,4:45:55 PM,23.7734375,23.1171875,25.74,0.007,25.045,96.653,14.161
