Frequency (Hz)	Level (dB)
0.976562	-83.475914
1.953125	-83.253036
2.929688	-82.080917
3.906250	-78.575661
4.882812	-79.060425
5.859375	-79.767761
6.835938	-77.142250
7.812500	-71.838966
8.789062	-69.613235
9.765625	-65.439713
10.742188	-68.929008
11.718750	-70.197952
12.695312	-69.900925
13.671875	-68.781326
14.648438	-67.521286
15.625000	-69.128357
16.601562	-69.980392
17.578125	-68.835037
18.554688	-70.516403
19.531250	-66.433205
20.507812	-66.236420
21.484375	-67.924530
22.460938	-64.563606
23.437500	-69.788574
24.414062	-66.614082
25.390625	-66.876556
26.367188	-69.343170
27.343750	-67.006172
28.320312	-61.503754
29.296875	-63.675106
30.273438	-67.168121
31.250000	-66.087791
32.226562	-61.518635
33.203125	-63.274307
34.179688	-63.556767
35.156250	-59.414387
36.132812	-61.223160
37.109375	-62.378098
38.085938	-63.403164
39.062500	-63.232136
40.039062	-63.454121
41.015625	-65.528137
41.992188	-64.733620
42.968750	-65.522797
43.945312	-67.797859
44.921875	-63.074692
45.898438	-64.884560
46.875000	-62.420624
47.851562	-63.666126
48.828125	-66.447052
49.804688	-65.719917
50.781250	-66.626442
51.757812	-64.453278
52.734375	-67.517128
53.710938	-67.333168
54.687500	-67.003471
55.664062	-65.655052
56.640625	-64.723320
57.617188	-62.835148
58.593750	-60.964729
59.570312	-58.528473
60.546875	-63.989353
61.523438	-66.513428
62.500000	-66.676399
63.476562	-68.189705
64.453125	-66.426453
65.429688	-66.662575
66.406250	-66.760307
67.382812	-66.708908
68.359375	-66.211250
69.335938	-66.587578
70.312500	-67.622612
71.289062	-68.437531
72.265625	-71.453926
73.242188	-69.956444
74.218750	-66.536903
75.195312	-67.015686
76.171875	-68.425392
77.148438	-71.033661
78.125000	-67.616585
79.101562	-70.178085
80.078125	-69.868088
81.054688	-68.261734
82.031250	-70.563553
83.007812	-68.519951
83.984375	-68.615639
84.960938	-68.211624
85.937500	-69.882339
86.914062	-69.379173
87.890625	-68.966209
88.867188	-71.911476
89.843750	-72.664597
90.820312	-72.071976
91.796875	-73.067940
92.773438	-73.344154
93.750000	-71.895149
94.726562	-71.101212
95.703125	-72.003906
96.679688	-72.845985
97.656250	-71.378868
98.632812	-71.886513
99.609375	-73.087776
100.585938	-70.512177
101.562500	-71.287018
102.539062	-71.263390
103.515625	-71.538925
104.492188	-71.188950
105.468750	-74.329498
106.445312	-73.596390
107.421875	-75.466034
108.398438	-75.276825
109.375000	-72.636528
110.351562	-71.669464
111.328125	-74.873589
112.304688	-77.335144
113.281250	-74.939323
114.257812	-73.698479
115.234375	-74.539032
116.210938	-76.250587
117.187500	-75.590622
118.164062	-75.672150
119.140625	-75.104599
120.117188	-75.325790
121.093750	-76.071022
122.070312	-74.927437
123.046875	-77.158737
124.023438	-75.554420
125.000000	-75.083817
125.976562	-77.667892
126.953125	-77.583710
127.929688	-81.346710
128.906250	-75.999664
129.882812	-76.976547
130.859375	-77.359734
131.835938	-77.557495
132.812500	-79.123055
133.789062	-81.515182
134.765625	-79.015251
135.742188	-78.829239
136.718750	-83.129662
137.695312	-80.866806
138.671875	-79.178474
139.648438	-77.771027
140.625000	-78.747551
141.601562	-80.070572
142.578125	-79.315018
143.554688	-80.227196
144.531250	-81.564354
145.507812	-82.167007
146.484375	-82.780403
147.460938	-81.450287
148.437500	-81.191849
149.414062	-81.598801
150.390625	-81.165375
151.367188	-83.160400
152.343750	-85.102180
153.320312	-84.305237
154.296875	-84.284126
155.273438	-83.888176
156.250000	-84.103027
157.226562	-85.970680
158.203125	-87.261528
159.179688	-87.700859
160.156250	-84.872589
161.132812	-87.183182
162.109375	-87.373032
163.085938	-86.378670
164.062500	-87.375618
165.039062	-87.041939
166.015625	-87.995682
166.992188	-88.850029
167.968750	-87.753464
168.945312	-88.837158
169.921875	-90.473885
170.898438	-88.168167
171.875000	-90.987640
172.851562	-90.893501
173.828125	-90.925949
174.804688	-90.519028
175.781250	-90.676559
176.757812	-89.130989
177.734375	-89.285400
178.710938	-88.356972
179.687500	-89.406952
180.664062	-90.027008
181.640625	-87.665001
182.617188	-89.278091
183.593750	-89.063530
184.570312	-87.212105
185.546875	-86.073029
186.523438	-89.233467
187.500000	-87.486801
188.476562	-85.292786
189.453125	-86.844994
190.429688	-86.167152
191.406250	-86.778503
192.382812	-84.148727
193.359375	-83.230698
194.335938	-82.472572
195.312500	-81.117226
196.289062	-84.549332
197.265625	-84.034035
198.242188	-85.395279
199.218750	-82.465546
200.195312	-81.676826
201.171875	-81.662811
202.148438	-81.759727
203.125000	-81.788078
204.101562	-82.253571
205.078125	-79.573761
206.054688	-79.236336
207.031250	-77.995781
208.007812	-79.911644
208.984375	-80.054466
209.960938	-80.465195
210.937500	-80.332901
211.914062	-78.543724
212.890625	-78.076302
213.867188	-76.190948
214.843750	-80.055946
215.820312	-78.603691
216.796875	-77.855507
217.773438	-77.781960
218.750000	-80.304710
219.726562	-78.169037
220.703125	-77.764595
221.679688	-77.683754
222.656250	-78.084358
223.632812	-77.009407
224.609375	-76.752419
225.585938	-78.311081
226.562500	-78.220352
227.539062	-76.779030
228.515625	-75.889816
229.492188	-76.505783
230.468750	-76.104095
231.445312	-76.948372
232.421875	-78.127594
233.398438	-73.829651
234.375000	-75.781532
235.351562	-76.267998
236.328125	-75.479515
237.304688	-77.796516
238.281250	-79.202919
239.257812	-74.424866
240.234375	-75.443611
241.210938	-74.610344
242.187500	-73.800919
243.164062	-75.271622
244.140625	-74.145576
245.117188	-73.837555
246.093750	-72.921547
247.070312	-74.203835
248.046875	-74.689232
249.023438	-73.445862
250.000000	-74.069588
250.976562	-72.720253
251.953125	-71.716713
252.929688	-72.680550
253.906250	-72.865448
254.882812	-70.876900
255.859375	-70.517914
256.835938	-73.056526
257.812500	-70.779526
258.789062	-72.288857
259.765625	-71.801224
260.742188	-71.991623
261.718750	-71.032524
262.695312	-70.763138
263.671875	-72.156097
264.648438	-70.236008
265.625000	-69.572144
266.601562	-69.257591
267.578125	-71.036446
268.554688	-68.272163
269.531250	-71.743935
270.507812	-71.886551
271.484375	-69.797760
272.460938	-70.627045
273.437500	-70.247482
274.414062	-70.453224
275.390625	-69.834335
276.367188	-70.472519
277.343750	-68.552483
278.320312	-68.227394
279.296875	-67.902046
280.273438	-71.698875
281.250000	-68.817566
282.226562	-67.321663
283.203125	-69.134529
284.179688	-68.909691
285.156250	-70.013542
286.132812	-70.804131
287.109375	-66.978127
288.085938	-65.655632
289.062500	-66.921768
290.039062	-67.886810
291.015625	-69.878471
291.992188	-67.070007
292.968750	-64.410370
293.945312	-66.446434
294.921875	-68.956970
295.898438	-66.141647
296.875000	-65.713501
297.851562	-67.259590
298.828125	-66.178688
299.804688	-67.487946
300.781250	-67.615601
301.757812	-65.847160
302.734375	-64.159027
303.710938	-64.861855
304.687500	-64.764183
305.664062	-65.807434
306.640625	-64.394440
307.617188	-65.376434
308.593750	-65.664017
309.570312	-61.202293
310.546875	-65.851311
311.523438	-66.115639
312.500000	-63.291103
313.476562	-64.417999
314.453125	-63.790051
315.429688	-63.315132
316.406250	-64.978485
317.382812	-63.818241
318.359375	-61.862442
319.335938	-62.321419
320.312500	-65.384377
321.289062	-64.189178
322.265625	-61.913406
323.242188	-61.960052
324.218750	-59.334793
325.195312	-62.616310
326.171875	-63.193672
327.148438	-61.595192
328.125000	-59.759956
329.101562	-57.989712
330.078125	-59.348667
331.054688	-60.333508
332.031250	-58.516777
333.007812	-57.092602
333.984375	-57.870590
334.960938	-56.937931
335.937500	-57.481277
336.914062	-59.130386
337.890625	-58.546436
338.867188	-57.427723
