Frequency (Hz)	Level (dB)
0.672913	-98.181686
1.345825	-98.183945
2.018738	-98.148552
2.691650	-98.257454
3.364563	-98.051956
4.037476	-98.070007
4.710388	-98.106468
5.383301	-98.221573
6.056213	-98.099792
6.729126	-98.311867
7.402039	-97.793762
8.074951	-98.169846
8.747864	-97.916290
9.420776	-97.662392
10.093689	-97.915825
10.766602	-97.846535
11.439514	-97.732933
12.112427	-98.183006
12.785339	-98.074280
13.458252	-97.633835
14.131165	-97.205040
14.804077	-97.912148
15.476990	-97.439987
16.149902	-98.013641
16.822815	-97.629379
17.495728	-97.671127
18.168640	-97.963562
18.841553	-97.966591
19.514465	-97.422668
20.187378	-97.348900
20.860291	-97.757713
21.533203	-98.020271
22.206116	-97.967049
22.879028	-98.136002
23.551941	-96.391251
24.224854	-96.740952
24.897766	-97.751732
25.570679	-97.464165
26.243591	-97.023399
26.916504	-96.895004
27.589417	-97.083122
28.262329	-96.088127
28.935242	-97.304771
29.608154	-96.491791
30.281067	-96.543221
30.953979	-96.128830
31.626892	-95.945946
32.299805	-96.336830
32.972717	-96.358131
33.645630	-96.923004
34.318542	-96.672791
34.991455	-96.502975
35.664368	-96.207527
36.337280	-96.051163
37.010193	-96.286491
37.683105	-96.162384
38.356018	-97.117989
39.028931	-95.954605
39.701843	-97.312775
40.374756	-95.643524
41.047668	-95.347420
41.720581	-95.740128
42.393494	-95.722305
43.066406	-95.344147
43.739319	-95.876030
44.412231	-95.304100
45.085144	-97.023079
45.758057	-95.885094
46.430969	-97.026794
47.103882	-96.452728
47.776794	-95.687225
48.449707	-94.869644
49.122620	-95.265465
49.795532	-94.904984
50.468445	-95.049858
51.141357	-95.627251
51.814270	-94.843170
52.487183	-95.365738
53.160095	-96.007477
53.833008	-95.934509
54.505920	-94.397919
55.178833	-95.293968
55.851746	-95.300972
56.524658	-96.169762
57.197571	-94.568169
57.870483	-92.823914
58.543396	-92.721527
59.216309	-94.201012
59.889221	-93.251648
60.562134	-94.971519
61.235046	-95.730263
61.907959	-95.316719
62.580872	-95.955994
63.253784	-95.572014
63.926697	-94.424721
64.599609	-94.702271
65.272522	-94.460930
65.945435	-95.240059
66.618347	-95.138649
67.291260	-94.406265
67.964172	-95.460091
68.637085	-96.042465
69.309998	-96.435181
69.982910	-95.900070
70.655823	-94.544731
71.328735	-94.376701
72.001648	-94.613281
72.674561	-95.524940
73.347473	-95.492737
74.020386	-95.095978
74.693298	-94.551964
75.366211	-94.629219
76.039124	-93.875046
76.712036	-94.448799
77.384949	-94.274498
78.057861	-94.602791
78.730774	-93.512817
79.403687	-95.264519
80.076599	-94.517822
80.749512	-94.651176
81.422424	-94.551041
82.095337	-93.348038
82.768250	-94.375847
83.441162	-96.128990
84.114075	-93.866646
84.786987	-94.964127
85.459900	-95.729897
86.132812	-94.809006
86.805725	-95.674049
87.478638	-95.004532
88.151550	-96.361626
88.824463	-93.477242
89.497375	-95.144264
90.170288	-94.063515
90.843201	-93.885880
91.516113	-94.060776
92.189026	-93.357292
92.861938	-93.833328
93.534851	-93.291702
94.207764	-93.544846
94.880676	-93.253853
95.553589	-94.808823
96.226501	-94.078789
96.899414	-94.229492
97.572327	-94.228073
98.245239	-94.535484
98.918152	-93.369812
99.591064	-93.140701
100.263977	-92.791756
100.936890	-93.877846
101.609802	-92.985008
102.282715	-94.111671
102.955627	-94.566330
103.628540	-92.815910
104.301453	-95.374687
104.974365	-94.298660
105.647278	-92.966202
106.320190	-93.538513
106.993103	-93.835167
107.666016	-92.607933
108.338928	-93.396057
109.011841	-93.393982
109.684753	-93.830833
110.357666	-92.238853
111.030579	-92.892082
111.703491	-93.490700
112.376404	-91.829369
113.049316	-91.974541
113.722229	-93.431580
114.395142	-92.104958
115.068054	-92.376602
115.740967	-91.520027
116.413879	-83.988235
117.086792	-91.676239
117.759705	-90.515411
118.432617	-89.107071
119.105530	-86.720543
119.778442	-75.850090
120.451355	-81.184135
121.124268	-87.685860
121.797180	-90.505730
122.470093	-91.065651
123.143005	-92.644379
123.815918	-92.127953
124.488831	-92.524788
125.161743	-92.293564
125.834656	-92.521400
126.507568	-91.973030
127.180481	-93.363235
127.853394	-93.319237
128.526306	-92.885269
129.199219	-93.411858
129.872131	-92.053505
130.545044	-92.589165
131.217957	-92.820564
131.890869	-95.087296
132.563782	-93.542641
133.236694	-94.000092
133.909607	-92.875046
134.582520	-92.133522
135.255432	-93.479790
135.928345	-92.268669
136.601257	-92.903267
137.274170	-93.296341
137.947083	-92.633972
138.619995	-93.552246
139.292908	-93.957825
139.965820	-93.356697
140.638733	-92.287506
141.311646	-91.222000
141.984558	-91.518318
142.657471	-91.072990
143.330383	-92.489868
144.003296	-91.465698
144.676208	-92.958099
145.349121	-92.240944
146.022034	-91.714775
146.694946	-91.056953
147.367859	-92.873680
148.040771	-92.193108
148.713684	-92.341927
149.386597	-94.160721
150.059509	-92.852959
150.732422	-91.999458
151.405334	-92.039566
152.078247	-92.564445
152.751160	-91.566010
153.424072	-92.116486
154.096985	-91.745750
154.769897	-91.390869
155.442810	-93.204033
156.115723	-92.879601
156.788635	-92.716034
157.461548	-92.833260
158.134460	-91.379890
158.807373	-92.071587
159.480286	-93.106964
160.153198	-92.074730
160.826111	-91.744812
161.499023	-91.638313
162.171936	-92.782883
162.844849	-92.272377
163.517761	-91.485046
164.190674	-91.548309
164.863586	-91.307472
165.536499	-90.626915
166.209412	-92.993134
166.882324	-91.438118
167.555237	-92.461670
168.228149	-92.626656
168.901062	-91.258797
169.573975	-90.736778
170.246887	-91.564140
170.919800	-89.985405
171.592712	-90.220886
172.265625	-89.892838
172.938538	-91.051537
173.611450	-90.426811
174.284363	-90.944870
174.957275	-91.777496
175.630188	-91.734322
176.303101	-91.442474
176.976013	-89.292542
177.648926	-89.756279
178.321838	-89.817070
178.994751	-89.725960
179.667664	-90.471245
180.340576	-88.683846
181.013489	-90.477737
181.686401	-90.505394
182.359314	-90.597641
183.032227	-90.299454
183.705139	-89.451355
184.378052	-91.054611
185.050964	-89.913254
185.723877	-89.773804
186.396790	-89.786530
187.069702	-91.274170
187.742615	-90.203438
188.415527	-89.290268
189.088440	-90.604454
189.761353	-90.194466
190.434265	-88.321968
191.107178	-89.841324
191.780090	-89.591042
192.453003	-90.844940
193.125916	-89.405396
193.798828	-89.204582
194.471741	-89.570030
195.144653	-89.530777
195.817566	-88.290367
196.490479	-87.421700
197.163391	-88.948196
197.836304	-88.860077
198.509216	-90.567154
199.182129	-88.085258
199.855042	-88.208153
200.527954	-89.889511
201.200867	-90.658531
201.873779	-88.800812
202.546692	-88.909126
203.219604	-89.437408
203.892517	-90.032455
204.565430	-87.985947
205.238342	-89.305290
205.911255	-90.012970
206.584167	-87.432930
207.257080	-87.165810
207.929993	-89.401100
208.602905	-87.433418
209.275818	-87.905167
209.948730	-88.184464
210.621643	-88.100960
211.294556	-89.105240
211.967468	-89.441360
212.640381	-88.574921
213.313293	-88.176216
213.986206	-87.210999
214.659119	-86.990173
215.332031	-88.762299
216.004944	-87.099594
216.677856	-89.173775
217.350769	-87.596069
218.023682	-86.631096
218.696594	-88.345871
219.369507	-87.998520
220.042419	-87.102913
220.715332	-88.060432
221.388245	-88.392029
222.061157	-86.834030
222.734070	-86.695755
223.406982	-87.326881
224.079895	-86.817924
224.752808	-88.505997
