Frequency (Hz)	Level (dB)
0.672913	-107.761055
1.345825	-107.602005
2.018738	-106.107643
2.691650	-105.135460
3.364563	-102.190918
4.037476	-98.216621
4.710388	-100.611504
5.383301	-98.023979
6.056213	-95.785736
6.729126	-94.203964
7.402039	-97.339706
8.074951	-99.104233
8.747864	-96.307663
9.420776	-92.911659
10.093689	-89.071289
10.766602	-85.783058
11.439514	-84.021019
12.112427	-83.814049
12.785339	-84.790352
13.458252	-86.608223
14.131165	-89.795700
14.804077	-90.682999
15.476990	-92.574959
16.149902	-92.139641
16.822815	-92.213326
17.495728	-92.480499
18.168640	-90.438576
18.841553	-89.620514
19.514465	-89.582527
20.187378	-92.578453
20.860291	-89.481224
21.533203	-89.741554
22.206116	-88.316643
22.879028	-87.429657
23.551941	-87.790604
24.224854	-86.552032
24.897766	-86.728317
25.570679	-88.021400
26.243591	-85.457008
26.916504	-85.684357
27.589417	-86.543762
28.262329	-87.563820
28.935242	-87.574280
29.608154	-86.828087
30.281067	-88.892548
30.953979	-88.747650
31.626892	-89.333733
32.299805	-88.848648
32.972717	-86.567108
33.645630	-89.031548
34.318542	-90.372986
34.991455	-89.947227
35.664368	-89.451088
36.337280	-88.981300
37.010193	-89.977562
37.683105	-89.332077
38.356018	-90.636513
39.028931	-89.683235
39.701843	-87.935616
40.374756	-88.861343
41.047668	-88.113037
41.720581	-89.575401
42.393494	-88.904663
43.066406	-88.766571
43.739319	-89.673637
44.412231	-89.849350
45.085144	-87.776428
45.758057	-88.534836
46.430969	-88.810196
47.103882	-88.221458
47.776794	-89.171799
48.449707	-88.108482
49.122620	-84.752502
49.795532	-87.169846
50.468445	-88.031677
51.141357	-87.591705
51.814270	-88.131554
52.487183	-87.709633
53.160095	-87.834305
53.833008	-86.383835
54.505920	-87.116859
55.178833	-86.914238
55.851746	-85.643143
56.524658	-85.559982
57.197571	-84.370621
57.870483	-83.616982
58.543396	-84.111519
59.216309	-79.655418
59.889221	-83.468742
60.562134	-83.406822
61.235046	-85.856979
61.907959	-85.027527
62.580872	-86.840004
63.253784	-87.733490
63.926697	-88.713028
64.599609	-90.931335
65.272522	-90.271164
65.945435	-88.111214
66.618347	-88.867638
67.291260	-89.292259
67.964172	-87.886063
68.637085	-85.507683
69.309998	-86.364807
69.982910	-82.773422
70.655823	-87.602043
71.328735	-86.907509
72.001648	-87.239609
72.674561	-86.685944
73.347473	-86.480721
74.020386	-87.109970
74.693298	-85.709671
75.366211	-87.567436
76.039124	-89.082664
76.712036	-90.119934
77.384949	-89.455505
78.057861	-90.128799
78.730774	-88.868904
79.403687	-88.218384
80.076599	-89.210884
80.749512	-90.419586
81.422424	-91.025650
82.095337	-90.443161
82.768250	-90.933609
83.441162	-92.270943
84.114075	-91.864151
84.786987	-89.556030
85.459900	-90.299103
86.132812	-89.046677
86.805725	-90.181816
87.478638	-88.746284
88.151550	-90.119041
88.824463	-88.497902
89.497375	-88.782547
90.170288	-87.191849
90.843201	-84.174934
91.516113	-88.170341
92.189026	-86.343727
92.861938	-86.175682
93.534851	-84.927856
94.207764	-84.032814
94.880676	-91.585808
95.553589	-92.909546
96.226501	-93.213348
96.899414	-92.527870
97.572327	-92.130493
98.245239	-92.363823
98.918152	-93.988037
99.591064	-93.165230
100.263977	-94.020203
100.936890	-93.282028
101.609802	-92.766594
102.282715	-93.088013
102.955627	-93.069595
103.628540	-92.286819
104.301453	-92.053764
104.974365	-92.791016
105.647278	-91.499527
106.320190	-91.571625
106.993103	-93.851639
107.666016	-92.299385
108.338928	-93.125885
109.011841	-92.095932
109.684753	-91.767952
110.357666	-91.263397
111.030579	-91.837372
111.703491	-90.205627
112.376404	-88.962402
113.049316	-86.150009
113.722229	-83.375702
114.395142	-85.046410
115.068054	-82.870422
115.740967	-85.147995
116.413879	-86.154106
117.086792	-85.079041
117.759705	-83.741798
118.432617	-79.421638
119.105530	-80.807945
119.778442	-77.701111
120.451355	-70.928833
121.124268	-66.532959
121.797180	-77.450920
122.470093	-80.424789
123.143005	-84.418465
123.815918	-86.646904
124.488831	-87.535965
125.161743	-88.956154
125.834656	-88.334465
126.507568	-89.873108
127.180481	-89.473213
127.853394	-91.427963
128.526306	-91.582756
129.199219	-93.201744
129.872131	-92.290909
130.545044	-92.726715
131.217957	-92.866440
131.890869	-92.370895
132.563782	-92.686584
133.236694	-92.297173
133.909607	-91.075813
134.582520	-92.249924
135.255432	-92.086632
135.928345	-91.888916
136.601257	-91.393738
137.274170	-93.286560
137.947083	-92.783798
138.619995	-92.872620
139.292908	-91.399429
139.965820	-92.979500
140.638733	-93.561432
141.311646	-93.583305
141.984558	-93.874672
142.657471	-92.870483
143.330383	-93.262146
144.003296	-93.867210
144.676208	-95.013168
145.349121	-94.453819
146.022034	-95.425064
146.694946	-95.587021
147.367859	-95.591736
148.040771	-94.875610
148.713684	-96.765884
149.386597	-95.866722
150.059509	-96.073044
150.732422	-96.678246
151.405334	-96.889038
152.078247	-96.630890
152.751160	-95.619179
153.424072	-95.628593
154.096985	-96.979515
154.769897	-96.071259
155.442810	-96.224770
156.115723	-95.561432
156.788635	-95.271591
157.461548	-95.443184
158.134460	-94.535973
158.807373	-96.119873
159.480286	-95.324173
160.153198	-96.889229
160.826111	-95.428398
161.499023	-95.485138
162.171936	-95.395515
162.844849	-95.235191
163.517761	-96.775894
164.190674	-97.855667
164.863586	-97.551338
165.536499	-96.399414
166.209412	-97.022064
166.882324	-97.404762
167.555237	-96.781761
168.228149	-96.620201
168.901062	-95.770638
169.573975	-95.872955
170.246887	-95.648224
170.919800	-96.155334
171.592712	-94.849823
172.265625	-95.417328
172.938538	-95.529991
173.611450	-96.773972
174.284363	-97.076942
174.957275	-95.865555
175.630188	-95.520897
176.303101	-95.071472
176.976013	-94.634544
177.648926	-96.070641
178.321838	-95.061623
178.994751	-95.672241
179.667664	-95.271011
180.340576	-95.066673
181.013489	-96.077011
181.686401	-95.358475
182.359314	-96.951805
183.032227	-96.358223
183.705139	-97.170853
184.378052	-95.559814
185.050964	-96.632668
185.723877	-96.060669
186.396790	-96.554565
187.069702	-95.919792
187.742615	-96.134911
188.415527	-95.469849
189.088440	-95.927216
189.761353	-95.608124
190.434265	-96.467171
191.107178	-96.736099
191.780090	-95.768036
192.453003	-96.375969
193.125916	-96.508179
193.798828	-96.466011
194.471741	-96.955666
195.144653	-96.427765
195.817566	-95.674179
196.490479	-96.322044
197.163391	-94.820305
197.836304	-95.624870
198.509216	-95.161171
199.182129	-94.279640
199.855042	-94.789658
200.527954	-94.963600
201.200867	-94.569679
201.873779	-95.725739
202.546692	-95.047333
203.219604	-95.064857
203.892517	-96.761124
204.565430	-94.163307
205.238342	-93.798355
205.911255	-93.437134
206.584167	-94.226067
207.257080	-93.916473
207.929993	-94.519409
208.602905	-93.974907
209.275818	-94.846901
209.948730	-93.907639
210.621643	-94.216423
211.294556	-94.003891
211.967468	-94.021194
212.640381	-95.868095
213.313293	-94.837349
213.986206	-94.806274
214.659119	-95.226845
215.332031	-95.367790
216.004944	-95.090126
216.677856	-95.353752
217.350769	-94.751442
218.023682	-94.814774
218.696594	-95.723656
219.369507	-95.015045
220.042419	-93.431168
220.715332	-93.191139
221.388245	-95.342804
222.061157	-93.751007
222.734070	-92.316902
223.406982	-92.596573
224.079895	-91.566208
224.752808	-94.073586
225.425720	-94.323738
226.098633	-93.531509
226.771545	-94.425911
227.444458	-94.233139
228.117371	-93.658539
228.790283	-93.525360
229.463196	-92.174889
230.136108	-92.918159
230.809021	-92.257584
231.481934	-93.158485
232.154846	-93.313301
232.827759	-92.660751
233.500671	-92.430161
234.173584	-94.545586
234.846497	-94.320572
235.519409	-93.976654
236.192322	-93.002747
236.865234	-93.817390
237.538147	-91.634674
238.211060	-93.138962
238.883972	-91.666252
239.556885	-90.530418
240.229797	-89.594795
240.902710	-90.667038
241.575623	-84.097107
242.248535	-89.113029
242.921448	-89.911697
243.594360	-92.810631
244.267273	-92.892632
244.940186	-92.535538
245.613098	-92.611694
246.286011	-92.044510
246.958923	-91.775330
247.631836	-91.760025
248.304749	-90.417809
248.977661	-91.165535
249.650574	-89.858261
250.323486	-89.796776
250.996399	-90.554489
251.669312	-88.664482
252.342224	-88.953499
253.015137	-87.832809
253.688049	-87.995392
254.360962	-88.167152
255.033875	-88.398369
255.706787	-89.138908
256.379700	-88.222198
257.052612	-88.933777
257.725525	-89.102219
258.398438	-89.558220
259.071350	-90.689240
259.744263	-90.328690
260.417175	-88.004807
261.090088	-87.873283
261.763000	-86.294876
262.435913	-88.014359
263.108826	-86.806877
263.781738	-87.068840
264.454651	-86.894157
265.127563	-87.507523
265.800476	-87.073639
266.473389	-86.806145
267.146301	-85.165253
267.819214	-86.178818
268.492126	-85.277954
269.165039	-85.884529
269.837952	-85.433571
270.510864	-82.195160
271.183777	-81.239059
271.856689	-83.604752
272.529602	-85.783478
273.202515	-84.647575
273.875427	-85.456024
274.548340	-86.389503
275.221252	-86.719048
275.894165	-86.783295
276.567078	-87.727470
277.239990	-87.967545
277.912903	-87.479019
278.585815	-87.518501
279.258728	-88.684433
279.931641	-87.508591
280.604553	-87.495575
281.277466	-87.768509
281.950378	-88.548347
282.623291	-86.791985
283.296204	-78.148697
283.969116	-83.806572
284.642029	-89.354897
285.314941	-91.188019
285.987854	-93.263519
286.660767	-93.787506
287.333679	-94.689178
288.006592	-94.270882
288.679504	-94.773422
289.352417	-93.956360
290.025330	-95.258179
290.698242	-94.259918
291.371155	-94.516068
292.044067	-95.351646
292.716980	-94.519325
293.389893	-96.726738
294.062805	-94.324425
294.735718	-95.799187
295.408630	-97.022018
296.081543	-95.014114
296.754456	-95.924217
297.427368	-96.150566
298.100281	-95.603752
298.773193	-95.672714
299.446106	-96.776970
300.119019	-96.287704
300.791931	-97.436325
301.464844	-97.628395
302.137756	-97.170502
302.810669	-98.377052
303.483582	-96.462257
304.156494	-96.790787
304.829407	-98.334930
305.502319	-98.702591
306.175232	-98.238136
306.848145	-97.399780
307.521057	-97.243591
308.193970	-96.770142
308.866882	-97.596970
309.539795	-98.454346
310.212708	-97.667984
310.885620	-98.216141
311.558533	-98.449646
312.231445	-99.384254
312.904358	-96.884872
313.577271	-97.059280
314.250183	-99.281532
314.923096	-98.017670
315.596008	-96.930168
316.268921	-96.991432
316.941833	-99.060349
317.614746	-98.126404
318.287659	-98.735771
318.960571	-98.647980
319.633484	-97.878891
320.306396	-98.264336
320.979309	-97.634163
321.652222	-98.439842
322.325134	-98.725914
322.998047	-97.964462
323.670959	-97.943115
324.343872	-98.431648
325.016785	-97.817802
325.689697	-98.493973
326.362610	-98.187706
327.035522	-97.790070
327.708435	-98.632103
328.381348	-97.729103
329.054260	-99.984924
329.727173	-98.561546
330.400085	-97.526855
331.072998	-97.968796
331.745911	-99.290642
332.418823	-99.684410
333.091736	-99.094154
333.764648	-100.165176
334.437561	-100.043724
335.110474	-98.304390
335.783386	-99.681999
336.456299	-99.060432
337.129211	-98.637230
337.802124	-99.288307
338.475037	-98.999115
339.147949	-99.493416
339.820862	-100.301056
340.493774	-99.057816
341.166687	-99.002876
341.839600	-98.761826
342.512512	-98.845497
343.185425	-99.412338
343.858337	-100.705132
344.531250	-99.448677
345.204163	-99.520988
345.877075	-98.682411
346.549988	-99.215393
347.222900	-98.727287
347.895813	-99.563477
348.568726	-98.356621
349.241638	-98.901421
349.914551	-99.205254
350.587463	-98.467384
351.260376	-98.466972
351.933289	-100.370041
352.606201	-98.514626
353.279114	-98.943237
353.952026	-99.236221
354.624939	-99.506065
355.297852	-97.743431
355.970764	-97.408356
356.643677	-97.101540
357.316589	-96.728287
357.989502	-97.730850
358.662415	-98.054573
359.335327	-97.175949
360.008240	-91.933556
360.681152	-98.136223
361.354065	-98.749634
362.026978	-98.760231
362.699890	-99.206566
363.372803	-99.503456
364.045715	-97.735847
364.718628	-97.937790
365.391541	-98.319359
366.064453	-99.410408
366.737366	-99.926857
367.410278	-99.235847
368.083191	-99.280594
368.756104	-100.083290
369.429016	-99.569321
370.101929	-101.858971
370.774841	-98.575539
371.447754	-96.075203
372.120667	-97.463409
372.793579	-97.490578
373.466492	-99.341827
374.139404	-99.164398
374.812317	-98.958054
375.485229	-99.816902
376.158142	-100.181282
376.831055	-99.656395
377.503967	-99.525185
378.176880	-101.142746
378.849792	-101.220360
379.522705	-99.584633
380.195618	-98.661278
380.868530	-99.601906
381.541443	-99.869904
382.214355	-100.628761
382.887268	-99.735352
383.560181	-99.480080
384.233093	-99.407883
384.906006	-99.191299
385.578918	-99.972961
386.251831	-100.111481
386.924744	-100.444893
387.597656	-99.517456
388.270569	-101.717369
388.943481	-100.628540
389.616394	-100.237503
390.289307	-98.087524
390.962219	-98.342682
391.635132	-100.762825
392.308044	-98.873077
392.980957	-98.682625
393.653870	-100.611717
394.326782	-98.957558
394.999695	-99.802299
395.672607	-100.377327
396.345520	-101.005836
397.018433	-100.183792
397.691345	-99.663307
398.364258	-100.734634
399.037170	-99.894196
399.710083	-99.154602
400.382996	-100.328865
401.055908	-100.048706
401.728821	-101.048492
402.401733	-100.478806
403.074646	-100.016037
403.747559	-99.725616
404.420471	-99.610176
405.093384	-100.067009
405.766296	-100.615814
406.439209	-100.468719
407.112122	-99.336494
407.785034	-99.648163
408.457947	-100.554367
409.130859	-100.637466
409.803772	-100.651703
410.476685	-100.642105
411.149597	-100.402611
411.822510	-100.167908
412.495422	-99.632050
413.168335	-99.904999
413.841248	-100.421379
414.514160	-100.861290
415.187073	-101.076920
415.859985	-101.299866
416.532898	-101.024727
417.205811	-99.689125
417.878723	-100.031433
418.551636	-99.967125
419.224548	-99.324127
419.897461	-99.469681
420.570374	-100.370773
421.243286	-100.578140
421.916199	-99.315475
422.589111	-98.878532
423.262024	-98.904594
423.934937	-100.244560
424.607849	-100.135811
425.280762	-99.525963
425.953674	-100.988075
426.626587	-100.467178
427.299500	-99.384216
427.972412	-100.432999
428.645325	-100.261353
429.318237	-101.012459
429.991150	-100.455139
430.664062	-101.192993
431.336975	-99.646576
432.009888	-100.486649
432.682800	-100.247124
433.355713	-100.786209
434.028625	-99.922775
434.701538	-100.686684
435.374451	-100.253387
436.047363	-99.761307
436.720276	-101.158577
437.393188	-100.027359
438.066101	-100.649399
438.739014	-100.037964
439.411926	-101.425262
440.084839	-99.438812
440.757751	-101.897522
441.430664	-100.834587
442.103577	-100.207024
442.776489	-100.463211
443.449402	-100.312401
444.122314	-100.251938
444.795227	-100.037704
445.468140	-100.543190
446.141052	-100.884262
446.813965	-101.046005
447.486877	-101.147972
448.159790	-100.637375
448.832703	-100.917641
449.505615	-100.459000
450.178528	-100.475822
450.851440	-100.729469
451.524353	-100.058296
452.197266	-99.615593
452.870178	-100.418320
453.543091	-99.784225
454.216003	-100.207108
454.888916	-99.979736
455.561829	-99.648788
456.234741	-100.724007
456.907654	-101.045143
457.580566	-100.401802
458.253479	-99.982307
458.926392	-98.947746
459.599304	-100.549301
460.272217	-99.510910
460.945129	-99.486244
461.618042	-98.911987
462.290955	-101.775040
462.963867	-100.044701
463.636780	-100.029945
464.309692	-99.946693
464.982605	-100.713486
465.655518	-99.697708
466.328430	-99.471771
467.001343	-98.925369
467.674255	-99.832703
468.347168	-99.598602
469.020081	-99.969551
469.692993	-99.802673
470.365906	-100.892815
471.038818	-100.135109
471.711731	-100.597801
472.384644	-100.117996
473.057556	-99.781723
473.730469	-101.104538
474.403381	-100.440483
475.076294	-100.764328
475.749207	-100.190056
476.422119	-100.772110
477.095032	-100.599205
477.767944	-101.793015
478.440857	-101.715157
479.113770	-99.843330
479.786682	-98.919876
480.459595	-100.241074
481.132507	-100.382156
481.805420	-100.387451
482.478333	-101.153717
483.151245	-100.160301
483.824158	-101.042542
484.497070	-99.919083
485.169983	-100.380508
485.842896	-100.765160
486.515808	-100.248207
487.188721	-100.826126
487.861633	-99.942444
488.534546	-99.522659
489.207458	-99.839699
489.880371	-98.690895
490.553284	-99.043144
491.226196	-99.295830
491.899109	-100.867126
492.572021	-99.479904
493.244934	-99.111374
493.917847	-101.148071
494.590759	-101.285675
495.263672	-100.080284
495.936584	-101.363518
496.609497	-100.117981
497.282410	-100.042564
497.955322	-99.904991
498.628235	-100.089951
499.301147	-98.066963
499.974060	-99.318939
500.646973	-99.915764
501.319885	-99.591103
501.992798	-100.432228
502.665710	-99.108376
503.338623	-98.664970
504.011536	-100.556519
504.684448	-100.357300
505.357361	-99.447357
506.030273	-99.388824
506.703186	-98.135010
507.376099	-98.223328
508.049011	-98.844330
508.721924	-99.461296
509.394836	-98.414551
510.067749	-98.887695
510.740662	-98.569740
511.413574	-99.945343
512.086487	-99.956642
512.759399	-97.772713
513.432312	-100.480537
514.105225	-98.559265
514.778137	-96.979370
515.451050	-97.568665
516.123962	-98.932091
516.796875	-98.658279
517.469788	-100.259529
518.142700	-99.164032
518.815613	-98.906509
519.488525	-99.656662
520.161438	-97.630707
520.834351	-99.937386
521.507263	-101.802620
522.180176	-98.773964
522.853088	-100.479576
523.526001	-99.417778
524.198914	-100.710396
524.871826	-100.451477
525.544739	-99.458992
526.217651	-99.125626
526.890564	-99.785301
527.563477	-99.589302
528.236389	-99.823128
528.909302	-98.110313
529.582214	-97.894310
530.255127	-99.418373
530.928040	-99.114098
531.600952	-99.603905
532.273865	-100.229858
532.946777	-98.257950
533.619690	-98.816559
534.292603	-98.851761
534.965515	-99.624069
535.638428	-100.428230
536.311340	-99.694618
536.984253	-98.956711
537.657166	-98.587288
538.330078	-98.473602
539.002991	-98.987549
539.675903	-98.596008
540.348816	-98.443855
541.021729	-98.028603
541.694641	-97.755562
542.367554	-99.500648
543.040466	-99.264648
543.713379	-99.274368
544.386292	-98.032242
545.059204	-97.820084
545.732117	-98.620361
546.405029	-97.569908
547.077942	-98.474808
547.750854	-98.573143
548.423767	-98.242180
549.096680	-97.371239
549.769592	-97.901787
550.442505	-97.816925
551.115417	-97.214874
551.788330	-97.862411
552.461243	-99.173050
553.134155	-98.666229
553.807068	-98.785149
554.479980	-97.963623
555.152893	-97.487503
555.825806	-98.253212
556.498718	-97.101509
557.171631	-97.565224
557.844543	-98.245850
558.517456	-99.185410
559.190369	-98.662544
559.863281	-99.138794
560.536194	-98.152840
561.209106	-98.228203
561.882019	-98.831451
562.554932	-99.414703
563.227844	-98.478165
563.900757	-100.073891
564.573669	-98.510338
565.246582	-98.331917
565.919495	-97.273758
566.592407	-97.085281
567.265320	-96.852287
567.938232	-99.814240
568.611145	-100.495171
569.284058	-100.189713
569.956970	-100.268105
570.629883	-99.099838
571.302795	-100.714615
571.975708	-100.980980
572.648621	-99.568344
573.321533	-100.243423
573.994446	-99.786110
574.667358	-100.744469
575.340271	-102.080460
576.013184	-100.511536
576.686096	-99.879089
577.359009	-98.841759
578.031921	-101.032051
578.704834	-100.375793
579.377747	-99.426620
580.050659	-100.948715
580.723572	-99.259315
581.396484	-100.605087
582.069397	-99.849686
582.742310	-101.327400
583.415222	-99.413353
584.088135	-100.631676
584.761047	-100.201897
585.433960	-100.409882
586.106873	-99.876259
586.779785	-100.163681
587.452698	-100.426849
588.125610	-100.643425
588.798523	-99.456726
589.471436	-99.827667
590.144348	-100.088036
590.817261	-101.647919
591.490173	-101.129478
592.163086	-101.572098
592.835999	-101.223618
593.508911	-100.561996
594.181824	-99.886475
594.854736	-100.849693
595.527649	-101.624718
596.200562	-100.654205
596.873474	-101.438179
597.546387	-101.805183
598.219299	-101.466980
598.892212	-101.241913
599.565125	-101.664925
600.238037	-100.070251
600.910950	-100.484383
601.583862	-101.527184
602.256775	-100.865959
602.929688	-101.866180
603.602600	-101.422798
604.275513	-97.556305
604.948425	-101.588882
605.621338	-101.315369
606.294250	-101.154076
606.967163	-101.255997
607.640076	-101.076996
608.312988	-102.319283
608.985901	-103.331520
609.658813	-102.270706
610.331726	-101.713837
611.004639	-103.323830
611.677551	-102.452499
612.350464	-101.440178
613.023376	-101.459442
613.696289	-101.649445
614.369202	-101.610252
615.042114	-102.536156
615.715027	-102.697266
616.387939	-103.332039
617.060852	-102.156570
617.733765	-101.006470
618.406677	-101.597107
619.079590	-101.149849
619.752502	-101.165581
620.425415	-101.587288
621.098328	-100.830414
621.771240	-101.253120
622.444153	-101.119667
623.117065	-99.500061
623.789978	-100.513832
624.462891	-94.102272
625.135803	-99.792999
625.808716	-100.243736
626.481628	-100.791008
627.154541	-102.762398
627.827454	-101.784592
628.500366	-101.841476
629.173279	-103.410049
629.846191	-100.802124
630.519104	-102.121429
631.192017	-101.838257
631.864929	-102.473175
632.537842	-102.690125
633.210754	-103.398308
633.883667	-102.033394
634.556580	-101.482704
635.229492	-102.351631
635.902405	-101.462486
636.575317	-100.269432
637.248230	-100.155396
637.921143	-102.047516
638.594055	-102.194923
639.266968	-104.383064
639.939880	-102.174286
640.612793	-100.901291
641.285706	-102.172798
641.958618	-102.164452
642.631531	-102.244995
643.304443	-103.651138
643.977356	-102.997589
644.650269	-102.358322
645.323181	-102.341331
