Frequency (Hz)	Level (dB)
0.488281	-49.838680
0.976562	-49.569862
1.464844	-49.450977
1.953125	-50.021320
2.441406	-49.384933
2.929688	-49.100613
3.417969	-49.540222
3.906250	-49.266186
4.394531	-49.144302
4.882812	-48.983547
5.371094	-48.799248
5.859375	-48.211864
6.347656	-48.463787
6.835938	-48.279247
7.324219	-48.040836
7.812500	-47.821236
8.300781	-48.317982
8.789062	-47.471275
9.277344	-47.711147
9.765625	-46.857811
10.253906	-46.182602
10.742188	-45.966553
11.230469	-45.781307
11.718750	-45.313244
12.207031	-44.916828
12.695312	-44.452785
13.183594	-43.586502
13.671875	-43.202854
14.160156	-43.345875
14.648438	-42.339497
15.136719	-42.453777
15.625000	-41.055679
16.113281	-41.216721
16.601562	-39.303368
17.089844	-38.719761
17.578125	-37.581577
18.066406	-34.672070
18.554688	-32.331745
19.042969	-28.768528
19.531250	-29.449152
20.019531	-27.014080
20.507812	-26.236063
20.996094	-22.881254
21.484375	-12.955810
21.972656	-11.997048
22.460938	-18.661171
22.949219	-23.705606
23.437500	-27.100437
23.925781	-29.466911
24.414062	-25.388567
24.902344	-31.781572
25.390625	-34.866634
25.878906	-33.967094
26.367188	-36.154797
26.855469	-37.167969
27.343750	-38.692902
27.832031	-39.413528
28.320312	-39.694691
28.808594	-41.262676
29.296875	-41.713890
29.785156	-42.190086
30.273438	-44.750420
30.761719	-42.344120
31.250000	-43.048321
31.738281	-45.095787
32.226562	-44.209702
32.714844	-44.777298
33.203125	-45.111439
33.691406	-45.825047
34.179688	-45.070801
34.667969	-44.686626
35.156250	-44.137550
35.644531	-46.058014
36.132812	-46.891281
36.621094	-44.428062
37.109375	-47.545414
37.597656	-43.855648
38.085938	-43.235958
38.574219	-41.326248
39.062500	-44.038460
39.550781	-39.336308
40.039062	-40.998718
40.527344	-33.812763
41.015625	-34.517952
41.503906	-35.525200
41.992188	-34.600136
42.480469	-33.497169
42.968750	-32.626556
43.457031	-22.128389
43.945312	-29.009621
44.433594	-34.459965
44.921875	-39.094105
45.410156	-36.196819
45.898438	-36.626999
46.386719	-36.534176
46.875000	-38.988758
47.363281	-44.415554
47.851562	-41.574989
48.339844	-44.476151
48.828125	-42.125607
49.316406	-46.260658
49.804688	-47.355835
50.292969	-50.263306
50.781250	-48.855026
51.269531	-47.294724
51.757812	-48.956860
52.246094	-47.256760
52.734375	-46.662693
53.222656	-46.489693
53.710938	-46.105629
54.199219	-45.686954
54.687500	-47.865025
55.175781	-49.790802
55.664062	-49.120987
56.152344	-49.173771
56.640625	-45.190296
57.128906	-46.857582
57.617188	-48.058075
58.105469	-44.496468
58.593750	-45.015339
59.082031	-46.006859
59.570312	-42.378845
60.058594	-43.647972
60.546875	-41.212719
61.035156	-38.645336
61.523438	-38.678207
62.011719	-34.335796
62.500000	-29.176401
62.988281	-34.194801
63.476562	-29.806095
63.964844	-31.433149
64.453125	-29.156921
64.941406	-25.718233
65.429688	-23.562927
65.917969	-27.166794
66.406250	-31.012802
66.894531	-34.649841
67.382812	-35.258816
67.871094	-29.942169
68.359375	-36.056767
68.847656	-36.338909
69.335938	-42.013432
69.824219	-39.066189
70.312500	-39.747948
70.800781	-40.242023
71.289062	-41.283173
71.777344	-43.523140
72.265625	-41.968731
72.753906	-44.042015
73.242188	-44.110661
73.730469	-43.840435
74.218750	-46.613304
74.707031	-45.683876
75.195312	-46.214554
75.683594	-45.840519
76.171875	-50.272003
76.660156	-46.082661
77.148438	-46.482964
77.636719	-47.700130
78.125000	-45.266857
78.613281	-45.786900
79.101562	-44.833485
79.589844	-46.207165
80.078125	-42.177586
80.566406	-43.483902
81.054688	-38.664188
81.542969	-40.098900
82.031250	-40.958805
82.519531	-38.055725
83.007812	-35.285843
83.496094	-31.616604
83.984375	-29.170345
84.472656	-30.237585
84.960938	-30.667009
85.449219	-30.798737
85.937500	-30.528151
86.425781	-33.780121
86.914062	-25.418741
87.402344	-27.062983
87.890625	-33.358387
88.378906	-33.101898
88.867188	-33.894199
89.355469	-31.867937
89.843750	-31.415937
90.332031	-34.878075
90.820312	-37.155853
91.308594	-38.977962
91.796875	-39.375591
92.285156	-37.176540
92.773438	-41.240402
93.261719	-42.912495
93.750000	-44.917381
94.238281	-44.388031
94.726562	-46.640995
95.214844	-46.699417
95.703125	-45.367973
96.191406	-44.526024
96.679688	-46.863361
97.167969	-46.720135
97.656250	-46.569031
98.144531	-45.271908
98.632812	-47.233097
99.121094	-47.820282
99.609375	-51.466766
100.097656	-47.138153
100.585938	-48.192860
101.074219	-48.465061
101.562500	-52.896763
102.050781	-47.600529
102.539062	-48.610073
103.027344	-43.040413
103.515625	-44.818703
104.003906	-43.565067
104.492188	-41.575859
104.980469	-38.765400
105.468750	-38.838646
105.957031	-34.835995
106.445312	-41.897800
106.933594	-37.949257
107.421875	-39.102295
107.910156	-37.560551
108.398438	-38.680092
108.886719	-37.213329
109.375000	-39.327900
109.863281	-42.164635
110.351562	-41.922081
110.839844	-40.694218
111.328125	-38.547958
111.816406	-43.221077
112.304688	-43.372566
112.792969	-45.227741
113.281250	-48.335808
113.769531	-44.185448
114.257812	-42.966881
114.746094	-45.065800
115.234375	-47.187000
115.722656	-46.985939
116.210938	-47.197426
116.699219	-48.750080
117.187500	-48.383324
117.675781	-47.176289
118.164062	-48.436653
118.652344	-47.287872
119.140625	-51.440754
119.628906	-49.855846
120.117188	-50.974907
120.605469	-49.843094
121.093750	-48.085163
121.582031	-46.347446
122.070312	-46.733395
122.558594	-48.226986
123.046875	-46.461025
123.535156	-44.706787
124.023438	-44.638378
124.511719	-42.476742
125.000000	-40.060211
125.488281	-45.206776
125.976562	-40.428547
126.464844	-37.062733
126.953125	-34.923668
127.441406	-36.096489
127.929688	-35.680401
128.417969	-38.562386
128.906250	-40.332706
129.394531	-38.316051
129.882812	-39.626907
130.371094	-37.227303
130.859375	-39.121998
131.347656	-39.630547
131.835938	-39.463970
132.324219	-41.279747
132.812500	-39.175137
133.300781	-39.260891
133.789062	-42.236282
134.277344	-44.538284
134.765625	-45.468239
135.253906	-46.942719
135.742188	-45.075729
136.230469	-47.081196
136.718750	-46.060383
137.207031	-47.709007
137.695312	-47.659309
138.183594	-49.625271
138.671875	-48.948486
139.160156	-47.386677
139.648438	-50.171135
140.136719	-48.203556
140.625000	-47.715988
141.113281	-49.001099
141.601562	-47.106018
142.089844	-49.402107
142.578125	-47.735470
143.066406	-48.409927
143.554688	-49.343925
144.042969	-48.292877
144.531250	-46.842968
145.019531	-45.911545
145.507812	-46.046722
145.996094	-45.351677
146.484375	-40.567055
146.972656	-42.769421
147.460938	-43.177803
