Frequency (Hz)	Level (dB)
0.672913	-90.719398
1.345825	-90.696396
2.018738	-90.608849
2.691650	-90.630913
3.364563	-90.260033
4.037476	-91.306625
4.710388	-90.163292
5.383301	-90.061287
6.056213	-90.166466
6.729126	-90.339310
7.402039	-90.207283
8.074951	-89.960403
8.747864	-89.939224
9.420776	-88.287720
10.093689	-89.066505
10.766602	-88.839020
11.439514	-88.953491
12.112427	-86.776176
12.785339	-87.430855
13.458252	-87.813332
14.131165	-89.354408
14.804077	-89.847755
15.476990	-88.438324
16.149902	-88.666267
16.822815	-88.353561
17.495728	-88.073242
18.168640	-87.943642
18.841553	-87.575409
19.514465	-86.616493
20.187378	-85.567482
20.860291	-87.187523
21.533203	-86.728935
22.206116	-89.038940
22.879028	-84.615517
23.551941	-85.310699
24.224854	-85.493408
24.897766	-86.333359
25.570679	-85.499908
26.243591	-87.699852
26.916504	-86.143646
27.589417	-86.655899
28.262329	-85.548012
28.935242	-86.631088
29.608154	-86.417526
30.281067	-88.510605
30.953979	-87.239822
31.626892	-84.904617
32.299805	-85.525246
32.972717	-83.884506
33.645630	-88.561401
34.318542	-87.301971
34.991455	-86.599426
35.664368	-85.305107
36.337280	-85.924194
37.010193	-85.924583
37.683105	-87.068275
38.356018	-86.739082
39.028931	-88.078575
39.701843	-85.252594
40.374756	-87.773308
41.047668	-84.651306
41.720581	-87.061600
42.393494	-86.615532
43.066406	-86.533295
43.739319	-86.235497
44.412231	-86.168968
45.085144	-86.120308
45.758057	-86.840706
46.430969	-86.322159
47.103882	-85.449516
47.776794	-85.680695
48.449707	-85.309624
49.122620	-88.002625
49.795532	-82.896889
50.468445	-85.392212
51.141357	-85.361092
51.814270	-87.397697
52.487183	-85.299660
53.160095	-85.335670
53.833008	-84.322243
54.505920	-85.015289
55.178833	-84.376678
55.851746	-83.807014
56.524658	-83.946075
57.197571	-82.136612
57.870483	-82.223900
58.543396	-76.817101
59.216309	-72.271225
59.889221	-77.065247
60.562134	-74.795235
61.235046	-76.991135
61.907959	-77.675468
62.580872	-76.589371
63.253784	-80.841637
63.926697	-81.787056
64.599609	-82.461487
65.272522	-81.339798
65.945435	-81.210793
66.618347	-80.090027
67.291260	-79.504395
67.964172	-75.974968
68.637085	-72.953308
69.309998	-72.065437
69.982910	-67.264175
70.655823	-69.805901
71.328735	-71.654816
72.001648	-70.284546
72.674561	-69.323845
73.347473	-68.058876
74.020386	-64.023163
74.693298	-64.125061
75.366211	-64.564163
76.039124	-67.982269
76.712036	-70.354805
77.384949	-67.351593
78.057861	-70.374962
78.730774	-73.603462
79.403687	-68.415390
80.076599	-72.154404
80.749512	-74.365410
81.422424	-74.298531
82.095337	-68.683388
82.768250	-74.604980
83.441162	-75.010643
84.114075	-76.857750
84.786987	-75.301872
85.459900	-74.931854
86.132812	-76.408447
86.805725	-76.133247
87.478638	-76.431229
88.151550	-77.816872
88.824463	-76.923325
89.497375	-77.130264
90.170288	-74.086876
90.843201	-69.119507
91.516113	-74.378922
92.189026	-67.552750
92.861938	-71.517815
93.534851	-68.060471
94.207764	-72.089851
94.880676	-75.017029
95.553589	-76.915123
96.226501	-76.857941
96.899414	-76.202866
97.572327	-76.179413
98.245239	-76.788986
98.918152	-74.176086
99.591064	-77.698677
100.263977	-76.977013
100.936890	-76.236580
101.609802	-76.389877
102.282715	-76.173416
102.955627	-75.160507
103.628540	-77.317436
104.301453	-75.040199
104.974365	-76.393410
105.647278	-75.057732
106.320190	-76.020943
106.993103	-75.655952
107.666016	-73.813431
108.338928	-73.298874
109.011841	-70.118874
109.684753	-71.427567
110.357666	-70.799919
111.030579	-70.113640
111.703491	-71.570206
112.376404	-69.401955
113.049316	-66.385597
113.722229	-63.855160
114.395142	-63.822998
115.068054	-61.951607
115.740967	-62.739273
116.413879	-63.975357
117.086792	-61.605179
117.759705	-60.903664
118.432617	-56.260342
119.105530	-55.571907
119.778442	-53.093121
120.451355	-44.664261
121.124268	-41.514347
121.797180	-52.262573
122.470093	-56.954437
123.143005	-57.876453
123.815918	-61.048271
124.488831	-61.942005
125.161743	-60.365013
125.834656	-59.503368
126.507568	-62.550396
127.180481	-62.962555
127.853394	-60.277458
128.526306	-61.226608
129.199219	-62.544643
129.872131	-61.579075
130.545044	-64.698059
131.217957	-66.148979
131.890869	-64.506493
132.563782	-67.425323
133.236694	-68.245918
133.909607	-64.806274
134.582520	-67.840500
135.255432	-70.281036
135.928345	-71.286873
136.601257	-71.744461
137.274170	-70.855339
137.947083	-72.629387
138.619995	-73.927795
139.292908	-72.282249
139.965820	-71.470764
140.638733	-71.918564
141.311646	-76.923790
141.984558	-74.599579
142.657471	-75.942383
143.330383	-75.964615
144.003296	-75.949173
144.676208	-75.432426
145.349121	-75.006813
146.022034	-76.748199
146.694946	-79.746651
147.367859	-78.930428
148.040771	-77.962898
148.713684	-79.041702
149.386597	-79.853241
150.059509	-80.305382
150.732422	-80.364098
151.405334	-80.053665
152.078247	-80.592987
152.751160	-79.969803
153.424072	-83.398590
154.096985	-82.218658
154.769897	-81.278305
155.442810	-82.217064
156.115723	-82.959160
156.788635	-82.501022
157.461548	-81.575768
158.134460	-80.987640
158.807373	-81.994385
159.480286	-82.243477
160.153198	-83.836365
160.826111	-82.925369
161.499023	-85.757439
162.171936	-85.347023
162.844849	-83.792160
163.517761	-84.881042
164.190674	-84.791397
164.863586	-84.373833
165.536499	-84.930489
166.209412	-85.484428
166.882324	-84.778534
167.555237	-85.306412
168.228149	-84.832787
168.901062	-84.466095
169.573975	-85.990730
170.246887	-85.518204
170.919800	-86.677422
171.592712	-86.355408
172.265625	-85.465256
172.938538	-83.043076
173.611450	-87.439903
174.284363	-86.291634
174.957275	-86.276695
175.630188	-85.580383
176.303101	-87.432922
176.976013	-84.763786
177.648926	-86.108131
178.321838	-85.491684
178.994751	-85.303612
179.667664	-86.467407
180.340576	-87.236465
181.013489	-87.979515
181.686401	-86.937164
182.359314	-86.980736
183.032227	-86.769821
183.705139	-86.588440
184.378052	-88.632484
185.050964	-88.466972
185.723877	-88.441658
186.396790	-88.127998
187.069702	-88.094482
187.742615	-88.692444
188.415527	-88.041763
189.088440	-88.666649
189.761353	-89.903633
190.434265	-90.218819
191.107178	-86.584030
191.780090	-87.906502
192.453003	-88.240494
