Frequency (Hz)	Level (dB)
0.976562	-82.001427
1.953125	-81.588074
2.929688	-80.378433
3.906250	-76.821472
4.882812	-76.703827
5.859375	-76.909332
6.835938	-73.098541
7.812500	-67.581917
8.789062	-67.780159
9.765625	-63.911339
10.742188	-63.962856
11.718750	-65.105774
12.695312	-64.596710
13.671875	-65.175644
14.648438	-64.697395
15.625000	-67.469162
16.601562	-67.310776
17.578125	-65.460869
18.554688	-64.065346
19.531250	-64.055702
20.507812	-61.788921
21.484375	-62.292984
22.460938	-61.918339
23.437500	-64.831818
24.414062	-64.576622
25.390625	-63.577393
26.367188	-62.989647
27.343750	-64.057823
28.320312	-62.327908
29.296875	-60.901085
30.273438	-60.946194
31.250000	-63.836742
32.226562	-60.148041
33.203125	-61.407524
34.179688	-60.012768
35.156250	-57.820187
36.132812	-61.824936
37.109375	-60.748249
38.085938	-60.206055
39.062500	-60.007797
40.039062	-62.839500
41.015625	-65.726929
41.992188	-64.955032
42.968750	-65.765610
43.945312	-67.390877
44.921875	-64.449425
45.898438	-66.251572
46.875000	-66.936417
47.851562	-65.002708
48.828125	-67.544853
49.804688	-66.096184
50.781250	-64.866081
51.757812	-65.579842
52.734375	-66.154510
53.710938	-64.472107
54.687500	-65.555573
55.664062	-65.090492
56.640625	-64.180428
57.617188	-63.848614
58.593750	-61.071419
59.570312	-59.370083
60.546875	-63.186314
61.523438	-64.202225
62.500000	-66.420738
63.476562	-65.665909
64.453125	-64.586411
65.429688	-65.013947
66.406250	-65.106400
67.382812	-65.403404
68.359375	-65.813347
69.335938	-62.989250
70.312500	-65.629501
71.289062	-66.167366
72.265625	-66.065018
73.242188	-65.733757
74.218750	-66.120300
75.195312	-65.903664
76.171875	-66.835579
77.148438	-65.901680
78.125000	-65.570175
79.101562	-67.444916
80.078125	-66.666527
81.054688	-66.835869
82.031250	-67.416214
83.007812	-67.117134
83.984375	-66.616508
84.960938	-67.471649
85.937500	-67.601059
86.914062	-66.698036
87.890625	-67.329872
88.867188	-68.327171
89.843750	-69.461655
90.820312	-68.588326
91.796875	-69.097809
92.773438	-70.368637
93.750000	-69.223877
94.726562	-69.736519
95.703125	-69.520775
96.679688	-67.713913
97.656250	-70.223541
98.632812	-69.123222
99.609375	-69.789894
100.585938	-70.117661
101.562500	-69.056915
102.539062	-69.392632
103.515625	-69.467087
104.492188	-70.218597
105.468750	-70.477341
106.445312	-71.304337
107.421875	-71.715042
108.398438	-71.742653
109.375000	-70.555237
110.351562	-70.810661
111.328125	-72.185570
112.304688	-73.070404
113.281250	-72.617119
114.257812	-73.028694
115.234375	-72.619514
116.210938	-72.939339
117.187500	-73.025414
118.164062	-72.729797
119.140625	-73.647224
120.117188	-73.844116
121.093750	-73.976799
122.070312	-73.871811
123.046875	-73.736847
124.023438	-74.679718
125.000000	-74.531647
125.976562	-75.918114
126.953125	-74.967186
127.929688	-75.712555
128.906250	-75.752579
129.882812	-76.788994
130.859375	-76.462929
131.835938	-76.792519
132.812500	-76.328903
133.789062	-75.976631
134.765625	-77.562531
135.742188	-76.586945
136.718750	-77.570892
137.695312	-77.457878
138.671875	-78.337135
139.648438	-78.601997
140.625000	-77.271057
141.601562	-79.163429
142.578125	-79.255241
143.554688	-78.788017
144.531250	-77.844589
145.507812	-79.162827
146.484375	-80.916580
147.460938	-80.371819
148.437500	-81.311943
149.414062	-79.750511
150.390625	-80.614929
151.367188	-82.325020
152.343750	-81.810997
153.320312	-82.836876
154.296875	-81.905655
