Frequency (Hz)	Level (dB)
0.672913	-102.089722
1.345825	-102.023697
2.018738	-101.989380
2.691650	-101.991669
3.364563	-102.290390
4.037476	-102.026703
4.710388	-101.891098
5.383301	-102.003113
6.056213	-101.738152
6.729126	-101.874138
7.402039	-101.925529
8.074951	-102.202148
8.747864	-101.161789
9.420776	-101.681900
10.093689	-101.418488
10.766602	-101.054733
11.439514	-101.345177
12.112427	-101.522484
12.785339	-101.461693
13.458252	-100.832428
14.131165	-100.518539
14.804077	-101.052551
15.476990	-100.791969
16.149902	-100.717995
16.822815	-101.663795
17.495728	-100.786575
18.168640	-101.168968
18.841553	-101.136566
19.514465	-100.869965
20.187378	-100.290466
20.860291	-100.361412
21.533203	-100.447418
22.206116	-99.563301
22.879028	-100.551590
23.551941	-101.054398
24.224854	-100.180748
24.897766	-100.707771
25.570679	-100.124588
26.243591	-100.968918
26.916504	-100.811935
27.589417	-99.703430
28.262329	-100.204636
28.935242	-99.296371
29.608154	-100.194878
30.281067	-99.358803
30.953979	-98.547745
31.626892	-99.771019
32.299805	-99.980003
32.972717	-99.378075
33.645630	-100.396881
34.318542	-99.500656
34.991455	-98.614464
35.664368	-99.373444
36.337280	-98.743828
37.010193	-99.209007
37.683105	-99.301201
38.356018	-98.740982
39.028931	-98.712029
39.701843	-97.218697
40.374756	-98.671036
41.047668	-97.980011
41.720581	-98.261536
42.393494	-98.913582
43.066406	-98.028381
43.739319	-99.227226
44.412231	-97.377708
45.085144	-97.674492
45.758057	-99.305779
46.430969	-97.634636
47.103882	-97.757156
47.776794	-97.954666
48.449707	-97.980354
49.122620	-97.296570
49.795532	-97.232864
50.468445	-96.048653
51.141357	-97.014389
51.814270	-95.449318
52.487183	-95.355904
53.160095	-94.048820
53.833008	-96.462692
54.505920	-96.332130
55.178833	-95.780869
55.851746	-96.451096
56.524658	-95.601288
57.197571	-94.824905
57.870483	-95.453690
58.543396	-96.121002
59.216309	-95.480064
59.889221	-94.620445
60.562134	-93.874329
61.235046	-94.081696
61.907959	-94.206245
62.580872	-94.327324
63.253784	-94.103546
63.926697	-93.414330
64.599609	-92.711349
65.272522	-93.660881
65.945435	-92.369453
66.618347	-91.548538
67.291260	-91.907143
67.964172	-91.948700
68.637085	-92.036263
69.309998	-91.858040
69.982910	-91.483475
70.655823	-92.273392
71.328735	-88.770149
72.001648	-88.237007
72.674561	-87.954109
73.347473	-88.164246
74.020386	-88.225563
74.693298	-88.085304
75.366211	-88.141968
76.039124	-89.396774
76.712036	-87.478149
77.384949	-87.142159
78.057861	-87.089935
78.730774	-86.244728
79.403687	-86.990967
80.076599	-86.086082
80.749512	-85.158646
81.422424	-84.688438
82.095337	-84.878067
82.768250	-84.350227
83.441162	-84.259109
84.114075	-83.516769
84.786987	-82.945045
85.459900	-84.363647
86.132812	-82.909790
86.805725	-82.303482
87.478638	-83.309082
88.151550	-82.053436
88.824463	-82.662468
89.497375	-81.704926
90.170288	-80.595802
90.843201	-81.277557
91.516113	-80.720612
92.189026	-81.709106
92.861938	-80.162643
93.534851	-80.417854
94.207764	-78.526932
94.880676	-79.187828
95.553589	-80.138145
96.226501	-79.295341
96.899414	-78.873032
97.572327	-77.084419
98.245239	-77.481209
98.918152	-76.903366
99.591064	-78.030243
100.263977	-76.596718
100.936890	-76.763268
101.609802	-76.346169
102.282715	-76.252083
102.955627	-74.331375
103.628540	-75.706718
104.301453	-76.997086
104.974365	-76.310120
105.647278	-73.983299
106.320190	-72.996025
106.993103	-74.950066
107.666016	-76.998611
108.338928	-74.221512
109.011841	-75.809448
109.684753	-74.968964
110.357666	-74.670372
111.030579	-74.940750
111.703491	-76.328476
112.376404	-75.043419
113.049316	-75.122238
113.722229	-75.058998
114.395142	-75.716385
115.068054	-76.557312
115.740967	-76.931503
116.413879	-75.392776
117.086792	-76.695290
117.759705	-74.183609
118.432617	-76.075615
119.105530	-75.068085
119.778442	-73.945366
120.451355	-73.222015
121.124268	-76.223724
121.797180	-76.066269
122.470093	-76.387115
123.143005	-75.560555
123.815918	-77.157692
124.488831	-76.280624
125.161743	-75.398178
125.834656	-76.287590
126.507568	-76.419037
127.180481	-76.096184
127.853394	-76.965569
128.526306	-76.456055
129.199219	-75.422264
129.872131	-76.701691
130.545044	-77.012787
131.217957	-76.631721
131.890869	-76.978119
132.563782	-77.806702
133.236694	-76.873260
133.909607	-78.196022
134.582520	-78.717560
135.255432	-78.837349
135.928345	-78.140030
136.601257	-78.976089
137.274170	-77.441750
137.947083	-77.495979
138.619995	-79.543831
139.292908	-78.036835
139.965820	-77.348907
140.638733	-78.272125
141.311646	-78.131729
141.984558	-77.298584
142.657471	-76.990166
143.330383	-79.664070
144.003296	-77.751678
144.676208	-76.848961
145.349121	-77.857582
146.022034	-78.409142
146.694946	-77.858917
147.367859	-78.817230
148.040771	-79.470161
148.713684	-78.386238
149.386597	-80.941933
150.059509	-77.914276
150.732422	-76.952377
151.405334	-79.423241
152.078247	-78.864143
152.751160	-78.263008
153.424072	-78.822617
154.096985	-78.737366
154.769897	-79.250137
155.442810	-78.860031
156.115723	-78.867119
156.788635	-79.803543
157.461548	-79.677437
158.134460	-78.439110
158.807373	-78.221886
159.480286	-78.850189
160.153198	-79.550583
160.826111	-77.958763
161.499023	-79.843155
162.171936	-79.361122
162.844849	-79.843987
163.517761	-79.731041
164.190674	-80.159889
164.863586	-78.873131
165.536499	-78.434952
166.209412	-79.647339
166.882324	-79.817833
167.555237	-80.324760
168.228149	-80.247650
168.901062	-79.220093
169.573975	-79.572296
170.246887	-79.532356
170.919800	-80.561256
171.592712	-79.063789
172.265625	-79.314522
172.938538	-80.158592
173.611450	-80.475410
174.284363	-80.110168
174.957275	-80.334091
175.630188	-80.599091
176.303101	-80.849609
176.976013	-78.907669
177.648926	-79.022560
178.321838	-80.102913
178.994751	-80.093002
179.667664	-79.634995
180.340576	-78.759987
181.013489	-79.557144
181.686401	-79.758347
