Filename	2023_06_26_hagfish_alpha_protein_SBK
Instrument name	DSC2A-00468 (192.168.1.100)
Operator	SBK
rundate	6/26/2023
Sample name	2023_06_26_hagfish_alpha_protein_SBK
proceduresegments	Data Off ; Equilibrate -80.00 °C; Data On ; Ramp 5.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -80.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 100.00 °C
[File Parameters]
Run date	6/26/2023 1:43:12 PM
Trios version	5.1.1.46572
Original File Name	
Current File Name	C:\Users\yargerlab\Desktop\DSC Data\General\2023_06_26_hagfish_alpha_protein_SBK.tri
[Procedure]
Procedure Name	DSC n80C 100C 2 cycle
Sample Name	2023_06_26_hagfish_alpha_protein_SBK
Sample Mass	2.9 mg
Reference Sample Mass	0 mg
Pan Mass	54.37 mg
Pan Number	38
Reference Pan Mass	53.66 mg
Reference Pan Number	46
Pan Type	Aluminum Hermetic
Comments	Hagfish alpha protein powder. Refrigerated before use, and run quickly after sample prep. Aluminum pan with hermetic aluminum lid. (DSC84010 and DSC84011)
Project Name	Silk ASDs
Operator	SBK
Test	Custom
Unload Max Temperature	30
Unload Min Temperature	30
Load Max Temperature	30
Load Min Temperature	30
Stop on Gas Flow Error	Yes
[Signal List]
Signal #1	Time (min)
Signal #2	Temperature (°C)
Signal #3	Heat Flow (mW)
Signal #4	Delta T (µV)
Signal #5	Delta Tzero (µV)
Signal #6	Tzero Temperature (°C)
Signal #7	Cell Purge (mL/min)
Signal #8	Heater Temp (°C)
Signal #9	Power Delivered (W)
Signal #10	Reference Junction Temperature (°C)
Signal #11	Flange Temperature (°C)
Signal #12	Heat Flow Phase (rad)
Signal #13	Total Heat Capacity (J/°C)
Signal #14	Heat Capacity (J/°C)
[Configuration]
Company Name	ASU
Instrument Name	DSC2A-00468
Instrument Type	DSC2500
Serial Number	DSC2A-00468
IP	192.168.1.100
Location of Instrument	MRRC
DisplayType	Unknown
Sample Interval 	0.1 s/pt
Selected Heat Flow	T4P
Exotherm Direction	Down
Cell Serial	DRC2-00792
Lid Type	Standard
Cooler	RCS 90
Leave Cooler on at End of Sequence	On
Gas 2	Nitrogen
Gas Selected	Channel 1
Flow Rate	50 mL/min
Secondary Purge	On
Licensed Heat Flow	Heat Flow T4P
Modulation Licensed	Yes
[Versions]
Common IDD Version	1
Cortex Version	VER 2.10.2.31
Driver	5.0.0.6
GDM Version	1.0.3.3
TouchscreenVersion	1.0.0.16145
FEP Version	1.2.1.21
FEP Bootloader	2.0.0.5
AutoSampler Version	2.1.1.26
Auto Sampler Bootloader	2.0.0.5
FCM Version	1.1.0.3
FCM Bootloader	2.0.0.5
[Experiment Logs]
Experiment Log Entry # 1	Data On set to 0
Experiment Log Entry # 3	Equilibrate Segment -80 (C) Started
Experiment Log Entry # 5	Air Cool is off.
Experiment Log Entry # 7	Data On set to 1
Experiment Log Entry # 9	Ramp Segment 5 C/min to 100 Started
Experiment Log Entry # 11	Data On set to 0
Experiment Log Entry # 13	Isothermal Segment 1 min started
Experiment Log Entry # 15	Data On set to 1
Experiment Log Entry # 17	Ramp Segment 5 C/min to -80 Started
Experiment Log Entry # 19	Data On set to 0
Experiment Log Entry # 21	Isothermal Segment 1 min started
Experiment Log Entry # 23	Data On set to 1
Experiment Log Entry # 25	Ramp Segment 5 C/min to 100 Started
[Method Log]
Method Log Entry # 1	Data Off
Method Log Entry # 2	Equilibrate -80 °C
Method Log Entry # 3	Data On
Method Log Entry # 4	(Ramp 47776) Ramp 5 °C/minute to 100 °C
Method Log Entry # 5	Data Off
Method Log Entry # 6	Isothermal 1 minutes
Method Log Entry # 7	Data On
Method Log Entry # 8	(Ramp 47780) Ramp 5 °C/minute to -80 °C
Method Log Entry # 9	Data Off
Method Log Entry # 10	Isothermal 1 minutes
Method Log Entry # 11	Data On
Method Log Entry # 12	(Ramp 47784) Ramp 5 °C/minute to 100 °C
Cell Serial	DRC2-00792
[T1 Calibration]
Slope	-0.008529666
Offset	9.636258
Initial Temperature	98.23
GUID	f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied	11/29/2022 4:06:13 PM
