0.20	-79.33	-0.024
0.21	-79.33	-0.024
0.21	-79.32	-0.024
0.21	-79.32	-0.023
0.21	-79.31	-0.023
0.21	-79.30	-0.022
0.21	-79.30	-0.021
0.21	-79.29	-0.020
0.22	-79.29	-0.019
0.22	-79.28	-0.018
0.22	-79.27	-0.018
0.22	-79.27	-0.018
0.22	-79.26	-0.017
0.23	-79.25	-0.017
0.23	-79.24	-0.016
0.23	-79.24	-0.015
0.23	-79.23	-0.015
0.23	-79.23	-0.014
0.23	-79.22	-0.013
0.24	-79.21	-0.013
0.24	-79.21	-0.012
0.24	-79.20	-0.012
0.24	-79.19	-0.011
0.24	-79.19	-0.010
0.24	-79.18	-0.010
0.24	-79.17	-0.009
0.25	-79.16	-0.008
0.25	-79.16	-0.007
0.25	-79.15	-0.006
0.25	-79.14	-0.005
0.25	-79.14	-0.004
0.26	-79.13	-0.003
0.26	-79.12	-0.003
0.26	-79.12	-0.002
0.26	-79.11	-0.001
0.26	-79.10	0.001
0.26	-79.09	0.002
0.26	-79.09	0.003
0.27	-79.08	0.004
0.27	-79.07	0.004
0.27	-79.07	0.005
0.27	-79.06	0.005
0.27	-79.05	0.005
0.28	-79.04	0.005
0.28	-79.04	0.006
0.28	-79.03	0.007
0.28	-79.02	0.009
0.28	-79.02	0.010
0.28	-79.01	0.011
0.29	-79.00	0.011
0.29	-78.99	0.012
0.29	-78.99	0.013
0.29	-78.98	0.013
0.29	-78.97	0.014
0.29	-78.96	0.014
0.30	-78.96	0.014
0.30	-78.95	0.015
0.30	-78.94	0.015
0.30	-78.94	0.016
0.30	-78.93	0.017
0.30	-78.92	0.017
0.30	-78.91	0.018
0.31	-78.91	0.019
0.31	-78.90	0.020
0.31	-78.89	0.021
0.31	-78.88	0.022
0.31	-78.88	0.023
0.31	-78.87	0.024
0.32	-78.86	0.024
0.32	-78.86	0.025
0.32	-78.85	0.025
0.32	-78.84	0.025
0.32	-78.83	0.025
0.33	-78.83	0.025
0.33	-78.82	0.025
0.33	-78.81	0.025
0.33	-78.80	0.025
0.33	-78.80	0.026
0.33	-78.79	0.026
0.34	-78.78	0.027
0.34	-78.77	0.027
0.34	-78.77	0.028
0.34	-78.76	0.029
0.34	-78.75	0.029
0.34	-78.74	0.030
0.35	-78.74	0.030
0.35	-78.73	0.030
0.35	-78.72	0.031
0.35	-78.71	0.031
0.35	-78.70	0.031
0.35	-78.70	0.031
0.35	-78.69	0.031
0.36	-78.68	0.032
0.36	-78.68	0.033
0.36	-78.67	0.033
0.36	-78.66	0.034
0.36	-78.65	0.034
0.36	-78.64	0.034
0.37	-78.64	0.034
0.37	-78.63	0.035
0.37	-78.62	0.035
0.37	-78.61	0.035
0.37	-78.61	0.035
0.38	-78.60	0.035
0.38	-78.59	0.036
0.38	-78.58	0.036
0.38	-78.58	0.036
0.38	-78.57	0.037
0.38	-78.56	0.037
0.39	-78.55	0.037
0.39	-78.55	0.037
0.39	-78.54	0.038
0.39	-78.53	0.038
0.39	-78.52	0.038
0.39	-78.51	0.038
0.40	-78.51	0.039
0.40	-78.50	0.039
0.40	-78.49	0.039
0.40	-78.48	0.039
0.40	-78.48	0.040
0.40	-78.47	0.040
0.40	-78.46	0.040
0.41	-78.45	0.041
0.41	-78.44	0.041
0.41	-78.44	0.041
0.41	-78.43	0.042
0.41	-78.42	0.042
0.41	-78.41	0.042
0.42	-78.41	0.042
0.42	-78.40	0.042
0.42	-78.39	0.043
0.42	-78.38	0.043
0.42	-78.37	0.043
0.43	-78.37	0.043
0.43	-78.36	0.044
0.43	-78.35	0.044
0.43	-78.34	0.044
0.43	-78.34	0.044
0.43	-78.33	0.045
0.44	-78.32	0.045
0.44	-78.31	0.045
0.44	-78.30	0.046
0.44	-78.30	0.046
0.44	-78.29	0.046
0.44	-78.28	0.046
0.45	-78.27	0.046
0.45	-78.26	0.047
0.45	-78.26	0.047
0.45	-78.25	0.047
0.45	-78.24	0.047
0.45	-78.24	0.047
0.45	-78.23	0.048
0.46	-78.22	0.048
0.46	-78.21	0.048
0.46	-78.20	0.048
0.46	-78.19	0.048
0.46	-78.19	0.048
0.46	-78.18	0.048
0.47	-78.17	0.048
0.47	-78.16	0.049
0.47	-78.15	0.049
0.47	-78.15	0.049
0.47	-78.14	0.049
0.48	-78.13	0.049
0.48	-78.12	0.050
0.48	-78.11	0.050
0.48	-78.11	0.050
0.48	-78.10	0.050
0.48	-78.09	0.050
0.49	-78.08	0.051
0.49	-78.07	0.051
0.49	-78.07	0.051
0.49	-78.06	0.051
0.49	-78.05	0.051
0.49	-78.04	0.051
0.50	-78.04	0.051
0.50	-78.03	0.051
0.50	-78.02	0.051
0.50	-78.01	0.052
0.50	-78.00	0.052
0.50	-77.99	0.052
0.50	-77.99	0.052
0.51	-77.98	0.052
0.51	-77.97	0.052
0.51	-77.96	0.052
0.51	-77.95	0.052
0.51	-77.95	0.052
0.51	-77.94	0.052
0.52	-77.93	0.052
0.52	-77.92	0.052
0.52	-77.91	0.053
0.52	-77.91	0.053
0.52	-77.90	0.053
0.53	-77.89	0.053
0.53	-77.88	0.053
0.53	-77.87	0.053
0.53	-77.87	0.053
0.53	-77.86	0.053
0.53	-77.85	0.053
0.53	-77.84	0.053
0.54	-77.84	0.053
0.54	-77.83	0.053
0.54	-77.82	0.053
0.54	-77.81	0.053
0.54	-77.80	0.053
0.55	-77.79	0.053
0.55	-77.78	0.053
0.55	-77.78	0.054
0.55	-77.77	0.054
0.55	-77.76	0.054
0.55	-77.75	0.054
0.55	-77.75	0.054
0.56	-77.74	0.054
0.56	-77.73	0.054
0.56	-77.72	0.054
0.56	-77.71	0.054
0.56	-77.71	0.054
0.57	-77.70	0.054
0.57	-77.69	0.054
0.57	-77.68	0.054
0.57	-77.67	0.054
0.57	-77.67	0.054
0.57	-77.66	0.054
0.58	-77.65	0.054
0.58	-77.64	0.054
0.58	-77.63	0.054
0.58	-77.63	0.055
0.58	-77.62	0.055
0.58	-77.61	0.055
0.58	-77.60	0.055
0.59	-77.59	0.055
0.59	-77.59	0.055
0.59	-77.58	0.055
0.59	-77.57	0.055
0.59	-77.56	0.055
0.60	-77.55	0.055
0.60	-77.54	0.055
0.60	-77.54	0.055
0.60	-77.53	0.056
0.60	-77.52	0.056
0.60	-77.51	0.056
0.60	-77.50	0.056
0.61	-77.50	0.056
0.61	-77.49	0.056
0.61	-77.48	0.056
0.61	-77.47	0.056
0.61	-77.46	0.056
0.62	-77.46	0.056
0.62	-77.45	0.056
0.62	-77.44	0.056
0.62	-77.43	0.056
0.62	-77.42	0.056
0.62	-77.42	0.056
0.63	-77.41	0.056
0.63	-77.40	0.056
0.63	-77.39	0.056
0.63	-77.38	0.056
0.63	-77.37	0.056
0.63	-77.37	0.056
0.63	-77.36	0.056
0.64	-77.35	0.056
0.64	-77.34	0.056
0.64	-77.33	0.057
0.64	-77.32	0.057
0.64	-77.32	0.057
0.65	-77.31	0.057
0.65	-77.30	0.057
0.65	-77.29	0.057
0.65	-77.28	0.057
0.65	-77.28	0.057
0.65	-77.27	0.057
0.65	-77.26	0.057
0.66	-77.25	0.057
0.66	-77.24	0.057
0.66	-77.24	0.057
0.66	-77.23	0.057
0.66	-77.22	0.057
0.67	-77.21	0.057
0.67	-77.20	0.057
0.67	-77.19	0.057
0.67	-77.19	0.057
0.67	-77.18	0.057
0.67	-77.17	0.057
0.68	-77.16	0.057
0.68	-77.15	0.057
0.68	-77.15	0.057
0.68	-77.14	0.057
0.68	-77.13	0.057
0.68	-77.12	0.057
0.68	-77.11	0.058
0.69	-77.10	0.058
0.69	-77.10	0.058
0.69	-77.09	0.058
0.69	-77.08	0.058
0.69	-77.07	0.058
0.70	-77.07	0.058
0.70	-77.06	0.058
0.70	-77.05	0.058
0.70	-77.04	0.058
0.70	-77.03	0.058
0.70	-77.02	0.058
0.70	-77.02	0.058
0.71	-77.01	0.058
0.71	-77.00	0.058
0.71	-76.99	0.058
0.71	-76.98	0.058
0.71	-76.98	0.058
0.72	-76.97	0.058
0.72	-76.96	0.058
0.72	-76.95	0.058
0.72	-76.94	0.058
0.72	-76.93	0.058
0.72	-76.93	0.058
0.73	-76.92	0.058
0.73	-76.91	0.058
0.73	-76.90	0.059
0.73	-76.89	0.059
0.73	-76.89	0.059
0.73	-76.88	0.059
0.73	-76.87	0.059
0.74	-76.86	0.059
0.74	-76.85	0.059
0.74	-76.84	0.059
0.74	-76.84	0.059
0.74	-76.83	0.059
0.75	-76.82	0.059
0.75	-76.81	0.059
0.75	-76.80	0.059
0.75	-76.79	0.059
0.75	-76.79	0.059
0.75	-76.78	0.059
0.75	-76.77	0.059
0.76	-76.76	0.059
0.76	-76.75	0.059
0.76	-76.75	0.059
0.76	-76.74	0.059
0.76	-76.73	0.059
0.77	-76.72	0.059
0.77	-76.71	0.059
0.77	-76.71	0.059
0.77	-76.70	0.059
0.77	-76.69	0.059
0.77	-76.68	0.059
0.78	-76.67	0.059
0.78	-76.66	0.059
0.78	-76.66	0.059
0.78	-76.65	0.059
0.78	-76.64	0.059
0.78	-76.63	0.059
0.78	-76.62	0.059
0.79	-76.61	0.059
0.79	-76.61	0.059
0.79	-76.60	0.059
0.79	-76.59	0.059
0.79	-76.58	0.059
0.80	-76.57	0.059
0.80	-76.57	0.060
0.80	-76.56	0.060
0.80	-76.55	0.060
0.80	-76.54	0.060
0.80	-76.53	0.060
0.80	-76.52	0.060
0.81	-76.52	0.060
0.81	-76.51	0.060
0.81	-76.50	0.060
0.81	-76.49	0.060
0.81	-76.48	0.060
0.82	-76.48	0.060
0.82	-76.47	0.060
0.82	-76.46	0.060
0.82	-76.45	0.060
0.82	-76.44	0.060
0.82	-76.44	0.060
0.83	-76.43	0.060
0.83	-76.42	0.060
0.83	-76.41	0.060
0.83	-76.40	0.060
0.83	-76.39	0.060
0.83	-76.39	0.060
0.83	-76.38	0.060
0.84	-76.37	0.060
0.84	-76.36	0.060
0.84	-76.35	0.060
0.84	-76.34	0.060
0.84	-76.33	0.060
0.85	-76.32	0.060
0.85	-76.32	0.060
0.85	-76.31	0.060
0.85	-76.30	0.060
0.85	-76.29	0.060
0.85	-76.28	0.060
0.85	-76.28	0.060
0.86	-76.27	0.060
0.86	-76.26	0.060
0.86	-76.25	0.060
0.86	-76.25	0.060
0.86	-76.24	0.060
0.87	-76.23	0.061
0.87	-76.22	0.061
0.87	-76.21	0.061
0.87	-76.20	0.061
0.87	-76.19	0.061
0.87	-76.19	0.061
0.88	-76.18	0.061
0.88	-76.17	0.061
0.88	-76.16	0.061
0.88	-76.15	0.061
0.88	-76.14	0.061
0.88	-76.14	0.061
0.88	-76.13	0.061
0.89	-76.12	0.061
0.89	-76.11	0.061
0.89	-76.11	0.061
0.89	-76.10	0.061
0.89	-76.09	0.061
0.90	-76.08	0.061
0.90	-76.07	0.061
0.90	-76.06	0.061
0.90	-76.06	0.061
0.90	-76.05	0.061
0.90	-76.04	0.061
0.90	-76.03	0.061
0.91	-76.02	0.061
0.91	-76.01	0.061
0.91	-76.01	0.061
0.91	-76.00	0.061
0.91	-75.99	0.061
0.92	-75.98	0.061
0.92	-75.97	0.061
0.92	-75.97	0.061
0.92	-75.96	0.061
0.92	-75.95	0.061
0.92	-75.94	0.061
0.93	-75.93	0.061
0.93	-75.92	0.061
0.93	-75.92	0.061
0.93	-75.91	0.061
0.93	-75.90	0.061
0.93	-75.89	0.061
0.93	-75.88	0.061
0.94	-75.87	0.061
0.94	-75.87	0.061
0.94	-75.86	0.061
0.94	-75.85	0.061
0.94	-75.84	0.061
0.95	-75.83	0.061
0.95	-75.82	0.061
0.95	-75.82	0.061
0.95	-75.81	0.061
0.95	-75.80	0.061
0.95	-75.79	0.061
0.95	-75.78	0.061
0.96	-75.78	0.061
0.96	-75.77	0.061
0.96	-75.76	0.061
0.96	-75.75	0.061
0.96	-75.74	0.061
0.97	-75.73	0.061
0.97	-75.73	0.061
0.97	-75.72	0.061
0.97	-75.71	0.061
0.97	-75.70	0.061
0.97	-75.69	0.061
0.98	-75.68	0.061
0.98	-75.68	0.061
0.98	-75.67	0.061
0.98	-75.66	0.061
0.98	-75.65	0.062
0.98	-75.64	0.062
0.98	-75.63	0.062
0.99	-75.63	0.062
0.99	-75.62	0.062
0.99	-75.61	0.062
0.99	-75.60	0.062
0.99	-75.59	0.062
1.00	-75.59	0.062
1.00	-75.58	0.062
1.00	-75.57	0.062
1.00	-75.56	0.062
1.00	-75.55	0.062
1.00	-75.55	0.062
1.00	-75.54	0.062
1.01	-75.53	0.062
1.01	-75.52	0.062
1.01	-75.51	0.062
1.01	-75.50	0.062
1.01	-75.50	0.062
1.02	-75.49	0.062
1.02	-75.48	0.062
1.02	-75.47	0.062
1.02	-75.46	0.062
1.02	-75.45	0.062
1.02	-75.45	0.062
1.03	-75.44	0.062
1.03	-75.43	0.062
1.03	-75.42	0.062
1.03	-75.41	0.062
1.03	-75.40	0.062
1.03	-75.40	0.062
1.03	-75.39	0.062
1.04	-75.38	0.062
1.04	-75.37	0.062
1.04	-75.36	0.062
1.04	-75.35	0.062
1.04	-75.35	0.062
1.05	-75.34	0.062
1.05	-75.33	0.062
1.05	-75.32	0.062
1.05	-75.32	0.062
1.05	-75.31	0.062
1.05	-75.30	0.062
1.05	-75.29	0.062
1.06	-75.28	0.062
1.06	-75.27	0.062
1.06	-75.26	0.062
1.06	-75.25	0.062
1.06	-75.25	0.062
1.07	-75.24	0.062
1.07	-75.23	0.062
1.07	-75.22	0.062
1.07	-75.21	0.062
1.07	-75.20	0.062
1.07	-75.20	0.062
1.08	-75.19	0.062
1.08	-75.18	0.062
1.08	-75.17	0.062
1.08	-75.16	0.062
1.08	-75.16	0.062
1.08	-75.15	0.062
1.08	-75.14	0.062
1.09	-75.13	0.062
1.09	-75.12	0.062
1.09	-75.11	0.062
1.09	-75.11	0.062
1.09	-75.10	0.062
1.09	-75.09	0.062
1.10	-75.08	0.062
1.10	-75.07	0.062
1.10	-75.06	0.062
1.10	-75.06	0.062
1.10	-75.05	0.062
1.11	-75.04	0.062
1.11	-75.03	0.062
1.11	-75.02	0.062
1.11	-75.01	0.062
1.11	-75.00	0.062
1.11	-75.00	0.062
1.12	-74.99	0.062
1.12	-74.98	0.062
1.12	-74.97	0.062
1.12	-74.97	0.062
1.12	-74.96	0.062
1.12	-74.95	0.062
1.13	-74.94	0.062
1.13	-74.93	0.062
1.13	-74.92	0.062
1.13	-74.92	0.062
1.13	-74.91	0.062
1.13	-74.90	0.062
1.13	-74.89	0.062
1.14	-74.88	0.062
1.14	-74.87	0.062
1.14	-74.87	0.062
1.14	-74.86	0.062
1.14	-74.85	0.062
1.14	-74.84	0.062
1.15	-74.83	0.062
1.15	-74.82	0.062
1.15	-74.82	0.062
1.15	-74.81	0.062
1.15	-74.80	0.062
1.16	-74.79	0.062
1.16	-74.78	0.062
1.16	-74.77	0.062
1.16	-74.77	0.062
1.16	-74.76	0.062
1.16	-74.75	0.062
1.17	-74.74	0.062
1.17	-74.73	0.062
1.17	-74.72	0.062
1.17	-74.72	0.062
1.17	-74.71	0.062
1.17	-74.70	0.062
1.18	-74.69	0.062
1.18	-74.69	0.062
1.18	-74.68	0.062
1.18	-74.67	0.062
1.18	-74.66	0.062
1.18	-74.65	0.062
1.18	-74.64	0.062
1.19	-74.63	0.062
1.19	-74.62	0.062
1.19	-74.62	0.062
1.19	-74.61	0.062
1.19	-74.60	0.062
1.19	-74.59	0.062
1.20	-74.58	0.062
1.20	-74.58	0.062
1.20	-74.57	0.062
1.20	-74.56	0.062
1.20	-74.55	0.062
1.21	-74.54	0.062
1.21	-74.53	0.062
1.21	-74.53	0.062
1.21	-74.52	0.062
1.21	-74.51	0.062
1.21	-74.50	0.062
1.22	-74.49	0.062
1.22	-74.48	0.062
1.22	-74.48	0.062
1.22	-74.47	0.063
1.22	-74.46	0.063
1.22	-74.45	0.063
1.23	-74.45	0.063
1.23	-74.44	0.063
1.23	-74.43	0.063
1.23	-74.42	0.063
1.23	-74.41	0.063
1.23	-74.40	0.063
1.23	-74.39	0.063
1.24	-74.38	0.063
1.24	-74.38	0.063
1.24	-74.37	0.063
1.24	-74.36	0.063
1.24	-74.35	0.063
1.24	-74.34	0.063
1.25	-74.34	0.063
1.25	-74.33	0.063
1.25	-74.32	0.063
1.25	-74.31	0.063
1.25	-74.30	0.063
1.26	-74.29	0.063
1.26	-74.29	0.063
1.26	-74.28	0.063
1.26	-74.27	0.063
1.26	-74.26	0.063
1.26	-74.25	0.063
1.27	-74.24	0.063
1.27	-74.24	0.063
1.27	-74.23	0.063
1.27	-74.22	0.063
1.27	-74.21	0.063
1.27	-74.20	0.062
1.28	-74.19	0.062
1.28	-74.18	0.062
1.28	-74.18	0.062
1.28	-74.17	0.062
1.28	-74.16	0.063
1.28	-74.15	0.063
1.28	-74.14	0.063
1.29	-74.14	0.063
1.29	-74.13	0.063
1.29	-74.12	0.063
1.29	-74.11	0.063
1.29	-74.10	0.063
1.29	-74.09	0.063
1.30	-74.09	0.063
1.30	-74.08	0.063
1.30	-74.07	0.063
1.30	-74.06	0.063
1.30	-74.05	0.063
1.31	-74.04	0.063
1.31	-74.04	0.063
1.31	-74.03	0.063
1.31	-74.02	0.063
1.31	-74.01	0.063
1.31	-74.00	0.063
1.32	-74.00	0.063
1.32	-73.99	0.063
1.32	-73.98	0.063
1.32	-73.97	0.063
1.32	-73.96	0.063
1.32	-73.95	0.063
1.33	-73.95	0.063
1.33	-73.94	0.063
1.33	-73.93	0.063
1.33	-73.92	0.063
1.33	-73.91	0.063
1.33	-73.90	0.063
1.33	-73.89	0.063
1.34	-73.89	0.063
1.34	-73.88	0.063
1.34	-73.87	0.063
1.34	-73.86	0.063
1.34	-73.85	0.063
1.34	-73.84	0.063
1.35	-73.84	0.063
1.35	-73.83	0.063
1.35	-73.82	0.063
1.35	-73.81	0.063
1.35	-73.80	0.063
1.36	-73.79	0.063
1.36	-73.79	0.063
1.36	-73.78	0.063
1.36	-73.77	0.063
1.36	-73.76	0.063
1.36	-73.75	0.063
1.37	-73.74	0.063
1.37	-73.74	0.063
1.37	-73.73	0.063
1.37	-73.72	0.063
1.37	-73.71	0.063
1.37	-73.70	0.063
1.38	-73.69	0.063
1.38	-73.69	0.063
1.38	-73.68	0.063
1.38	-73.67	0.063
1.38	-73.66	0.063
1.38	-73.66	0.063
