1.24	-34.56	0.075
1.24	-34.56	0.075
1.24	-34.55	0.075
1.24	-34.54	0.075
1.24	-34.53	0.075
1.24	-34.52	0.075
1.25	-34.51	0.075
1.25	-34.51	0.076
1.25	-34.50	0.076
1.25	-34.49	0.076
1.25	-34.48	0.076
1.26	-34.47	0.076
1.26	-34.46	0.076
1.26	-34.46	0.076
1.26	-34.45	0.076
1.26	-34.44	0.076
1.26	-34.43	0.076
1.27	-34.42	0.076
1.27	-34.41	0.076
1.27	-34.41	0.076
1.27	-34.40	0.076
1.27	-34.39	0.076
1.27	-34.38	0.076
1.28	-34.38	0.076
1.28	-34.37	0.076
1.28	-34.36	0.076
1.28	-34.35	0.076
1.28	-34.34	0.076
1.28	-34.33	0.076
1.28	-34.32	0.076
1.29	-34.32	0.076
1.29	-34.31	0.076
1.29	-34.30	0.076
1.29	-34.29	0.076
1.29	-34.28	0.076
1.29	-34.27	0.076
1.30	-34.27	0.076
1.30	-34.26	0.076
1.30	-34.25	0.076
1.30	-34.24	0.076
1.30	-34.23	0.076
1.31	-34.22	0.076
1.31	-34.22	0.076
1.31	-34.21	0.076
1.31	-34.20	0.076
1.31	-34.19	0.076
1.31	-34.18	0.076
1.32	-34.17	0.076
1.32	-34.17	0.076
1.32	-34.16	0.076
1.32	-34.15	0.076
1.32	-34.14	0.076
1.32	-34.13	0.076
1.33	-34.13	0.076
1.33	-34.12	0.076
1.33	-34.11	0.076
