Filename	2025_02_13_CBD_Rerun_2023_DSC3
Instrument name	DSC2A-00468 (192.168.1.100)
Operator	JLY
rundate	2/14/2025
Sample name	2025_02_13_CBD_Rerun_2023_DSC3
proceduresegments	Data Off ; Equilibrate -40.00 °C; Data On ; Ramp 5.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -40.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -40.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 100.00 °C
[File Parameters]
Run date	2/14/2025 8:02:41 AM
Trios version	5.1.1.46572
Original File Name	
Current File Name	D:\DSC2500\CHM343\2025_02_13_CBD_Rerun_2023_DSC3.tri
[Procedure]
Procedure Name	CBD Re-Test
Sample Name	2025_02_13_CBD_Rerun_2023_DSC3
Sample Mass	5.7 mg
Reference Sample Mass	0 mg
Pan Mass	53.62 mg
Pan Number	3
Reference Pan Mass	54 mg
Reference Pan Number	19
Pan Type	Tzero Aluminum Hermetic
Comments	Al Hermetic Sealed Pan, with ref Al pan.  7/11/23 SBK CBD Sample.  Sitting in DSC Tray.
Project Name	
Operator	JLY
Test	Custom
Unload Max Temperature	30
Unload Min Temperature	30
Load Max Temperature	30
Load Min Temperature	30
Stop on Gas Flow Error	Yes
[Signal List]
Signal #1	Time (min)
Signal #2	Temperature (°C)
Signal #3	Heat Flow (mW)
Signal #4	Delta T (µV)
Signal #5	Delta Tzero (µV)
Signal #6	Tzero Temperature (°C)
Signal #7	Cell Purge (mL/min)
Signal #8	Heater Temp (°C)
Signal #9	Power Delivered (W)
Signal #10	Reference Junction Temperature (°C)
Signal #11	Flange Temperature (°C)
Signal #12	Heat Flow Phase (rad)
Signal #13	Total Heat Capacity (J/°C)
Signal #14	Heat Capacity (J/°C)
[Configuration]
Company Name	ASU
Instrument Name	DSC2A-00468
Instrument Type	DSC2500
Serial Number	DSC2A-00468
IP	192.168.1.100
Location of Instrument	MRRC
DisplayType	Unknown
Sample Interval 	0.1 s/pt
Selected Heat Flow	T4P
Exotherm Direction	Down
Cell Serial	DRC2-00792
Lid Type	Standard
Cooler	RCS 90
Leave Cooler on at End of Sequence	On
Gas 2	Nitrogen
Gas Selected	Channel 1
Flow Rate	50 mL/min
Secondary Purge	On
Licensed Heat Flow	Heat Flow T4P
Modulation Licensed	Yes
[Versions]
Common IDD Version	1
Cortex Version	VER 2.10.2.31
Driver	5.0.0.6
GDM Version	1.0.3.3
TouchscreenVersion	1.0.0.16145
FEP Version	1.2.1.21
FEP Bootloader	2.0.0.5
AutoSampler Version	2.1.1.26
Auto Sampler Bootloader	2.0.0.5
FCM Version	1.1.0.3
FCM Bootloader	2.0.0.5
[Experiment Logs]
Experiment Log Entry # 2	Data On set to 0
Experiment Log Entry # 4	Equilibrate Segment -40 (C) Started
Experiment Log Entry # 6	Air Cool is off.
Experiment Log Entry # 8	Data On set to 1
Experiment Log Entry # 10	Ramp Segment 5 C/min to 100 Started
Experiment Log Entry # 12	Data On set to 0
Experiment Log Entry # 14	Isothermal Segment 1 min started
Experiment Log Entry # 16	Data On set to 1
Experiment Log Entry # 18	Ramp Segment 5 C/min to -40 Started
Experiment Log Entry # 20	Data On set to 0
Experiment Log Entry # 22	Isothermal Segment 1 min started
Experiment Log Entry # 24	Data On set to 1
Experiment Log Entry # 26	Ramp Segment 5 C/min to 100 Started
Experiment Log Entry # 28	Data On set to 0
Experiment Log Entry # 30	Isothermal Segment 1 min started
Experiment Log Entry # 32	Data On set to 1
Experiment Log Entry # 34	Ramp Segment 5 C/min to -40 Started
Experiment Log Entry # 36	Data On set to 0
Experiment Log Entry # 38	Isothermal Segment 1 min started
Experiment Log Entry # 40	Data On set to 1
Experiment Log Entry # 42	Ramp Segment 5 C/min to 100 Started
[Method Log]
Method Log Entry # 1	Data Off
Method Log Entry # 2	Equilibrate -40 °C
Method Log Entry # 3	Data On
Method Log Entry # 4	(Ramp 203397) Ramp 5 °C/minute to 100 °C
Method Log Entry # 5	Data Off
Method Log Entry # 6	Isothermal 1 minutes
Method Log Entry # 7	Data On
Method Log Entry # 8	(Ramp 203401) Ramp 5 °C/minute to -40 °C
Method Log Entry # 9	Data Off
Method Log Entry # 10	Isothermal 1 minutes
Method Log Entry # 11	Data On
Method Log Entry # 12	(Ramp 203405) Ramp 5 °C/minute to 100 °C
Method Log Entry # 13	Data Off
Method Log Entry # 14	Isothermal 1 minutes
Method Log Entry # 15	Data On
Method Log Entry # 16	(Ramp 203409) Ramp 5 °C/minute to -40 °C
Method Log Entry # 17	Data Off
Method Log Entry # 18	Isothermal 1 minutes
Method Log Entry # 19	Data On
Method Log Entry # 20	(Ramp 203413) Ramp 5 °C/minute to 100 °C
Cell Serial	DRC2-00792
[T1 Calibration]
Slope	-0.008529666
Offset	9.636258
Initial Temperature	98.23
GUID	f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied	11/29/2022 4:06:13 PM
Description	From -89.059 °C to 396.009 °C at 20.000°C/min
Gas Type	Nitrogen
Pan Type	None
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(2).tri
Source Files 2	C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(3).tri
Delta T Offset	13.05235
Delta T Slope	-0.007271007
Delta T0 Offset	-13.69128
Delta T0 Slope	0.06063341
[Temperature Calibration]
Date Applied	11/29/2022 7:12:28 PM
Description	From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
Measured 1	157.391
Known 1	156.598
[Cell Constant Calibration]
Date Applied	11/29/2022 7:12:29 PM
Description	From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
T4P KCell	1.006051
Onset Slope	63.26126 mW/°C
[Direct Cp Calibration]
Date Applied	11/30/2022 11:04:51 AM
Description	From -79.983 °C to 298.409 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_Heat_Capacity_11_30_22.tri
[Rev Cp Calibration]
Date Applied	11/30/2022 1:58:51 PM
Description	From -79.996 °C to 292.812 °C at 3.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_MDSC_Calibration_11_30_22.tri
[step]
Ramp 5.00 °C/min to 100.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00	-39.72	-0.052
0.00	-39.72	-0.055
0.00	-39.72	-0.057
0.01	-39.72	-0.057
0.01	-39.72	-0.057
0.01	-39.72	-0.057
0.01	-39.72	-0.057
0.01	-39.73	-0.056
0.01	-39.73	-0.056
0.01	-39.73	-0.055
0.02	-39.73	-0.055
0.02	-39.73	-0.054
0.02	-39.73	-0.054
0.02	-39.73	-0.053
0.02	-39.73	-0.052
0.03	-39.73	-0.052
0.03	-39.73	-0.051
0.03	-39.73	-0.050
0.03	-39.74	-0.050
0.03	-39.74	-0.049
0.03	-39.74	-0.049
0.03	-39.74	-0.048
0.04	-39.74	-0.048
0.04	-39.74	-0.047
0.04	-39.74	-0.047
0.04	-39.74	-0.046
0.04	-39.74	-0.046
0.05	-39.74	-0.045
0.05	-39.74	-0.044
0.05	-39.74	-0.044
0.05	-39.74	-0.043
0.05	-39.74	-0.043
0.05	-39.74	-0.042
0.05	-39.74	-0.042
0.06	-39.74	-0.042
0.06	-39.74	-0.042
0.06	-39.74	-0.042
0.06	-39.74	-0.041
0.06	-39.74	-0.041
0.07	-39.74	-0.040
0.07	-39.74	-0.040
0.07	-39.74	-0.040
0.07	-39.74	-0.039
0.07	-39.74	-0.039
0.07	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.08	-39.74	-0.039
0.09	-39.74	-0.039
0.09	-39.73	-0.039
0.09	-39.73	-0.039
0.09	-39.73	-0.038
0.09	-39.73	-0.038
0.09	-39.73	-0.038
0.10	-39.73	-0.038
0.10	-39.73	-0.038
0.10	-39.72	-0.038
0.10	-39.72	-0.038
0.10	-39.72	-0.038
0.11	-39.72	-0.038
0.11	-39.72	-0.038
0.11	-39.71	-0.038
0.11	-39.71	-0.038
0.11	-39.71	-0.038
0.11	-39.71	-0.038
0.12	-39.70	-0.038
0.12	-39.70	-0.038
0.12	-39.70	-0.038
0.12	-39.70	-0.038
0.12	-39.69	-0.038
0.12	-39.69	-0.038
0.13	-39.69	-0.038
0.13	-39.68	-0.038
0.13	-39.68	-0.038
0.13	-39.68	-0.038
0.13	-39.67	-0.038
0.13	-39.67	-0.037
0.14	-39.67	-0.037
0.14	-39.66	-0.037
0.14	-39.66	-0.037
0.14	-39.66	-0.037
0.14	-39.65	-0.037
0.14	-39.65	-0.036
0.14	-39.65	-0.036
0.15	-39.64	-0.036
0.15	-39.64	-0.035
0.15	-39.63	-0.035
0.15	-39.63	-0.035
0.15	-39.63	-0.034
0.16	-39.62	-0.033
0.16	-39.62	-0.033
0.16	-39.61	-0.032
0.16	-39.61	-0.032
0.16	-39.60	-0.032
0.16	-39.60	-0.031
0.16	-39.59	-0.030
0.17	-39.59	-0.029
0.17	-39.58	-0.029
0.17	-39.58	-0.028
0.17	-39.57	-0.027
0.17	-39.57	-0.026
0.18	-39.56	-0.025
0.18	-39.56	-0.024
0.18	-39.56	-0.023
0.18	-39.55	-0.022
0.18	-39.55	-0.022
0.18	-39.54	-0.021
0.19	-39.53	-0.019
0.19	-39.53	-0.018
0.19	-39.52	-0.017
0.19	-39.52	-0.016
0.19	-39.51	-0.015
0.19	-39.51	-0.014
0.19	-39.50	-0.013
0.20	-39.50	-0.013
0.20	-39.49	-0.012
0.20	-39.48	-0.012
0.20	-39.48	-0.011
0.20	-39.47	-0.010
0.21	-39.47	-0.009
0.21	-39.46	-0.008
0.21	-39.45	-0.007
0.21	-39.45	-0.006
0.21	-39.44	-0.005
0.21	-39.44	-0.004
0.21	-39.43	-0.003
0.22	-39.43	-0.001
0.22	-39.42	-0.001
0.22	-39.41	0.000
0.22	-39.41	0.000
0.22	-39.40	0.001
0.23	-39.39	0.002
0.23	-39.39	0.003
0.23	-39.38	0.003
0.23	-39.37	0.004
0.23	-39.37	0.005
0.23	-39.36	0.006
0.24	-39.35	0.007
0.24	-39.35	0.009
0.24	-39.34	0.009
0.24	-39.34	0.011
0.24	-39.33	0.012
0.24	-39.32	0.013
0.24	-39.32	0.013
0.25	-39.31	0.014
0.25	-39.30	0.015
0.25	-39.30	0.016
0.25	-39.29	0.016
0.25	-39.28	0.017
0.26	-39.28	0.018
0.26	-39.27	0.018
0.26	-39.26	0.019
0.26	-39.26	0.019
0.26	-39.25	0.020
0.26	-39.24	0.021
0.26	-39.24	0.021
0.27	-39.23	0.022
0.27	-39.22	0.023
0.27	-39.22	0.023
0.27	-39.21	0.024
0.27	-39.20	0.025
0.28	-39.19	0.025
0.28	-39.19	0.026
0.28	-39.18	0.026
0.28	-39.17	0.028
0.28	-39.17	0.029
0.28	-39.16	0.030
0.29	-39.15	0.031
0.29	-39.15	0.032
0.29	-39.14	0.032
0.29	-39.13	0.033
0.29	-39.12	0.034
0.29	-39.12	0.034
0.30	-39.11	0.034
0.30	-39.10	0.035
0.30	-39.10	0.035
0.30	-39.09	0.035
0.30	-39.08	0.035
0.30	-39.08	0.036
0.30	-39.07	0.036
0.31	-39.06	0.037
0.31	-39.05	0.037
0.31	-39.05	0.038
0.31	-39.04	0.039
0.31	-39.03	0.039
0.31	-39.02	0.040
0.32	-39.02	0.041
0.32	-39.01	0.042
0.32	-39.00	0.042
0.32	-38.99	0.043
0.32	-38.99	0.043
0.33	-38.98	0.044
0.33	-38.97	0.044
0.33	-38.97	0.044
0.33	-38.96	0.044
0.33	-38.95	0.045
0.33	-38.94	0.045
0.34	-38.94	0.045
0.34	-38.93	0.046
0.34	-38.92	0.046
0.34	-38.91	0.047
0.34	-38.91	0.048
0.34	-38.90	0.048
0.35	-38.89	0.048
0.35	-38.89	0.049
0.35	-38.88	0.049
0.35	-38.87	0.049
0.35	-38.86	0.049
0.35	-38.86	0.050
0.35	-38.85	0.050
0.36	-38.84	0.050
0.36	-38.83	0.050
0.36	-38.82	0.050
0.36	-38.82	0.051
0.36	-38.81	0.051
0.36	-38.80	0.051
0.37	-38.79	0.052
0.37	-38.79	0.052
0.37	-38.78	0.053
0.37	-38.77	0.053
0.37	-38.77	0.054
0.38	-38.76	0.054
0.38	-38.75	0.055
0.38	-38.74	0.055
0.38	-38.73	0.055
0.38	-38.73	0.056
0.38	-38.72	0.056
0.39	-38.71	0.056
0.39	-38.70	0.056
0.39	-38.70	0.056
0.39	-38.69	0.056
0.39	-38.68	0.056
0.39	-38.67	0.056
0.40	-38.66	0.056
0.40	-38.66	0.056
0.40	-38.65	0.056
0.40	-38.64	0.056
0.40	-38.63	0.056
0.40	-38.63	0.057
0.40	-38.62	0.057
0.41	-38.61	0.058
0.41	-38.60	0.059
0.41	-38.60	0.059
0.41	-38.59	0.060
0.41	-38.58	0.060
0.41	-38.57	0.060
0.42	-38.56	0.060
0.42	-38.56	0.060
0.42	-38.55	0.060
0.42	-38.54	0.060
0.42	-38.53	0.061
0.43	-38.53	0.061
0.43	-38.52	0.061
0.43	-38.51	0.061
0.43	-38.50	0.061
0.43	-38.50	0.061
0.43	-38.49	0.061
0.44	-38.48	0.061
0.44	-38.47	0.061
0.44	-38.46	0.061
0.44	-38.46	0.062
0.44	-38.45	0.062
0.44	-38.44	0.062
0.45	-38.43	0.062
0.45	-38.42	0.063
0.45	-38.42	0.063
0.45	-38.41	0.063
0.45	-38.40	0.063
0.45	-38.39	0.063
0.45	-38.39	0.063
0.46	-38.38	0.063
0.46	-38.37	0.063
0.46	-38.36	0.063
0.46	-38.36	0.064
0.46	-38.35	0.064
0.46	-38.34	0.064
0.47	-38.33	0.064
0.47	-38.32	0.064
0.47	-38.32	0.064
0.47	-38.31	0.064
0.47	-38.30	0.065
0.48	-38.29	0.065
0.48	-38.28	0.065
0.48	-38.28	0.065
0.48	-38.27	0.065
0.48	-38.26	0.065
0.48	-38.25	0.065
0.49	-38.25	0.065
0.49	-38.24	0.065
0.49	-38.23	0.065
0.49	-38.22	0.065
0.49	-38.21	0.065
0.49	-38.21	0.066
0.50	-38.20	0.066
0.50	-38.19	0.066
0.50	-38.18	0.066
0.50	-38.17	0.066
0.50	-38.17	0.066
0.50	-38.16	0.066
0.50	-38.15	0.066
0.51	-38.14	0.067
0.51	-38.13	0.067
0.51	-38.13	0.067
0.51	-38.12	0.067
0.51	-38.11	0.067
0.51	-38.10	0.067
0.52	-38.10	0.067
0.52	-38.09	0.067
0.52	-38.08	0.067
0.52	-38.07	0.067
0.52	-38.06	0.067
0.53	-38.05	0.067
0.53	-38.05	0.067
0.53	-38.04	0.067
0.53	-38.03	0.067
0.53	-38.02	0.067
0.53	-38.02	0.067
0.53	-38.01	0.068
0.54	-38.00	0.068
0.54	-37.99	0.068
0.54	-37.98	0.068
0.54	-37.97	0.068
0.54	-37.97	0.068
0.55	-37.96	0.068
0.55	-37.95	0.068
0.55	-37.94	0.068
0.55	-37.93	0.068
0.55	-37.93	0.068
0.55	-37.92	0.068
0.55	-37.91	0.068
0.56	-37.90	0.068
0.56	-37.89	0.068
0.56	-37.89	0.068
0.56	-37.88	0.068
0.56	-37.87	0.068
0.57	-37.86	0.068
0.57	-37.86	0.068
0.57	-37.85	0.068
0.57	-37.84	0.068
0.57	-37.83	0.068
0.57	-37.82	0.069
0.58	-37.82	0.069
0.58	-37.81	0.069
0.58	-37.80	0.069
0.58	-37.79	0.069
0.58	-37.78	0.069
0.58	-37.78	0.069
0.58	-37.77	0.069
0.59	-37.76	0.069
0.59	-37.75	0.069
0.59	-37.74	0.069
0.59	-37.74	0.069
0.59	-37.73	0.069
0.60	-37.72	0.069
0.60	-37.71	0.069
0.60	-37.70	0.069
0.60	-37.70	0.069
0.60	-37.69	0.069
0.60	-37.68	0.069
0.60	-37.67	0.069
0.61	-37.66	0.069
0.61	-37.65	0.069
0.61	-37.65	0.069
0.61	-37.64	0.069
0.61	-37.63	0.069
0.62	-37.62	0.069
0.62	-37.62	0.069
0.62	-37.61	0.069
0.62	-37.60	0.069
0.62	-37.59	0.070
0.62	-37.58	0.070
0.63	-37.57	0.070
0.63	-37.57	0.070
0.63	-37.56	0.070
0.63	-37.55	0.070
0.63	-37.54	0.070
0.63	-37.54	0.070
0.63	-37.53	0.070
0.64	-37.52	0.070
0.64	-37.51	0.070
0.64	-37.50	0.070
0.64	-37.49	0.070
0.64	-37.48	0.070
0.65	-37.48	0.070
0.65	-37.47	0.070
0.65	-37.46	0.070
0.65	-37.45	0.070
0.65	-37.45	0.070
0.65	-37.44	0.070
0.65	-37.43	0.070
0.66	-37.42	0.070
0.66	-37.41	0.070
0.66	-37.40	0.070
0.66	-37.40	0.070
0.66	-37.39	0.070
0.67	-37.38	0.070
0.67	-37.37	0.070
0.67	-37.36	0.070
0.67	-37.36	0.070
0.67	-37.35	0.071
0.67	-37.34	0.071
0.68	-37.33	0.071
0.68	-37.32	0.071
0.68	-37.31	0.071
0.68	-37.31	0.071
0.68	-37.30	0.071
0.68	-37.29	0.071
0.68	-37.28	0.071
0.69	-37.27	0.071
0.69	-37.27	0.071
0.69	-37.26	0.071
0.69	-37.25	0.071
0.69	-37.24	0.071
0.70	-37.23	0.071
0.70	-37.23	0.071
0.70	-37.22	0.071
0.70	-37.21	0.071
0.70	-37.20	0.071
0.70	-37.19	0.071
0.70	-37.18	0.071
0.71	-37.18	0.071
0.71	-37.17	0.071
0.71	-37.16	0.071
0.71	-37.15	0.071
0.71	-37.14	0.071
0.72	-37.14	0.071
0.72	-37.13	0.071
0.72	-37.12	0.071
0.72	-37.11	0.071
0.72	-37.10	0.071
0.72	-37.10	0.071
0.73	-37.09	0.071
0.73	-37.08	0.071
0.73	-37.07	0.071
0.73	-37.06	0.071
0.73	-37.06	0.071
0.73	-37.05	0.072
0.73	-37.04	0.072
0.74	-37.03	0.072
0.74	-37.02	0.072
0.74	-37.01	0.072
0.74	-37.01	0.072
0.74	-37.00	0.072
0.75	-36.99	0.072
0.75	-36.98	0.072
0.75	-36.97	0.072
0.75	-36.96	0.072
0.75	-36.96	0.072
0.75	-36.95	0.072
0.75	-36.94	0.072
0.76	-36.93	0.072
0.76	-36.92	0.072
0.76	-36.92	0.072
0.76	-36.91	0.072
0.76	-36.90	0.072
0.77	-36.89	0.072
0.77	-36.88	0.072
0.77	-36.87	0.072
0.77	-36.87	0.072
0.77	-36.86	0.072
0.77	-36.85	0.072
0.78	-36.84	0.072
0.78	-36.83	0.072
0.78	-36.83	0.072
0.78	-36.82	0.072
0.78	-36.81	0.072
0.78	-36.80	0.072
0.78	-36.79	0.072
0.79	-36.79	0.072
0.79	-36.78	0.072
0.79	-36.77	0.072
0.79	-36.76	0.072
0.79	-36.75	0.072
0.80	-36.75	0.072
0.80	-36.74	0.072
0.80	-36.73	0.072
0.80	-36.72	0.073
0.80	-36.71	0.073
0.80	-36.70	0.073
0.80	-36.70	0.073
0.81	-36.69	0.073
0.81	-36.68	0.073
0.81	-36.67	0.073
0.81	-36.66	0.073
0.81	-36.65	0.073
0.82	-36.65	0.073
0.82	-36.64	0.073
0.82	-36.63	0.073
0.82	-36.62	0.073
0.82	-36.61	0.073
0.82	-36.61	0.073
0.83	-36.60	0.073
0.83	-36.59	0.073
0.83	-36.58	0.073
0.83	-36.57	0.073
0.83	-36.56	0.073
0.83	-36.56	0.073
0.83	-36.55	0.073
0.84	-36.54	0.073
0.84	-36.53	0.073
0.84	-36.52	0.073
0.84	-36.52	0.073
0.84	-36.51	0.073
0.85	-36.50	0.073
0.85	-36.49	0.073
0.85	-36.48	0.073
0.85	-36.48	0.073
0.85	-36.47	0.073
0.85	-36.46	0.073
0.85	-36.45	0.073
0.86	-36.44	0.073
0.86	-36.43	0.073
0.86	-36.43	0.073
0.86	-36.42	0.073
0.86	-36.41	0.073
0.87	-36.40	0.073
0.87	-36.39	0.073
0.87	-36.39	0.073
0.87	-36.38	0.073
0.87	-36.37	0.073
0.87	-36.36	0.073
0.88	-36.35	0.073
0.88	-36.34	0.073
0.88	-36.34	0.073
0.88	-36.33	0.073
0.88	-36.32	0.073
0.88	-36.31	0.073
0.88	-36.30	0.073
0.89	-36.30	0.074
0.89	-36.29	0.074
0.89	-36.28	0.074
0.89	-36.27	0.074
0.89	-36.26	0.074
0.90	-36.25	0.074
0.90	-36.25	0.074
0.90	-36.24	0.074
0.90	-36.23	0.074
0.90	-36.22	0.074
0.90	-36.21	0.074
0.90	-36.20	0.074
0.91	-36.20	0.074
0.91	-36.19	0.074
0.91	-36.18	0.074
0.91	-36.17	0.074
0.91	-36.16	0.074
0.92	-36.15	0.074
0.92	-36.15	0.074
0.92	-36.14	0.074
0.92	-36.13	0.074
0.92	-36.12	0.074
0.92	-36.11	0.074
0.93	-36.11	0.074
0.93	-36.10	0.074
0.93	-36.09	0.074
0.93	-36.08	0.074
0.93	-36.07	0.074
0.93	-36.07	0.074
0.93	-36.06	0.074
0.94	-36.05	0.074
0.94	-36.04	0.074
0.94	-36.03	0.074
0.94	-36.02	0.074
0.94	-36.02	0.074
0.95	-36.01	0.074
0.95	-36.00	0.074
0.95	-35.99	0.074
0.95	-35.98	0.074
0.95	-35.97	0.074
0.95	-35.97	0.074
0.95	-35.96	0.074
0.96	-35.95	0.074
0.96	-35.94	0.074
0.96	-35.93	0.074
0.96	-35.93	0.074
0.96	-35.92	0.074
0.97	-35.91	0.074
0.97	-35.90	0.074
0.97	-35.89	0.074
0.97	-35.89	0.074
0.97	-35.88	0.074
0.97	-35.87	0.074
0.98	-35.86	0.074
0.98	-35.85	0.074
0.98	-35.84	0.074
0.98	-35.84	0.074
0.98	-35.83	0.074
0.98	-35.82	0.074
0.98	-35.81	0.074
0.99	-35.80	0.074
0.99	-35.79	0.074
0.99	-35.79	0.074
0.99	-35.78	0.074
0.99	-35.77	0.074
1.00	-35.76	0.074
1.00	-35.75	0.074
1.00	-35.74	0.074
1.00	-35.74	0.074
1.00	-35.73	0.074
1.00	-35.72	0.074
1.00	-35.71	0.074
1.01	-35.70	0.074
1.01	-35.70	0.074
1.01	-35.69	0.074
1.01	-35.68	0.074
1.01	-35.67	0.074
1.02	-35.66	0.074
1.02	-35.66	0.074
1.02	-35.65	0.074
1.02	-35.64	0.075
1.02	-35.63	0.075
1.02	-35.62	0.075
1.03	-35.61	0.075
1.03	-35.60	0.075
1.03	-35.60	0.075
1.03	-35.59	0.075
1.03	-35.58	0.075
1.03	-35.57	0.075
1.03	-35.56	0.075
1.04	-35.56	0.075
1.04	-35.55	0.075
1.04	-35.54	0.075
1.04	-35.53	0.075
1.04	-35.52	0.075
1.05	-35.51	0.075
1.05	-35.51	0.075
1.05	-35.50	0.075
1.05	-35.49	0.075
1.05	-35.48	0.075
1.05	-35.47	0.075
1.05	-35.46	0.075
1.06	-35.46	0.075
1.06	-35.45	0.075
1.06	-35.44	0.075
1.06	-35.43	0.075
1.06	-35.42	0.075
1.07	-35.42	0.075
1.07	-35.41	0.075
1.07	-35.40	0.075
1.07	-35.39	0.075
1.07	-35.38	0.075
1.07	-35.37	0.075
1.08	-35.37	0.075
1.08	-35.36	0.075
1.08	-35.35	0.075
1.08	-35.34	0.075
1.08	-35.33	0.075
1.08	-35.32	0.075
1.08	-35.32	0.075
1.09	-35.31	0.075
1.09	-35.30	0.075
1.09	-35.29	0.075
1.09	-35.28	0.075
1.09	-35.27	0.075
1.09	-35.27	0.075
1.10	-35.26	0.075
1.10	-35.25	0.075
1.10	-35.24	0.075
1.10	-35.23	0.075
1.10	-35.22	0.075
1.11	-35.22	0.075
1.11	-35.21	0.075
1.11	-35.20	0.075
1.11	-35.19	0.075
1.11	-35.19	0.075
1.11	-35.18	0.075
1.12	-35.17	0.075
1.12	-35.16	0.075
1.12	-35.15	0.075
1.12	-35.14	0.075
1.12	-35.14	0.075
1.12	-35.13	0.075
1.13	-35.12	0.075
1.13	-35.11	0.075
1.13	-35.10	0.075
1.13	-35.09	0.075
1.13	-35.09	0.075
1.13	-35.08	0.075
1.13	-35.07	0.075
1.14	-35.06	0.075
1.14	-35.05	0.075
1.14	-35.04	0.075
1.14	-35.04	0.075
1.14	-35.03	0.075
1.14	-35.02	0.075
1.15	-35.01	0.075
1.15	-35.00	0.075
1.15	-34.99	0.075
1.15	-34.99	0.075
1.15	-34.98	0.075
1.16	-34.97	0.075
1.16	-34.96	0.075
1.16	-34.95	0.075
1.16	-34.94	0.075
1.16	-34.94	0.075
1.16	-34.93	0.075
1.17	-34.92	0.075
1.17	-34.91	0.075
1.17	-34.90	0.075
1.17	-34.90	0.075
1.17	-34.89	0.075
1.17	-34.88	0.075
1.18	-34.87	0.075
1.18	-34.86	0.075
1.18	-34.85	0.075
1.18	-34.85	0.075
1.18	-34.84	0.075
1.18	-34.83	0.075
1.18	-34.82	0.075
1.19	-34.81	0.075
1.19	-34.80	0.075
1.19	-34.80	0.075
1.19	-34.79	0.075
1.19	-34.78	0.075
1.19	-34.77	0.075
1.20	-34.76	0.075
1.20	-34.75	0.075
1.20	-34.75	0.075
1.20	-34.74	0.075
1.20	-34.73	0.075
1.21	-34.72	0.075
1.21	-34.71	0.075
1.21	-34.70	0.075
1.21	-34.70	0.075
1.21	-34.69	0.075
1.21	-34.68	0.075
1.22	-34.67	0.075
1.22	-34.66	0.075
1.22	-34.66	0.075
1.22	-34.65	0.075
1.22	-34.64	0.075
1.22	-34.63	0.075
1.23	-34.62	0.075
1.23	-34.61	0.075
1.23	-34.61	0.075
1.23	-34.60	0.075
1.23	-34.59	0.075
1.23	-34.58	0.075
1.23	-34.57	0.075
