Filename	2023_05_24_CBD_powder_Al_Herm_Tzero
Instrument name	DSC2A-00468 (192.168.1.100)
Operator	SBK
rundate	5/24/2023
Sample name	2023_05_24_CBD_powder_Al_Herm_Tzero
proceduresegments	Data Off ; Equilibrate 30.00 °C; Data On ; Ramp 10.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -30.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 100.00 °C
[File Parameters]
Run date	5/24/2023 3:13:45 PM
Trios version	5.1.1.46572
Original File Name	
Current File Name	C:\Users\yargerlab\Desktop\DSC Data\General\2023_05_24_CBD_powder_Al_Herm_Tzero.tri
[Procedure]
Procedure Name	DSC 30C to 100C to n30C at 10Cmin
Sample Name	2023_05_24_CBD_powder_Al_Herm_Tzero
Sample Mass	2.1 mg
Reference Sample Mass	0 mg
Pan Mass	51.88 mg
Pan Number	20
Reference Pan Mass	51.62 mg
Reference Pan Number	2
Pan Type	Tzero Aluminum Hermetic
Comments	CBD Powder 
Project Name	Silk ASDs
Operator	SBK
Test	Custom
Unload Max Temperature	30
Unload Min Temperature	30
Load Max Temperature	30
Load Min Temperature	30
Stop on Gas Flow Error	Yes
[Signal List]
Signal #1	Time (min)
Signal #2	Temperature (°C)
Signal #3	Heat Flow (mW)
Signal #4	Delta T (µV)
Signal #5	Delta Tzero (µV)
Signal #6	Tzero Temperature (°C)
Signal #7	Cell Purge (mL/min)
Signal #8	Heater Temp (°C)
Signal #9	Power Delivered (W)
Signal #10	Reference Junction Temperature (°C)
Signal #11	Flange Temperature (°C)
Signal #12	Heat Flow Phase (rad)
Signal #13	Total Heat Capacity (J/°C)
Signal #14	Heat Capacity (J/°C)
[Configuration]
Company Name	ASU
Instrument Name	DSC2A-00468
Instrument Type	DSC2500
Serial Number	DSC2A-00468
IP	192.168.1.100
Location of Instrument	MRRC
DisplayType	Unknown
Sample Interval 	0.1 s/pt
Selected Heat Flow	T4P
Exotherm Direction	Down
Cell Serial	DRC2-00792
Lid Type	Standard
Cooler	RCS 90
Leave Cooler on at End of Sequence	On
Gas 2	Nitrogen
Gas Selected	Channel 1
Flow Rate	50 mL/min
Secondary Purge	On
Licensed Heat Flow	Heat Flow T4P
Modulation Licensed	Yes
[Versions]
Common IDD Version	1
Cortex Version	VER 2.10.2.31
Driver	5.0.0.6
GDM Version	1.0.3.3
TouchscreenVersion	1.0.0.16145
FEP Version	1.2.1.21
FEP Bootloader	2.0.0.5
AutoSampler Version	2.1.1.26
Auto Sampler Bootloader	2.0.0.5
FCM Version	1.1.0.3
FCM Bootloader	2.0.0.5
[Experiment Logs]
Experiment Log Entry # 1	Data On set to 0
Experiment Log Entry # 3	Equilibrate Segment 30 (C) Started
Experiment Log Entry # 5	Data On set to 1
Experiment Log Entry # 7	Ramp Segment 10 C/min to 100 Started
Experiment Log Entry # 9	Data On set to 0
Experiment Log Entry # 11	Isothermal Segment 1 min started
Experiment Log Entry # 13	Data On set to 1
Experiment Log Entry # 15	Ramp Segment 10 C/min to -30 Started
Experiment Log Entry # 17	Data On set to 0
Experiment Log Entry # 19	Isothermal Segment 1 min started
Experiment Log Entry # 21	Data On set to 1
Experiment Log Entry # 23	Ramp Segment 10 C/min to 100 Started
[Method Log]
Method Log Entry # 1	Data Off
Method Log Entry # 2	Equilibrate 30 °C
Method Log Entry # 3	Data On
Method Log Entry # 4	(Ramp 773) Ramp 10 °C/minute to 100 °C
Method Log Entry # 5	Data Off
Method Log Entry # 6	Isothermal 1 minutes
Method Log Entry # 7	Data On
Method Log Entry # 8	(Ramp 777) Ramp 10 °C/minute to -30 °C
Method Log Entry # 9	Data Off
Method Log Entry # 10	Isothermal 1 minutes
Method Log Entry # 11	Data On
Method Log Entry # 12	(Ramp 781) Ramp 10 °C/minute to 100 °C
Cell Serial	DRC2-00792
[T1 Calibration]
Slope	-0.008529666
Offset	9.636258
Initial Temperature	98.23
GUID	f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied	11/29/2022 4:06:13 PM
Description	From -89.059 °C to 396.009 °C at 20.000°C/min
Gas Type	Nitrogen
Pan Type	None
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(2).tri
Source Files 2	C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(3).tri
Delta T Offset	13.05235
Delta T Slope	-0.007271007
Delta T0 Offset	-13.69128
Delta T0 Slope	0.06063341
[Temperature Calibration]
Date Applied	11/29/2022 7:12:28 PM
Description	From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
Measured 1	157.391
Known 1	156.598
[Cell Constant Calibration]
Date Applied	11/29/2022 7:12:29 PM
Description	From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
T4P KCell	1.006051
Onset Slope	63.26126 mW/°C
[Direct Cp Calibration]
Date Applied	11/30/2022 11:04:51 AM
Description	From -79.983 °C to 298.409 °C at 10.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_Heat_Capacity_11_30_22.tri
[Rev Cp Calibration]
Date Applied	11/30/2022 1:58:51 PM
Description	From -79.996 °C to 292.812 °C at 3.000°C/min
Gas Type	Nitrogen
Pan Type	Tzero Aluminum Hermetic
Source Files 1	C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_MDSC_Calibration_11_30_22.tri
[step]
Ramp 10.00 °C/min to 100.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00	29.97	0.051
0.00	29.97	0.048
0.00	29.97	0.047
0.01	29.97	0.046
0.01	29.97	0.044
0.01	29.97	0.043
0.01	29.97	0.042
0.01	29.97	0.041
0.01	29.98	0.039
0.01	29.98	0.037
0.02	29.98	0.037
0.02	29.98	0.036
0.02	29.98	0.036
0.02	29.98	0.035
0.02	29.98	0.035
0.03	29.98	0.033
0.03	29.99	0.032
0.03	29.99	0.031
0.03	29.99	0.030
0.03	29.99	0.028
0.03	29.99	0.026
0.03	29.99	0.024
0.04	30.00	0.022
0.04	30.00	0.019
0.04	30.00	0.016
0.04	30.00	0.014
0.04	30.00	0.011
0.05	30.00	0.007
0.05	30.01	0.004
0.05	30.01	-0.001
0.05	30.01	-0.005
0.05	30.02	-0.010
0.05	30.02	-0.015
0.05	30.02	-0.020
0.06	30.02	-0.025
0.06	30.03	-0.032
0.06	30.03	-0.038
0.06	30.03	-0.046
0.06	30.04	-0.053
0.07	30.04	-0.060
0.07	30.04	-0.068
0.07	30.05	-0.076
0.07	30.05	-0.084
0.07	30.06	-0.091
0.07	30.06	-0.100
0.08	30.07	-0.108
0.08	30.07	-0.116
0.08	30.08	-0.124
0.08	30.08	-0.132
0.08	30.09	-0.141
0.08	30.09	-0.150
0.08	30.10	-0.159
0.09	30.11	-0.169
0.09	30.11	-0.178
0.09	30.12	-0.186
0.09	30.13	-0.195
0.09	30.13	-0.204
0.09	30.14	-0.212
0.10	30.15	-0.221
0.10	30.16	-0.229
0.10	30.17	-0.237
0.10	30.17	-0.247
0.10	30.18	-0.255
0.11	30.19	-0.264
0.11	30.20	-0.272
0.11	30.21	-0.278
0.11	30.22	-0.286
0.11	30.23	-0.290
0.11	30.24	-0.295
0.12	30.25	-0.300
0.12	30.26	-0.304
0.12	30.26	-0.308
0.12	30.28	-0.313
0.12	30.29	-0.317
0.12	30.30	-0.321
0.13	30.31	-0.325
0.13	30.32	-0.329
0.13	30.33	-0.331
0.13	30.34	-0.333
0.13	30.35	-0.335
0.13	30.36	-0.337
0.14	30.37	-0.337
0.14	30.38	-0.338
0.14	30.39	-0.338
0.14	30.41	-0.338
0.14	30.42	-0.338
0.14	30.43	-0.338
0.14	30.44	-0.337
0.15	30.46	-0.336
0.15	30.47	-0.334
0.15	30.48	-0.332
0.15	30.49	-0.331
0.15	30.50	-0.329
0.16	30.52	-0.328
0.16	30.53	-0.325
0.16	30.54	-0.322
0.16	30.55	-0.319
0.16	30.57	-0.315
0.16	30.58	-0.312
0.16	30.59	-0.307
0.17	30.61	-0.302
0.17	30.62	-0.298
0.17	30.63	-0.295
0.17	30.65	-0.289
0.17	30.66	-0.286
0.18	30.67	-0.283
0.18	30.69	-0.279
0.18	30.70	-0.274
0.18	30.71	-0.270
0.18	30.73	-0.266
0.18	30.74	-0.261
0.19	30.75	-0.258
0.19	30.77	-0.253
0.19	30.78	-0.248
0.19	30.79	-0.244
0.19	30.81	-0.239
0.19	30.82	-0.235
0.19	30.84	-0.232
0.20	30.85	-0.227
0.20	30.86	-0.223
0.20	30.88	-0.220
0.20	30.89	-0.215
0.20	30.90	-0.211
0.21	30.92	-0.207
0.21	30.93	-0.203
0.21	30.95	-0.200
0.21	30.96	-0.197
0.21	30.97	-0.193
0.21	30.99	-0.190
0.21	31.00	-0.186
0.22	31.02	-0.182
0.22	31.03	-0.180
0.22	31.05	-0.175
0.22	31.06	-0.170
0.22	31.07	-0.167
0.23	31.09	-0.163
0.23	31.10	-0.160
0.23	31.12	-0.157
0.23	31.13	-0.155
0.23	31.15	-0.153
0.23	31.16	-0.150
0.24	31.17	-0.148
0.24	31.19	-0.146
0.24	31.20	-0.144
0.24	31.22	-0.142
0.24	31.23	-0.140
0.24	31.25	-0.138
0.24	31.26	-0.136
0.25	31.28	-0.134
0.25	31.29	-0.133
0.25	31.31	-0.131
0.25	31.32	-0.127
0.25	31.34	-0.125
0.26	31.35	-0.122
0.26	31.37	-0.120
0.26	31.38	-0.118
0.26	31.40	-0.117
0.26	31.41	-0.116
0.26	31.43	-0.113
0.26	31.44	-0.112
0.27	31.46	-0.111
0.27	31.47	-0.109
0.27	31.49	-0.106
0.27	31.50	-0.104
0.27	31.52	-0.101
0.28	31.53	-0.101
0.28	31.55	-0.099
0.28	31.56	-0.098
0.28	31.58	-0.096
0.28	31.60	-0.094
0.28	31.61	-0.093
0.29	31.63	-0.091
0.29	31.64	-0.088
0.29	31.66	-0.086
0.29	31.67	-0.084
0.29	31.69	-0.083
0.29	31.70	-0.082
0.30	31.72	-0.082
0.30	31.73	-0.082
0.30	31.75	-0.080
0.30	31.76	-0.080
0.30	31.78	-0.080
0.30	31.80	-0.078
0.30	31.81	-0.074
0.31	31.83	-0.072
0.31	31.84	-0.069
0.31	31.86	-0.066
0.31	31.87	-0.064
0.31	31.89	-0.063
0.31	31.91	-0.062
0.32	31.92	-0.061
0.32	31.94	-0.060
0.32	31.95	-0.059
0.32	31.97	-0.058
0.32	31.98	-0.057
0.33	32.00	-0.057
0.33	32.01	-0.055
0.33	32.03	-0.054
0.33	32.05	-0.053
0.33	32.06	-0.052
0.33	32.08	-0.051
0.34	32.09	-0.050
0.34	32.11	-0.048
0.34	32.13	-0.046
0.34	32.14	-0.045
0.34	32.16	-0.043
0.34	32.17	-0.041
0.35	32.19	-0.040
0.35	32.21	-0.038
0.35	32.22	-0.036
0.35	32.24	-0.034
0.35	32.25	-0.033
0.35	32.27	-0.033
0.35	32.28	-0.033
0.36	32.30	-0.033
0.36	32.32	-0.033
0.36	32.33	-0.033
0.36	32.35	-0.032
0.36	32.37	-0.030
0.36	32.38	-0.028
0.37	32.40	-0.026
0.37	32.41	-0.024
0.37	32.43	-0.022
0.37	32.45	-0.021
0.37	32.46	-0.021
0.38	32.48	-0.020
0.38	32.49	-0.021
0.38	32.51	-0.020
0.38	32.53	-0.020
0.38	32.54	-0.018
0.38	32.56	-0.018
0.39	32.57	-0.017
0.39	32.59	-0.016
0.39	32.61	-0.014
0.39	32.62	-0.013
0.39	32.64	-0.012
0.39	32.66	-0.011
0.40	32.67	-0.011
0.40	32.69	-0.010
0.40	32.70	-0.009
0.40	32.72	-0.009
0.40	32.74	-0.008
0.40	32.75	-0.007
0.40	32.77	-0.006
0.41	32.79	-0.006
0.41	32.80	-0.005
0.41	32.82	-0.004
0.41	32.83	-0.004
0.41	32.85	-0.003
0.41	32.87	-0.003
0.42	32.88	-0.003
0.42	32.90	-0.003
0.42	32.91	-0.002
0.42	32.93	-0.002
0.42	32.95	-0.001
0.43	32.96	-0.001
0.43	32.98	0.000
0.43	33.00	0.002
0.43	33.01	0.003
0.43	33.03	0.004
0.43	33.05	0.005
0.44	33.06	0.005
0.44	33.08	0.006
0.44	33.09	0.006
0.44	33.11	0.006
0.44	33.13	0.006
0.44	33.14	0.006
0.45	33.16	0.007
0.45	33.18	0.007
0.45	33.19	0.007
0.45	33.21	0.008
0.45	33.23	0.009
0.45	33.24	0.009
0.45	33.26	0.010
0.46	33.27	0.010
0.46	33.29	0.011
0.46	33.31	0.011
0.46	33.32	0.011
0.46	33.34	0.012
0.46	33.36	0.012
0.47	33.37	0.012
0.47	33.39	0.013
0.47	33.41	0.013
0.47	33.42	0.014
0.47	33.44	0.014
0.48	33.45	0.014
0.48	33.47	0.014
0.48	33.49	0.014
0.48	33.50	0.014
0.48	33.52	0.015
0.48	33.54	0.015
0.49	33.55	0.015
0.49	33.57	0.016
0.49	33.58	0.016
0.49	33.60	0.017
0.49	33.62	0.017
0.49	33.63	0.018
0.50	33.65	0.019
0.50	33.67	0.019
0.50	33.68	0.019
0.50	33.70	0.020
0.50	33.72	0.020
0.50	33.73	0.020
0.50	33.75	0.021
0.51	33.77	0.021
0.51	33.78	0.021
0.51	33.80	0.021
0.51	33.82	0.021
0.51	33.83	0.021
0.51	33.85	0.021
0.52	33.87	0.022
0.52	33.88	0.022
0.52	33.90	0.022
0.52	33.92	0.022
0.52	33.93	0.022
0.53	33.95	0.022
0.53	33.96	0.022
0.53	33.98	0.022
0.53	34.00	0.022
0.53	34.01	0.023
0.53	34.03	0.023
0.53	34.05	0.023
0.54	34.06	0.024
0.54	34.08	0.024
0.54	34.10	0.024
0.54	34.11	0.024
0.54	34.13	0.025
0.55	34.15	0.025
0.55	34.16	0.025
0.55	34.18	0.025
0.55	34.20	0.025
0.55	34.21	0.025
0.55	34.23	0.025
0.55	34.24	0.025
0.56	34.26	0.025
0.56	34.28	0.025
0.56	34.29	0.026
0.56	34.31	0.026
0.56	34.33	0.026
0.57	34.34	0.026
0.57	34.36	0.026
0.57	34.38	0.027
0.57	34.39	0.027
0.57	34.41	0.027
0.57	34.43	0.027
0.58	34.44	0.027
0.58	34.46	0.027
0.58	34.48	0.027
0.58	34.49	0.028
0.58	34.51	0.028
0.58	34.53	0.028
0.58	34.54	0.028
