Filename,JLY_CBD_Xtal_KY1
Instrument name,DSC2A-00468 (192.168.1.101)
Operator,JLY
rundate,1/26/2018
proceduresegments,Data Off ; Equilibrate -50.00 °C; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 110.00 °C; Data Off ; Jump 25.00 °C
[step]
Ramp 10 °C/min to -50.00 °C
Time,Temperature,Heat Flow (Normalized)
17.07,109.99,-0.032
17.08,109.99,-0.031
17.08,109.99,-0.030
17.08,109.98,-0.030
17.08,109.98,-0.029
17.08,109.98,-0.028
17.08,109.97,-0.027
17.08,109.97,-0.026
17.09,109.97,-0.026
17.09,109.96,-0.026
17.09,109.96,-0.026
17.09,109.95,-0.026
17.09,109.95,-0.026
17.09,109.94,-0.026
17.10,109.94,-0.027
17.10,109.93,-0.027
17.10,109.93,-0.027
17.10,109.92,-0.027
17.10,109.91,-0.027
17.11,109.91,-0.027
17.11,109.90,-0.029
17.11,109.89,-0.031
17.11,109.89,-0.034
17.11,109.88,-0.038
17.11,109.87,-0.043
17.12,109.87,-0.048
17.12,109.86,-0.053
17.12,109.85,-0.059
17.12,109.84,-0.065
17.12,109.83,-0.069
17.12,109.83,-0.073
17.13,109.82,-0.077
17.13,109.81,-0.081
17.13,109.80,-0.084
17.13,109.79,-0.088
17.13,109.78,-0.093
17.13,109.77,-0.096
17.13,109.76,-0.100
17.14,109.75,-0.104
17.14,109.74,-0.109
17.14,109.73,-0.114
17.14,109.73,-0.119
17.14,109.71,-0.124
17.14,109.70,-0.129
17.15,109.69,-0.134
17.15,109.68,-0.138
17.15,109.67,-0.144
17.15,109.66,-0.149
17.15,109.65,-0.153
17.16,109.64,-0.158
17.16,109.63,-0.163
17.16,109.62,-0.168
17.16,109.61,-0.172
17.16,109.59,-0.176
17.16,109.58,-0.181
17.17,109.57,-0.185
17.17,109.56,-0.190
17.17,109.55,-0.193
17.17,109.53,-0.197
17.17,109.52,-0.200
17.17,109.51,-0.204
17.18,109.50,-0.207
17.18,109.48,-0.212
17.18,109.47,-0.215
17.18,109.46,-0.219
17.18,109.45,-0.223
17.18,109.43,-0.227
17.18,109.42,-0.231
17.19,109.41,-0.235
17.19,109.40,-0.239
17.19,109.38,-0.241
17.19,109.37,-0.244
17.19,109.36,-0.247
17.19,109.34,-0.249
17.20,109.33,-0.252
17.20,109.32,-0.255
17.20,109.30,-0.258
17.20,109.29,-0.261
17.20,109.28,-0.264
17.21,109.26,-0.267
17.21,109.25,-0.270
17.21,109.23,-0.272
17.21,109.22,-0.275
17.21,109.21,-0.277
17.21,109.19,-0.279
17.22,109.18,-0.281
17.22,109.17,-0.283
17.22,109.15,-0.286
17.22,109.14,-0.289
17.22,109.12,-0.290
17.22,109.11,-0.293
17.23,109.10,-0.296
17.23,109.08,-0.299
17.23,109.07,-0.300
17.23,109.05,-0.301
17.23,109.04,-0.302
17.23,109.02,-0.304
17.23,109.01,-0.305
17.24,108.99,-0.306
17.24,108.98,-0.309
17.24,108.97,-0.311
17.24,108.95,-0.313
17.24,108.94,-0.315
17.24,108.92,-0.318
17.25,108.91,-0.320
17.25,108.89,-0.321
17.25,108.88,-0.323
17.25,108.86,-0.325
17.25,108.85,-0.326
17.26,108.83,-0.327
17.26,108.82,-0.328
17.26,108.80,-0.329
17.26,108.79,-0.330
17.26,108.77,-0.332
17.26,108.76,-0.334
17.27,108.74,-0.335
17.27,108.73,-0.336
17.27,108.71,-0.337
17.27,108.70,-0.338
17.27,108.68,-0.340
17.27,108.67,-0.341
17.28,108.65,-0.341
17.28,108.64,-0.342
17.28,108.62,-0.343
17.28,108.61,-0.345
17.28,108.59,-0.346
17.28,108.58,-0.347
17.28,108.56,-0.348
17.29,108.54,-0.349
17.29,108.53,-0.351
17.29,108.51,-0.353
17.29,108.50,-0.354
17.29,108.48,-0.356
17.29,108.47,-0.357
17.30,108.45,-0.358
17.30,108.44,-0.359
17.30,108.42,-0.360
17.30,108.40,-0.360
17.30,108.39,-0.359
17.31,108.37,-0.360
17.31,108.36,-0.361
17.31,108.34,-0.362
17.31,108.33,-0.364
17.31,108.31,-0.365
17.31,108.29,-0.367
17.32,108.28,-0.367
17.32,108.26,-0.369
17.32,108.25,-0.370
17.32,108.23,-0.369
17.32,108.22,-0.370
17.32,108.20,-0.371
17.33,108.18,-0.371
17.33,108.17,-0.371
17.33,108.15,-0.372
17.33,108.14,-0.373
17.33,108.12,-0.374
17.33,108.10,-0.374
17.33,108.09,-0.375
17.34,108.07,-0.376
17.34,108.06,-0.376
17.34,108.04,-0.376
17.34,108.02,-0.377
17.34,108.01,-0.377
17.34,107.99,-0.378
17.35,107.98,-0.378
17.35,107.96,-0.379
17.35,107.94,-0.380
17.35,107.93,-0.381
17.35,107.91,-0.382
17.36,107.90,-0.383
17.36,107.88,-0.383
17.36,107.86,-0.383
17.36,107.85,-0.384
17.36,107.83,-0.384
17.36,107.81,-0.384
17.37,107.80,-0.384
17.37,107.78,-0.385
17.37,107.77,-0.385
17.37,107.75,-0.385
17.37,107.73,-0.386
17.37,107.72,-0.387
17.38,107.70,-0.388
17.38,107.68,-0.388
17.38,107.67,-0.389
17.38,107.65,-0.389
17.38,107.64,-0.390
17.38,107.62,-0.390
17.38,107.60,-0.390
17.39,107.59,-0.390
17.39,107.57,-0.390
17.39,107.55,-0.390
17.39,107.54,-0.390
17.39,107.52,-0.390
17.39,107.51,-0.391
17.40,107.49,-0.391
17.40,107.47,-0.391
17.40,107.46,-0.392
17.40,107.44,-0.392
17.40,107.43,-0.393
17.41,107.41,-0.393
17.41,107.39,-0.394
17.41,107.38,-0.394
17.41,107.36,-0.394
17.41,107.34,-0.394
17.41,107.33,-0.394
17.42,107.31,-0.394
17.42,107.30,-0.394
17.42,107.28,-0.394
17.42,107.26,-0.395
17.42,107.25,-0.395
17.42,107.23,-0.395
17.43,107.21,-0.395
17.43,107.20,-0.395
17.43,107.18,-0.395
17.43,107.16,-0.396
17.43,107.15,-0.396
17.43,107.13,-0.396
17.43,107.11,-0.396
17.44,107.10,-0.396
17.44,107.08,-0.396
17.44,107.06,-0.397
17.44,107.05,-0.397
17.44,107.03,-0.397
17.44,107.01,-0.397
17.45,107.00,-0.398
17.45,106.98,-0.398
17.45,106.97,-0.398
17.45,106.95,-0.398
17.45,106.93,-0.398
17.46,106.92,-0.398
17.46,106.90,-0.398
17.46,106.88,-0.398
17.46,106.87,-0.399
17.46,106.85,-0.399
17.46,106.83,-0.399
17.47,106.82,-0.399
17.47,106.80,-0.399
17.47,106.78,-0.399
17.47,106.77,-0.399
17.47,106.75,-0.399
17.47,106.74,-0.399
17.48,106.72,-0.400
17.48,106.70,-0.400
17.48,106.69,-0.400
17.48,106.67,-0.400
17.48,106.65,-0.400
17.48,106.64,-0.400
17.48,106.62,-0.400
17.49,106.60,-0.400
17.49,106.59,-0.400
17.49,106.57,-0.400
17.49,106.55,-0.400
17.49,106.54,-0.400
17.49,106.52,-0.401
17.50,106.50,-0.401
17.50,106.49,-0.401
17.50,106.47,-0.401
17.50,106.46,-0.401
17.50,106.44,-0.401
17.51,106.42,-0.401
17.51,106.41,-0.401
17.51,106.39,-0.401
17.51,106.37,-0.401
17.51,106.36,-0.401
17.51,106.34,-0.401
17.52,106.32,-0.402
17.52,106.31,-0.402
17.52,106.29,-0.402
17.52,106.27,-0.402
17.52,106.26,-0.402
17.52,106.24,-0.402
17.53,106.22,-0.402
17.53,106.21,-0.402
17.53,106.19,-0.402
17.53,106.17,-0.402
17.53,106.16,-0.402
17.53,106.14,-0.402
17.53,106.12,-0.402
17.54,106.11,-0.402
17.54,106.09,-0.402
17.54,106.08,-0.402
17.54,106.06,-0.402
17.54,106.04,-0.402
17.54,106.03,-0.402
17.55,106.01,-0.402
17.55,105.99,-0.402
17.55,105.98,-0.402
17.55,105.96,-0.402
17.55,105.94,-0.402
17.56,105.93,-0.402
17.56,105.91,-0.402
17.56,105.89,-0.403
17.56,105.88,-0.403
17.56,105.86,-0.403
17.56,105.84,-0.403
17.57,105.83,-0.403
17.57,105.81,-0.403
17.57,105.79,-0.403
17.57,105.78,-0.403
17.57,105.76,-0.403
17.57,105.74,-0.403
17.58,105.73,-0.403
17.58,105.71,-0.403
17.58,105.69,-0.403
17.58,105.68,-0.403
17.58,105.66,-0.403
17.58,105.65,-0.403
17.58,105.63,-0.403
17.59,105.61,-0.403
17.59,105.60,-0.403
17.59,105.58,-0.403
17.59,105.56,-0.403
17.59,105.55,-0.403
17.59,105.53,-0.403
17.60,105.51,-0.403
17.60,105.50,-0.403
17.60,105.48,-0.403
17.60,105.46,-0.403
17.60,105.45,-0.403
17.61,105.43,-0.403
17.61,105.41,-0.403
17.61,105.40,-0.403
17.61,105.38,-0.403
17.61,105.36,-0.403
17.61,105.35,-0.403
17.62,105.33,-0.403
17.62,105.31,-0.403
17.62,105.30,-0.404
17.62,105.28,-0.404
17.62,105.26,-0.404
17.62,105.25,-0.404
17.63,105.23,-0.404
17.63,105.21,-0.404
17.63,105.20,-0.404
17.63,105.18,-0.404
17.63,105.16,-0.404
17.63,105.15,-0.404
17.63,105.13,-0.404
17.64,105.11,-0.404
17.64,105.10,-0.404
17.64,105.08,-0.404
17.64,105.06,-0.404
17.64,105.05,-0.404
17.64,105.03,-0.404
17.65,105.01,-0.404
17.65,105.00,-0.404
17.65,104.98,-0.404
17.65,104.96,-0.404
17.65,104.95,-0.404
17.66,104.93,-0.404
17.66,104.92,-0.404
17.66,104.90,-0.404
17.66,104.88,-0.404
17.66,104.86,-0.404
17.66,104.85,-0.404
17.67,104.83,-0.404
17.67,104.82,-0.404
17.67,104.80,-0.404
17.67,104.78,-0.404
17.67,104.77,-0.404
17.67,104.75,-0.404
17.68,104.73,-0.404
17.68,104.72,-0.404
17.68,104.70,-0.404
17.68,104.68,-0.404
17.68,104.67,-0.404
17.68,104.65,-0.404
17.68,104.63,-0.404
17.69,104.62,-0.404
17.69,104.60,-0.404
17.69,104.58,-0.404
17.69,104.57,-0.404
17.69,104.55,-0.404
17.69,104.53,-0.404
17.70,104.52,-0.405
17.70,104.50,-0.405
17.70,104.48,-0.405
17.70,104.47,-0.405
17.70,104.45,-0.405
17.71,104.44,-0.405
17.71,104.42,-0.405
17.71,104.40,-0.405
17.71,104.39,-0.405
17.71,104.37,-0.405
17.71,104.35,-0.405
17.72,104.34,-0.405
17.72,104.32,-0.405
17.72,104.30,-0.405
17.72,104.29,-0.405
17.72,104.27,-0.405
17.72,104.25,-0.405
17.73,104.24,-0.405
17.73,104.22,-0.405
17.73,104.20,-0.405
17.73,104.19,-0.405
17.73,104.17,-0.405
17.73,104.15,-0.405
17.73,104.14,-0.405
17.74,104.12,-0.405
17.74,104.10,-0.405
17.74,104.09,-0.405
17.74,104.07,-0.405
17.74,104.05,-0.405
17.74,104.04,-0.405
17.75,104.02,-0.405
17.75,104.00,-0.405
17.75,103.99,-0.405
17.75,103.97,-0.405
17.75,103.95,-0.405
17.76,103.94,-0.405
17.76,103.92,-0.405
17.76,103.90,-0.405
17.76,103.89,-0.405
17.76,103.87,-0.405
17.76,103.85,-0.405
17.77,103.84,-0.405
17.77,103.82,-0.405
17.77,103.80,-0.405
17.77,103.79,-0.405
17.77,103.77,-0.405
17.77,103.75,-0.405
17.78,103.74,-0.405
17.78,103.72,-0.405
17.78,103.70,-0.405
17.78,103.69,-0.405
17.78,103.67,-0.405
17.78,103.65,-0.405
17.78,103.64,-0.405
17.79,103.62,-0.405
17.79,103.61,-0.405
17.79,103.59,-0.405
17.79,103.57,-0.405
17.79,103.55,-0.405
17.79,103.54,-0.405
17.80,103.52,-0.405
17.80,103.51,-0.405
17.80,103.49,-0.405
17.80,103.47,-0.405
17.80,103.46,-0.405
17.81,103.44,-0.405
17.81,103.42,-0.405
17.81,103.41,-0.405
17.81,103.39,-0.405
17.81,103.37,-0.405
17.81,103.36,-0.405
17.82,103.34,-0.405
17.82,103.32,-0.405
17.82,103.31,-0.405
17.82,103.29,-0.405
17.82,103.27,-0.405
17.82,103.26,-0.405
17.83,103.24,-0.405
17.83,103.22,-0.405
17.83,103.21,-0.405
17.83,103.19,-0.405
17.83,103.17,-0.405
17.83,103.16,-0.405
17.83,103.14,-0.405
17.84,103.12,-0.405
17.84,103.11,-0.405
17.84,103.09,-0.405
17.84,103.07,-0.405
17.84,103.06,-0.405
17.84,103.04,-0.405
17.85,103.02,-0.405
17.85,103.01,-0.405
17.85,102.99,-0.405
17.85,102.97,-0.405
17.85,102.96,-0.405
17.86,102.94,-0.405
17.86,102.92,-0.405
17.86,102.91,-0.405
17.86,102.89,-0.405
17.86,102.87,-0.405
17.86,102.86,-0.405
17.87,102.84,-0.405
17.87,102.82,-0.405
17.87,102.81,-0.405
17.87,102.79,-0.405
17.87,102.77,-0.405
17.87,102.76,-0.405
17.88,102.74,-0.405
17.88,102.72,-0.405
17.88,102.71,-0.405
17.88,102.69,-0.405
17.88,102.67,-0.405
17.88,102.66,-0.405
17.88,102.64,-0.405
17.89,102.63,-0.405
17.89,102.61,-0.405
17.89,102.59,-0.405
17.89,102.58,-0.405
17.89,102.56,-0.405
17.89,102.54,-0.405
17.90,102.53,-0.405
17.90,102.51,-0.405
17.90,102.49,-0.405
17.90,102.48,-0.405
17.90,102.46,-0.405
17.91,102.44,-0.405
17.91,102.43,-0.405
17.91,102.41,-0.405
17.91,102.39,-0.405
17.91,102.38,-0.405
17.91,102.36,-0.405
17.92,102.34,-0.405
17.92,102.33,-0.405
17.92,102.31,-0.405
17.92,102.29,-0.405
17.92,102.28,-0.405
17.92,102.26,-0.405
17.93,102.24,-0.405
17.93,102.23,-0.405
17.93,102.21,-0.405
17.93,102.19,-0.405
17.93,102.18,-0.405
17.93,102.16,-0.405
17.93,102.14,-0.405
17.94,102.13,-0.405
17.94,102.11,-0.405
17.94,102.09,-0.405
17.94,102.08,-0.405
17.94,102.06,-0.405
17.94,102.04,-0.405
17.95,102.03,-0.405
17.95,102.01,-0.405
17.95,101.99,-0.405
17.95,101.98,-0.405
17.95,101.96,-0.405
17.96,101.94,-0.405
17.96,101.93,-0.405
17.96,101.91,-0.405
17.96,101.89,-0.405
17.96,101.88,-0.405
17.96,101.86,-0.405
17.97,101.84,-0.405
17.97,101.83,-0.405
17.97,101.81,-0.405
17.97,101.80,-0.405
17.97,101.78,-0.405
17.97,101.76,-0.405
17.98,101.74,-0.405
17.98,101.73,-0.405
17.98,101.71,-0.405
17.98,101.69,-0.405
17.98,101.68,-0.405
17.98,101.66,-0.405
17.98,101.64,-0.405
17.99,101.63,-0.405
17.99,101.61,-0.405
17.99,101.60,-0.405
17.99,101.58,-0.405
17.99,101.56,-0.405
17.99,101.55,-0.405
18.00,101.53,-0.405
18.00,101.51,-0.405
18.00,101.49,-0.405
18.00,101.48,-0.405
18.00,101.46,-0.405
18.01,101.45,-0.405
18.01,101.43,-0.405
18.01,101.41,-0.405
18.01,101.40,-0.405
18.01,101.38,-0.405
18.01,101.36,-0.405
18.02,101.35,-0.405
18.02,101.33,-0.405
18.02,101.31,-0.405
18.02,101.30,-0.405
18.02,101.28,-0.405
18.02,101.26,-0.405
18.03,101.25,-0.405
18.03,101.23,-0.405
18.03,101.21,-0.405
18.03,101.20,-0.405
18.03,101.18,-0.405
18.03,101.16,-0.405
18.03,101.15,-0.405
18.04,101.13,-0.405
18.04,101.11,-0.405
18.04,101.10,-0.405
18.04,101.08,-0.405
18.04,101.06,-0.405
18.04,101.05,-0.405
18.05,101.03,-0.405
18.05,101.01,-0.404
18.05,101.00,-0.404
18.05,100.98,-0.404
18.05,100.96,-0.404
18.06,100.95,-0.404
18.06,100.93,-0.404
18.06,100.91,-0.404
18.06,100.90,-0.404
18.06,100.88,-0.404
18.06,100.86,-0.404
18.07,100.85,-0.404
18.07,100.83,-0.404
18.07,100.81,-0.404
18.07,100.80,-0.404
18.07,100.78,-0.404
18.07,100.76,-0.404
18.08,100.75,-0.404
18.08,100.73,-0.404
18.08,100.71,-0.404
18.08,100.70,-0.404
18.08,100.68,-0.404
18.08,100.67,-0.404
18.08,100.65,-0.404
18.09,100.63,-0.404
18.09,100.62,-0.404
18.09,100.60,-0.404
18.09,100.58,-0.404
18.09,100.56,-0.404
18.09,100.55,-0.404
18.10,100.53,-0.404
18.10,100.51,-0.404
18.10,100.50,-0.404
18.10,100.48,-0.404
18.10,100.47,-0.404
18.11,100.45,-0.404
18.11,100.43,-0.404
18.11,100.41,-0.404
18.11,100.40,-0.404
18.11,100.38,-0.404
18.11,100.37,-0.404
18.12,100.35,-0.404
18.12,100.33,-0.404
18.12,100.31,-0.404
18.12,100.30,-0.404
18.12,100.28,-0.404
18.12,100.27,-0.404
18.13,100.25,-0.404
18.13,100.23,-0.404
18.13,100.22,-0.404
18.13,100.20,-0.404
18.13,100.18,-0.404
18.13,100.17,-0.404
18.13,100.15,-0.404
18.14,100.13,-0.404
18.14,100.12,-0.404
18.14,100.10,-0.404
18.14,100.08,-0.404
18.14,100.06,-0.404
18.14,100.05,-0.404
18.15,100.03,-0.404
18.15,100.02,-0.404
18.15,100.00,-0.404
18.15,99.98,-0.404
18.15,99.97,-0.404
18.16,99.95,-0.404
18.16,99.93,-0.404
18.16,99.92,-0.404
18.16,99.90,-0.404
18.16,99.88,-0.404
18.16,99.87,-0.404
18.17,99.85,-0.403
18.17,99.83,-0.403
18.17,99.82,-0.403
18.17,99.80,-0.403
18.17,99.78,-0.403
18.17,99.77,-0.403
18.18,99.75,-0.403
18.18,99.73,-0.403
18.18,99.72,-0.403
18.18,99.70,-0.403
18.18,99.68,-0.403
18.18,99.67,-0.403
18.18,99.65,-0.403
18.19,99.63,-0.403
18.19,99.62,-0.403
18.19,99.60,-0.403
18.19,99.58,-0.403
18.19,99.57,-0.403
18.19,99.55,-0.403
18.20,99.53,-0.403
18.20,99.52,-0.403
18.20,99.50,-0.403
18.20,99.48,-0.403
18.20,99.47,-0.403
18.21,99.45,-0.403
18.21,99.43,-0.403
18.21,99.42,-0.403
18.21,99.40,-0.403
18.21,99.38,-0.403
18.21,99.37,-0.403
18.22,99.35,-0.403
18.22,99.33,-0.403
18.22,99.32,-0.403
18.22,99.30,-0.403
18.22,99.28,-0.403
18.22,99.27,-0.403
18.23,99.25,-0.403
18.23,99.24,-0.403
18.23,99.22,-0.403
18.23,99.20,-0.403
18.23,99.18,-0.403
18.23,99.17,-0.403
18.23,99.15,-0.403
18.24,99.13,-0.403
18.24,99.12,-0.403
18.24,99.10,-0.403
18.24,99.08,-0.403
18.24,99.07,-0.403
18.24,99.05,-0.403
18.25,99.04,-0.403
18.25,99.02,-0.403
18.25,99.00,-0.403
18.25,98.99,-0.403
18.25,98.97,-0.403
18.26,98.95,-0.403
18.26,98.94,-0.403
18.26,98.92,-0.403
18.26,98.90,-0.403
18.26,98.89,-0.403
18.26,98.87,-0.403
18.27,98.85,-0.403
18.27,98.84,-0.403
18.27,98.82,-0.403
18.27,98.80,-0.403
18.27,98.79,-0.403
18.27,98.77,-0.403
18.28,98.75,-0.403
18.28,98.74,-0.403
18.28,98.72,-0.403
18.28,98.70,-0.403
18.28,98.69,-0.403
18.28,98.67,-0.403
18.28,98.65,-0.403
18.29,98.64,-0.403
18.29,98.62,-0.403
18.29,98.60,-0.403
18.29,98.59,-0.403
18.29,98.57,-0.403
18.29,98.55,-0.403
18.30,98.54,-0.403
18.30,98.52,-0.402
18.30,98.50,-0.402
18.30,98.49,-0.402
18.30,98.47,-0.402
18.31,98.45,-0.402
18.31,98.44,-0.402
18.31,98.42,-0.402
18.31,98.40,-0.402
18.31,98.39,-0.402
18.31,98.37,-0.402
18.32,98.35,-0.402
18.32,98.34,-0.402
18.32,98.32,-0.402
18.32,98.30,-0.402
18.32,98.29,-0.402
18.32,98.27,-0.402
18.33,98.25,-0.402
18.33,98.24,-0.402
18.33,98.22,-0.402
18.33,98.20,-0.402
18.33,98.19,-0.402
18.33,98.17,-0.402
18.33,98.15,-0.402
18.34,98.14,-0.402
18.34,98.12,-0.402
18.34,98.10,-0.402
18.34,98.09,-0.402
18.34,98.07,-0.402
18.34,98.05,-0.402
18.35,98.04,-0.402
18.35,98.02,-0.402
18.35,98.01,-0.402
18.35,97.99,-0.402
18.35,97.97,-0.402
18.36,97.95,-0.402
18.36,97.94,-0.402
18.36,97.92,-0.402
18.36,97.90,-0.402
18.36,97.89,-0.402
18.36,97.87,-0.402
18.37,97.85,-0.402
18.37,97.84,-0.402
18.37,97.82,-0.402
18.37,97.80,-0.402
18.37,97.79,-0.402
18.37,97.77,-0.402
18.38,97.75,-0.402
18.38,97.74,-0.402
18.38,97.72,-0.402
18.38,97.71,-0.402
18.38,97.69,-0.402
18.38,97.67,-0.402
18.38,97.66,-0.402
18.39,97.64,-0.402
18.39,97.62,-0.402
18.39,97.60,-0.402
18.39,97.59,-0.402
18.39,97.57,-0.402
18.39,97.56,-0.402
18.40,97.54,-0.402
18.40,97.52,-0.402
18.40,97.50,-0.402
18.40,97.49,-0.401
18.40,97.47,-0.401
18.41,97.45,-0.401
18.41,97.44,-0.401
18.41,97.42,-0.401
18.41,97.41,-0.401
18.41,97.39,-0.401
18.41,97.37,-0.401
18.42,97.35,-0.401
18.42,97.34,-0.401
18.42,97.32,-0.401
18.42,97.31,-0.401
18.42,97.29,-0.401
18.42,97.27,-0.401
18.43,97.26,-0.401
18.43,97.24,-0.401
18.43,97.22,-0.401
18.43,97.21,-0.401
18.43,97.19,-0.401
18.43,97.17,-0.401
18.43,97.15,-0.401
18.44,97.14,-0.401
18.44,97.12,-0.401
18.44,97.11,-0.401
18.44,97.09,-0.401
18.44,97.07,-0.401
18.44,97.06,-0.401
18.45,97.04,-0.401
18.45,97.02,-0.401
18.45,97.01,-0.401
18.45,96.99,-0.401
18.45,96.97,-0.401
18.46,96.96,-0.401
18.46,96.94,-0.401
18.46,96.92,-0.401
18.46,96.91,-0.401
18.46,96.89,-0.401
18.46,96.87,-0.401
18.47,96.86,-0.401
18.47,96.84,-0.401
18.47,96.82,-0.401
18.47,96.81,-0.401
18.47,96.79,-0.401
18.47,96.77,-0.401
18.48,96.76,-0.401
18.48,96.74,-0.401
18.48,96.72,-0.401
18.48,96.71,-0.401
18.48,96.69,-0.401
18.48,96.67,-0.401
18.48,96.66,-0.401
18.49,96.64,-0.401
18.49,96.62,-0.401
18.49,96.61,-0.401
18.49,96.59,-0.401
18.49,96.57,-0.401
18.49,96.56,-0.401
18.50,96.54,-0.401
18.50,96.52,-0.401
18.50,96.51,-0.400
18.50,96.49,-0.400
18.50,96.47,-0.400
18.51,96.46,-0.400
18.51,96.44,-0.400
18.51,96.42,-0.400
18.51,96.41,-0.400
18.51,96.39,-0.400
18.51,96.38,-0.400
18.52,96.36,-0.400
18.52,96.34,-0.400
18.52,96.32,-0.400
18.52,96.31,-0.400
18.52,96.29,-0.400
18.52,96.27,-0.400
18.53,96.26,-0.400
18.53,96.24,-0.400
18.53,96.22,-0.400
18.53,96.21,-0.400
18.53,96.19,-0.400
18.53,96.18,-0.400
18.53,96.16,-0.400
18.54,96.14,-0.400
18.54,96.12,-0.400
18.54,96.11,-0.400
18.54,96.09,-0.400
18.54,96.08,-0.400
18.54,96.06,-0.400
18.55,96.04,-0.400
18.55,96.02,-0.400
18.55,96.01,-0.400
18.55,95.99,-0.400
18.55,95.98,-0.400
18.56,95.96,-0.400
18.56,95.94,-0.400
18.56,95.93,-0.400
18.56,95.91,-0.400
18.56,95.89,-0.400
18.56,95.88,-0.400
18.57,95.86,-0.400
18.57,95.84,-0.400
18.57,95.83,-0.400
18.57,95.81,-0.400
18.57,95.79,-0.400
18.57,95.78,-0.400
18.58,95.76,-0.400
18.58,95.74,-0.400
18.58,95.73,-0.400
18.58,95.71,-0.400
18.58,95.69,-0.400
18.58,95.68,-0.400
18.58,95.66,-0.400
18.59,95.64,-0.400
18.59,95.63,-0.400
18.59,95.61,-0.400
18.59,95.59,-0.400
18.59,95.58,-0.400
18.59,95.56,-0.400
18.60,95.54,-0.400
18.60,95.53,-0.400
18.60,95.51,-0.400
18.60,95.49,-0.400
18.60,95.47,-0.400
18.61,95.46,-0.400
18.61,95.44,-0.400
18.61,95.43,-0.400
18.61,95.41,-0.400
18.61,95.39,-0.400
18.61,95.38,-0.399
18.62,95.36,-0.399
18.62,95.34,-0.399
18.62,95.33,-0.399
18.62,95.31,-0.399
18.62,95.29,-0.399
18.62,95.28,-0.399
18.63,95.26,-0.399
18.63,95.24,-0.399
18.63,95.23,-0.399
18.63,95.21,-0.399
18.63,95.19,-0.399
18.63,95.18,-0.399
18.63,95.16,-0.399
18.64,95.14,-0.399
18.64,95.13,-0.399
18.64,95.11,-0.399
18.64,95.09,-0.399
18.64,95.08,-0.399
18.64,95.06,-0.399
18.65,95.04,-0.399
18.65,95.03,-0.399
18.65,95.01,-0.399
18.65,94.99,-0.399
18.65,94.98,-0.399
18.66,94.96,-0.399
18.66,94.94,-0.399
18.66,94.93,-0.399
18.66,94.91,-0.399
18.66,94.89,-0.399
18.66,94.88,-0.399
18.67,94.86,-0.399
18.67,94.84,-0.399
18.67,94.83,-0.399
18.67,94.81,-0.399
18.67,94.79,-0.399
18.67,94.78,-0.399
