0.16	-39.63	-0.019
0.16	-39.62	-0.018
0.16	-39.62	-0.018
0.16	-39.61	-0.017
0.16	-39.61	-0.017
0.16	-39.60	-0.016
0.17	-39.60	-0.015
0.17	-39.59	-0.015
0.17	-39.59	-0.014
0.17	-39.59	-0.013
0.17	-39.58	-0.012
0.18	-39.58	-0.011
0.18	-39.57	-0.010
0.18	-39.57	-0.008
0.18	-39.56	-0.007
0.18	-39.55	-0.005
0.18	-39.55	-0.004
0.19	-39.54	-0.003
0.19	-39.54	-0.002
0.19	-39.53	-0.001
0.19	-39.53	0.000
0.19	-39.52	0.001
0.19	-39.52	0.002
0.19	-39.51	0.002
0.20	-39.51	0.003
0.20	-39.50	0.004
0.20	-39.49	0.005
0.20	-39.49	0.006
0.20	-39.48	0.007
0.21	-39.48	0.008
0.21	-39.47	0.009
0.21	-39.46	0.009
0.21	-39.46	0.011
0.21	-39.45	0.012
0.21	-39.45	0.013
0.21	-39.44	0.015
0.22	-39.43	0.016
0.22	-39.43	0.017
0.22	-39.42	0.017
0.22	-39.42	0.018
0.22	-39.41	0.019
0.23	-39.40	0.019
0.23	-39.40	0.020
0.23	-39.39	0.021
0.23	-39.38	0.023
0.23	-39.38	0.025
0.23	-39.37	0.025
0.24	-39.36	0.026
0.24	-39.36	0.027
0.24	-39.35	0.028
0.24	-39.34	0.028
0.24	-39.34	0.029
0.24	-39.33	0.030
0.24	-39.32	0.030
0.25	-39.32	0.031
0.25	-39.31	0.032
0.25	-39.30	0.033
0.25	-39.30	0.033
0.25	-39.29	0.033
0.26	-39.28	0.034
0.26	-39.28	0.035
0.26	-39.27	0.036
0.26	-39.26	0.036
0.26	-39.26	0.037
0.26	-39.25	0.038
0.26	-39.24	0.040
0.27	-39.23	0.041
0.27	-39.23	0.042
0.27	-39.22	0.043
0.27	-39.21	0.043
0.27	-39.21	0.043
0.28	-39.20	0.044
0.28	-39.19	0.044
0.28	-39.18	0.045
0.28	-39.18	0.045
0.28	-39.17	0.046
0.28	-39.16	0.046
0.29	-39.16	0.047
0.29	-39.15	0.047
0.29	-39.14	0.048
0.29	-39.14	0.049
0.29	-39.13	0.050
0.29	-39.12	0.050
0.30	-39.11	0.051
0.30	-39.10	0.051
0.30	-39.10	0.052
0.30	-39.09	0.053
0.30	-39.08	0.054
0.30	-39.08	0.054
0.30	-39.07	0.055
0.31	-39.06	0.055
0.31	-39.06	0.055
0.31	-39.05	0.056
0.31	-39.04	0.056
0.31	-39.03	0.056
0.31	-39.03	0.057
0.32	-39.02	0.057
0.32	-39.01	0.058
0.32	-39.00	0.059
0.32	-39.00	0.059
0.32	-38.99	0.060
0.33	-38.98	0.060
0.33	-38.97	0.061
0.33	-38.97	0.061
0.33	-38.96	0.061
0.33	-38.95	0.061
0.33	-38.94	0.061
0.34	-38.94	0.062
0.34	-38.93	0.062
0.34	-38.92	0.063
0.34	-38.91	0.063
0.34	-38.91	0.064
0.34	-38.90	0.064
0.35	-38.89	0.065
0.35	-38.88	0.065
0.35	-38.88	0.065
0.35	-38.87	0.065
0.35	-38.86	0.066
0.35	-38.85	0.066
0.35	-38.85	0.066
0.36	-38.84	0.066
0.36	-38.83	0.067
0.36	-38.82	0.067
0.36	-38.82	0.067
0.36	-38.81	0.067
0.36	-38.80	0.068
0.37	-38.79	0.068
0.37	-38.79	0.069
0.37	-38.78	0.069
0.37	-38.77	0.070
0.37	-38.76	0.070
0.38	-38.75	0.070
0.38	-38.75	0.070
0.38	-38.74	0.070
0.38	-38.73	0.070
0.38	-38.72	0.070
0.38	-38.72	0.070
0.39	-38.71	0.070
0.39	-38.70	0.071
0.39	-38.69	0.071
0.39	-38.68	0.071
0.39	-38.68	0.071
0.39	-38.67	0.071
0.40	-38.66	0.071
0.40	-38.66	0.072
0.40	-38.65	0.072
0.40	-38.64	0.072
0.40	-38.63	0.073
0.40	-38.62	0.073
0.40	-38.62	0.073
0.41	-38.61	0.073
0.41	-38.60	0.074
0.41	-38.59	0.074
0.41	-38.58	0.074
0.41	-38.58	0.074
0.41	-38.57	0.074
0.42	-38.56	0.074
0.42	-38.55	0.075
0.42	-38.55	0.075
0.42	-38.54	0.075
0.42	-38.53	0.075
0.43	-38.52	0.075
0.43	-38.51	0.075
0.43	-38.51	0.075
0.43	-38.50	0.075
0.43	-38.49	0.075
0.43	-38.48	0.075
0.44	-38.47	0.076
0.44	-38.47	0.076
0.44	-38.46	0.076
0.44	-38.45	0.076
0.44	-38.44	0.077
0.44	-38.44	0.077
0.45	-38.43	0.077
0.45	-38.42	0.077
0.45	-38.41	0.077
0.45	-38.41	0.077
0.45	-38.40	0.077
0.45	-38.39	0.077
0.45	-38.38	0.077
0.46	-38.37	0.077
0.46	-38.37	0.078
0.46	-38.36	0.078
0.46	-38.35	0.078
0.46	-38.34	0.078
0.46	-38.33	0.078
0.47	-38.33	0.078
0.47	-38.32	0.078
0.47	-38.31	0.078
0.47	-38.30	0.078
0.47	-38.29	0.078
0.48	-38.29	0.079
0.48	-38.28	0.079
0.48	-38.27	0.079
0.48	-38.26	0.079
0.48	-38.25	0.079
0.48	-38.25	0.079
0.49	-38.24	0.079
0.49	-38.23	0.079
0.49	-38.22	0.079
0.49	-38.21	0.079
0.49	-38.21	0.079
0.49	-38.20	0.079
0.50	-38.19	0.079
0.50	-38.18	0.079
0.50	-38.17	0.079
0.50	-38.17	0.080
0.50	-38.16	0.080
0.50	-38.15	0.080
0.50	-38.14	0.080
0.51	-38.14	0.080
0.51	-38.13	0.080
0.51	-38.12	0.080
0.51	-38.11	0.080
0.51	-38.10	0.080
0.51	-38.10	0.080
0.52	-38.09	0.080
0.52	-38.08	0.080
0.52	-38.07	0.080
0.52	-38.06	0.080
0.52	-38.06	0.081
0.53	-38.05	0.081
0.53	-38.04	0.081
0.53	-38.03	0.081
0.53	-38.02	0.081
0.53	-38.02	0.081
0.53	-38.01	0.081
0.53	-38.00	0.081
0.54	-37.99	0.081
0.54	-37.98	0.081
0.54	-37.98	0.081
0.54	-37.97	0.081
0.54	-37.96	0.081
0.55	-37.95	0.081
0.55	-37.94	0.081
0.55	-37.93	0.081
0.55	-37.93	0.081
0.55	-37.92	0.081
0.55	-37.91	0.081
0.55	-37.90	0.081
0.56	-37.90	0.081
0.56	-37.89	0.081
0.56	-37.88	0.081
0.56	-37.87	0.081
0.56	-37.86	0.081
0.57	-37.86	0.082
0.57	-37.85	0.082
0.57	-37.84	0.082
0.57	-37.83	0.082
0.57	-37.82	0.082
0.57	-37.82	0.082
0.58	-37.81	0.082
0.58	-37.80	0.082
0.58	-37.79	0.082
0.58	-37.78	0.082
0.58	-37.78	0.082
0.58	-37.77	0.082
0.58	-37.76	0.082
0.59	-37.75	0.082
0.59	-37.74	0.082
0.59	-37.74	0.082
0.59	-37.73	0.082
0.59	-37.72	0.082
0.60	-37.71	0.082
0.60	-37.70	0.082
0.60	-37.70	0.082
0.60	-37.69	0.082
0.60	-37.68	0.082
0.60	-37.67	0.082
0.60	-37.66	0.082
0.61	-37.65	0.082
0.61	-37.65	0.083
0.61	-37.64	0.083
0.61	-37.63	0.083
0.61	-37.62	0.083
0.62	-37.61	0.083
0.62	-37.61	0.083
0.62	-37.60	0.083
0.62	-37.59	0.083
0.62	-37.58	0.083
0.62	-37.57	0.083
0.63	-37.57	0.083
0.63	-37.56	0.083
0.63	-37.55	0.083
0.63	-37.54	0.083
0.63	-37.53	0.083
0.63	-37.53	0.083
0.63	-37.52	0.083
0.64	-37.51	0.083
0.64	-37.50	0.083
0.64	-37.49	0.083
0.64	-37.49	0.083
0.64	-37.48	0.083
0.65	-37.47	0.083
0.65	-37.46	0.083
0.65	-37.45	0.083
0.65	-37.44	0.083
0.65	-37.44	0.083
0.65	-37.43	0.083
0.65	-37.42	0.084
0.66	-37.41	0.084
0.66	-37.40	0.084
0.66	-37.40	0.084
0.66	-37.39	0.084
0.66	-37.38	0.084
0.67	-37.37	0.084
0.67	-37.36	0.084
0.67	-37.35	0.084
0.67	-37.35	0.084
0.67	-37.34	0.084
0.67	-37.33	0.084
0.68	-37.32	0.084
0.68	-37.31	0.084
0.68	-37.31	0.084
0.68	-37.30	0.084
0.68	-37.29	0.084
0.68	-37.28	0.084
0.68	-37.27	0.084
0.69	-37.27	0.084
0.69	-37.26	0.084
0.69	-37.25	0.084
0.69	-37.24	0.084
0.69	-37.23	0.084
0.70	-37.22	0.084
0.70	-37.22	0.084
0.70	-37.21	0.084
0.70	-37.20	0.084
0.70	-37.19	0.084
0.70	-37.18	0.085
0.70	-37.18	0.085
0.71	-37.17	0.085
0.71	-37.16	0.085
0.71	-37.15	0.085
0.71	-37.14	0.085
0.71	-37.14	0.085
0.72	-37.13	0.085
0.72	-37.12	0.085
0.72	-37.11	0.085
0.72	-37.10	0.085
0.72	-37.10	0.085
0.72	-37.09	0.085
0.73	-37.08	0.085
0.73	-37.07	0.085
0.73	-37.06	0.085
0.73	-37.05	0.085
0.73	-37.05	0.085
0.73	-37.04	0.085
0.73	-37.03	0.085
0.74	-37.02	0.085
0.74	-37.01	0.085
0.74	-37.01	0.085
0.74	-37.00	0.085
0.74	-36.99	0.085
0.75	-36.98	0.085
0.75	-36.97	0.085
0.75	-36.96	0.085
0.75	-36.95	0.085
0.75	-36.95	0.085
0.75	-36.94	0.085
0.75	-36.93	0.085
0.76	-36.92	0.085
0.76	-36.92	0.085
0.76	-36.91	0.086
0.76	-36.90	0.086
0.76	-36.89	0.086
0.77	-36.88	0.086
0.77	-36.87	0.086
0.77	-36.87	0.086
0.77	-36.86	0.086
0.77	-36.85	0.086
0.77	-36.84	0.086
0.78	-36.83	0.086
0.78	-36.83	0.086
0.78	-36.82	0.086
0.78	-36.81	0.086
0.78	-36.80	0.086
0.78	-36.79	0.086
0.78	-36.79	0.086
0.79	-36.78	0.086
0.79	-36.77	0.086
0.79	-36.76	0.086
0.79	-36.75	0.086
0.79	-36.74	0.086
0.80	-36.74	0.086
0.80	-36.73	0.086
0.80	-36.72	0.086
0.80	-36.71	0.086
0.80	-36.70	0.086
0.80	-36.69	0.086
0.80	-36.69	0.086
0.81	-36.68	0.086
0.81	-36.67	0.086
0.81	-36.66	0.086
0.81	-36.65	0.086
0.81	-36.65	0.086
0.82	-36.64	0.086
0.82	-36.63	0.086
0.82	-36.62	0.086
0.82	-36.61	0.086
0.82	-36.60	0.086
0.82	-36.60	0.086
0.83	-36.59	0.087
0.83	-36.58	0.087
0.83	-36.57	0.087
0.83	-36.56	0.087
0.83	-36.56	0.087
0.83	-36.55	0.087
0.83	-36.54	0.087
0.84	-36.53	0.087
0.84	-36.52	0.087
0.84	-36.51	0.087
0.84	-36.50	0.087
0.84	-36.50	0.087
0.85	-36.49	0.087
0.85	-36.48	0.087
0.85	-36.47	0.087
0.85	-36.47	0.087
0.85	-36.46	0.087
0.85	-36.45	0.087
0.85	-36.44	0.087
0.86	-36.43	0.087
0.86	-36.43	0.087
0.86	-36.41	0.087
0.86	-36.41	0.087
0.86	-36.40	0.087
0.87	-36.39	0.087
0.87	-36.38	0.087
0.87	-36.38	0.087
0.87	-36.37	0.087
0.87	-36.36	0.087
0.87	-36.35	0.087
0.88	-36.34	0.087
0.88	-36.33	0.087
0.88	-36.33	0.087
0.88	-36.32	0.087
0.88	-36.31	0.087
0.88	-36.30	0.087
0.88	-36.29	0.087
0.89	-36.28	0.087
0.89	-36.28	0.087
0.89	-36.27	0.087
0.89	-36.26	0.087
0.89	-36.25	0.087
0.90	-36.24	0.087
0.90	-36.24	0.087
0.90	-36.23	0.087
0.90	-36.22	0.087
0.90	-36.21	0.087
0.90	-36.20	0.087
0.90	-36.19	0.087
0.91	-36.19	0.087
0.91	-36.18	0.087
0.91	-36.17	0.087
0.91	-36.16	0.087
0.91	-36.15	0.087
0.92	-36.15	0.087
0.92	-36.14	0.088
0.92	-36.13	0.088
0.92	-36.12	0.088
0.92	-36.11	0.088
0.92	-36.10	0.088
0.93	-36.10	0.088
0.93	-36.09	0.088
0.93	-36.08	0.088
0.93	-36.07	0.088
0.93	-36.06	0.088
0.93	-36.05	0.088
0.93	-36.05	0.088
0.94	-36.04	0.088
0.94	-36.03	0.088
0.94	-36.02	0.088
0.94	-36.02	0.088
0.94	-36.01	0.088
0.95	-36.00	0.088
0.95	-35.99	0.088
0.95	-35.98	0.088
0.95	-35.97	0.088
0.95	-35.97	0.088
0.95	-35.96	0.088
0.95	-35.95	0.088
0.96	-35.94	0.088
0.96	-35.93	0.088
0.96	-35.92	0.088
0.96	-35.91	0.088
0.96	-35.91	0.088
0.97	-35.90	0.088
0.97	-35.89	0.088
0.97	-35.88	0.088
0.97	-35.87	0.088
0.97	-35.87	0.088
0.97	-35.86	0.088
0.98	-35.85	0.088
0.98	-35.84	0.088
0.98	-35.83	0.088
0.98	-35.82	0.088
0.98	-35.82	0.088
0.98	-35.81	0.088
0.98	-35.80	0.088
0.99	-35.79	0.088
0.99	-35.79	0.088
0.99	-35.78	0.088
0.99	-35.77	0.088
0.99	-35.76	0.088
1.00	-35.75	0.088
1.00	-35.74	0.088
1.00	-35.73	0.088
1.00	-35.73	0.088
1.00	-35.72	0.088
1.00	-35.71	0.088
1.00	-35.70	0.088
1.01	-35.69	0.088
1.01	-35.68	0.088
1.01	-35.68	0.088
1.01	-35.67	0.088
1.01	-35.66	0.088
1.02	-35.65	0.088
1.02	-35.64	0.088
1.02	-35.63	0.088
1.02	-35.63	0.088
1.02	-35.62	0.088
1.02	-35.61	0.088
1.03	-35.60	0.088
1.03	-35.60	0.088
1.03	-35.59	0.088
1.03	-35.58	0.088
1.03	-35.57	0.088
1.03	-35.56	0.088
1.03	-35.55	0.088
1.04	-35.55	0.088
1.04	-35.54	0.088
1.04	-35.53	0.088
1.04	-35.52	0.088
1.04	-35.51	0.088
1.05	-35.50	0.088
1.05	-35.50	0.088
1.05	-35.49	0.088
1.05	-35.48	0.088
1.05	-35.47	0.088
1.05	-35.46	0.088
1.05	-35.45	0.088
1.06	-35.45	0.088
1.06	-35.44	0.088
1.06	-35.43	0.088
1.06	-35.42	0.088
1.06	-35.41	0.088
1.07	-35.40	0.088
1.07	-35.40	0.088
1.07	-35.39	0.088
1.07	-35.38	0.088
1.07	-35.37	0.088
1.07	-35.36	0.088
1.08	-35.36	0.089
1.08	-35.35	0.089
1.08	-35.34	0.089
1.08	-35.33	0.089
1.08	-35.32	0.089
1.08	-35.31	0.089
1.08	-35.31	0.089
1.09	-35.30	0.089
1.09	-35.29	0.089
1.09	-35.28	0.089
1.09	-35.27	0.089
1.09	-35.26	0.089
1.09	-35.26	0.089
1.10	-35.25	0.089
1.10	-35.24	0.089
1.10	-35.23	0.089
1.10	-35.22	0.089
1.10	-35.21	0.089
1.11	-35.21	0.089
1.11	-35.20	0.089
1.11	-35.19	0.089
1.11	-35.18	0.089
1.11	-35.17	0.089
1.11	-35.17	0.089
1.12	-35.16	0.089
1.12	-35.15	0.089
1.12	-35.14	0.089
1.12	-35.13	0.089
1.12	-35.12	0.089
1.12	-35.12	0.089
1.13	-35.11	0.089
1.13	-35.10	0.089
1.13	-35.09	0.089
1.13	-35.08	0.089
1.13	-35.08	0.089
1.13	-35.07	0.089
1.13	-35.06	0.089
1.14	-35.05	0.089
1.14	-35.04	0.089
1.14	-35.03	0.089
1.14	-35.03	0.089
1.14	-35.02	0.089
1.14	-35.01	0.089
1.15	-35.00	0.089
1.15	-34.99	0.089
1.15	-34.98	0.089
1.15	-34.98	0.089
1.15	-34.97	0.089
1.16	-34.96	0.089
1.16	-34.95	0.089
1.16	-34.94	0.089
1.16	-34.94	0.089
1.16	-34.93	0.089
1.16	-34.92	0.089
1.17	-34.91	0.089
1.17	-34.90	0.089
1.17	-34.89	0.089
1.17	-34.88	0.089
1.17	-34.88	0.089
1.17	-34.87	0.089
1.18	-34.86	0.089
1.18	-34.85	0.089
1.18	-34.84	0.089
1.18	-34.84	0.089
1.18	-34.83	0.089
1.18	-34.82	0.089
1.18	-34.81	0.089
1.19	-34.80	0.089
1.19	-34.79	0.089
1.19	-34.78	0.089
1.19	-34.78	0.089
1.19	-34.77	0.089
1.19	-34.76	0.089
1.20	-34.75	0.089
1.20	-34.74	0.089
1.20	-34.74	0.089
1.20	-34.73	0.089
1.20	-34.72	0.089
1.21	-34.71	0.089
1.21	-34.70	0.089
1.21	-34.70	0.089
1.21	-34.69	0.089
1.21	-34.68	0.089
1.21	-34.67	0.089
1.22	-34.66	0.089
1.22	-34.65	0.089
1.22	-34.65	0.089
1.22	-34.64	0.089
1.22	-34.63	0.089
1.22	-34.62	0.089
1.23	-34.61	0.089
1.23	-34.60	0.089
1.23	-34.59	0.089
1.23	-34.59	0.089
1.23	-34.58	0.089
1.23	-34.57	0.089
1.23	-34.56	0.089
1.24	-34.55	0.089
1.24	-34.55	0.089
1.24	-34.54	0.089
1.24	-34.53	0.089
1.24	-34.52	0.089
1.24	-34.51	0.089
1.25	-34.50	0.089
1.25	-34.50	0.089
1.25	-34.49	0.089
1.25	-34.48	0.089
1.25	-34.47	0.089
1.26	-34.46	0.089
1.26	-34.45	0.089
1.26	-34.45	0.089
1.26	-34.44	0.089
1.26	-34.43	0.089
1.26	-34.42	0.089
1.27	-34.41	0.089
1.27	-34.40	0.089
1.27	-34.40	0.089
1.27	-34.39	0.089
1.27	-34.38	0.089
1.27	-34.37	0.089
1.28	-34.36	0.089
1.28	-34.36	0.089
1.28	-34.35	0.089
1.28	-34.34	0.089
1.28	-34.33	0.089
1.28	-34.32	0.089
1.28	-34.31	0.089
1.29	-34.31	0.089
1.29	-34.30	0.089
1.29	-34.29	0.089
1.29	-34.28	0.089
1.29	-34.27	0.089
1.29	-34.26	0.089
1.30	-34.26	0.089
1.30	-34.25	0.089
1.30	-34.24	0.089
1.30	-34.23	0.089
1.30	-34.22	0.089
1.31	-34.21	0.089
1.31	-34.21	0.089
1.31	-34.20	0.089
1.31	-34.19	0.089
1.31	-34.18	0.089
1.31	-34.17	0.089
1.32	-34.17	0.089
1.32	-34.16	0.089
1.32	-34.15	0.089
1.32	-34.14	0.089
1.32	-34.13	0.089
1.32	-34.12	0.089
1.33	-34.11	0.089
1.33	-34.11	0.089
1.33	-34.10	0.089
1.33	-34.09	0.089
