Filename,2026_02_15_CBN_Again_Vary_Rate_n60C_100C_DSC_x3
Instrument name,DSC2A-00468 (192.168.1.100)
Operator,JLY
rundate,2/15/2026
Sample name,2026_02_15_CBN_Again_Vary_Rate_n60C_100C_DSC_x3
proceduresegments,Data Off ; Equilibrate -60.00 °C; Data On ; Ramp 5.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -60.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -60.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 20.00 °C/min to 100.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to -60.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 2.00 °C/min to 100.00 °C
[File Parameters]
Run date,2/15/2026 9:09:02 AM
Trios version,5.1.1.46572
Original File Name,
Current File Name,D:\DSC2500\JYarger\2026_02_15_CBN_Again_Vary_Rate_n60C_100C_DSC_x3.tri
[Procedure]
Procedure Name,DSC_n60C_100C_Vary_Heating_Rate_x4
Sample Name,2026_02_15_CBN_Again_Vary_Rate_n60C_100C_DSC_x3
Sample Mass,4.32 mg
Reference Sample Mass,0 mg
Pan Mass,32.9 mg
Pan Number,29
Reference Pan Mass,32.54 mg
Reference Pan Number,19
Pan Type,Aluminum
Comments,DSC_Y1_Tray_Cannabinoid_Samples_Feb2026 Google Sheet.  Samples 1-17 are Tzero hermetic sealed pans/lids. All the others are Thermal Support press fit 5.6 mm pan/lids. 

Run on 2/12/26 - Been sitting at 25C for 2+ days.  Sample crystallized?
Project Name,Amorphous Pharma
Operator,JLY
Test,Custom
Unload Max Temperature,30
Unload Min Temperature,30
Load Max Temperature,30
Load Min Temperature,30
Stop on Gas Flow Error,Yes
[Signal List]
Signal #1,Time (min)
Signal #2,Temperature (°C)
Signal #3,Heat Flow (mW)
Signal #4,Delta T (µV)
Signal #5,Delta Tzero (µV)
Signal #6,Tzero Temperature (°C)
Signal #7,Cell Purge (mL/min)
Signal #8,Heater Temp (°C)
Signal #9,Power Delivered (W)
Signal #10,Reference Junction Temperature (°C)
Signal #11,Flange Temperature (°C)
Signal #12,Heat Flow Phase (rad)
Signal #13,Total Heat Capacity (J/°C)
Signal #14,Heat Capacity (J/°C)
[Configuration]
Company Name,ASU
Instrument Name,DSC2A-00468
Instrument Type,DSC2500
Serial Number,DSC2A-00468
IP,192.168.1.100
Location of Instrument,MRRC
DisplayType,Unknown
Sample Interval ,0.1 s/pt
Selected Heat Flow,T4P
Exotherm Direction,Down
Cell Serial,DRC2-00792
Lid Type,Standard
Cooler,RCS 90
Leave Cooler on at End of Sequence,On
Gas 2,Nitrogen
Gas Selected,Channel 1
Flow Rate,50 mL/min
Secondary Purge,On
Licensed Heat Flow,Heat Flow T4P
Modulation Licensed,Yes
[Versions]
Common IDD Version,1
Cortex Version,VER 2.10.2.31
Driver,5.0.0.6
GDM Version,1.0.3.3
TouchscreenVersion,1.0.0.16145
FEP Version,1.2.1.21
FEP Bootloader,2.0.0.5
AutoSampler Version,2.1.1.26
Auto Sampler Bootloader,2.0.0.5
FCM Version,1.1.0.3
FCM Bootloader,2.0.0.5
[Experiment Logs]
Experiment Log Entry # 1,Data On set to 0
Experiment Log Entry # 3,Air Cool is off.
Experiment Log Entry # 5,Equilibrate Segment -60 (C) Started
Experiment Log Entry # 7,Data On set to 1
Experiment Log Entry # 9,Ramp Segment 5 C/min to 100 Started
Experiment Log Entry # 11,Data On set to 0
Experiment Log Entry # 13,Isothermal Segment 1 min started
Experiment Log Entry # 15,Data On set to 1
Experiment Log Entry # 17,Ramp Segment 5 C/min to -60 Started
Experiment Log Entry # 19,Data On set to 0
Experiment Log Entry # 21,Isothermal Segment 1 min started
Experiment Log Entry # 23,Data On set to 1
Experiment Log Entry # 25,Ramp Segment 10 C/min to 100 Started
Experiment Log Entry # 27,Auto sampler has detected that GDM has gone offline
Experiment Log Entry # 29,Data On set to 0
Experiment Log Entry # 31,Isothermal Segment 1 min started
Experiment Log Entry # 33,Data On set to 1
Experiment Log Entry # 35,Ramp Segment 5 C/min to -60 Started
Experiment Log Entry # 37,Data On set to 0
Experiment Log Entry # 39,Isothermal Segment 1 min started
Experiment Log Entry # 41,Data On set to 1
Experiment Log Entry # 43,Ramp Segment 20 C/min to 100 Started
Experiment Log Entry # 45,Data On set to 0
Experiment Log Entry # 47,Isothermal Segment 1 min started
Experiment Log Entry # 49,Data On set to 1
Experiment Log Entry # 51,Ramp Segment 5 C/min to -60 Started
Experiment Log Entry # 53,Data On set to 0
Experiment Log Entry # 55,Isothermal Segment 1 min started
Experiment Log Entry # 57,Data On set to 1
Experiment Log Entry # 59,Ramp Segment 2 C/min to 100 Started
[Method Log]
Method Log Entry # 1,Data Off
Method Log Entry # 2,Equilibrate -60 °C
Method Log Entry # 3,Data On
Method Log Entry # 4,(Ramp 247491) Ramp 5 °C/minute to 100 °C
Method Log Entry # 5,Data Off
Method Log Entry # 6,Isothermal 1 minutes
Method Log Entry # 7,Data On
Method Log Entry # 8,(Ramp 247495) Ramp 5 °C/minute to -60 °C
Method Log Entry # 9,Data Off
Method Log Entry # 10,Isothermal 1 minutes
Method Log Entry # 11,Data On
Method Log Entry # 12,(Ramp 247499) Ramp 10 °C/minute to 100 °C
Method Log Entry # 13,Data Off
Method Log Entry # 14,Isothermal 1 minutes
Method Log Entry # 15,Data On
Method Log Entry # 16,(Ramp 247503) Ramp 5 °C/minute to -60 °C
Method Log Entry # 17,Data Off
Method Log Entry # 18,Isothermal 1 minutes
Method Log Entry # 19,Data On
Method Log Entry # 20,(Ramp 247507) Ramp 20 °C/minute to 100 °C
Method Log Entry # 21,Data Off
Method Log Entry # 22,Isothermal 1 minutes
Method Log Entry # 23,Data On
Method Log Entry # 24,(Ramp 247511) Ramp 5 °C/minute to -60 °C
Method Log Entry # 25,Data Off
Method Log Entry # 26,Isothermal 1 minutes
Method Log Entry # 27,Data On
Method Log Entry # 28,(Ramp 247515) Ramp 2 °C/minute to 100 °C
Cell Serial,DRC2-00792
[T1 Calibration]
Slope,-0.008529666
Offset,9.636258
Initial Temperature,98.23
GUID,f8bfdadc-4977-4fdf-ba6d-0ba9134940c3
[TZero Calibration]
Date Applied,11/29/2022 4:06:13 PM
Description,From -89.059 °C to 396.009 °C at 20.000°C/min
Gas Type,Nitrogen
Pan Type,None
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(2).tri
Source Files 2,C:\Users\yargerlab\Desktop\DSC Data\General\TZero_calibration_11_29_22_2nd(3).tri
Delta T Offset,13.05235
Delta T Slope,-0.007271007
Delta T0 Offset,-13.69128
Delta T0 Slope,0.06063341
[Temperature Calibration]
Date Applied,11/29/2022 7:12:28 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
Measured 1,157.391
Known 1,156.598
[Cell Constant Calibration]
Date Applied,11/29/2022 7:12:29 PM
Description,From 106.590 °C to 186.590 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Indium(6).tri
T4P KCell,1.006051
Onset Slope,63.26126 mW/°C
[Direct Cp Calibration]
Date Applied,11/30/2022 11:04:51 AM
Description,From -79.983 °C to 298.409 °C at 10.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_Heat_Capacity_11_30_22.tri
[Rev Cp Calibration]
Date Applied,11/30/2022 1:58:51 PM
Description,From -79.996 °C to 292.812 °C at 3.000°C/min
Gas Type,Nitrogen
Pan Type,Tzero Aluminum Hermetic
Source Files 1,C:\Users\yargerlab\Desktop\DSC Data\General\Sapphire_MDSC_Calibration_11_30_22.tri
[step]
Ramp 5.00 °C/min to 100.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
0.00,-59.80,-0.049
0.00,-59.80,-0.049
0.00,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.049
0.01,-59.80,-0.048
0.02,-59.81,-0.048
0.02,-59.80,-0.048
0.02,-59.81,-0.048
0.02,-59.81,-0.048
0.02,-59.81,-0.047
0.03,-59.81,-0.047
0.03,-59.81,-0.046
0.03,-59.81,-0.046
0.03,-59.81,-0.045
0.03,-59.81,-0.045
0.03,-59.81,-0.044
0.03,-59.81,-0.044
0.04,-59.81,-0.044
0.04,-59.81,-0.043
0.04,-59.81,-0.043
0.04,-59.81,-0.042
0.04,-59.81,-0.042
0.05,-59.81,-0.041
0.05,-59.81,-0.041
0.05,-59.81,-0.040
0.05,-59.80,-0.040
0.05,-59.80,-0.039
0.05,-59.80,-0.039
0.05,-59.80,-0.039
0.06,-59.80,-0.038
0.06,-59.80,-0.038
0.06,-59.80,-0.037
0.06,-59.80,-0.037
0.06,-59.80,-0.037
0.07,-59.79,-0.036
0.07,-59.79,-0.036
0.07,-59.79,-0.036
0.07,-59.79,-0.035
0.07,-59.79,-0.035
0.07,-59.78,-0.034
0.08,-59.78,-0.034
0.08,-59.78,-0.033
0.08,-59.78,-0.032
0.08,-59.77,-0.032
0.08,-59.77,-0.031
0.08,-59.77,-0.030
0.08,-59.76,-0.030
0.09,-59.76,-0.029
0.09,-59.76,-0.029
0.09,-59.75,-0.028
0.09,-59.75,-0.027
0.09,-59.74,-0.027
0.09,-59.74,-0.026
0.10,-59.74,-0.025
0.10,-59.73,-0.024
0.10,-59.73,-0.023
0.10,-59.72,-0.022
0.10,-59.72,-0.021
0.11,-59.71,-0.021
0.11,-59.71,-0.020
0.11,-59.70,-0.019
0.11,-59.70,-0.018
0.11,-59.70,-0.017
0.11,-59.69,-0.016
0.12,-59.69,-0.014
0.12,-59.68,-0.013
0.12,-59.67,-0.012
0.12,-59.67,-0.011
0.12,-59.66,-0.010
0.12,-59.66,-0.009
0.13,-59.65,-0.008
0.13,-59.64,-0.007
0.13,-59.64,-0.006
0.13,-59.63,-0.005
0.13,-59.63,-0.003
0.13,-59.62,-0.002
0.14,-59.61,-0.001
0.14,-59.61,0.001
0.14,-59.60,0.002
0.14,-59.60,0.003
0.14,-59.59,0.004
0.14,-59.58,0.005
0.14,-59.58,0.006
0.15,-59.57,0.008
0.15,-59.56,0.009
0.15,-59.56,0.011
0.15,-59.55,0.012
0.15,-59.54,0.013
0.16,-59.54,0.013
0.16,-59.53,0.015
0.16,-59.52,0.016
0.16,-59.52,0.017
0.16,-59.51,0.019
0.16,-59.50,0.020
0.16,-59.50,0.021
0.17,-59.49,0.021
0.17,-59.48,0.022
0.17,-59.47,0.023
0.17,-59.47,0.024
0.17,-59.46,0.025
0.18,-59.45,0.026
0.18,-59.44,0.026
0.18,-59.44,0.027
0.18,-59.43,0.029
0.18,-59.42,0.031
0.18,-59.42,0.032
0.19,-59.41,0.033
0.19,-59.40,0.034
0.19,-59.39,0.035
0.19,-59.39,0.035
0.19,-59.38,0.036
0.19,-59.37,0.037
0.19,-59.36,0.037
0.20,-59.36,0.038
0.20,-59.35,0.039
0.20,-59.34,0.040
0.20,-59.33,0.041
0.20,-59.33,0.042
0.21,-59.32,0.043
0.21,-59.31,0.044
0.21,-59.31,0.045
0.21,-59.30,0.045
0.21,-59.29,0.046
0.21,-59.28,0.046
0.21,-59.28,0.046
0.22,-59.27,0.047
0.22,-59.26,0.047
0.22,-59.25,0.048
0.22,-59.25,0.048
0.22,-59.24,0.049
0.23,-59.23,0.050
0.23,-59.22,0.050
0.23,-59.21,0.051
0.23,-59.21,0.051
0.23,-59.20,0.052
0.23,-59.19,0.052
0.24,-59.18,0.052
0.24,-59.18,0.053
0.24,-59.17,0.053
0.24,-59.16,0.054
0.24,-59.16,0.054
0.24,-59.15,0.055
0.24,-59.14,0.055
0.25,-59.13,0.056
0.25,-59.12,0.056
0.25,-59.12,0.056
0.25,-59.11,0.057
0.25,-59.10,0.057
0.26,-59.09,0.058
0.26,-59.09,0.059
0.26,-59.08,0.059
0.26,-59.07,0.060
0.26,-59.06,0.061
0.26,-59.06,0.061
0.26,-59.05,0.061
0.27,-59.04,0.061
0.27,-59.03,0.061
0.27,-59.02,0.061
0.27,-59.02,0.061
0.27,-59.01,0.061
0.28,-59.00,0.061
0.28,-58.99,0.061
0.28,-58.98,0.062
0.28,-58.98,0.062
0.28,-58.97,0.062
0.28,-58.96,0.063
0.29,-58.95,0.063
0.29,-58.95,0.064
0.29,-58.94,0.064
0.29,-58.93,0.064
0.29,-58.92,0.065
0.29,-58.92,0.065
0.30,-58.91,0.065
0.30,-58.90,0.065
0.30,-58.89,0.065
0.30,-58.88,0.065
0.30,-58.88,0.065
0.30,-58.87,0.065
0.30,-58.86,0.066
0.31,-58.85,0.066
0.31,-58.84,0.067
0.31,-58.84,0.067
0.31,-58.83,0.067
0.31,-58.82,0.068
0.31,-58.81,0.068
0.32,-58.81,0.068
0.32,-58.80,0.068
0.32,-58.79,0.068
0.32,-58.78,0.069
0.32,-58.77,0.069
0.33,-58.76,0.069
0.33,-58.76,0.069
0.33,-58.75,0.069
0.33,-58.74,0.069
0.33,-58.73,0.069
0.33,-58.72,0.070
0.34,-58.72,0.070
0.34,-58.71,0.070
0.34,-58.70,0.070
0.34,-58.69,0.070
0.34,-58.68,0.070
0.34,-58.68,0.070
0.35,-58.67,0.070
0.35,-58.66,0.070
0.35,-58.65,0.071
0.35,-58.64,0.071
0.35,-58.64,0.071
0.35,-58.63,0.071
0.35,-58.62,0.071
0.36,-58.61,0.071
0.36,-58.60,0.071
0.36,-58.60,0.071
0.36,-58.59,0.071
0.36,-58.58,0.071
0.36,-58.57,0.071
0.37,-58.56,0.071
0.37,-58.56,0.071
0.37,-58.55,0.071
0.37,-58.54,0.072
0.37,-58.53,0.072
0.38,-58.52,0.072
0.38,-58.52,0.072
0.38,-58.51,0.072
0.38,-58.50,0.072
0.38,-58.49,0.072
0.38,-58.48,0.072
0.39,-58.48,0.072
0.39,-58.47,0.072
0.39,-58.46,0.072
0.39,-58.45,0.073
0.39,-58.44,0.073
0.39,-58.43,0.073
0.40,-58.43,0.073
0.40,-58.42,0.073
0.40,-58.41,0.073
0.40,-58.40,0.073
0.40,-58.39,0.073
0.40,-58.39,0.073
0.40,-58.38,0.073
0.41,-58.37,0.073
0.41,-58.36,0.073
0.41,-58.35,0.073
0.41,-58.35,0.073
0.41,-58.34,0.074
0.41,-58.33,0.074
0.42,-58.32,0.074
0.42,-58.31,0.074
0.42,-58.31,0.074
0.42,-58.30,0.074
0.42,-58.29,0.074
0.43,-58.28,0.074
0.43,-58.27,0.074
0.43,-58.26,0.074
0.43,-58.26,0.074
0.43,-58.25,0.074
0.43,-58.24,0.074
0.44,-58.23,0.074
0.44,-58.22,0.074
0.44,-58.22,0.074
0.44,-58.21,0.074
0.44,-58.20,0.074
0.44,-58.19,0.074
0.45,-58.18,0.074
0.45,-58.17,0.074
0.45,-58.17,0.074
0.45,-58.16,0.074
0.45,-58.15,0.074
0.45,-58.14,0.075
0.45,-58.13,0.075
0.46,-58.13,0.075
0.46,-58.12,0.075
0.46,-58.11,0.075
0.46,-58.10,0.075
0.46,-58.09,0.075
0.46,-58.08,0.075
0.47,-58.08,0.075
0.47,-58.07,0.075
0.47,-58.06,0.075
0.47,-58.05,0.075
0.47,-58.04,0.075
0.48,-58.03,0.075
0.48,-58.03,0.075
0.48,-58.02,0.075
0.48,-58.01,0.075
0.48,-58.00,0.075
0.48,-57.99,0.075
0.49,-57.99,0.075
0.49,-57.98,0.075
0.49,-57.97,0.075
0.49,-57.96,0.075
0.49,-57.95,0.075
0.49,-57.95,0.075
0.50,-57.94,0.075
0.50,-57.93,0.075
0.50,-57.92,0.075
0.50,-57.91,0.075
0.50,-57.91,0.076
0.50,-57.90,0.076
0.50,-57.89,0.076
0.51,-57.88,0.076
0.51,-57.87,0.076
0.51,-57.87,0.076
0.51,-57.86,0.076
0.51,-57.85,0.076
0.51,-57.84,0.076
0.52,-57.83,0.076
0.52,-57.82,0.076
0.52,-57.82,0.076
0.52,-57.81,0.076
0.52,-57.80,0.076
0.53,-57.79,0.076
0.53,-57.78,0.076
0.53,-57.77,0.076
0.53,-57.77,0.076
0.53,-57.76,0.076
0.53,-57.75,0.076
0.53,-57.74,0.076
0.54,-57.73,0.076
0.54,-57.72,0.076
0.54,-57.72,0.076
0.54,-57.71,0.076
0.54,-57.70,0.076
0.55,-57.69,0.076
0.55,-57.68,0.076
0.55,-57.67,0.076
0.55,-57.67,0.076
0.55,-57.66,0.076
0.55,-57.65,0.076
0.55,-57.64,0.077
0.56,-57.63,0.077
0.56,-57.63,0.077
0.56,-57.62,0.077
0.56,-57.61,0.077
0.56,-57.60,0.077
0.57,-57.59,0.077
0.57,-57.59,0.077
0.57,-57.58,0.077
0.57,-57.57,0.077
0.57,-57.56,0.077
0.57,-57.55,0.077
0.58,-57.54,0.077
0.58,-57.54,0.077
0.58,-57.53,0.077
0.58,-57.52,0.077
0.58,-57.51,0.077
0.58,-57.50,0.077
0.58,-57.49,0.077
0.59,-57.49,0.077
0.59,-57.48,0.077
0.59,-57.47,0.077
0.59,-57.46,0.077
0.59,-57.45,0.077
0.60,-57.45,0.077
0.60,-57.44,0.077
0.60,-57.43,0.077
0.60,-57.42,0.077
0.60,-57.41,0.077
0.60,-57.40,0.077
0.60,-57.40,0.077
0.61,-57.39,0.077
