-1054.088,669.000,667.000,660.000
-1051.916,667.000,663.000,660.000
-1049.746,669.000,669.000,667.000
-1047.576,681.000,664.000,667.000
-1045.406,683.000,663.000,662.000
-1043.236,671.000,657.000,663.000
-1041.068,665.000,677.000,661.000
-1038.899,678.000,668.000,658.000
-1036.731,674.000,660.000,662.000
-1034.563,669.000,670.000,669.000
-1032.397,660.000,672.000,660.000
-1030.230,674.000,663.000,664.000
-1028.063,669.000,670.000,666.000
-1025.897,683.000,670.000,658.000
-1023.733,680.000,666.000,667.000
-1021.568,679.000,671.000,650.000
-1019.403,666.000,667.000,656.000
-1017.239,673.000,664.000,662.000
-1015.077,670.000,660.000,657.000
-1012.914,670.000,672.000,662.000
-1010.751,683.000,665.000,667.000
-1008.589,672.000,665.000,665.000
-1006.429,673.000,665.000,678.000
-1004.267,678.000,666.000,665.000
-1002.107,670.000,669.000,667.000
-999.946,684.000,663.000,669.000
-997.788,678.000,674.000,666.000
-995.628,680.000,674.000,665.000
-993.469,662.000,671.000,670.000
-991.311,678.000,664.000,662.000
-989.154,672.000,663.000,657.000
-986.997,686.000,672.000,665.000
-984.840,677.000,664.000,661.000
-982.683,669.000,663.000,667.000
-980.529,676.000,673.000,661.000
-978.373,675.000,668.000,663.000
-976.218,682.000,668.000,665.000
-974.063,677.000,670.000,670.000
-971.910,668.000,673.000,662.000
-969.757,677.000,667.000,670.000
-967.603,680.000,671.000,667.000
-965.451,674.000,672.000,661.000
-963.299,673.000,668.000,676.000
-961.148,675.000,666.000,676.000
-958.996,678.000,673.000,671.000
-956.845,683.000,683.000,675.000
-954.696,672.000,680.000,666.000
-952.546,680.000,668.000,670.000
-950.397,679.000,665.000,678.000
-948.248,676.000,673.000,669.000
-946.100,683.000,677.000,669.000
-943.952,674.000,671.000,663.000
-941.805,684.000,670.000,668.000
-939.657,689.000,668.000,674.000
-937.512,675.000,664.000,665.000
-935.366,678.000,667.000,667.000
-933.220,673.000,674.000,671.000
-931.075,683.000,675.000,666.000
-928.931,680.000,672.000,669.000
-926.787,691.000,672.000,666.000
-924.643,679.000,672.000,663.000
-922.499,686.000,674.000,671.000
-920.358,680.000,671.000,671.000
-918.215,677.000,676.000,663.000
-916.073,687.000,675.000,671.000
-913.932,677.000,674.000,669.000
-911.792,683.000,680.000,676.000
-909.651,691.000,674.000,669.000
-907.511,686.000,680.000,675.000
-905.371,688.000,679.000,673.000
-903.233,679.000,684.000,670.000
-901.094,687.000,684.000,672.000
-898.956,678.000,682.000,668.000
-896.818,685.000,678.000,672.000
-894.682,684.000,677.000,684.000
-892.545,684.000,680.000,670.000
-890.409,689.000,677.000,674.000
-888.273,690.000,675.000,663.000
-886.138,695.000,668.000,675.000
-884.003,703.000,685.000,675.000
-881.869,679.000,679.000,674.000
-879.735,679.000,679.000,674.000
-877.602,685.000,679.000,673.000
-875.469,695.000,677.000,674.000
-873.336,700.000,668.000,677.000
-871.204,692.000,679.000,670.000
-869.073,693.000,675.000,677.000
-866.942,690.000,681.000,663.000
-864.811,698.000,685.000,673.000
-862.681,696.000,675.000,678.000
-860.552,696.000,686.000,675.000
-858.422,682.000,680.000,676.000
-856.293,692.000,676.000,671.000
-854.165,699.000,680.000,676.000
-852.038,683.000,683.000,671.000
-849.910,693.000,680.000,674.000
-847.783,700.000,678.000,669.000
-845.656,698.000,683.000,664.000
-843.531,713.000,678.000,670.000
-841.405,698.000,685.000,680.000
-839.280,687.000,677.000,676.000
-837.155,688.000,684.000,670.000
-835.032,695.000,688.000,674.000
-832.908,696.000,681.000,674.000
-830.784,696.000,693.000,678.000
-828.661,711.000,689.000,677.000
-826.540,699.000,686.000,680.000
-824.418,687.000,683.000,676.000
-822.296,695.000,686.000,678.000
-820.175,704.000,686.000,674.000
-818.055,708.000,686.000,679.000
-815.935,698.000,678.000,685.000
-813.815,695.000,687.000,686.000
-811.695,701.000,683.000,674.000
-809.578,708.000,685.000,691.000
-807.459,702.000,682.000,685.000
-805.341,688.000,693.000,687.000
-803.224,696.000,671.000,672.000
-801.108,701.000,684.000,677.000
-798.991,703.000,692.000,681.000
-796.875,709.000,681.000,681.000
-794.759,699.000,689.000,686.000
-792.645,699.000,689.000,682.000
-790.530,704.000,683.000,681.000
-788.416,706.000,697.000,683.000
-786.302,705.000,690.000,683.000
-784.190,708.000,689.000,686.000
-782.077,710.000,689.000,681.000
-779.964,702.000,683.000,675.000
-777.852,711.000,683.000,685.000
-775.742,709.000,695.000,680.000
-773.630,711.000,683.000,692.000
-771.520,705.000,691.000,684.000
-769.409,713.000,689.000,678.000
-767.301,703.000,688.000,686.000
-765.191,706.000,699.000,683.000
-763.083,710.000,694.000,690.000
-760.974,712.000,695.000,688.000
-758.867,720.000,684.000,688.000
-756.760,707.000,695.000,678.000
-754.653,707.000,693.000,678.000
-752.546,708.000,701.000,682.000
-750.441,717.000,691.000,691.000
-748.335,708.000,698.000,687.000
-746.230,719.000,703.000,694.000
-744.125,706.000,696.000,682.000
-742.022,713.000,699.000,693.000
-739.918,706.000,693.000,689.000
-737.815,716.000,691.000,690.000
-735.712,721.000,690.000,693.000
-733.610,720.000,706.000,693.000
-731.508,714.000,702.000,689.000
-729.407,715.000,699.000,703.000
-727.305,717.000,704.000,697.000
-725.205,719.000,696.000,679.000
-723.104,714.000,695.000,689.000
-721.007,725.000,696.000,679.000
-718.907,712.000,701.000,692.000
-716.808,723.000,697.000,685.000
-714.710,715.000,698.000,693.000
-712.612,712.000,700.000,688.000
-710.514,716.000,693.000,691.000
-708.417,726.000,702.000,689.000
-706.321,720.000,699.000,695.000
-704.227,721.000,701.000,687.000
-702.131,728.000,701.000,690.000
-700.036,715.000,699.000,685.000
-697.941,728.000,708.000,695.000
-695.846,716.000,703.000,695.000
-693.752,734.000,705.000,689.000
-691.659,720.000,704.000,687.000
-689.566,724.000,687.000,692.000
-687.475,719.000,700.000,691.000
-685.383,725.000,707.000,696.000
-683.292,730.000,711.000,684.000
-681.200,721.000,702.000,691.000
-679.109,714.000,710.000,693.000
-677.019,730.000,711.000,697.000
-674.929,709.000,709.000,688.000
-672.840,734.000,707.000,687.000
-670.753,739.000,708.000,695.000
-668.664,720.000,706.000,691.000
-666.576,729.000,710.000,699.000
-664.488,727.000,699.000,695.000
-662.401,723.000,705.000,703.000
