Wavenumber,Intensity
649.9545,0.090073
650.1875,0.089201
650.4205,0.088661
650.6534,0.088498
650.8864,0.088560
651.1193,0.088564
651.3523,0.088241
651.5852,0.087465
651.8182,0.086314
652.0512,0.085012
652.2841,0.083814
652.5171,0.082893
652.7500,0.082288
652.9830,0.081918
653.2160,0.081659
653.4489,0.081425
653.6819,0.081211
653.9148,0.081078
654.1478,0.081089
654.3807,0.081249
654.6137,0.081485
654.8467,0.081678
655.0796,0.081734
655.3126,0.081650
655.5455,0.081521
655.7785,0.081495
656.0115,0.081685
656.2444,0.082105
656.4774,0.082648
656.7103,0.083133
656.9433,0.083390
657.1763,0.083337
657.4092,0.083014
657.6422,0.082545
657.8751,0.082060
658.1081,0.081632
658.3410,0.081257
658.5740,0.080883
658.8070,0.080475
659.0399,0.080066
659.2729,0.079758
659.5058,0.079674
659.7388,0.079887
659.9718,0.080365
660.2047,0.080965
660.4377,0.081495
660.6706,0.081799
660.9036,0.081833
661.1365,0.081684
661.3695,0.081517
661.6025,0.081485
661.8354,0.081663
662.0684,0.082008
662.3013,0.082401
662.5343,0.082716
662.7673,0.082890
663.0002,0.082954
663.2332,0.082995
663.4661,0.083091
663.6991,0.083247
663.9321,0.083384
664.1650,0.083373
664.3980,0.083110
664.6309,0.082587
664.8639,0.081903
665.0968,0.081226
665.3298,0.080721
665.5628,0.080482
665.7957,0.080503
666.0287,0.080706
666.2616,0.081002
666.4946,0.081358
666.7276,0.081841
666.9605,0.082604
667.1935,0.083828
667.4264,0.085594
667.6594,0.087707
667.8923,0.089623
668.1253,0.090703
668.3583,0.090683
668.5912,0.089825
668.8242,0.088628
669.0571,0.087487
669.2901,0.086583
669.5231,0.085915
669.7560,0.085383
669.9890,0.084870
670.2219,0.084300
670.4549,0.083677
670.6879,0.083065
670.9208,0.082553
671.1538,0.082200
671.3867,0.082008
671.6197,0.081927
671.8526,0.081890
672.0856,0.081849
672.3186,0.081803
672.5515,0.081789
672.7845,0.081850
673.0174,0.081997
673.2504,0.082199
673.4834,0.082393
673.7163,0.082522
673.9493,0.082568
674.1822,0.082565
674.4152,0.082576
674.6481,0.082658
674.8811,0.082822
675.1141,0.083029
675.3470,0.083214
675.5800,0.083324
675.8129,0.083356
676.0459,0.083359
676.2789,0.083405
676.5118,0.083547
676.7448,0.083778
676.9777,0.084030
677.2107,0.084207
677.4437,0.084238
677.6766,0.084119
677.9096,0.083915
678.1425,0.083729
678.3755,0.083641
678.6084,0.083665
678.8414,0.083737
679.0744,0.083751
679.3073,0.083615
679.5403,0.083301
679.7732,0.082860
680.0062,0.082391
680.2392,0.081984
680.4721,0.081674
680.7051,0.081430
680.9380,0.081177
681.1710,0.080849
681.4039,0.080436
681.6369,0.079992
681.8699,0.079607
682.1028,0.079353
