Wavenumber,Intensity
649.9545,0.100270
650.1875,0.099306
650.4205,0.098375
650.6534,0.097385
650.8864,0.096210
651.1193,0.094781
651.3523,0.093149
651.5852,0.091476
651.8182,0.089960
652.0512,0.088737
652.2841,0.087830
652.5171,0.087148
652.7500,0.086548
652.9830,0.085924
653.2160,0.085261
653.4489,0.084644
653.6819,0.084192
653.9148,0.083989
654.1478,0.084028
654.3807,0.084211
654.6137,0.084405
654.8467,0.084511
655.0796,0.084520
655.3126,0.084511
655.5455,0.084595
655.7785,0.084842
656.0115,0.085234
656.2444,0.085670
656.4774,0.086028
656.7103,0.086244
656.9433,0.086364
657.1763,0.086531
657.4092,0.086914
657.6422,0.087608
657.8751,0.088576
658.1081,0.089645
658.3410,0.090572
658.5740,0.091148
658.8070,0.091291
659.0399,0.091074
659.2729,0.090672
659.5058,0.090263
659.7388,0.089949
659.9718,0.089723
660.2047,0.089498
660.4377,0.089185
660.6706,0.088755
660.9036,0.088265
661.1365,0.087827
661.3695,0.087547
661.6025,0.087466
661.8354,0.087545
662.0684,0.087685
662.3013,0.087785
662.5343,0.087789
662.7673,0.087704
663.0002,0.087573
663.2332,0.087426
663.4661,0.087243
663.6991,0.086953
663.9321,0.086467
664.1650,0.085735
664.3980,0.084776
664.6309,0.083676
664.8639,0.082546
665.0968,0.081467
665.3298,0.080468
665.5628,0.079536
665.7957,0.078658
666.0287,0.077872
666.2616,0.077300
666.4946,0.077146
666.7276,0.077665
666.9605,0.079115
667.1935,0.081654
667.4264,0.085174
667.6594,0.089093
667.8923,0.092354
668.1253,0.093941
668.3583,0.093575
668.5912,0.091781
668.8242,0.089314
669.0571,0.086703
669.2901,0.084177
669.5231,0.081785
669.7560,0.079523
669.9890,0.077410
670.2219,0.075503
670.4549,0.073869
670.6879,0.072537
670.9208,0.071470
671.1538,0.070566
671.3867,0.069693
671.6197,0.068746
671.8526,0.067692
672.0856,0.066578
672.3186,0.065500
672.5515,0.064552
672.7845,0.063779
673.0174,0.063159
673.2504,0.062627
673.4834,0.062105
673.7163,0.061541
673.9493,0.060932
674.1822,0.060310
674.4152,0.059714
674.6481,0.059168
674.8811,0.058666
675.1141,0.058186
675.3470,0.057711
675.5800,0.057241
675.8129,0.056802
676.0459,0.056426
676.2789,0.056132
676.5118,0.055911
676.7448,0.055734
676.9777,0.055568
677.2107,0.055407
677.4437,0.055276
677.6766,0.055229
677.9096,0.055312
678.1425,0.055533
678.3755,0.055844
678.6084,0.056148
678.8414,0.056330
679.0744,0.056303
679.3073,0.056042
679.5403,0.055592
679.7732,0.055046
680.0062,0.054505
680.2392,0.054039
680.4721,0.053677
680.7051,0.053416
680.9380,0.053235
681.1710,0.053122
681.4039,0.053075
681.6369,0.053091
681.8699,0.053153
682.1028,0.053220
682.3358,0.053232
682.5687,0.053135
682.8017,0.052910
683.0347,0.052586
683.2676,0.052238
683.5006,0.051947
683.7335,0.051769
683.9665,0.051708
684.1995,0.051715
684.4324,0.051716
684.6654,0.051648
684.8983,0.051494
685.1313,0.051289
685.3642,0.051103
685.5972,0.051002
685.8302,0.051014
686.0631,0.051119
686.2961,0.051257
686.5290,0.051358
686.7620,0.051374
686.9950,0.051301
687.2279,0.051173
687.4609,0.051040
687.6938,0.050945
687.9268,0.050909
688.1597,0.050931
688.3927,0.051003
688.6257,0.051124
688.8586,0.051302
689.0916,0.051550
689.3245,0.051865
689.5575,0.052217
689.7905,0.052549
690.0234,0.052790
690.2564,0.052885
690.4893,0.052821
690.7223,0.052629
690.9553,0.052380
691.1882,0.052147
691.4212,0.051987
691.6541,0.051920
691.8871,0.051940
692.1200,0.052020
692.3530,0.052141
692.5860,0.052296
692.8189,0.052483
693.0519,0.052701
693.2848,0.052927
693.5178,0.053118
693.7508,0.053223
693.9837,0.053205
694.2167,0.053059
694.4496,0.052823
694.6826,0.052562
694.9155,0.052344
695.1485,0.052215
695.3815,0.052182
695.6144,0.052219
695.8474,0.052285
696.0803,0.052344
696.3133,0.052385
696.5463,0.052421
696.7792,0.052479
697.0122,0.052587
697.2451,0.052754
697.4781,0.052968
697.7111,0.053204
697.9440,0.053437
698.1770,0.053649
698.4099,0.053833
698.6429,0.053996
698.8758,0.054145
699.1088,0.054284
699.3418,0.054416
699.5747,0.054544
699.8077,0.054675
700.0406,0.054819
700.2736,0.054983
700.5066,0.055165
700.7395,0.055349
700.9725,0.055512
701.2054,0.055628
701.4384,0.055684
701.6713,0.055682
701.9043,0.055637
702.1373,0.055571
702.3702,0.055495
702.6032,0.055410
702.8361,0.055308
703.0691,0.055182
703.3021,0.055042
703.5350,0.054918
703.7680,0.054855
704.0009,0.054892
704.2339,0.055045
704.4669,0.055299
704.6998,0.055610
704.9328,0.055920
705.1657,0.056179
705.3987,0.056364
705.6316,0.056484
705.8646,0.056572
706.0976,0.056666
706.3305,0.056793
706.5635,0.056966
706.7964,0.057183
707.0294,0.057443
707.2624,0.057749
707.4953,0.058116
707.7283,0.058561
707.9612,0.059092
708.1942,0.059699
708.4271,0.060353
708.6601,0.061016
708.8931,0.061649
709.1260,0.062225
709.3590,0.062731
709.5919,0.063162
709.8249,0.063511
710.0579,0.063761
710.2908,0.063891
710.5238,0.063884
710.7567,0.063747
710.9897,0.063512
711.2227,0.063235
711.4556,0.062974
711.6886,0.062774
711.9215,0.062652
712.1545,0.062599
712.3874,0.062591
712.6204,0.062609
712.8534,0.062651
713.0863,0.062730
713.3193,0.062873
713.5522,0.063099
713.7852,0.063412
714.0182,0.063802
714.2511,0.064244
714.4841,0.064717
714.7170,0.065212
714.9500,0.065731
715.1829,0.066281
715.4159,0.066866
715.6489,0.067477
715.8818,0.068096
716.1148,0.068705
716.3477,0.069293
716.5807,0.069867
716.8137,0.070440
717.0466,0.071023
717.2796,0.071611
717.5125,0.072179
717.7455,0.072691
717.9785,0.073114
718.2114,0.073441
718.4444,0.073693
718.6773,0.073913
718.9103,0.074146
719.1432,0.074414
719.3762,0.074703
719.6092,0.074974
719.8421,0.075176
720.0751,0.075275
720.3080,0.075273
720.5410,0.075204
720.7740,0.075116
721.0069,0.075053
721.2399,0.075033
721.4728,0.075051
721.7058,0.075094
721.9387,0.075153
722.1717,0.075238
722.4047,0.075374
722.6376,0.075582
722.8706,0.075865
723.1035,0.076195
723.3365,0.076525
723.5695,0.076802
723.8024,0.076996
724.0354,0.077116
724.2683,0.077198
724.5013,0.077294
724.7343,0.077442
724.9672,0.077649
725.2002,0.077895
725.4331,0.078151
725.6661,0.078400
725.8990,0.078656
726.1320,0.078965
726.3650,0.079382
726.5979,0.079954
726.8309,0.080694
727.0638,0.081584
727.2968,0.082585
727.5298,0.083661
727.7627,0.084795
727.9957,0.085991
728.2286,0.087260
728.4616,0.088601
728.6945,0.089975
728.9275,0.091313
729.1605,0.092518
729.3934,0.093504
729.6264,0.094206
729.8593,0.094596
730.0923,0.094671
730.3253,0.094432
730.5582,0.093870
730.7912,0.092968
731.0241,0.091723
731.2571,0.090160
731.4901,0.088350
731.7230,0.086399
731.9560,0.084420
732.1889,0.082508
732.4219,0.080720
732.6548,0.079077
732.8878,0.077575
733.1208,0.076206
733.3537,0.074972
733.5867,0.073881
733.8196,0.072935
734.0526,0.072124
734.2856,0.071414
734.5185,0.070758
734.7515,0.070116
734.9844,0.069472
735.2174,0.068838
735.4503,0.068254
735.6833,0.067762
735.9163,0.067387
736.1492,0.067125
736.3822,0.066948
736.6151,0.066817
736.8481,0.066704
737.0811,0.066604
737.3140,0.066531
737.5470,0.066506
737.7799,0.066539
738.0129,0.066620
738.2459,0.066719
738.4788,0.066811
738.7118,0.066889
738.9447,0.066975
739.1777,0.067120
739.4106,0.067374
739.6436,0.067770
739.8766,0.068300
740.1095,0.068920
740.3425,0.069566
740.5754,0.070182
740.8084,0.070746
741.0414,0.071271
741.2743,0.071801
741.5073,0.072383
741.7402,0.073044
741.9732,0.073785
742.2061,0.074586
742.4391,0.075417
742.6721,0.076262
742.9050,0.077121
743.1380,0.078007
743.3709,0.078934
743.6039,0.079901
743.8369,0.080892
744.0698,0.081887
744.3028,0.082875
744.5357,0.083868
744.7687,0.084902
745.0017,0.086023
745.2346,0.087265
745.4676,0.088633
745.7005,0.090095
745.9335,0.091597
746.1664,0.093073
746.3994,0.094472
746.6324,0.095759
746.8653,0.096908
747.0983,0.097888
747.3312,0.098655
747.5642,0.099147
747.7972,0.099312
748.0301,0.099123
748.2631,0.098606
748.4960,0.097833
748.7290,0.096906
748.9619,0.095929
749.1949,0.094989
749.4279,0.094142
749.6608,0.093422
749.8938,0.092849
750.1267,0.092436
750.3597,0.092187
750.5927,0.092076
750.8256,0.092043
751.0586,0.091988
751.2915,0.091788
751.5245,0.091327
751.7575,0.090534
751.9904,0.089398
752.2234,0.087971
752.4563,0.086340
752.6893,0.084599
752.9222,0.082816
753.1552,0.081036
753.3882,0.079285
753.6211,0.077590
753.8541,0.075991
754.0870,0.074539
754.3200,0.073278
754.5530,0.072227
754.7859,0.071370
755.0189,0.070656
755.2518,0.070024
755.4848,0.069422
755.7177,0.068834
755.9507,0.068280
756.1837,0.067801
756.4166,0.067435
756.6496,0.067197
756.8825,0.067062
757.1155,0.066985
757.3485,0.066910
757.5814,0.066802
757.8144,0.066659
758.0473,0.066508
758.2803,0.066387
758.5132,0.066331
758.7462,0.066352
758.9792,0.066442
759.2121,0.066575
759.4451,0.066729
759.6780,0.066891
759.9110,0.067062
760.1440,0.067251
760.3769,0.067463
760.6099,0.067696
760.8428,0.067938
761.0758,0.068175
761.3088,0.068403
761.5417,0.068625
761.7747,0.068857
762.0076,0.069115
762.2406,0.069410
762.4735,0.069739
762.7065,0.070093
762.9395,0.070463
763.1724,0.070842
763.4054,0.071236
763.6383,0.071653
763.8713,0.072101
764.1043,0.072576
764.3372,0.073066
764.5702,0.073554
764.8031,0.074032
765.0361,0.074503
765.2690,0.074987
765.5020,0.075507
765.7350,0.076083
765.9679,0.076715
766.2009,0.077385
766.4338,0.078064
766.6668,0.078720
766.8998,0.079337
767.1327,0.079915
767.3657,0.080467
767.5986,0.081006
767.8316,0.081536
768.0646,0.082044
768.2975,0.082508
768.5305,0.082904
768.7634,0.083214
768.9964,0.083438
769.2293,0.083584
769.4623,0.083661
769.6953,0.083677
769.9282,0.083633
770.1612,0.083528
770.3941,0.083369
770.6271,0.083174
770.8601,0.082971
771.0930,0.082791
771.3260,0.082654
771.5589,0.082568
771.7919,0.082527
772.0248,0.082516
772.2578,0.082527
772.4908,0.082557
772.7237,0.082613
772.9567,0.082706
773.1896,0.082838
773.4226,0.083002
773.6556,0.083183
773.8885,0.083366
774.1215,0.083546
774.3544,0.083731
774.5874,0.083937
774.8204,0.084180
775.0533,0.084462
775.2863,0.084769
775.5192,0.085074
775.7522,0.085348
775.9851,0.085576
776.2181,0.085761
776.4511,0.085921
776.6840,0.086080
776.9170,0.086246
777.1499,0.086412
777.3829,0.086556
777.6159,0.086652
777.8488,0.086685
778.0818,0.086661
778.3147,0.086609
778.5477,0.086560
778.7806,0.086542
779.0136,0.086567
779.2466,0.086628
779.4795,0.086717
779.7125,0.086827
779.9454,0.086968
780.1784,0.087163
780.4114,0.087434
780.6443,0.087795
780.8773,0.088246
781.1102,0.088768
781.3432,0.089342
781.5762,0.089957
781.8091,0.090618
782.0421,0.091339
782.2750,0.092134
782.5080,0.093001
782.7409,0.093912
782.9739,0.094822
783.2069,0.095678
783.4398,0.096441
783.6728,0.097097
783.9057,0.097655
784.1387,0.098137
784.3717,0.098552
784.6046,0.098894
784.8376,0.099132
785.0705,0.099232
785.3035,0.099176
785.5364,0.098971
785.7694,0.098655
786.0024,0.098286
786.2353,0.097914
786.4683,0.097576
786.7012,0.097285
786.9342,0.097039
787.1672,0.096838
787.4001,0.096690
787.6331,0.096617
787.8660,0.096643
788.0990,0.096785
788.3320,0.097039
788.5649,0.097382
788.7979,0.097779
789.0308,0.098198
789.2638,0.098618
789.4967,0.099033
789.7297,0.099444
789.9627,0.099852
790.1956,0.100246
790.4286,0.100608
790.6615,0.100919
790.8945,0.101175
791.1275,0.101385
791.3604,0.101574
791.5934,0.101768
