Wavenumber,Intensity
649.9545,0.077091
650.1875,0.076629
650.4205,0.076400
650.6534,0.076244
650.8864,0.075957
651.1193,0.075404
651.3523,0.074606
651.5852,0.073724
651.8182,0.072963
652.0512,0.072447
652.2841,0.072152
652.5171,0.071921
652.7500,0.071559
652.9830,0.070950
653.2160,0.070127
653.4489,0.069267
653.6819,0.068587
653.9148,0.068233
654.1478,0.068213
654.3807,0.068400
654.6137,0.068615
654.8467,0.068714
655.0796,0.068667
655.3126,0.068552
655.5455,0.068490
655.7785,0.068562
656.0115,0.068752
656.2444,0.068965
656.4774,0.069087
656.7103,0.069062
656.9433,0.068941
657.1763,0.068855
657.4092,0.068941
657.6422,0.069255
657.8751,0.069739
658.1081,0.070241
658.3410,0.070593
658.5740,0.070697
658.8070,0.070579
659.0399,0.070367
659.2729,0.070214
659.5058,0.070215
659.7388,0.070351
659.9718,0.070516
660.2047,0.070582
660.4377,0.070483
660.6706,0.070254
660.9036,0.070014
661.1365,0.069891
661.3695,0.069942
661.6025,0.070119
661.8354,0.070295
662.0684,0.070338
662.3013,0.070188
662.5343,0.069906
662.7673,0.069649
663.0002,0.069586
663.2332,0.069820
663.4661,0.070335
663.6991,0.071012
663.9321,0.071689
664.1650,0.072231
664.3980,0.072582
664.6309,0.072760
664.8639,0.072801
665.0968,0.072705
665.3298,0.072409
665.5628,0.071821
665.7957,0.070886
666.0287,0.069657
666.2616,0.068317
666.4946,0.067155
666.7276,0.066505
666.9605,0.066674
667.1935,0.067868
667.4264,0.070093
667.6594,0.073012
667.8923,0.075922
668.1253,0.078052
668.3583,0.079051
668.5912,0.079114
668.8242,0.078657
669.0571,0.077986
669.2901,0.077230
669.5231,0.076402
669.7560,0.075498
669.9890,0.074547
670.2219,0.073622
670.4549,0.072807
670.6879,0.072157
670.9208,0.071670
671.1538,0.071295
671.3867,0.070970
671.6197,0.070661
671.8526,0.070386
672.0856,0.070193
672.3186,0.070118
672.5515,0.070146
672.7845,0.070195
673.0174,0.070151
673.2504,0.069922
673.4834,0.069492
673.7163,0.068944
673.9493,0.068428
674.1822,0.068094
674.4152,0.068023
674.6481,0.068192
674.8811,0.068500
675.1141,0.068817
675.3470,0.069050
675.5800,0.069179
675.8129,0.069252
676.0459,0.069340
676.2789,0.069485
676.5118,0.069669
676.7448,0.069823
676.9777,0.069873
677.2107,0.069786
677.4437,0.069592
677.6766,0.069371
677.9096,0.069208
