Wavenumber,Intensity
649.9545,0.113844
650.1875,0.112249
650.4205,0.110910
650.6534,0.109888
650.8864,0.109059
651.1193,0.108207
651.3523,0.107153
651.5852,0.105863
651.8182,0.104470
652.0512,0.103192
652.2841,0.102209
652.5171,0.101578
652.7500,0.101210
652.9830,0.100938
653.2160,0.100604
653.4489,0.100154
653.6819,0.099653
653.9148,0.099232
654.1478,0.099000
654.3807,0.098977
654.6137,0.099087
654.8467,0.099200
655.0796,0.099217
655.3126,0.099128
655.5455,0.099019
655.7785,0.099006
656.0115,0.099165
656.2444,0.099469
656.4774,0.099801
656.7103,0.100011
656.9433,0.100008
657.1763,0.099818
657.4092,0.099582
657.6422,0.099485
657.8751,0.099659
658.1081,0.100120
658.3410,0.100761
658.5740,0.101400
658.8070,0.101869
659.0399,0.102087
659.2729,0.102069
659.5058,0.101890
659.7388,0.101613
659.9718,0.101247
660.2047,0.100754
660.4377,0.100104
660.6706,0.099338
660.9036,0.098594
661.1365,0.098072
661.3695,0.097952
661.6025,0.098305
661.8354,0.099051
662.0684,0.099979
662.3013,0.100831
662.5343,0.101410
662.7673,0.101662
663.0002,0.101679
663.2332,0.101632
663.4661,0.101665
663.6991,0.101818
663.9321,0.102015
664.1650,0.102115
664.3980,0.101997
664.6309,0.101633
664.8639,0.101097
665.0968,0.100522
665.3298,0.100027
665.5628,0.099662
665.7957,0.099409
666.0287,0.099223
666.2616,0.099109
666.4946,0.099175
666.7276,0.099652
666.9605,0.100861
667.1935,0.103111
667.4264,0.106504
667.6594,0.110662
667.8923,0.114596
668.1253,0.117126
668.3583,0.117686
668.5912,0.116638
668.8242,0.114779
669.0571,0.112768
669.2901,0.110920
669.5231,0.109278
669.7560,0.107755
669.9890,0.106254
670.2219,0.104752
670.4549,0.103316
670.6879,0.102067
670.9208,0.101105
671.1538,0.100455
671.3867,0.100039
671.6197,0.099711
671.8526,0.099324
672.0856,0.098796
672.3186,0.098145
672.5515,0.097464
672.7845,0.096861
673.0174,0.096398
673.2504,0.096066
673.4834,0.095795
673.7163,0.095501
673.9493,0.095136
674.1822,0.094718
674.4152,0.094317
674.6481,0.094011
674.8811,0.093846
675.1141,0.093814
675.3470,0.093863
675.5800,0.093925
675.8129,0.093957
676.0459,0.093950
676.2789,0.093919
676.5118,0.093877
676.7448,0.093807
676.9777,0.093663
677.2107,0.093395
677.4437,0.092992
677.6766,0.092500
677.9096,0.092027
678.1425,0.091696
678.3755,0.091594
678.6084,0.091731
678.8414,0.092036
679.0744,0.092381
679.3073,0.092633
679.5403,0.092711
679.7732,0.092602
680.0062,0.092354
680.2392,0.092033
680.4721,0.091688
680.7051,0.091324
680.9380,0.090920
681.1710,0.090454
681.4039,0.089926
681.6369,0.089371
681.8699,0.088845
682.1028,0.088395
682.3358,0.088038
682.5687,0.087762
682.8017,0.087535
683.0347,0.087331
683.2676,0.087145
683.5006,0.086993
683.7335,0.086894
683.9665,0.086844
684.1995,0.086807
684.4324,0.086724
684.6654,0.086539
684.8983,0.086229
685.1313,0.085820
685.3642,0.085379
685.5972,0.084976
685.8302,0.084651
686.0631,0.084398
686.2961,0.084171
686.5290,0.083913
686.7620,0.083598
686.9950,0.083249
687.2279,0.082928
687.4609,0.082706
687.6938,0.082624
687.9268,0.082668
688.1597,0.082776
688.3927,0.082866
688.6257,0.082877
688.8586,0.082799
689.0916,0.082669
689.3245,0.082550
689.5575,0.082486
689.7905,0.082479
690.0234,0.082491
690.2564,0.082461
690.4893,0.082349
690.7223,0.082157
690.9553,0.081933
691.1882,0.081736
691.4212,0.081609
691.6541,0.081549
691.8871,0.081511
692.1200,0.081431
692.3530,0.081269
692.5860,0.081035
692.8189,0.080788
693.0519,0.080616
693.2848,0.080585
693.5178,0.080715
693.7508,0.080963
693.9837,0.081240
694.2167,0.081453
694.4496,0.081537
694.6826,0.081478
694.9155,0.081306
695.1485,0.081072
695.3815,0.080822
695.6144,0.080581
695.8474,0.080361
696.0803,0.080166
696.3133,0.080008
696.5463,0.079905
696.7792,0.079867
697.0122,0.079882
697.2451,0.079914
697.4781,0.079907
697.7111,0.079811
697.9440,0.079605
698.1770,0.079318
698.4099,0.079010
698.6429,0.078757
698.8758,0.078609
699.1088,0.078574
699.3418,0.078622
699.5747,0.078696
699.8077,0.078749
700.0406,0.078758
700.2736,0.078729
700.5066,0.078682
700.7395,0.078625
700.9725,0.078543
701.2054,0.078400
701.4384,0.078157
701.6713,0.077803
701.9043,0.077373
702.1373,0.076934
702.3702,0.076569
702.6032,0.076337
702.8361,0.076248
703.0691,0.076269
703.3021,0.076331
703.5350,0.076370
703.7680,0.076352
704.0009,0.076281
704.2339,0.076198
704.4669,0.076148
704.6998,0.076162
704.9328,0.076245
705.1657,0.076373
705.3987,0.076514
705.6316,0.076643
705.8646,0.076747
706.0976,0.076828
706.3305,0.076889
706.5635,0.076929
706.7964,0.076943
707.0294,0.076928
707.2624,0.076893
707.4953,0.076863
707.7283,0.076873
707.9612,0.076949
708.1942,0.077097
708.4271,0.077295
708.6601,0.077500
708.8931,0.077670
709.1260,0.077778
709.3590,0.077826
709.5919,0.077836
709.8249,0.077838
710.0579,0.077842
710.2908,0.077840
710.5238,0.077804
710.7567,0.077711
710.9897,0.077559
711.2227,0.077377
711.4556,0.077214
711.6886,0.077119
711.9215,0.077113
712.1545,0.077182
712.3874,0.077280
712.6204,0.077354
712.8534,0.077366
713.0863,0.077315
713.3193,0.077229
713.5522,0.077155
713.7852,0.077127
714.0182,0.077156
714.2511,0.077228
714.4841,0.077319
714.7170,0.077412
714.9500,0.077508
715.1829,0.077626
715.4159,0.077787
715.6489,0.077995
715.8818,0.078228
716.1148,0.078448
716.3477,0.078614
716.5807,0.078710
716.8137,0.078755
717.0466,0.078792
717.2796,0.078873
717.5125,0.079029
717.7455,0.079261
717.9785,0.079536
718.2114,0.079810
718.4444,0.080055
718.6773,0.080270
718.9103,0.080483
719.1432,0.080730
719.3762,0.081036
719.6092,0.081391
719.8421,0.081751
720.0751,0.082056
720.3080,0.082256
720.5410,0.082330
720.7740,0.082293
721.0069,0.082186
721.2399,0.082052
721.4728,0.081921
721.7058,0.081808
721.9387,0.081716
722.1717,0.081657
