Wavenumber,Intensity
649.9545,0.099400
650.1875,0.098688
650.4205,0.098076
650.6534,0.097711
650.8864,0.097572
651.1193,0.097465
651.3523,0.097124
651.5852,0.096359
651.8182,0.095166
652.0512,0.093742
652.2841,0.092377
652.5171,0.091319
652.7500,0.090666
652.9830,0.090327
653.2160,0.090101
653.4489,0.089797
653.6819,0.089356
653.9148,0.088878
654.1478,0.088564
654.3807,0.088590
654.6137,0.089007
654.8467,0.089702
655.0796,0.090451
655.3126,0.091037
655.5455,0.091356
655.7785,0.091451
656.0115,0.091462
656.2444,0.091525
656.4774,0.091689
656.7103,0.091888
656.9433,0.092000
657.1763,0.091934
657.4092,0.091707
657.6422,0.091445
657.8751,0.091319
658.1081,0.091445
658.3410,0.091812
658.5740,0.092276
658.8070,0.092632
659.0399,0.092727
659.2729,0.092548
659.5058,0.092221
659.7388,0.091943
659.9718,0.091869
660.2047,0.092031
660.4377,0.092318
660.6706,0.092550
660.9036,0.092578
661.1365,0.092375
661.3695,0.092043
661.6025,0.091761
661.8354,0.091678
662.0684,0.091845
662.3013,0.092185
662.5343,0.092552
662.7673,0.092820
663.0002,0.092962
663.2332,0.093056
663.4661,0.093232
663.6991,0.093584
663.9321,0.094098
664.1650,0.094651
664.3980,0.095069
664.6309,0.095218
664.8639,0.095083
665.0968,0.094764
665.3298,0.094426
665.5628,0.094209
665.7957,0.094168
666.0287,0.094266
666.2616,0.094425
666.4946,0.094614
666.7276,0.094917
666.9605,0.095565
667.1935,0.096883
667.4264,0.099135
667.6594,0.102231
667.8923,0.105480
668.1253,0.107805
668.3583,0.108476
668.5912,0.107592
668.8242,0.105803
669.0571,0.103791
669.2901,0.101997
669.5231,0.100597
669.7560,0.099575
669.9890,0.098818
670.2219,0.098200
670.4549,0.097646
670.6879,0.097152
670.9208,0.096752
671.1538,0.096470
671.3867,0.096270
671.6197,0.096061
671.8526,0.095737
672.0856,0.095244
672.3186,0.094628
672.5515,0.094022
672.7845,0.093584
673.0174,0.093417
673.2504,0.093511
673.4834,0.093742
673.7163,0.093929
673.9493,0.093924
674.1822,0.093687
674.4152,0.093301
674.6481,0.092921
674.8811,0.092689
675.1141,0.092662
675.3470,0.092787
675.5800,0.092938
675.8129,0.092989
676.0459,0.092883
676.2789,0.092657
676.5118,0.092409
676.7448,0.092234
676.9777,0.092166
677.2107,0.092165
677.4437,0.092147
677.6766,0.092042
677.9096,0.091850
678.1425,0.091644
678.3755,0.091529
678.6084,0.091579
678.8414,0.091785
679.0744,0.092048
679.3073,0.092220
679.5403,0.092178
679.7732,0.091886
680.0062,0.091406
680.2392,0.090855
680.4721,0.090344
680.7051,0.089920
680.9380,0.089551
681.1710,0.089157
681.4039,0.088664
681.6369,0.088057
681.8699,0.087387
682.1028,0.086741
682.3358,0.086186
682.5687,0.085734
682.8017,0.085330
683.0347,0.084895
683.2676,0.084376
683.5006,0.083790
683.7335,0.083224
683.9665,0.082795
684.1995,0.082587
684.4324,0.082609
684.6654,0.082785
684.8983,0.082987
685.1313,0.083101
685.3642,0.083074
685.5972,0.082932
685.8302,0.082742
686.0631,0.082562
686.2961,0.082405
686.5290,0.082227
686.7620,0.081967
686.9950,0.081593
687.2279,0.081140
687.4609,0.080704
687.6938,0.080400
687.9268,0.080295
688.1597,0.080373
688.3927,0.080530
688.6257,0.080623
688.8586,0.080538
689.0916,0.080252
689.3245,0.079833
689.5575,0.079406
689.7905,0.079078
690.0234,0.078889
690.2564,0.078793
690.4893,0.078698
690.7223,0.078520
690.9553,0.078239
691.1882,0.077914
691.4212,0.077645
691.6541,0.077516
691.8871,0.077545
692.1200,0.077669
692.3530,0.077773
692.5860,0.077753
692.8189,0.077571
693.0519,0.077276
693.2848,0.076973
693.5178,0.076767
693.7508,0.076711
693.9837,0.076775
694.2167,0.076872
694.4496,0.076908
694.6826,0.076834
694.9155,0.076674
695.1485,0.076500
695.3815,0.076396
695.6144,0.076406
695.8474,0.076514
696.0803,0.076654
696.3133,0.076751
696.5463,0.076763
696.7792,0.076694
697.0122,0.076584
697.2451,0.076475
697.4781,0.076379
697.7111,0.076272
697.9440,0.076112
698.1770,0.075879
698.4099,0.075601
698.6429,0.075351
698.8758,0.075212
699.1088,0.075236
699.3418,0.075404
699.5747,0.075630
699.8077,0.075793
700.0406,0.075798
700.2736,0.075621
700.5066,0.075323
700.7395,0.075012
700.9725,0.074795
701.2054,0.074720
701.4384,0.074759
701.6713,0.074829
701.9043,0.074837
702.1373,0.074732
702.3702,0.074533
702.6032,0.074310
702.8361,0.074143
703.0691,0.074082
703.3021,0.074124
703.5350,0.074215
703.7680,0.074291
704.0009,0.074311
704.2339,0.074276
704.4669,0.074222
704.6998,0.074186
704.9328,0.074181
705.1657,0.074183
705.3987,0.074147
705.6316,0.074040
705.8646,0.073868
706.0976,0.073680
706.3305,0.073551
706.5635,0.073544
706.7964,0.073677
707.0294,0.073918
707.2624,0.074196
707.4953,0.074446
707.7283,0.074636
707.9612,0.074780
708.1942,0.074920
708.4271,0.075092
708.6601,0.075299
708.8931,0.075504
709.1260,0.075647
709.3590,0.075684
709.5919,0.075617
709.8249,0.075493
710.0579,0.075388
710.2908,0.075364
710.5238,0.075444
710.7567,0.075599
710.9897,0.075766
711.2227,0.075885
711.4556,0.075926
711.6886,0.075896
711.9215,0.075828
712.1545,0.075750
712.3874,0.075665
712.6204,0.075554
712.8534,0.075393
713.0863,0.075186
713.3193,0.074979
713.5522,0.074848
713.7852,0.074867
714.0182,0.075067
714.2511,0.075408
714.4841,0.075791
714.7170,0.076092
714.9500,0.076225
715.1829,0.076175
715.4159,0.076008
715.6489,0.075838
715.8818,0.075769
716.1148,0.075858
716.3477,0.076089
716.5807,0.076394
716.8137,0.076695
717.0466,0.076944
717.2796,0.077144
717.5125,0.077335
717.7455,0.077559
717.9785,0.077830
718.2114,0.078123
718.4444,0.078382
718.6773,0.078558
718.9103,0.078637
719.1432,0.078650
719.3762,0.078655
719.6092,0.078708
719.8421,0.078832
720.0751,0.079009
720.3080,0.079193
720.5410,0.079342
720.7740,0.079441
721.0069,0.079513
721.2399,0.079596
721.4728,0.079721
721.7058,0.079889
721.9387,0.080069
722.1717,0.080219
722.4047,0.080314
722.6376,0.080368
722.8706,0.080432
723.1035,0.080566
723.3365,0.080806
723.5695,0.081143
723.8024,0.081521
724.0354,0.081861
724.2683,0.082105
724.5013,0.082241
724.7343,0.082303
724.9672,0.082358
725.2002,0.082462
725.4331,0.082639
725.6661,0.082872
725.8990,0.083128
726.1320,0.083382
726.3650,0.083645
726.5979,0.083958
726.8309,0.084374
727.0638,0.084926
727.2968,0.085602
727.5298,0.086354
727.7627,0.087119
727.9957,0.087860
728.2286,0.088582
728.4616,0.089335
728.6945,0.090181
728.9275,0.091154
729.1605,0.092236
729.3934,0.093353
729.6264,0.094404
729.8593,0.095306
730.0923,0.096020
730.3253,0.096557
730.5582,0.096950
730.7912,0.097222
731.0241,0.097362
731.2571,0.097334
731.4901,0.097096
731.7230,0.096641
731.9560,0.096010
732.1889,0.095284
732.4219,0.094549
732.6548,0.093857
732.8878,0.093207
733.1208,0.092549
733.3537,0.091822
733.5867,0.090987
733.8196,0.090058
734.0526,0.089093
734.2856,0.088166
734.5185,0.087329
734.7515,0.086587
734.9844,0.085898
735.2174,0.085201
735.4503,0.084455
735.6833,0.083664
735.9163,0.082875
736.1492,0.082152
736.3822,0.081544
736.6151,0.081054
736.8481,0.080645
737.0811,0.080259
737.3140,0.079851
737.5470,0.079417
737.7799,0.078991
738.0129,0.078623
738.2459,0.078343
738.4788,0.078142
738.7118,0.077970
738.9447,0.077767
739.1777,0.077495
739.4106,0.077165
739.6436,0.076836
739.8766,0.076581
740.1095,0.076455
740.3425,0.076459
740.5754,0.076542
740.8084,0.076627
741.0414,0.076653
741.2743,0.076608
741.5073,0.076537
741.7402,0.076517
741.9732,0.076614
742.2061,0.076855
742.4391,0.077208
742.6721,0.077604
742.9050,0.077973
743.1380,0.078278
743.3709,0.078530
743.6039,0.078777
743.8369,0.079069
744.0698,0.079434
744.3028,0.079869
744.5357,0.080341
744.7687,0.080821
745.0017,0.081301
745.2346,0.081798
745.4676,0.082341
745.7005,0.082942
745.9335,0.083581
746.1664,0.084205
746.3994,0.084751
746.6324,0.085178
746.8653,0.085485
747.0983,0.085714
747.3312,0.085916
747.5642,0.086124
747.7972,0.086326
748.0301,0.086471
748.2631,0.086494
748.4960,0.086357
748.7290,0.086078
748.9619,0.085729
749.1949,0.085412
749.4279,0.085216
749.6608,0.085185
749.8938,0.085312
750.1267,0.085547
750.3597,0.085839
750.5927,0.086156
750.8256,0.086500
751.0586,0.086887
751.2915,0.087321
751.5245,0.087772
751.7575,0.088172
751.9904,0.088441
752.2234,0.088519
752.4563,0.088392
752.6893,0.088100
752.9222,0.087711
753.1552,0.087293
753.3882,0.086879
753.6211,0.086469
753.8541,0.086036
754.0870,0.085560
754.3200,0.085048
754.5530,0.084543
754.7859,0.084100
755.0189,0.083764
755.2518,0.083542
755.4848,0.083403
755.7177,0.083290
755.9507,0.083153
756.1837,0.082972
756.4166,0.082768
756.6496,0.082586
756.8825,0.082468
757.1155,0.082433
757.3485,0.082466
757.5814,0.082533
757.8144,0.082600
758.0473,0.082654
758.2803,0.082709
758.5132,0.082793
758.7462,0.082923
758.9792,0.083093
759.2121,0.083273
759.4451,0.083425
759.6780,0.083529
759.9110,0.083601
760.1440,0.083686
760.3769,0.083841
760.6099,0.084100
760.8428,0.084457
761.0758,0.084862
761.3088,0.085247
761.5417,0.085556
761.7747,0.085775
762.0076,0.085935
762.2406,0.086098
762.4735,0.086324
762.7065,0.086643
762.9395,0.087046
763.1724,0.087492
763.4054,0.087938
763.6383,0.088358
763.8713,0.088755
764.1043,0.089148
764.3372,0.089558
764.5702,0.089987
764.8031,0.090417
765.0361,0.090820
765.2690,0.091180
765.5020,0.091505
765.7350,0.091827
765.9679,0.092186
766.2009,0.092604
766.4338,0.093071
766.6668,0.093547
766.8998,0.093980
767.1327,0.094331
767.3657,0.094593
767.5986,0.094792
767.8316,0.094967
768.0646,0.095150
768.2975,0.095347
768.5305,0.095538
768.7634,0.095693
768.9964,0.095792
769.2293,0.095842
769.4623,0.095868
769.6953,0.095902
769.9282,0.095954
770.1612,0.096006
770.3941,0.096012
770.6271,0.095926
770.8601,0.095723
771.0930,0.095418
771.3260,0.095062
771.5589,0.094716
771.7919,0.094425
772.0248,0.094202
772.2578,0.094028
772.4908,0.093866
772.7237,0.093689
772.9567,0.093494
773.1896,0.093306
773.4226,0.093155
773.6556,0.093060
773.8885,0.093016
774.1215,0.092991
774.3544,0.092953
774.5874,0.092885
774.8204,0.092800
775.0533,0.092736
775.2863,0.092732
775.5192,0.092807
775.7522,0.092946
775.9851,0.093104
776.2181,0.093233
776.4511,0.093304
776.6840,0.093323
776.9170,0.093329
777.1499,0.093368
777.3829,0.093469
777.6159,0.093625
777.8488,0.093803
778.0818,0.093962
778.3147,0.094083
778.5477,0.094180
