Wavenumber,Intensity
649.9545,0.085271
650.1875,0.084645
650.4205,0.084434
650.6534,0.084518
650.8864,0.084637
651.1193,0.084514
651.3523,0.083989
651.5852,0.083088
651.8182,0.081998
652.0512,0.080953
652.2841,0.080120
652.5171,0.079537
652.7500,0.079125
652.9830,0.078763
653.2160,0.078374
653.4489,0.077980
653.6819,0.077685
653.9148,0.077596
654.1478,0.077754
654.3807,0.078084
654.6137,0.078424
654.8467,0.078603
655.0796,0.078537
655.3126,0.078271
655.5455,0.077965
655.7785,0.077801
656.0115,0.077890
656.2444,0.078217
656.4774,0.078650
656.7103,0.079005
656.9433,0.079145
657.1763,0.079040
657.4092,0.078771
657.6422,0.078469
657.8751,0.078238
658.1081,0.078108
658.3410,0.078031
658.5740,0.077934
658.8070,0.077781
659.0399,0.077605
659.2729,0.077502
659.5058,0.077572
659.7388,0.077850
659.9718,0.078278
660.2047,0.078718
660.4377,0.079016
660.6706,0.079082
660.9036,0.078938
661.1365,0.078705
661.3695,0.078536
661.6025,0.078545
661.8354,0.078754
662.0684,0.079088
662.3013,0.079420
662.5343,0.079637
662.7673,0.079694
663.0002,0.079627
663.2332,0.079511
663.4661,0.079413
663.6991,0.079351
663.9321,0.079290
664.1650,0.079171
664.3980,0.078948
664.6309,0.078618
664.8639,0.078210
665.0968,0.077760
665.3298,0.077285
665.5628,0.076768
665.7957,0.076188
666.0287,0.075557
666.2616,0.074955
666.4946,0.074544
666.7276,0.074552
666.9605,0.075236
667.1935,0.076803
667.4264,0.079275
667.6594,0.082296
667.8923,0.085080
668.1253,0.086758
668.3583,0.086983
668.5912,0.086089
668.8242,0.084683
669.0571,0.083225
669.2901,0.081916
669.5231,0.080768
669.7560,0.079714
669.9890,0.078691
670.2219,0.077686
670.4549,0.076744
670.6879,0.075930
670.9208,0.075290
671.1538,0.074816
671.3867,0.074445
671.6197,0.074088
671.8526,0.073674
672.0856,0.073189
672.3186,0.072677
672.5515,0.072216
672.7845,0.071873
673.0174,0.071664
673.2504,0.071551
673.4834,0.071458
673.7163,0.071313
673.9493,0.071081
674.1822,0.070778
674.4152,0.070463
674.6481,0.070201
674.8811,0.070034
675.1141,0.069972
675.3470,0.069991
675.5800,0.070059
675.8129,0.070148
676.0459,0.070243
676.2789,0.070339
676.5118,0.070421
676.7448,0.070463
676.9777,0.070426
677.2107,0.070281
677.4437,0.070023
677.6766,0.069685
677.9096,0.069325
678.1425,0.069002
678.3755,0.068750
678.6084,0.068568
678.8414,0.068429
679.0744,0.068297
679.3073,0.068155
679.5403,0.068012
679.7732,0.067900
680.0062,0.067843
680.2392,0.067842
680.4721,0.067859
680.7051,0.067831
680.9380,0.067698
681.1710,0.067431
681.4039,0.067050
681.6369,0.066620
681.8699,0.066217
682.1028,0.065904
682.3358,0.065708
682.5687,0.065617
682.8017,0.065598
683.0347,0.065612
683.2676,0.065633
683.5006,0.065648
683.7335,0.065644
683.9665,0.065599
684.1995,0.065476
684.4324,0.065235
684.6654,0.064853
684.8983,0.064347
685.1313,0.063777
685.3642,0.063227
685.5972,0.062776
685.8302,0.062472
686.0631,0.062311
686.2961,0.062247
686.5290,0.062214
686.7620,0.062154
686.9950,0.062037
687.2279,0.061869
687.4609,0.061677
687.6938,0.061490
687.9268,0.061324
688.1597,0.061181
688.3927,0.061052
688.6257,0.060936
688.8586,0.060839
689.0916,0.060776
689.3245,0.060759
689.5575,0.060781
689.7905,0.060816
690.0234,0.060826
690.2564,0.060774
690.4893,0.060646
690.7223,0.060457
690.9553,0.060247
691.1882,0.060064
691.4212,0.059944
691.6541,0.059904
691.8871,0.059940
692.1200,0.060034
692.3530,0.060165
692.5860,0.060317
692.8189,0.060475
693.0519,0.060622
693.2848,0.060730
693.5178,0.060764
693.7508,0.060692
693.9837,0.060501
694.2167,0.060208
694.4496,0.059861
694.6826,0.059519
694.9155,0.059237
695.1485,0.059042
695.3815,0.058930
695.6144,0.058878
695.8474,0.058859
696.0803,0.058857
696.3133,0.058875
696.5463,0.058927
696.7792,0.059022
697.0122,0.059151
