Wavenumber,Intensity
649.9545,0.115482
650.1875,0.114192
650.4205,0.112921
650.6534,0.111766
650.8864,0.110725
651.1193,0.109753
651.3523,0.108842
651.5852,0.108056
651.8182,0.107516
652.0512,0.107331
652.2841,0.107521
652.5171,0.107987
652.7500,0.108538
652.9830,0.108972
653.2160,0.109168
653.4489,0.109138
653.6819,0.109004
653.9148,0.108909
654.1478,0.108928
654.3807,0.109022
654.6137,0.109068
654.8467,0.108941
655.0796,0.108611
655.3126,0.108183
655.5455,0.107855
655.7785,0.107817
656.0115,0.108142
656.2444,0.108737
656.4774,0.109372
656.7103,0.109782
656.9433,0.109798
657.1763,0.109432
657.4092,0.108865
657.6422,0.108357
657.8751,0.108123
658.1081,0.108247
658.3410,0.108667
658.5740,0.109218
658.8070,0.109728
659.0399,0.110095
659.2729,0.110311
659.5058,0.110432
659.7388,0.110508
659.9718,0.110542
660.2047,0.110490
660.4377,0.110303
660.6706,0.109988
660.9036,0.109632
661.1365,0.109377
661.3695,0.109355
661.6025,0.109625
661.8354,0.110139
662.0684,0.110768
662.3013,0.111365
662.5343,0.111842
662.7673,0.112212
663.0002,0.112570
663.2332,0.113021
663.4661,0.113609
663.6991,0.114273
663.9321,0.114874
664.1650,0.115259
664.3980,0.115344
664.6309,0.115154
664.8639,0.114803
665.0968,0.114426
665.3298,0.114106
665.5628,0.113851
665.7957,0.113618
666.0287,0.113388
666.2616,0.113243
666.4946,0.113408
666.7276,0.114239
666.9605,0.116158
667.1935,0.119519
667.4264,0.124355
667.6594,0.130051
667.8923,0.135241
668.1253,0.138410
668.3583,0.138941
668.5912,0.137426
668.8242,0.134974
669.0571,0.132472
669.2901,0.130357
669.5231,0.128715
669.7560,0.127456
669.9890,0.126447
670.2219,0.125601
670.4549,0.124900
670.6879,0.124373
670.9208,0.124046
671.1538,0.123900
671.3867,0.123862
671.6197,0.123835
671.8526,0.123745
672.0856,0.123579
672.3186,0.123378
672.5515,0.123205
672.7845,0.123089
673.0174,0.123006
673.2504,0.122887
673.4834,0.122667
673.7163,0.122338
673.9493,0.121969
674.1822,0.121678
674.4152,0.121571
674.6481,0.121676
