Wavenumber,Intensity
649.9545,0.087793
650.1875,0.086278
650.4205,0.085022
650.6534,0.084096
650.8864,0.083431
651.1193,0.082879
651.3523,0.082299
651.5852,0.081636
651.8182,0.080932
652.0512,0.080290
652.2841,0.079799
652.5171,0.079491
652.7500,0.079326
652.9830,0.079225
653.2160,0.079120
653.4489,0.078989
653.6819,0.078856
653.9148,0.078758
654.1478,0.078703
654.3807,0.078656
654.6137,0.078557
654.8467,0.078365
655.0796,0.078104
655.3126,0.077866
655.5455,0.077772
655.7785,0.077903
656.0115,0.078249
656.2444,0.078692
656.4774,0.079049
656.7103,0.079149
656.9433,0.078914
657.1763,0.078397
657.4092,0.077753
657.6422,0.077163
657.8751,0.076752
658.1081,0.076552
658.3410,0.076509
658.5740,0.076541
658.8070,0.076593
659.0399,0.076678
659.2729,0.076855
659.5058,0.077184
659.7388,0.077662
659.9718,0.078206
660.2047,0.078678
660.4377,0.078947
660.6706,0.078964
660.9036,0.078787
661.1365,0.078554
661.3695,0.078413
661.6025,0.078448
661.8354,0.078644
662.0684,0.078902
662.3013,0.079103
662.5343,0.079174
662.7673,0.079133
663.0002,0.079075
663.2332,0.079108
663.4661,0.079289
663.6991,0.079582
663.9321,0.079873
664.1650,0.080027
664.3980,0.079958
664.6309,0.079671
664.8639,0.079250
665.0968,0.078806
665.3298,0.078415
665.5628,0.078084
665.7957,0.077766
666.0287,0.077407
666.2616,0.077014
666.4946,0.076693
666.7276,0.076655
666.9605,0.077182
667.1935,0.078548
667.4264,0.080866
667.6594,0.083878
667.8923,0.086841
668.1253,0.088828
668.3583,0.089357
668.5912,0.088655
668.8242,0.087307
669.0571,0.085823
669.2901,0.084469
669.5231,0.083315
669.7560,0.082329
669.9890,0.081449
670.2219,0.080641
670.4549,0.079906
670.6879,0.079269
670.9208,0.078746
671.1538,0.078324
671.3867,0.077965
671.6197,0.077626
671.8526,0.077287
672.0856,0.076973
672.3186,0.076733
672.5515,0.076613
672.7845,0.076617
673.0174,0.076694
673.2504,0.076755
673.4834,0.076710
673.7163,0.076521
673.9493,0.076218
674.1822,0.075891
674.4152,0.075638
674.6481,0.075517
674.8811,0.075513
675.1141,0.075548
675.3470,0.075524
675.5800,0.075373
675.8129,0.075095
676.0459,0.074759
676.2789,0.074456
676.5118,0.074256
676.7448,0.074167
676.9777,0.074140
677.2107,0.074099
677.4437,0.073990
677.6766,0.073815
677.9096,0.073636
678.1425,0.073537
678.3755,0.073578
678.6084,0.073759
678.8414,0.074011
679.0744,0.074231
679.3073,0.074320
679.5403,0.074234
679.7732,0.073989
680.0062,0.073648
680.2392,0.073279
680.4721,0.072920
680.7051,0.072576
680.9380,0.072225
681.1710,0.071853
681.4039,0.071470
681.6369,0.071113
681.8699,0.070826
682.1028,0.070632
682.3358,0.070516
682.5687,0.070425
682.8017,0.070297
683.0347,0.070090
683.2676,0.069805
683.5006,0.069484
683.7335,0.069186
683.9665,0.068952
684.1995,0.068787
684.4324,0.068655
684.6654,0.068502
684.8983,0.068285
685.1313,0.067996
685.3642,0.067663
685.5972,0.067329
685.8302,0.067030
686.0631,0.066777
686.2961,0.066553
686.5290,0.066333
686.7620,0.066104
686.9950,0.065882
687.2279,0.065703
687.4609,0.065608
687.6938,0.065610
687.9268,0.065691
688.1597,0.065797
688.3927,0.065867
688.6257,0.065859
688.8586,0.065767
689.0916,0.065623
689.3245,0.065472
689.5575,0.065348
689.7905,0.065256
690.0234,0.065177
690.2564,0.065081
690.4893,0.064951
690.7223,0.064796
690.9553,0.064644
691.1882,0.064526
691.4212,0.064454
691.6541,0.064415
691.8871,0.064376
692.1200,0.064311
692.3530,0.064220
692.5860,0.064138
692.8189,0.064120
693.0519,0.064212
693.2848,0.064420
693.5178,0.064701
693.7508,0.064970
693.9837,0.065131
694.2167,0.065119
694.4496,0.064921
694.6826,0.064580
694.9155,0.064164
695.1485,0.063740
695.3815,0.063344
695.6144,0.062980
695.8474,0.062639
696.0803,0.062313
696.3133,0.062019
696.5463,0.061789
696.7792,0.061656
697.0122,0.061631
697.2451,0.061690
697.4781,0.061783
697.7111,0.061849
697.9440,0.061849
698.1770,0.061782
698.4099,0.061680
698.6429,0.061590
698.8758,0.061543
699.1088,0.061542
699.3418,0.061559
699.5747,0.061556
699.8077,0.061509
700.0406,0.061424
700.2736,0.061337
700.5066,0.061291
700.7395,0.061309
700.9725,0.061375
701.2054,0.061438
701.4384,0.061425
701.6713,0.061282
701.9043,0.060992
702.1373,0.060588
702.3702,0.060133
702.6032,0.059699
702.8361,0.059342
703.0691,0.059087
703.3021,0.058935
703.5350,0.058873
703.7680,0.058891
704.0009,0.058984
704.2339,0.059151
704.4669,0.059377
704.6998,0.059630
704.9328,0.059861
705.1657,0.060017
705.3987,0.060066
705.6316,0.060003
705.8646,0.059860
706.0976,0.059686
706.3305,0.059527
706.5635,0.059409
706.7964,0.059335
707.0294,0.059289
707.2624,0.059252
707.4953,0.059218
707.7283,0.059196
707.9612,0.059202
708.1942,0.059252
708.4271,0.059345
708.6601,0.059468
708.8931,0.059599
709.1260,0.059722
709.3590,0.059834
709.5919,0.059943
709.8249,0.060063
710.0579,0.060195
710.2908,0.060324
710.5238,0.060421
710.7567,0.060456
710.9897,0.060414
711.2227,0.060304
711.4556,0.060159
711.6886,0.060020
711.9215,0.059919
712.1545,0.059865
712.3874,0.059844
712.6204,0.059832
712.8534,0.059804
713.0863,0.059752
713.3193,0.059686
713.5522,0.059628
713.7852,0.059599
714.0182,0.059608
714.2511,0.059655
714.4841,0.059731
714.7170,0.059830
714.9500,0.059955
715.1829,0.060116
715.4159,0.060318
715.6489,0.060555
715.8818,0.060804
716.1148,0.061026
716.3477,0.061187
716.5807,0.061263
716.8137,0.061257
717.0466,0.061195
717.2796,0.061114
717.5125,0.061051
717.7455,0.061030
717.9785,0.061059
718.2114,0.061139
718.4444,0.061269
718.6773,0.061450
718.9103,0.061683
719.1432,0.061962
719.3762,0.062267
719.6092,0.062563
719.8421,0.062808
720.0751,0.062967
720.3080,0.063026
720.5410,0.062994
720.7740,0.062902
721.0069,0.062786
721.2399,0.062668
721.4728,0.062557
721.7058,0.062449
721.9387,0.062341
722.1717,0.062241
722.4047,0.062175
722.6376,0.062173
722.8706,0.062260
723.1035,0.062437
723.3365,0.062678
723.5695,0.062942
723.8024,0.063182
724.0354,0.063373
724.2683,0.063514
724.5013,0.063628
724.7343,0.063746
724.9672,0.063891
725.2002,0.064071
725.4331,0.064275
725.6661,0.064489
725.8990,0.064708
726.1320,0.064943
726.3650,0.065214
726.5979,0.065544
726.8309,0.065938
727.0638,0.066383
727.2968,0.066852
727.5298,0.067317
727.7627,0.067771
727.9957,0.068230
728.2286,0.068730
728.4616,0.069308
728.6945,0.069982
728.9275,0.070739
729.1605,0.071537
729.3934,0.072319
729.6264,0.073032
729.8593,0.073645
730.0923,0.074149
730.3253,0.074549
730.5582,0.074847
730.7912,0.075033
731.0241,0.075087
731.2571,0.074988
731.4901,0.074734
731.7230,0.074344
731.9560,0.073856
732.1889,0.073311
732.4219,0.072741
732.6548,0.072152
732.8878,0.071540
733.1208,0.070891
733.3537,0.070208
733.5867,0.069509
733.8196,0.068824
734.0526,0.068185
734.2856,0.067606
734.5185,0.067081
734.7515,0.066585
734.9844,0.066092
735.2174,0.065582
735.4503,0.065058
735.6833,0.064541
735.9163,0.064055
736.1492,0.063623
736.3822,0.063250
736.6151,0.062928
736.8481,0.062645
737.0811,0.062389
737.3140,0.062160
737.5470,0.061964
737.7799,0.061803
738.0129,0.061672
738.2459,0.061553
738.4788,0.061419
738.7118,0.061249
738.9447,0.061035
739.1777,0.060791
739.4106,0.060548
739.6436,0.060344
739.8766,0.060210
740.1095,0.060160
740.3425,0.060192
740.5754,0.060291
740.8084,0.060435
741.0414,0.060604
741.2743,0.060784
741.5073,0.060963
741.7402,0.061133
741.9732,0.061288
742.2061,0.061428
742.4391,0.061559
742.6721,0.061698
742.9050,0.061863
743.1380,0.062067
743.3709,0.062311
743.6039,0.062580
743.8369,0.062850
744.0698,0.063103
744.3028,0.063336
744.5357,0.063573
744.7687,0.063853
745.0017,0.064222
745.2346,0.064706
745.4676,0.065303
745.7005,0.065980
745.9335,0.066684
746.1664,0.067361
746.3994,0.067975
746.6324,0.068514
746.8653,0.068981
747.0983,0.069383
747.3312,0.069715
747.5642,0.069955
747.7972,0.070077
748.0301,0.070061
748.2631,0.069916
748.4960,0.069682
748.7290,0.069419
748.9619,0.069186
749.1949,0.069024
749.4279,0.068943
749.6608,0.068923
749.8938,0.068935
750.1267,0.068953
750.3597,0.068970
750.5927,0.068997
750.8256,0.069053
751.0586,0.069151
751.2915,0.069288
751.5245,0.069444
751.7575,0.069590
751.9904,0.069698
752.2234,0.069744
752.4563,0.069717
752.6893,0.069606
752.9222,0.069406
753.1552,0.069112
753.3882,0.068725
753.6211,0.068267
753.8541,0.067774
754.0870,0.067297
754.3200,0.066885
754.5530,0.066567
754.7859,0.066345
755.0189,0.066194
755.2518,0.066073
755.4848,0.065947
755.7177,0.065799
755.9507,0.065638
756.1837,0.065487
756.4166,0.065368
756.6496,0.065291
756.8825,0.065248
757.1155,0.065218
757.3485,0.065183
757.5814,0.065139
757.8144,0.065097
758.0473,0.065079
758.2803,0.065104
758.5132,0.065172
758.7462,0.065268
758.9792,0.065365
759.2121,0.065440
759.4451,0.065489
759.6780,0.065527
759.9110,0.065585
760.1440,0.065687
760.3769,0.065844
760.6099,0.066041
760.8428,0.066249
761.0758,0.066439
761.3088,0.066601
761.5417,0.066747
761.7747,0.066909
762.0076,0.067122
762.2406,0.067408
762.4735,0.067765
762.7065,0.068165
762.9395,0.068573
763.1724,0.068957
763.4054,0.069302
763.6383,0.069609
763.8713,0.069889
764.1043,0.070153
764.3372,0.070401
764.5702,0.070629
764.8031,0.070833
765.0361,0.071019
765.2690,0.071208
765.5020,0.071428
765.7350,0.071704
765.9679,0.072046
766.2009,0.072445
766.4338,0.072874
766.6668,0.073304
766.8998,0.073715
767.1327,0.074100
767.3657,0.074467
767.5986,0.074822
767.8316,0.075162
768.0646,0.075472
768.2975,0.075727
768.5305,0.075909
768.7634,0.076012
768.9964,0.076051
769.2293,0.076056
769.4623,0.076052
769.6953,0.076051
769.9282,0.076045
770.1612,0.076013
770.3941,0.075933
770.6271,0.075800
770.8601,0.075632
771.0930,0.075460
771.3260,0.075317
771.5589,0.075224
771.7919,0.075175
772.0248,0.075149
772.2578,0.075118
772.4908,0.075064
772.7237,0.074987
772.9567,0.074906
773.1896,0.074846
773.4226,0.074824
773.6556,0.074843
773.8885,0.074889
774.1215,0.074940
774.3544,0.074981
774.5874,0.075004
774.8204,0.075017
775.0533,0.075029
775.2863,0.075050
775.5192,0.075078
775.7522,0.075110
775.9851,0.075143
776.2181,0.075185
776.4511,0.075254
776.6840,0.075372
776.9170,0.075552
777.1499,0.075792
777.3829,0.076069
777.6159,0.076344
777.8488,0.076581
778.0818,0.076761
778.3147,0.076884
778.5477,0.076974
778.7806,0.077066
779.0136,0.077188
779.2466,0.077357
779.4795,0.077578
779.7125,0.077844
779.9454,0.078150
780.1784,0.078496
780.4114,0.078884
780.6443,0.079320
780.8773,0.079802
781.1102,0.080322
781.3432,0.080867
781.5762,0.081428
781.8091,0.082001
782.0421,0.082589
782.2750,0.083198
782.5080,0.083826
782.7409,0.084461
782.9739,0.085079
783.2069,0.085658
783.4398,0.086188
783.6728,0.086674
783.9057,0.087133
784.1387,0.087588
784.3717,0.088043
784.6046,0.088483
784.8376,0.088872
785.0705,0.089172
785.3035,0.089361
785.5364,0.089450
785.7694,0.089479
786.0024,0.089504
786.2353,0.089572
786.4683,0.089700
786.7012,0.089870
786.9342,0.090040
787.1672,0.090167
787.4001,0.090231
787.6331,0.090243
787.8660,0.090243
788.0990,0.090279
788.3320,0.090387
788.5649,0.090578
788.7979,0.090841
789.0308,0.091152
789.2638,0.091495
789.4967,0.091868
789.7297,0.092283
789.9627,0.092758
790.1956,0.093298
790.4286,0.093891
790.6615,0.094511
790.8945,0.095128
791.1275,0.095721
791.3604,0.096288
791.5934,0.096842
791.8263,0.097396
792.0593,0.097953
792.2922,0.098497
792.5252,0.099001
792.7582,0.099439
792.9911,0.099797
793.2241,0.100083
793.4570,0.100318
793.6900,0.100523
793.9230,0.100702
794.1559,0.100841
794.3889,0.100907
794.6218,0.100873
794.8548,0.100728
795.0878,0.100484
795.3207,0.100178
795.5537,0.099849
795.7866,0.099526
796.0196,0.099218
796.2525,0.098917
796.4855,0.098613
796.7185,0.098305
796.9514,0.098004
797.1844,0.097738
797.4173,0.097531
797.6503,0.097397
797.8833,0.097333
798.1162,0.097322
798.3492,0.097349
798.5821,0.097408
798.8151,0.097509
799.0480,0.097673
799.2810,0.097919
799.5140,0.098254
799.7469,0.098672
799.9799,0.099154
800.2128,0.099687
800.4458,0.100272
800.6788,0.100923
800.9117,0.101665
801.1447,0.102516
801.3776,0.103471
801.6106,0.104499
801.8436,0.105549
802.0765,0.106569
802.3095,0.107518
802.5424,0.108375
802.7754,0.109128
803.0083,0.109763
803.2413,0.110241
803.4743,0.110497
803.7072,0.110444
803.9402,0.110000
804.1731,0.109109
804.4061,0.107760
804.6391,0.105986
804.8720,0.103846
805.1050,0.101417
805.3379,0.098775
805.5709,0.095997
805.8038,0.093164
806.0368,0.090365
806.2698,0.087686
806.5027,0.085204
806.7357,0.082968
806.9686,0.080996
807.2016,0.079277
807.4346,0.077781
807.6675,0.076480
807.9005,0.075356
808.1334,0.074409
808.3664,0.073644
808.5994,0.073066
808.8323,0.072663
809.0653,0.072406
809.2982,0.072252
809.5312,0.072158
809.7641,0.072093
809.9971,0.072046
810.2301,0.072021
810.4630,0.072031
810.6960,0.072082
810.9289,0.072172
811.1619,0.072291
811.3949,0.072426
811.6278,0.072572
811.8608,0.072732
812.0937,0.072921
812.3267,0.073149
812.5596,0.073419
812.7926,0.073720
813.0256,0.074034
813.2585,0.074342
813.4915,0.074633
813.7244,0.074910
813.9574,0.075185
814.1904,0.075471
814.4233,0.075773
814.6563,0.076088
814.8892,0.076404
815.1222,0.076716
815.3552,0.077028
