Wavenumber,Intensity
649.9545,0.057328
650.1875,0.056810
650.4205,0.056193
650.6534,0.055636
650.8864,0.055252
651.1193,0.055057
651.3523,0.054966
651.5852,0.054855
651.8182,0.054640
652.0512,0.054322
652.2841,0.053987
652.5171,0.053742
652.7500,0.053661
652.9830,0.053742
653.2160,0.053919
653.4489,0.054109
653.6819,0.054265
653.9148,0.054396
654.1478,0.054542
654.3807,0.054720
654.6137,0.054884
654.8467,0.054926
655.0796,0.054729
655.3126,0.054247
655.5455,0.053560
655.7785,0.052866
656.0115,0.052407
656.2444,0.052366
656.4774,0.052783
656.7103,0.053527
656.9433,0.054346
657.1763,0.054979
657.4092,0.055270
657.6422,0.055226
657.8751,0.054996
658.1081,0.054781
658.3410,0.054737
658.5740,0.054907
658.8070,0.055215
659.0399,0.055527
659.2729,0.055727
659.5058,0.055781
659.7388,0.055739
659.9718,0.055693
660.2047,0.055719
660.4377,0.055834
660.6706,0.055996
660.9036,0.056135
661.1365,0.056207
661.3695,0.056224
661.6025,0.056246
661.8354,0.056348
662.0684,0.056583
662.3013,0.056947
662.5343,0.057393
662.7673,0.057853
663.0002,0.058274
663.2332,0.058634
663.4661,0.058932
663.6991,0.059161
663.9321,0.059293
664.1650,0.059280
664.3980,0.059090
664.6309,0.058736
664.8639,0.058293
665.0968,0.057877
665.3298,0.057605
665.5628,0.057539
665.7957,0.057671
666.0287,0.057928
666.2616,0.058223
666.4946,0.058518
666.7276,0.058866
666.9605,0.059422
667.1935,0.060402
667.4264,0.061972
667.6594,0.064063
667.8923,0.066237
668.1253,0.067835
668.3583,0.068436
668.5912,0.068136
668.8242,0.067366
669.0571,0.066563
669.2901,0.065985
669.5231,0.065698
669.7560,0.065621
669.9890,0.065605
670.2219,0.065507
670.4549,0.065257
670.6879,0.064881
670.9208,0.064472
671.1538,0.064134
671.3867,0.063929
671.6197,0.063850
671.8526,0.063843
672.0856,0.063851
672.3186,0.063863
672.5515,0.063917
672.7845,0.064083
673.0174,0.064401
673.2504,0.064849
673.4834,0.065330
673.7163,0.065707
673.9493,0.065873
674.1822,0.065799
674.4152,0.065551
674.6481,0.065255
674.8811,0.065032
675.1141,0.064948
675.3470,0.064990
675.5800,0.065091
675.8129,0.065178
676.0459,0.065217
676.2789,0.065227
676.5118,0.065259
676.7448,0.065350
676.9777,0.065483
677.2107,0.065585
677.4437,0.065559
677.6766,0.065341
677.9096,0.064937
678.1425,0.064429
678.3755,0.063937
678.6084,0.063555
678.8414,0.063313
679.0744,0.063160
679.3073,0.063002
679.5403,0.062755
679.7732,0.062398
680.0062,0.061979
680.2392,0.061589
680.4721,0.061309
680.7051,0.061158
680.9380,0.061089
681.1710,0.061006
681.4039,0.060822
681.6369,0.060502
681.8699,0.060085
682.1028,0.059652
682.3358,0.059284
682.5687,0.059019
682.8017,0.058829
683.0347,0.058649
683.2676,0.058418
683.5006,0.058114
683.7335,0.057777
683.9665,0.057474
684.1995,0.057266
684.4324,0.057164
684.6654,0.057122
684.8983,0.057058
685.1313,0.056902
685.3642,0.056638
685.5972,0.056312
685.8302,0.056008
686.0631,0.055802
686.2961,0.055721
686.5290,0.055729
686.7620,0.055746
686.9950,0.055696
687.2279,0.055545
687.4609,0.055323
687.6938,0.055096
687.9268,0.054931
688.1597,0.054855
688.3927,0.054838
688.6257,0.054813
688.8586,0.054718
689.0916,0.054532
689.3245,0.054289
689.5575,0.054060
689.7905,0.053914
690.0234,0.053878
690.2564,0.053925
690.4893,0.053994
690.7223,0.054022
690.9553,0.053984
691.1882,0.053905
691.4212,0.053838
691.6541,0.053828
691.8871,0.053883
692.1200,0.053960
692.3530,0.053992
692.5860,0.053925
692.8189,0.053755
693.0519,0.053531
693.2848,0.053337
693.5178,0.053244
693.7508,0.053274
693.9837,0.053387
694.2167,0.053503
694.4496,0.053544
694.6826,0.053481
694.9155,0.053344
695.1485,0.053203
695.3815,0.053129
695.6144,0.053153
695.8474,0.053248
696.0803,0.053345
696.3133,0.053370
696.5463,0.053289
696.7792,0.053122
697.0122,0.052933
697.2451,0.052791
697.4781,0.052732
697.7111,0.052746
697.9440,0.052780
698.1770,0.052781
698.4099,0.052725
698.6429,0.052633
698.8758,0.052566
699.1088,0.052584
699.3418,0.052713
699.5747,0.052931
699.8077,0.053173
