Wavenumber,Intensity
649.9545,0.139616
650.1875,0.138541
650.4205,0.137916
650.6534,0.137540
650.8864,0.137078
651.1193,0.136241
651.3523,0.134946
651.5852,0.133361
651.8182,0.131810
652.0512,0.130599
652.2841,0.129870
652.5171,0.129556
652.7500,0.129450
652.9830,0.129337
653.2160,0.129130
653.4489,0.128914
653.6819,0.128878
653.9148,0.129185
654.1478,0.129853
654.3807,0.130720
654.6137,0.131510
654.8467,0.131966
655.0796,0.131989
655.3126,0.131689
655.5455,0.131315
655.7785,0.131119
656.0115,0.131222
656.2444,0.131562
656.4774,0.131947
656.7103,0.132165
656.9433,0.132114
657.1763,0.131858
657.4092,0.131583
657.6422,0.131484
657.8751,0.131661
658.1081,0.132067
658.3410,0.132543
658.5740,0.132911
658.8070,0.133075
659.0399,0.133064
659.2729,0.132998
659.5058,0.133005
659.7388,0.133129
659.9718,0.133313
660.2047,0.133435
660.4377,0.133400
660.6706,0.133212
660.9036,0.132991
661.1365,0.132913
661.3695,0.133112
661.6025,0.133612
661.8354,0.134304
662.0684,0.135007
662.3013,0.135560
662.5343,0.135911
662.7673,0.136144
663.0002,0.136425
663.2332,0.136904
663.4661,0.137630
663.6991,0.138522
663.9321,0.139418
664.1650,0.140151
664.3980,0.140638
664.6309,0.140902
664.8639,0.141036
665.0968,0.141126
665.3298,0.141197
665.5628,0.141219
665.7957,0.141162
666.0287,0.141084
666.2616,0.141187
666.4946,0.141829
666.7276,0.143463
666.9605,0.146545
667.1935,0.151370
667.4264,0.157792
667.6594,0.164879
667.8923,0.170901
668.1253,0.174173
668.3583,0.174265
668.5912,0.172140
668.8242,0.169150
669.0571,0.166210
669.2901,0.163667
669.5231,0.161515
669.7560,0.159626
669.9890,0.157904
670.2219,0.156341
670.4549,0.154990
670.6879,0.153903
670.9208,0.153067
671.1538,0.152388
671.3867,0.151732
671.6197,0.151000
671.8526,0.150193
672.0856,0.149414
672.3186,0.148819
672.5515,0.148524
672.7845,0.148543
673.0174,0.148771
673.2504,0.149041
673.4834,0.149204
673.7163,0.149208
673.9493,0.149112
674.1822,0.149044
674.4152,0.149113
674.6481,0.149344
674.8811,0.149659
675.1141,0.149927
675.3470,0.150036
675.5800,0.149968
675.8129,0.149805
676.0459,0.149681
676.2789,0.149699
676.5118,0.149863
676.7448,0.150076
676.9777,0.150187
677.2107,0.150081
677.4437,0.149748
677.6766,0.149296
677.9096,0.148886
678.1425,0.148648
678.3755,0.148609
678.6084,0.148676
678.8414,0.148691
679.0744,0.148519
679.3073,0.148119
679.5403,0.147560
679.7732,0.146975
680.0062,0.146473
680.2392,0.146071
680.4721,0.145687
680.7051,0.145177
680.9380,0.144425
681.1710,0.143403
681.4039,0.142193
681.6369,0.140938
681.8699,0.139768
682.1028,0.138741
682.3358,0.137832
682.5687,0.136972
682.8017,0.136107
683.0347,0.135249
683.2676,0.134469
683.5006,0.133853
683.7335,0.133442
683.9665,0.133188
684.1995,0.132969
684.4324,0.132641
684.6654,0.132113
684.8983,0.131391
685.1313,0.130578
685.3642,0.129810
685.5972,0.129186
685.8302,0.128713
686.0631,0.128312
686.2961,0.127866
686.5290,0.127298
686.7620,0.126617
686.9950,0.125917
687.2279,0.125328
687.4609,0.124935
687.6938,0.124733
687.9268,0.124630
688.1597,0.124488
688.3927,0.124207
688.6257,0.123770
688.8586,0.123257
689.0916,0.122786
689.3245,0.122449
689.5575,0.122255
689.7905,0.122125
690.0234,0.121944
690.2564,0.121624
690.4893,0.121163
690.7223,0.120645
690.9553,0.120200
691.1882,0.119926
691.4212,0.119840
691.6541,0.119867
691.8871,0.119878
692.1200,0.119757
692.3530,0.119461
692.5860,0.119032
692.8189,0.118575
693.0519,0.118190
693.2848,0.117931
693.5178,0.117781
693.7508,0.117682
693.9837,0.117576
694.2167,0.117448
694.4496,0.117332
694.6826,0.117287
694.9155,0.117345
695.1485,0.117489
695.3815,0.117644
695.6144,0.117716
695.8474,0.117640
696.0803,0.117417
696.3133,0.117109
696.5463,0.116807
696.7792,0.116571
697.0122,0.116399
697.2451,0.116228
697.4781,0.115972
697.7111,0.115579
697.9440,0.115069
698.1770,0.114536
698.4099,0.114097
698.6429,0.113837
698.8758,0.113761
699.1088,0.113792
699.3418,0.113811
699.5747,0.113714
699.8077,0.113464
700.0406,0.113103
700.2736,0.112730
700.5066,0.112443
700.7395,0.112294
700.9725,0.112273
701.2054,0.112324
701.4384,0.112387
701.6713,0.112431
701.9043,0.112466
702.1373,0.112525
702.3702,0.112631
702.6032,0.112769
702.8361,0.112882
703.0691,0.112903
703.3021,0.112787
703.5350,0.112548
703.7680,0.112252
704.0009,0.111990
704.2339,0.111827
704.4669,0.111778
704.6998,0.111804
704.9328,0.111839
705.1657,0.111832
705.3987,0.111780
705.6316,0.111727
705.8646,0.111733
706.0976,0.111839
706.3305,0.112031
706.5635,0.112249
706.7964,0.112411
707.0294,0.112464
707.2624,0.112412
707.4953,0.112318
707.7283,0.112272
707.9612,0.112344
708.1942,0.112553
708.4271,0.112861
708.6601,0.113198
708.8931,0.113507
709.1260,0.113774
709.3590,0.114030
709.5919,0.114325
709.8249,0.114689
710.0579,0.115097
710.2908,0.115476
710.5238,0.115732
710.7567,0.115797
710.9897,0.115671
711.2227,0.115420
711.4556,0.115149
711.6886,0.114947
711.9215,0.114852
712.1545,0.114837
712.3874,0.114834
712.6204,0.114778
712.8534,0.114644
713.0863,0.114462
713.3193,0.114297
713.5522,0.114216
713.7852,0.114248
714.0182,0.114378
714.2511,0.114557
714.4841,0.114732
714.7170,0.114872
714.9500,0.114981
715.1829,0.115083
715.4159,0.115200
715.6489,0.115330
715.8818,0.115448
716.1148,0.115527
716.3477,0.115558
716.5807,0.115571
716.8137,0.115621
717.0466,0.115766
717.2796,0.116028
717.5125,0.116382
717.7455,0.116757
717.9785,0.117073
718.2114,0.117279
718.4444,0.117376
718.6773,0.117420
718.9103,0.117487
719.1432,0.117635
719.3762,0.117875
719.6092,0.118167
719.8421,0.118447
720.0751,0.118661
720.3080,0.118798
720.5410,0.118893
720.7740,0.118999
721.0069,0.119159
721.2399,0.119377
721.4728,0.119621
721.7058,0.119846
721.9387,0.120021
722.1717,0.120157
722.4047,0.120297
722.6376,0.120492
722.8706,0.120767
723.1035,0.121105
723.3365,0.121448
723.5695,0.121735
723.8024,0.121933
724.0354,0.122067
724.2683,0.122207
724.5013,0.122439
724.7343,0.122818
724.9672,0.123343
725.2002,0.123958
725.4331,0.124583
725.6661,0.125160
725.8990,0.125683
726.1320,0.126202
726.3650,0.126799
726.5979,0.127542
726.8309,0.128456
727.0638,0.129514
727.2968,0.130658
727.5298,0.131840
727.7627,0.133049
727.9957,0.134315
728.2286,0.135692
728.4616,0.137218
728.6945,0.138888
728.9275,0.140647
729.1605,0.142417
729.3934,0.144126
729.6264,0.145745
729.8593,0.147286
730.0923,0.148778
730.3253,0.150233
730.5582,0.151610
730.7912,0.152824
731.0241,0.153771
731.2571,0.154379
731.4901,0.154642
731.7230,0.154621
731.9560,0.154412
732.1889,0.154089
732.4219,0.153673
732.6548,0.153123
732.8878,0.152368
733.1208,0.151353
733.3537,0.150079
733.5867,0.148602
733.8196,0.147012
734.0526,0.145386
734.2856,0.143758
734.5185,0.142120
734.7515,0.140445
734.9844,0.138722
735.2174,0.136977
735.4503,0.135271
735.6833,0.133664
735.9163,0.132185
736.1492,0.130813
736.3822,0.129488
736.6151,0.128145
736.8481,0.126752
737.0811,0.125335
737.3140,0.123967
737.5470,0.122734
737.7799,0.121694
738.0129,0.120849
738.2459,0.120151
738.4788,0.119529
738.7118,0.118925
738.9447,0.118326
739.1777,0.117760
739.4106,0.117272
739.6436,0.116893
739.8766,0.116611
740.1095,0.116381
740.3425,0.116140
740.5754,0.115848
740.8084,0.115507
741.0414,0.115163
741.2743,0.114878
741.5073,0.114698
741.7402,0.114628
741.9732,0.114632
742.2061,0.114653
742.4391,0.114647
742.6721,0.114608
742.9050,0.114569
743.1380,0.114586
743.3709,0.114703
743.6039,0.114931
743.8369,0.115245
744.0698,0.115600
744.3028,0.115958
744.5357,0.116306
744.7687,0.116663
745.0017,0.117057
745.2346,0.117507
745.4676,0.117999
745.7005,0.118493
745.9335,0.118943
746.1664,0.119322
746.3994,0.119641
