Wavenumber,Intensity
649.9545,0.105353
650.1875,0.104040
650.4205,0.102899
650.6534,0.101911
650.8864,0.100965
651.1193,0.099926
651.3523,0.098735
651.5852,0.097449
651.8182,0.096220
652.0512,0.095213
652.2841,0.094519
652.5171,0.094111
652.7500,0.093863
652.9830,0.093610
653.2160,0.093239
653.4489,0.092739
653.6819,0.092196
653.9148,0.091729
654.1478,0.091421
654.3807,0.091277
654.6137,0.091229
654.8467,0.091193
655.0796,0.091127
655.3126,0.091070
655.5455,0.091120
655.7785,0.091381
656.0115,0.091890
656.2444,0.092589
656.4774,0.093336
656.7103,0.093965
656.9433,0.094357
657.1763,0.094492
657.4092,0.094435
657.6422,0.094282
657.8751,0.094094
658.1081,0.093869
658.3410,0.093556
658.5740,0.093107
658.8070,0.092533
659.0399,0.091923
659.2729,0.091412
659.5058,0.091115
659.7388,0.091074
659.9718,0.091229
660.2047,0.091446
660.4377,0.091583
660.6706,0.091557
660.9036,0.091379
661.1365,0.091139
661.3695,0.090950
661.6025,0.090888
661.8354,0.090962
662.0684,0.091125
662.3013,0.091313
662.5343,0.091491
662.7673,0.091669
663.0002,0.091888
663.2332,0.092168
663.4661,0.092475
663.6991,0.092712
663.9321,0.092756
664.1650,0.092521
664.3980,0.092011
664.6309,0.091326
664.8639,0.090622
665.0968,0.090049
665.3298,0.089698
665.5628,0.089594
665.7957,0.089735
666.0287,0.090149
666.2616,0.090953
666.4946,0.092379
666.7276,0.094749
666.9605,0.098396
667.1935,0.103500
667.4264,0.109789
667.6594,0.116200
667.8923,0.120941
668.1253,0.122444
668.3583,0.120559
668.5912,0.116524
668.8242,0.111849
669.0571,0.107515
669.2901,0.103887
669.5231,0.100959
669.7560,0.098577
669.9890,0.096585
670.2219,0.094887
670.4549,0.093457
670.6879,0.092300
670.9208,0.091409
671.1538,0.090740
671.3867,0.090213
671.6197,0.089751
671.8526,0.089317
672.0856,0.088939
672.3186,0.088684
672.5515,0.088616
672.7845,0.088744
673.0174,0.088998
673.2504,0.089251
673.4834,0.089365
673.7163,0.089256
673.9493,0.088934
674.1822,0.088491
674.4152,0.088050
674.6481,0.087706
674.8811,0.087486
675.1141,0.087349
675.3470,0.087227
675.5800,0.087070
675.8129,0.086882
676.0459,0.086719
676.2789,0.086654
676.5118,0.086729
676.7448,0.086931
676.9777,0.087193
677.2107,0.087426
677.4437,0.087562
677.6766,0.087584
677.9096,0.087520
678.1425,0.087411
678.3755,0.087277
678.6084,0.087097
678.8414,0.086823
679.0744,0.086420
679.3073,0.085903
679.5403,0.085348
679.7732,0.084869
680.0062,0.084563
680.2392,0.084462
680.4721,0.084513
680.7051,0.084595
680.9380,0.084574
681.1710,0.084354
681.4039,0.083924
681.6369,0.083348
681.8699,0.082723
682.1028,0.082137
682.3358,0.081628
682.5687,0.081185
682.8017,0.080777
683.0347,0.080380
683.2676,0.080002
683.5006,0.079677
683.7335,0.079435
683.9665,0.079276
684.1995,0.079155
684.4324,0.079003
684.6654,0.078757
684.8983,0.078398
685.1313,0.077969
685.3642,0.077548
685.5972,0.077211
685.8302,0.076989
686.0631,0.076849
686.2961,0.076714
686.5290,0.076501
686.7620,0.076168
686.9950,0.075740
687.2279,0.075295
687.4609,0.074925
687.6938,0.074687
687.9268,0.074581
688.1597,0.074548
688.3927,0.074508
688.6257,0.074402
688.8586,0.074221
689.0916,0.074009
689.3245,0.073825
689.5575,0.073715
689.7905,0.073680
690.0234,0.073678
690.2564,0.073654
690.4893,0.073572
690.7223,0.073437
690.9553,0.073291
691.1882,0.073182
691.4212,0.073138
691.6541,0.073141
691.8871,0.073137
692.1200,0.073066
692.3530,0.072898
692.5860,0.072653
692.8189,0.072393
693.0519,0.072187
693.2848,0.072079
693.5178,0.072058
693.7508,0.072066
693.9837,0.072025
694.2167,0.071879
694.4496,0.071623
694.6826,0.071300
694.9155,0.070978
695.1485,0.070712
695.3815,0.070520
695.6144,0.070380
695.8474,0.070249
696.0803,0.070092
696.3133,0.069905
696.5463,0.069715
696.7792,0.069562
697.0122,0.069471
697.2451,0.069435
697.4781,0.069419
697.7111,0.069380
697.9440,0.069292
698.1770,0.069164
698.4099,0.069032
698.6429,0.068936
698.8758,0.068892
699.1088,0.068874
699.3418,0.068827
699.5747,0.068690
699.8077,0.068432
700.0406,0.068071
700.2736,0.067668
700.5066,0.067300
700.7395,0.067021
700.9725,0.066841
701.2054,0.066719
701.4384,0.066592
701.6713,0.066405
701.9043,0.066140
702.1373,0.065821
702.3702,0.065497
702.6032,0.065217
702.8361,0.065000
703.0691,0.064840
703.3021,0.064707
703.5350,0.064581
703.7680,0.064465
704.0009,0.064386
704.2339,0.064385
704.4669,0.064488
704.6998,0.064692
704.9328,0.064963
705.1657,0.065248
705.3987,0.065501
705.6316,0.065701
705.8646,0.065854
706.0976,0.065980
706.3305,0.066091
706.5635,0.066178
706.7964,0.066210
707.0294,0.066156
707.2624,0.066008
707.4953,0.065795
707.7283,0.065577
707.9612,0.065422
708.1942,0.065378
708.4271,0.065450
708.6601,0.065600
708.8931,0.065760
709.1260,0.065870
709.3590,0.065901
709.5919,0.065862
709.8249,0.065792
710.0579,0.065730
710.2908,0.065700
710.5238,0.065697
710.7567,0.065695
710.9897,0.065667
711.2227,0.065600
711.4556,0.065503
711.6886,0.065395
711.9215,0.065294
712.1545,0.065204
712.3874,0.065112
712.6204,0.065004
712.8534,0.064877
713.0863,0.064749
713.3193,0.064652
713.5522,0.064622
713.7852,0.064673
714.0182,0.064785
714.2511,0.064912
714.4841,0.065000
714.7170,0.065011
714.9500,0.064946
715.1829,0.064845
715.4159,0.064770
715.6489,0.064777
715.8818,0.064897
716.1148,0.065124
716.3477,0.065420
716.5807,0.065739
716.8137,0.066045
717.0466,0.066319
717.2796,0.066562
717.5125,0.066777
717.7455,0.066962
717.9785,0.067108
718.2114,0.067207
718.4444,0.067262
718.6773,0.067299
718.9103,0.067359
719.1432,0.067482
719.3762,0.067686
719.6092,0.067959
719.8421,0.068251
720.0751,0.068501
720.3080,0.068651
720.5410,0.068678
720.7740,0.068594
721.0069,0.068442
721.2399,0.068270
721.4728,0.068120
721.7058,0.068018
