Wavenumber,Intensity
649.9545,0.112255
650.1875,0.111160
650.4205,0.110631
650.6534,0.110446
650.8864,0.110267
651.1193,0.109822
651.3523,0.109050
651.5852,0.108105
651.8182,0.107250
652.0512,0.106687
652.2841,0.106452
652.5171,0.106417
652.7500,0.106392
652.9830,0.106250
653.2160,0.106016
653.4489,0.105838
653.6819,0.105886
653.9148,0.106213
654.1478,0.106709
654.3807,0.107142
654.6137,0.107291
654.8467,0.107082
655.0796,0.106658
655.3126,0.106321
655.5455,0.106382
655.7785,0.106994
656.0115,0.108070
656.2444,0.109327
656.4774,0.110415
656.7103,0.111083
656.9433,0.111285
657.1763,0.111174
657.4092,0.110981
657.6422,0.110872
657.8751,0.110855
658.1081,0.110807
658.3410,0.110579
658.5740,0.110115
658.8070,0.109523
659.0399,0.109031
659.2729,0.108863
659.5058,0.109104
659.7388,0.109650
659.9718,0.110254
660.2047,0.110662
660.4377,0.110748
660.6706,0.110587
660.9036,0.110409
661.1365,0.110460
661.3695,0.110862
661.6025,0.111540
661.8354,0.112259
662.0684,0.112749
662.3013,0.112850
662.5343,0.112594
662.7673,0.112177
663.0002,0.111838
663.2332,0.111717
663.4661,0.111774
663.6991,0.111822
663.9321,0.111637
664.1650,0.111083
664.3980,0.110190
664.6309,0.109127
664.8639,0.108090
665.0968,0.107191
665.3298,0.106400
665.5628,0.105594
665.7957,0.104659
666.0287,0.103607
666.2616,0.102635
666.4946,0.102090
666.7276,0.102377
666.9605,0.103837
667.1935,0.106602
667.4264,0.110430
667.6594,0.114554
667.8923,0.117827
668.1253,0.119344
668.3583,0.119078
668.5912,0.117744
668.8242,0.116110
669.0571,0.114572
669.2901,0.113176
669.5231,0.111810
669.7560,0.110374
669.9890,0.108865
670.2219,0.107372
670.4549,0.106016
670.6879,0.104858
670.9208,0.103858
671.1538,0.102894
671.3867,0.101845
671.6197,0.100673
671.8526,0.099471
672.0856,0.098416
672.3186,0.097679
672.5515,0.097319
672.7845,0.097244
673.0174,0.097256
673.2504,0.097147
673.4834,0.096802
673.7163,0.096254
673.9493,0.095658
674.1822,0.095191
674.4152,0.094948
674.6481,0.094887
674.8811,0.094859
675.1141,0.094698
675.3470,0.094317
675.5800,0.093766
675.8129,0.093205
676.0459,0.092807
676.2789,0.092662
676.5118,0.092720
676.7448,0.092823
676.9777,0.092788
677.2107,0.092510
677.4437,0.092016
677.6766,0.091448
677.9096,0.090977
678.1425,0.090702
678.3755,0.090599
678.6084,0.090541
678.8414,0.090374
679.0744,0.090007
679.3073,0.089464
679.5403,0.088869
679.7732,0.088366
680.0062,0.088037
680.2392,0.087856
680.4721,0.087714
680.7051,0.087492
680.9380,0.087136
681.1710,0.086701
681.4039,0.086315
681.6369,0.086108
681.8699,0.086126
682.1028,0.086294
682.3358,0.086453
682.5687,0.086429
682.8017,0.086123
683.0347,0.085553
683.2676,0.084839
683.5006,0.084127
683.7335,0.083514
683.9665,0.083007
684.1995,0.082543
684.4324,0.082054
684.6654,0.081528
684.8983,0.081029
685.1313,0.080665
685.3642,0.080517
685.5972,0.080575
685.8302,0.080728
686.0631,0.080813
686.2961,0.080697
686.5290,0.080355
686.7620,0.079893
686.9950,0.079496
687.2279,0.079332
687.4609,0.079461
687.6938,0.079799
687.9268,0.080162
688.1597,0.080348
688.3927,0.080244
688.6257,0.079869
