************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
 -3   3   3   2.68112   33.3912   2.01267e-04    0.0%   4    27     5.367
  4   1   0   2.64812   33.8197   6.44891e-02    1.7%   4    17     5.220
  2   1   3   2.64665   33.8391   1.38512e-02    0.4%   4    14     5.214
  2   4   0   2.64573   33.8512   1.20210e-02    0.3%   4    20     5.210
 -4   2   1   2.64371   33.8778   5.92650e-04    0.0%   4    21     5.201
 -2   4   2   2.63971   33.9307   2.27796e-02    0.6%   4    24     5.183
  3   0   2   2.63467   33.9976   5.88141e-03    0.2%   2    13     5.161
 -4   2   3   2.63175   34.0364   1.12997e-01    3.0%   4    29     5.148
  1   0   4   2.62482   34.1291   1.32990e-02    0.3%   2    17     5.118
 -4   1   4   2.62424   34.1368   1.29423e-01    3.4%   4    33     5.115
 -2   1   5   2.62281   34.1560   3.55233e-02    0.9%   4    30     5.109
  2   3   2   2.58645   34.6513   1.23585e-02    0.3%   4    17     4.951
  3   1   2   2.57454   34.8166   2.22041e-02    0.6%   4    14     4.900
 -2   3   4   2.56970   34.8844   5.69348e-05    0.0%   4    29     4.879
  1   3   3   2.56793   34.9091   1.40239e-02    0.4%   4    19     4.872
  1   1   4   2.56535   34.9454   1.91283e-01    5.0%   4    18     4.861
 -1   3   4   2.55833   35.0444   3.04513e-02    0.8%   4    26     4.831
 -1   1   5   2.55306   35.1190   4.81504e-02    1.3%   4    27     4.808
 -3   1   5   2.54584   35.2219   2.49912e-05    0.0%   4    35     4.778
  1   4   2   2.51366   35.6878   1.09594e-02    0.3%   4    21     4.642
 -1   4   3   2.50722   35.7827   1.22584e-03    0.0%   4    26     4.615
  4   2   0   2.47672   36.2386   6.33421e-05    0.0%   4    20     4.489
  2   4   1   2.47590   36.2510   1.90112e-02    0.5%   4    21     4.486
  2   2   3   2.47551   36.2568   7.32630e-02    1.9%   4    17     4.484
 -2   4   3   2.46607   36.4006   8.99953e-02    2.4%   4    29     4.445
  3   3   1   2.46467   36.4219   1.36069e-01    3.6%   4    19     4.439
 -4   2   4   2.45715   36.5373   5.81898e-03    0.2%   4    36     4.409
 -2   2   5   2.45598   36.5554   1.87078e-03    0.0%   4    33     4.404
 -3   3   4   2.44658   36.7008   2.54347e-03    0.1%   4    34     4.366
  0   4   3   2.42038   37.1125   1.66080e-03    0.0%   4    25     4.260
 -4   3   2   2.41897   37.1349   3.92808e-03    0.1%   4    29     4.254
  0   3   4   2.41748   37.1587   4.00234e-02    1.0%   4    25     4.248
  3   2   2   2.41621   37.1789   1.21898e-02    0.3%   4    17     4.243
 -3   4   1   2.41084   37.2647   4.15577e-02    1.1%   4    26     4.222
  1   2   4   2.40861   37.3005   1.84641e-02    0.5%   4    21     4.213
 -3   4   2   2.40742   37.3195   2.19668e-02    0.6%   4    29     4.208
  5   0  -2   2.40691   37.3278   9.52231e-02    2.5%   2    29     4.206
 -1   2   5   2.39843   37.4647   6.46175e-03    0.2%   4    30     4.172
 -3   2   5   2.39244   37.5621   2.60951e-03    0.1%   4    38     4.148
  4   1   1   2.38178   37.7364   6.73223e-05    0.0%   4    18     4.106
  0   5   1   2.37665   37.8209   1.70732e-02    0.4%   4    26     4.086
 -4   3   1   2.37616   37.8291   7.77759e-05    0.0%   4    26     4.084
 -4   3   3   2.36746   37.9733   3.01705e-02    0.8%   4    34     4.050
  0   1   5   2.36728   37.9764   5.30595e-04    0.0%   4    26     4.049
  1   5   0   2.36584   38.0004   2.31107e-02    0.6%   4    26     4.043
 -1   5   1   2.36476   38.0184   8.49245e-04    0.0%   4    27     4.039
 -5   1   2   2.36081   38.0844   1.80026e-02    0.5%   4    30     4.024
 -4   1   5   2.35580   38.1686   4.12482e-04    0.0%   4    42     4.004
 -5   1   3   2.35547   38.1741   4.84599e-03    0.1%   4    35     4.003
  3   4   0   2.32310   38.7272   3.86281e-02    1.0%   4    25     3.877
 -3   4   3   2.31396   38.8862   1.72756e-02    0.5%   4    34     3.842
  5   0  -4   2.30648   39.0175   2.93819e-02    0.8%   2    41     3.814
  1   5   1   2.28082   39.4745   7.53686e-04    0.0%   4    27     3.717
 -5   1   1   2.28017   39.4863   5.15848e-04    0.0%   4    27     3.714
 -1   5   2   2.27793   39.5268   4.05810e-02    1.1%   4    30     3.706
 -5   1   4   2.26582   39.7469   1.02083e-03    0.0%   4    42     3.660
  4   2   1   2.25476   39.9501   9.31930e-02    2.4%   4    21     3.619
  4   3   0   2.25270   39.9881   1.24213e-02    0.3%   4    25     3.611
  2   4   2   2.25228   39.9960   8.72795e-02    2.3%   4    24     3.610
  2   3   3   2.25180   40.0049   2.59223e-02    0.7%   4    22     3.608
  2   0   4   2.25065   40.0261   6.26105e-03    0.2%   2    20     3.604
 -2   5   1   2.24971   40.0436   1.10268e-01    2.9%   4    30     3.600
  0   5   2   2.24941   40.0492   5.91520e-04    0.0%   4    29     3.599
  0   2   5   2.24244   40.1789   7.78878e-03    0.2%   4    29     3.573
 -2   4   4   2.24119   40.2023   1.59571e-02    0.4%   4    36     3.569
  1   4   3   2.24002   40.2243   2.11389e-02    0.6%   4    26     3.564
 -4   3   4   2.23795   40.2631   2.01009e-02    0.5%   4    41     3.557
 -2   3   5   2.23706   40.2798   1.02721e-01    2.7%   4    38     3.553
 -5   2   2   2.23694   40.2820   1.15176e-02    0.3%   4    33     3.553
 -1   4   4   2.23364   40.3442   4.77228e-02    1.2%   4    33     3.541
 -4   2   5   2.23268   40.3623   1.28819e-02    0.3%   4    45     3.537
 -5   2   3   2.23240   40.3675   6.91776e-02    1.8%   4    38     3.536
  2   0  -6   2.23230   40.3693   3.05927e-03    0.1%   2    40     3.536
  3   0  -6   2.22006   40.6018   1.33933e-02    0.3%   2    45     3.491
  2   5   0   2.21337   40.7298   5.24405e-04    0.0%   4    29     3.467
  2   1   4   2.21282   40.7404   5.35244e-02    1.4%   4    21     3.464
 -2   5   2   2.20985   40.7977   8.29641e-03    0.2%   4    33     3.454
  3   1   3   2.20700   40.8528   1.42000e-02    0.4%   4    19     3.443
  3   3   2   2.20689   40.8549   2.04188e-02    0.5%   4    22     3.443
  1   3   4   2.20109   40.9674   9.41456e-03    0.2%   4    26     3.422
 -2   1   6   2.19538   41.0787   5.20505e-04    0.0%   4    41     3.401
 -1   3   5   2.19331   41.1192   6.26260e-02    1.6%   4    35     3.394
 -3   3   5   2.18873   41.2092   2.51582e-02    0.7%   4    43     3.377
 -3   1   6   2.18373   41.3079   8.93667e-02    2.3%   4    46     3.359
  5   0   0   2.17094   41.5623   1.35015e-02    0.4%   2    25     3.313
  3   4   1   2.17049   41.5715   1.21598e-02    0.3%   4    26     3.312
 -5   2   1   2.16798   41.6218   2.71880e-03    0.1%   4    30     3.303
 -3   4   4   2.15810   41.8213   1.40315e-02    0.4%   4    41     3.268
 -5   2   4   2.15564   41.8713   9.85540e-03    0.3%   4    45     3.259
  1   0  -6   2.15451   41.8942   4.19502e-02    1.1%   2    37     3.255
  4   0   2   2.14730   42.0415   2.38619e-02    0.6%   2    20     3.230
 -4   4   2   2.13908   42.2108   7.86109e-04    0.0%   4    36     3.201
  0   4   4   2.13805   42.2321   2.06845e-02    0.5%   4    32     3.197
  5   1   0   2.13694   42.2552   1.13543e-03    0.0%   4    26     3.193
  1   5   2   2.13430   42.3099   1.79290e-02    0.5%   4    30     3.184
 -1   5   3   2.13035   42.3921   8.71622e-03    0.2%   4    35     3.170
  1   1   5   2.12986   42.4023   1.10584e-01    2.9%   4    27     3.168
  4   0  -6   2.12195   42.5681   1.28612e-04    0.0%   2    52     3.141
 -1   1   6   2.12126   42.5827   5.22365e-04    0.0%   4    38     3.138
 -5   1   5   2.11734   42.6653   4.23955e-03    0.1%   4    51     3.125
  4   1   2   2.11438   42.7280   1.83991e-02    0.5%   4    21     3.114
  2   5   1   2.11104   42.7990   6.56996e-04    0.0%   4    30     3.103
  2   2   4   2.10985   42.8241   2.19433e-03    0.1%   4    24     3.099
 -4   4   1   2.10931   42.8358   2.74487e-02    0.7%   4    33     3.097
 -2   5   3   2.10493   42.9292   3.91063e-04    0.0%   4    38     3.082
  3   2   3   2.10480   42.9321   1.37620e-02    0.4%   4    22     3.081
 -4   4   3   2.10322   42.9660   1.45581e-03    0.0%   4    41     3.076
 -2   2   6   2.09472   43.1490   2.77330e-02    0.7%   4    44     3.047
 -4   1   6   2.09016   43.2478   5.76259e-02    1.5%   4    53     3.031
 -3   2   6   2.08459   43.3693   9.91443e-03    0.3%   4    49     3.012
  4   3   1   2.08183   43.4296   1.91098e-03    0.0%   4    26     3.003
  0   5   3   2.07630   43.5511   4.11189e-02    1.1%   4    34     2.984
  0   3   5   2.07213   43.6434   8.41445e-03    0.2%   4    34     2.970
 -3   5   1   2.07027   43.6845   3.16018e-04    0.0%   4    35     2.963
 -3   5   2   2.06811   43.7325   4.22858e-02    1.1%   4    38     2.956
 -5   3   2   2.06778   43.7398   1.82260e-02    0.5%   4    38     2.955
 -4   3   5   2.06441   43.8149   2.78674e-06    0.0%   4    50     2.943
 -5   3   3   2.06419   43.8198   1.84474e-03    0.0%   4    43     2.943
  5   2   0   2.04377   44.2808   3.45374e-03    0.1%   4    29     2.874
  1   2   5   2.03758   44.4225   1.54282e-03    0.0%   4    30     2.854
 -1   2   6   2.03004   44.5963   5.57392e-03    0.1%   4    41     2.829
 -5   2   5   2.02660   44.6760   1.03598e-04    0.0%   4    54     2.817
  4   2   2   2.02401   44.7364   6.73057e-02    1.8%   4    24     2.809
  4   4   0   2.02152   44.7944   3.82203e-02    1.0%   4    32     2.800
  2   4   3   2.02086   44.8097   3.07314e-04    0.0%   4    29     2.798
  0   6   0   2.02010   44.8276   2.06624e-02    0.5%   2    36     2.796
  3   5   0   2.01391   44.9729   2.89661e-03    0.1%   4    34     2.775
 -5   3   1   2.01295   44.9956   5.21189e-03    0.1%   4    35     2.772
  0   0   6   2.01147   45.0304   4.92511e-04    0.0%   2    36     2.767
 -4   4   4   2.01084   45.0454   1.13483e-02    0.3%   4    48     2.765
 -2   4   5   2.01019   45.0606   3.65483e-02    1.0%   4    45     2.763
 -3   5   3   2.00795   45.1137   3.33639e-02    0.9%   4    43     2.756
 -5   3   4   2.00305   45.2301   3.38263e-02    0.9%   4    50     2.740
 -4   2   6   2.00273   45.2377   1.00277e-02    0.3%   4    56     2.739
  0   6   1   1.99238   45.4859   1.63847e-02    0.4%   4    37     2.705
  6   0  -2   1.98980   45.5482   1.26355e-03    0.0%   2    40     2.697
  3   4   2   1.98821   45.5866   3.55425e-02    0.9%   4    29     2.692
 -6   1   3   1.98619   45.6357   1.45331e-03    0.0%   4    46     2.685
  1   6   0   1.98600   45.6403   7.03025e-03    0.2%   4    37     2.685
 -1   6   1   1.98536   45.6558   1.04861e-04    0.0%   4    38     2.683
  0   1   6   1.98433   45.6809   1.98305e-02    0.5%   4    37     2.679
  1   4   4   1.98397   45.6896   5.19130e-10    0.0%   4    33     2.678
  6   0  -4   1.98214   45.7341   1.01845e-02    0.3%   2    52     2.672
 -1   4   5   1.97827   45.8288   3.12366e-04    0.0%   4    42     2.660
 -3   4   5   1.97490   45.9113   6.18139e-03    0.2%   4    50     2.649
  5   0  -6   1.96776   46.0877   3.38034e-03    0.1%   2    61     2.626
  2   5   2   1.96725   46.1004   1.00220e-03    0.0%   4    33     2.624
  2   3   4   1.96616   46.1273   2.60255e-02    0.7%   4    29     2.621
  5   1   1   1.96356   46.1919   2.18528e-03    0.1%   4    27     2.613
 -6   1   2   1.96352   46.1930   1.22220e-02    0.3%   4    41     2.612
  3   3   3   1.96207   46.2290   4.79975e-02    1.3%   4    27     2.608
 -2   5   4   1.95985   46.2845   2.15403e-02    0.6%   4    45     2.601
  1   5   3   1.95906   46.3041   2.78154e-04    0.0%   4    35     2.598
 -6   1   4   1.95616   46.3768   3.13892e-03    0.1%   4    53     2.589
 -1   5   4   1.95479   46.4113   4.94868e-02    1.3%   4    42     2.585
 -2   3   6   1.95390   46.4337   2.20826e-03    0.1%   4    49     2.582
 -3   3   6   1.94567   46.6417   9.88743e-03    0.3%   4    54     2.556
 -5   1   6   1.94233   46.7266   2.57972e-02    0.7%   4    62     2.545
  3   0   4   1.93651   46.8755   2.06830e-03    0.1%   2    25     2.527
  1   6   1   1.93490   46.9167   1.46782e-03    0.0%   4    38     2.522
 -1   6   2   1.93313   46.9622   2.06730e-04    0.0%   4    41     2.517
 -2   6   1   1.91580   47.4130   1.91671e-04    0.0%   4    41     2.463
  0   6   2   1.91561   47.4179   2.93171e-04    0.0%   4    40     2.462
  5   3   0   1.91235   47.5037   6.10144e-04    0.0%   4    34     2.452
  3   1   4   1.91225   47.5063   4.16498e-04    0.0%   4    26     2.452
  3   5   1   1.91204   47.5120   3.42617e-04    0.0%   4    35     2.451
 -6   2   3   1.91072   47.5468   1.19411e-02    0.3%   4    49     2.447
  0   2   6   1.90906   47.5906   2.34789e-02    0.6%   4    40     2.442
  1   3   5   1.90727   47.6380   3.76191e-07    0.0%   4    35     2.436
 -3   5   4   1.90355   47.7369   6.72837e-03    0.2%   4    50     2.425
 -1   3   6   1.90109   47.8026   1.45816e-03    0.0%   4    46     2.417
 -5   3   5   1.89827   47.8781   1.74470e-02    0.5%   4    59     2.409
  4   3   2   1.89613   47.9354   1.26674e-02    0.3%   4    29     2.402
  4   4   1   1.89531   47.9576   6.11584e-07    0.0%   4    33     2.400
 -3   1   7   1.89373   48.0001   1.52940e-03    0.0%   4    59     2.395
 -6   1   1   1.89322   48.0137   5.96992e-03    0.2%   4    38     2.393
  2   6   0   1.89321   48.0140   7.60896e-05    0.0%   4    40     2.393
  2   1   5   1.89179   48.0524   9.87037e-03    0.3%   4    30     2.389
 -2   6   2   1.89100   48.0736   2.39566e-02    0.6%   4    44     2.387
  5   2   1   1.89055   48.0860   2.53456e-04    0.0%   4    30     2.385
 -6   2   2   1.89051   48.0870   6.53602e-02    1.7%   4    44     2.385
 -4   5   2   1.89047   48.0882   2.20212e-03    0.1%   4    45     2.385
  0   5   4   1.88975   48.1075   5.20509e-03    0.1%   4    41     2.383
  0   4   5   1.88798   48.1556   4.71048e-02    1.2%   4    41     2.377
 -5   4   2   1.88469   48.2448   4.70646e-02    1.2%   4    45     2.367
 -6   2   4   1.88394   48.2654   9.98493e-04    0.0%   4    56     2.365
 -4   4   5   1.88214   48.3145   1.76083e-02    0.5%   4    57     2.360
 -5   4   3   1.88197   48.3190   2.27067e-02    0.6%   4    50     2.359
 -6   1   5   1.88009   48.3703   1.47079e-03    0.0%   4    62     2.353
 -2   1   7   1.87869   48.4088   6.25674e-02    1.6%   4    54     2.349
 -4   3   6   1.87861   48.4110   3.82735e-03    0.1%   4    61     2.349
  4   1   3   1.87376   48.5444   2.03069e-06    0.0%   4    26     2.334
 -5   2   6   1.87157   48.6048   1.02244e-02    0.3%   4    65     2.328
 -4   5   1   1.86982   48.6534   1.67943e-04    0.0%   4    42     2.322
 -4   5   3   1.86557   48.7713   1.46372e-02    0.4%   4    50     2.310
 -4   1   7   1.85268   49.1329   1.63027e-03    0.0%   4    66     2.271
  3   2   4   1.84462   49.3620   1.09903e-02    0.3%   4    29     2.247
  1   6   2   1.84301   49.4079   1.39718e-02    0.4%   4    41     2.243
 -5   4   1   1.84289   49.4114   5.10694e-03    0.1%   4    42     2.242
 -1   6   3   1.84047   49.4808   2.07984e-02    0.5%   4    46     2.235
  1   0   6   1.83847   49.5381   3.30216e-04    0.0%   2    37     2.229
 -5   4   4   1.83529   49.6298   1.23541e-03    0.0%   4    57     2.220
 -3   2   7   1.82798   49.8419   2.61009e-03    0.1%   4    62     2.198
  2   6   1   1.82797   49.8421   2.89286e-02    0.8%   4    41     2.198
 -6   2   1   1.82752   49.8552   1.08992e-04    0.0%   4    41     2.197
  2   2   5   1.82623   49.8928   5.21389e-03    0.1%   4    33     2.193
 -2   6   3   1.82400   49.9579   2.06541e-03    0.1%   4    49     2.187
  1   1   6   1.81768   50.1436   1.26615e-02    0.3%   4    38     2.168
 -6   2   5   1.81570   50.2020   6.40589e-03    0.2%   4    65     2.163
 -2   2   7   1.81444   50.2394   3.44419e-03    0.1%   4    57     2.159
 -1   1   7   1.81136   50.3309   1.13511e-04    0.0%   4    51     2.150
  4   2   3   1.81000   50.3714   7.41287e-03    0.2%   4    29     2.146
  6   0   0   1.80912   50.3975   1.33737e-03    0.0%   2    36     2.144
  4   5   0   1.80785   50.4354   2.36423e-04    0.0%   4    41     2.140
  2   5   3   1.80738   50.4494   8.17620e-04    0.0%   4    38     2.139
  2   4   4   1.80679   50.4671   2.77172e-02    0.7%   4    36     2.137
  5   0   2   1.80579   50.4970   1.46927e-02    0.4%   2    29     2.134
  0   6   3   1.80528   50.5122   9.14973e-03    0.2%   4    45     2.132
  3   4   3   1.80361   50.5623   3.00454e-03    0.1%   4    34     2.128
 -6   3   3   1.80204   50.6095   6.00497e-02    1.6%   4    54     2.123
 -3   6   1   1.80131   50.6313   8.42957e-03    0.2%   4    46     2.121
  0   3   6   1.80065   50.6513   1.25379e-03    0.0%   4    45     2.119
 -4   5   4   1.80020   50.6649   4.78946e-03    0.1%   4    57     2.118
 -3   6   2   1.79989   50.6743   2.91724e-02    0.8%   4    49     2.117
 -2   5   5   1.79973   50.6789   1.56126e-03    0.0%   4    54     2.117
 -2   4   6   1.79725   50.7538   9.48989e-03    0.2%   4    56     2.109
  6   0  -6   1.79200   50.9131   1.84160e-03    0.0%   2    72     2.094
 -4   2   7   1.79098   50.9443   1.88326e-02    0.5%   4    69     2.092
 -3   4   6   1.79084   50.9484   4.57193e-03    0.1%   4    61     2.091
  6   1   0   1.78930   50.9956   8.55311e-05    0.0%   4    37     2.087
  5   1   2   1.78607   51.0942   1.05455e-02    0.3%   4    30     2.078
  5   3   1   1.78509   51.1245   1.14994e-03    0.0%   4    35     2.075
 -6   3   2   1.78505   51.1255   2.50054e-02    0.7%   4    49     2.075
  3   5   2   1.78391   51.1607   5.44927e-04    0.0%   4    38     2.071
  1   5   4   1.78084   51.2552   1.20346e-02    0.3%   4    42     2.063
 -6   3   4   1.77952   51.2960   4.67215e-06    0.0%   4    61     2.059
 -1   5   5   1.77672   51.3829   3.72491e-03    0.1%   4    51     2.051
 -3   5   5   1.77428   51.4587   3.94696e-02    1.0%   4    59     2.044
 -6   1   6   1.77273   51.5068   1.30284e-02    0.3%   4    73     2.040
 -5   3   6   1.76909   51.6207   1.95139e-02    0.5%   4    70     2.030
 -5   1   7   1.76555   51.7318   4.34189e-03    0.1%   4    75     2.020
  5   4   0   1.76476   51.7566   4.53446e-04    0.0%   4    41     2.018
  3   6   0   1.76382   51.7863   6.60236e-04    0.0%   4    45     2.015
  1   4   5   1.76077   51.8826   5.61657e-04    0.0%   4    42     2.006
 -3   6   3   1.75981   51.9131   2.66687e-05    0.0%   4    54     2.004
  1   2   6   1.75930   51.9292   1.61960e-02    0.4%   4    41     2.002
 -1   4   6   1.75590   52.0373   4.82977e-03    0.1%   4    53     1.993
 -5   4   5   1.75368   52.1083   1.21586e-05    0.0%   4    66     1.987
 -1   2   7   1.75356   52.1119   6.47247e-03    0.2%   4    54     1.986
  4   4   2   1.75199   52.1621   8.55570e-04    0.0%   4    36     1.982
  3   3   4   1.74627   52.3459   5.09915e-02    1.3%   4    34     1.966
 -4   4   6   1.73814   52.6095   7.43727e-04    0.0%   4    68     1.944
  6   2   0   1.73353   52.7604   6.14513e-05    0.0%   4    40     1.931
  2   6   2   1.73221   52.8035   3.43399e-03    0.1%   4    44     1.928
 -3   3   7   1.73213   52.8061   1.59636e-02    0.4%   4    67     1.927
 -6   3   1   1.73175   52.8188   1.26305e-06    0.0%   4    46     1.926
  2   3   5   1.73065   52.8549   9.36116e-03    0.2%   4    38     1.923
  5   2   2   1.73059   52.8567   5.52864e-04    0.0%   4    33     1.923
 -2   6   4   1.72716   52.9701   6.78007e-07    0.0%   4    56     1.914
  1   6   3   1.72662   52.9879   1.40540e-03    0.0%   4    46     1.912
