************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
 -2   3   1   2.75256   32.5001   2.27671e-02    0.9%   4    14     5.691
  3   2   2   2.74642   32.5748   5.82169e-03    0.2%   4    17     5.663
  2   3   1   2.73156   32.7570   6.98260e-03    0.3%   4    14     5.595
  0   0   6   2.73064   32.7684   5.55394e-03    0.2%   2    36     5.591
 -3   1   4   2.71590   32.9513   2.63803e-02    1.0%   4    26     5.524
  0   2   5   2.70646   33.0695   1.76248e-02    0.7%   4    29     5.481
  3   0   4   2.70221   33.1230   1.85943e-05    0.0%   2    25     5.462
  4   0  -2   2.69717   33.1867   3.25407e-07    0.0%   2    20     5.439
  4   1   0   2.69698   33.1892   6.82086e-02    2.6%   4    17     5.438
 -1   3   3   2.69646   33.1957   8.67605e-02    3.3%   4    19     5.436
  2   2   4   2.68486   33.3433   1.26517e-04    0.0%   4    24     5.384
  1   0  -6   2.68248   33.3737   1.30556e-01    5.0%   2    37     5.373
 -4   1   1   2.68057   33.3982   7.90945e-02    3.0%   4    18     5.364
  1   3   3   2.66699   33.5732   1.27692e-02    0.5%   4    19     5.304
  2   1   5   2.66565   33.5907   3.62231e-02    1.4%   4    30     5.298
 -1   2   5   2.65477   33.7325   2.49418e-02    1.0%   4    30     5.250
 -2   3   2   2.65239   33.7636   3.32829e-04    0.0%   4    17     5.239
  4   1   1   2.64217   33.8982   2.81774e-03    0.1%   4    18     5.194
 -3   2   3   2.63924   33.9370   1.65461e-03    0.1%   4    22     5.181
  0   1   6   2.62650   34.1066   2.55023e-02    1.0%   4    37     5.125
  1   0   6   2.62537   34.1217   1.03946e-01    4.0%   2    37     5.120
  4   0   2   2.62061   34.1856   1.06125e-02    0.4%   2    20     5.099
  2   3   2   2.61518   34.2588   6.39449e-02    2.5%   4    17     5.076
  1   2   5   2.60837   34.3510   5.62629e-05    0.0%   4    30     5.046
  3   1   4   2.60117   34.4491   5.34208e-04    0.0%   4    26     5.015
 -4   1   2   2.59667   34.5106   2.14004e-02    0.8%   4    21     4.995
 -1   1   6   2.58355   34.6913   6.64782e-02    2.5%   4    38     4.939
  3   2   3   2.55880   35.0377   6.59965e-05    0.0%   4    22     4.833
  1   1   6   2.53242   35.4148   9.62093e-05    0.0%   4    38     4.721
  4   1   2   2.52814   35.4767   1.21683e-05    0.0%   4    21     4.703
  0   3   4   2.52196   35.5665   3.37092e-02    1.3%   4    25     4.677
  2   0  -6   2.50266   35.8501   9.78394e-03    0.4%   2    40     4.596
 -2   3   3   2.50195   35.8606   8.21547e-03    0.3%   4    22     4.593
 -2   2   5   2.47623   36.2459   6.87755e-03    0.3%   4    33     4.487
 -1   3   4   2.47611   36.2478   1.14004e-05    0.0%   4    26     4.486
 -4   1   3   2.46259   36.4538   2.38094e-02    0.9%   4    26     4.431
  2   3   3   2.45542   36.5639   9.25971e-02    3.6%   4    22     4.402
  1   3   4   2.44575   36.7137   6.60716e-03    0.3%   4    26     4.362
 -3   1   5   2.44285   36.7587   4.14521e-02    1.6%   4    35     4.351
 -3   2   4   2.43893   36.8200   1.36259e-01    5.2%   4    29     4.335
  3   3   0   2.43359   36.9038   1.30885e-01    5.0%   4    18     4.313
  4   2   0   2.42520   37.0360   3.97082e-02    1.5%   4    20     4.279
 -2   1   6   2.42175   37.0907   4.74883e-02    1.8%   4    41     4.265
 -3   3   1   2.41790   37.1518   2.25490e-03    0.1%   4    19     4.250
 -4   2   1   2.41325   37.2261   8.79639e-02    3.4%   4    21     4.231
  2   0   6   2.41203   37.2456   1.96577e-03    0.1%   2    40     4.226
  2   2   5   2.40235   37.4014   5.90943e-02    2.3%   4    33     4.188
  0   4   0   2.40045   37.4320   8.35042e-02    3.2%   2    16     4.180
  3   3   1   2.39659   37.4945   3.18250e-03    0.1%   4    19     4.165
  4   2   1   2.38512   37.6816   1.45305e-02    0.6%   4    21     4.119
  4   1   3   2.37610   37.8301   3.74317e-02    1.4%   4    26     4.084
  0   4   1   2.37509   37.8467   4.67227e-02    1.8%   4    17     4.080
  0   2   6   2.37357   37.8720   2.64094e-03    0.1%   4    40     4.074
  4   0  -4   2.36961   37.9376   1.18491e-03    0.0%   2    32     4.058
  3   2   4   2.35482   38.1850   2.59702e-02    1.0%   4    29     4.000
 -3   3   2   2.35247   38.2248   9.86777e-02    3.8%   4    22     3.991
 -4   2   2   2.35148   38.2414   1.10425e-01    4.2%   4    24     3.987
  1   4   0   2.34752   38.3085   8.99778e-03    0.3%   4    17     3.972
 -1   2   6   2.34173   38.4069   3.00654e-02    1.2%   4    41     3.949
  2   1   6   2.33935   38.4475   5.71333e-02    2.2%   4    41     3.940
  3   1   5   2.33857   38.4609   4.99734e-02    1.9%   4    35     3.937
 -1   4   1   2.32699   38.6599   9.00791e-02    3.5%   4    18     3.892
 -2   3   4   2.32615   38.6743   6.46683e-05    0.0%   4    29     3.889
  1   4   1   2.32060   38.7706   1.06518e-01    4.1%   4    18     3.868
  3   3   2   2.31367   38.8914   2.79104e-03    0.1%   4    22     3.841
  0   4   2   2.30359   39.0684   6.19146e-04    0.0%   4    20     3.803
  1   2   6   2.30345   39.0708   9.02214e-03    0.3%   4    41     3.802
 -4   1   4   2.30059   39.1214   3.55599e-02    1.4%   4    33     3.791
  4   2   2   2.30023   39.1277   2.35314e-03    0.1%   4    24     3.790
  0   3   5   2.28962   39.3165   1.29881e-01    5.0%   4    34     3.750
  2   3   4   2.27650   39.5525   1.70949e-03    0.1%   4    29     3.700
  0   1   7   2.27397   39.5985   5.82716e-02    2.2%   4    50     3.691
  4   0   4   2.26810   39.7051   5.13612e-02    2.0%   2    32     3.669
 -1   4   2   2.26256   39.8065   3.44127e-02    1.3%   4    21     3.648
 -1   3   5   2.25807   39.8890   2.04595e-02    0.8%   4    35     3.631
  3   0  -6   2.25775   39.8950   4.28502e-02    1.6%   2    45     3.630
  1   4   2   2.25086   40.0223   7.27788e-02    2.8%   4    21     3.604
 -4   2   3   2.25053   40.0284   1.07755e-02    0.4%   4    29     3.603
 -1   1   7   2.24882   40.0602   3.37752e-03    0.1%   4    51     3.597
 -3   3   3   2.24849   40.0663   2.21078e-04    0.0%   4    27     3.596
  5   0   0   2.24808   40.0738   5.53706e-05    0.0%   2    25     3.594
 -3   2   5   2.23544   40.3103   3.08208e-02    1.2%   4    38     3.547
  1   3   5   2.22931   40.4260   9.20060e-02    3.5%   4    35     3.525
 -2   2   6   2.21923   40.6176   1.96175e-02    0.8%   4    44     3.488
  1   1   7   2.20934   40.8076   2.86263e-03    0.1%   4    51     3.452
  2   4   0   2.20753   40.8425   6.16634e-04    0.0%   4    20     3.445
  4   1   4   2.20736   40.8458   1.21184e-02    0.5%   4    33     3.445
  3   3   3   2.19813   41.0250   8.33157e-04    0.0%   4    27     3.411
 -3   1   6   2.19781   41.0313   4.45284e-02    1.7%   4    46     3.410
  0   4   3   2.19754   41.0365   3.25311e-02    1.2%   4    25     3.409
  5   0  -2   2.19435   41.0988   4.53192e-02    1.7%   2    29     3.397
 -2   4   1   2.19311   41.1231   5.86622e-03    0.2%   4    21     3.393
  5   1   0   2.18889   41.2060   2.06631e-02    0.8%   4    26     3.378
  4   2   3   2.18394   41.3037   5.17380e-03    0.2%   4    29     3.360
 -5   1   1   2.18273   41.3275   8.89198e-03    0.3%   4    27     3.356
  2   4   1   2.18244   41.3333   7.62662e-03    0.3%   4    21     3.355
 -1   4   3   2.16442   41.6935   1.47517e-02    0.6%   4    26     3.290
  3   0   6   2.15910   41.8009   6.04294e-03    0.2%   2    45     3.271
  5   1   1   2.15672   41.8492   3.34174e-02    1.3%   4    27     3.263
  2   2   6   2.15530   41.8781   1.45326e-02    0.6%   4    44     3.258
  3   2   5   2.15469   41.8905   3.30989e-06    0.0%   4    38     3.256
  1   4   3   2.14909   42.0049   6.35959e-06    0.0%   4    26     3.236
 -2   3   5   2.14512   42.0864   1.82945e-02    0.7%   4    38     3.222
  5   0   2   2.14244   42.1414   1.06998e-02    0.4%   2    29     3.212
 -2   1   7   2.14217   42.1470   8.02226e-02    3.1%   4    54     3.211
 -2   4   2   2.14143   42.1624   6.76054e-03    0.3%   4    24     3.209
 -5   1   2   2.13920   42.2083   8.84358e-03    0.3%   4    30     3.201
 -4   1   5   2.12993   42.4009   8.93922e-02    3.4%   4    42     3.169
 -4   2   4   2.12488   42.5066   4.22512e-02    1.6%   4    36     3.151
  2   4   2   2.12170   42.5734   8.01247e-04    0.0%   4    24     3.140
 -3   3   4   2.12073   42.5938   2.00288e-04    0.0%   4    34     3.136
  4   3   0   2.11168   42.7852   8.67082e-02    3.3%   4    25     3.105
  3   1   6   2.10650   42.8956   3.89541e-02    1.5%   4    46     3.087
  0   2   7   2.10385   42.9525   1.97893e-04    0.0%   4    53     3.078
 -4   3   1   2.10378   42.9539   2.72803e-03    0.1%   4    26     3.078
  2   3   5   2.09654   43.1095   2.13696e-02    0.8%   4    38     3.053
  5   1   2   2.09102   43.2291   1.75203e-02    0.7%   4    30     3.034
  4   3   1   2.08506   43.3588   1.17629e-03    0.0%   4    26     3.014
 -1   2   7   2.08388   43.3847   5.07209e-04    0.0%   4    54     3.010
  0   3   6   2.07733   43.5284   7.13935e-03    0.3%   4    45     2.987
  2   1   7   2.07534   43.5724   8.11819e-03    0.3%   4    54     2.980
  0   4   4   2.07100   43.6683   1.05474e-02    0.4%   4    32     2.966
  3   3   4   2.06473   43.8077   8.82709e-02    3.4%   4    34     2.945
 -5   1   3   2.06459   43.8110   6.23337e-04    0.0%   4    35     2.944
 -4   3   2   2.06248   43.8580   1.16171e-02    0.4%   4    29     2.937
 -2   4   3   2.05988   43.9164   2.02807e-02    0.8%   4    29     2.928
 -1   3   6   2.05589   44.0059   3.57844e-02    1.4%   4    46     2.915
  1   2   7   2.05235   44.0859   2.90542e-03    0.1%   4    54     2.903
  4   2   4   2.05076   44.1218   1.47172e-03    0.1%   4    36     2.898
  0   0   8   2.04798   44.1849   2.40270e-02    0.9%   2    64     2.888
 -1   4   4   2.04538   44.2440   3.07796e-04    0.0%   4    33     2.880
 -3   2   6   2.04310   44.2961   2.81537e-03    0.1%   4    49     2.872
  4   1   5   2.03784   44.4165   1.04800e-02    0.4%   4    42     2.854
  5   2   0   2.03593   44.4604   1.16969e-02    0.4%   4    29     2.848
  2   4   3   2.03368   44.5123   1.04117e-03    0.0%   4    29     2.841
  1   0  -8   2.03168   44.5582   7.87675e-03    0.3%   2    65     2.834
 -5   2   1   2.03097   44.5747   9.10702e-03    0.3%   4    30     2.832
  1   3   6   2.02984   44.6008   1.20194e-02    0.5%   4    46     2.828
  1   4   4   2.02817   44.6396   5.48594e-04    0.0%   4    33     2.822
  4   3   2   2.02764   44.6519   2.99449e-02    1.1%   4    29     2.821
  3   4   0   2.02122   44.8014   1.11797e-02    0.4%   4    25     2.799
 -3   4   1   2.01221   45.0130   3.06406e-03    0.1%   4    26     2.770
  5   0  -4   2.01094   45.0430   4.00281e-03    0.2%   2    41     2.766
  5   2   1   2.00997   45.0659   1.14028e-04    0.0%   4    30     2.762
  4   0  -6   2.00593   45.1617   1.61801e-03    0.1%   2    52     2.749
  0   1   8   2.00293   45.2331   8.65987e-03    0.3%   4    65     2.739
  5   1   3   2.00047   45.2917   1.82368e-02    0.7%   4    35     2.731
  3   4   1   1.99987   45.3060   3.25788e-02    1.2%   4    26     2.730
  1   0   8   1.99835   45.3424   1.57608e-02    0.6%   2    65     2.725
 -2   2   7   1.99817   45.3467   2.13655e-02    0.8%   4    57     2.724
 -5   2   2   1.99576   45.4045   2.04889e-02    0.8%   4    33     2.716
 -4   3   3   1.99335   45.4627   3.85803e-05    0.0%   4    34     2.708
 -4   2   5   1.98823   45.5863   7.32497e-04    0.0%   4    45     2.692
 -1   1   8   1.98768   45.5997   1.19313e-03    0.0%   4    66     2.690
 -3   1   7   1.98448   45.6773   1.08974e-04    0.0%   4    59     2.680
 -3   3   5   1.98284   45.7172   3.25081e-04    0.0%   4    43     2.674
 -3   4   2   1.97402   45.9331   1.30131e-02    0.5%   4    29     2.646
 -2   3   6   1.97150   45.9951   2.64958e-02    1.0%   4    49     2.638
  3   2   6   1.96913   46.0537   5.18617e-04    0.0%   4    49     2.630
 -5   1   4   1.96824   46.0758   1.77635e-02    0.7%   4    42     2.628
 -4   1   6   1.96354   46.1925   1.94433e-03    0.1%   4    53     2.613
 -2   4   4   1.95839   46.3209   5.61405e-03    0.2%   4    36     2.596
  5   2   2   1.95647   46.3691   4.14377e-02    1.6%   4    33     2.590
  1   1   8   1.95643   46.3700   7.53992e-02    2.9%   4    66     2.590
  2   0  -8   1.95391   46.4333   1.60012e-03    0.1%   2    68     2.582
  3   4   2   1.95092   46.5086   7.41915e-04    0.0%   4    29     2.573
  4   3   3   1.94663   46.6171   1.06306e-03    0.0%   4    34     2.559
  2   2   7   1.94361   46.6941   5.39855e-03    0.2%   4    57     2.549
  0   4   5   1.93644   46.8771   2.00001e-03    0.1%   4    41     2.527
 -5   2   3   1.93476   46.9202   7.06735e-03    0.3%   4    38     2.522
  5   0   4   1.93290   46.9683   4.22243e-06    0.0%   2    41     2.516
  2   4   4   1.92849   47.0821   2.05060e-02    0.8%   4    36     2.502
  2   3   6   1.92627   47.1395   6.80299e-05    0.0%   4    49     2.495
  3   3   5   1.92584   47.1509   3.33202e-04    0.0%   4    43     2.494
 -1   4   5   1.91724   47.3751   2.25788e-02    0.9%   4    42     2.467
 -2   1   8   1.91467   47.4426   1.20794e-02    0.5%   4    69     2.459
  4   0   6   1.91400   47.4604   1.02543e-02    0.4%   2    52     2.457
  4   2   5   1.91270   47.4945   1.68829e-02    0.6%   4    45     2.453
 -3   4   3   1.91137   47.5296   8.49729e-03    0.3%   4    34     2.449
  0   5   1   1.90730   47.6372   1.47727e-02    0.6%   4    26     2.436
  3   1   7   1.90583   47.6764   4.50045e-05    0.0%   4    59     2.432
 -4   3   4   1.90446   47.7127   4.22445e-07    0.0%   4    41     2.428
  1   4   5   1.89954   47.8439   3.13292e-03    0.1%   4    42     2.413
  2   0   8   1.89582   47.9437   2.83345e-05    0.0%   2    68     2.401
  5   1   4   1.89488   47.9690   2.49742e-02    1.0%   4    42     2.398
  1   5   0   1.89293   48.0215   3.05577e-03    0.1%   4    26     2.392
  0   3   7   1.88928   48.1204   1.95790e-03    0.1%   4    58     2.381
  0   2   8   1.88375   48.2706   5.36639e-03    0.2%   4    68     2.364
 -1   5   1   1.88212   48.3150   2.76846e-05    0.0%   4    27     2.360
  5   2   3   1.88170   48.3264   3.50406e-03    0.1%   4    38     2.358
  3   4   3   1.88014   48.3690   1.34924e-02    0.5%   4    34     2.354
  1   5   1   1.87873   48.4076   8.76857e-03    0.3%   4    27     2.349
  4   1   6   1.87707   48.4533   2.98364e-03    0.1%   4    53     2.344
 -1   3   7   1.87478   48.5163   1.22294e-01    4.7%   4    59     2.337
  6   0   0   1.87340   48.5542   1.18649e-02    0.5%   2    36     2.333
 -1   2   8   1.87104   48.6195   4.00031e-02    1.5%   4    69     2.326
  0   5   2   1.86967   48.6573   2.77465e-05    0.0%   4    29     2.322
 -3   2   7   1.86837   48.6934   4.44699e-02    1.7%   4    62     2.318
  2   1   8   1.85991   48.9293   1.35894e-02    0.5%   4    69     2.293
 -5   1   5   1.85979   48.9328   1.91774e-02    0.7%   4    51     2.292
 -5   2   4   1.85480   49.0731   1.10399e-03    0.0%   4    45     2.277
  1   3   7   1.85172   49.1602   5.30485e-02    2.0%   4    59     2.268
 -4   2   6   1.85086   49.1844   5.58143e-03    0.2%   4    56     2.266
  4   3   4   1.85055   49.1932   1.02267e-01    3.9%   4    41     2.265
 -1   5   2   1.84754   49.2788   6.31928e-04    0.0%   4    30     2.256
 -2   4   5   1.84665   49.3042   4.44244e-03    0.2%   4    45     2.253
  6   0  -2   1.84516   49.3466   9.73333e-03    0.4%   2    40     2.249
 -3   3   6   1.84491   49.3536   2.37372e-03    0.1%   4    54     2.248
  1   2   8   1.84491   49.3537   7.18490e-03    0.3%   4    69     2.248
  1   5   2   1.84115   49.4613   2.28047e-02    0.9%   4    30     2.237
  5   3   0   1.83963   49.5049   1.39838e-03    0.1%   4    34     2.233
  6   1   0   1.83873   49.5307   1.14183e-05    0.0%   4    37     2.230
 -6   1   1   1.83665   49.5905   9.13551e-03    0.4%   4    38     2.224
 -5   3   1   1.83597   49.6102   4.54433e-02    1.7%   4    35     2.222
  3   0  -8   1.83361   49.6785   2.51213e-03    0.1%   2    73     2.215
 -3   4   4   1.83102   49.7534   6.69421e-03    0.3%   4    41     2.207
  4   4   0   1.82519   49.9232   1.25895e-03    0.0%   4    32     2.190
  5   3   1   1.82041   50.0633   3.78875e-04    0.0%   4    35     2.176
 -4   4   1   1.82008   50.0730   2.56049e-03    0.1%   4    33     2.175
  6   1   1   1.81801   50.1340   3.32838e-04    0.0%   4    38     2.169
  2   5   0   1.81721   50.1576   1.05611e-03    0.0%   4    29     2.167
  2   4   5   1.81539   50.2114   1.80100e-03    0.1%   4    45     2.162
 -6   1   2   1.81200   50.3117   2.61302e-03    0.1%   4    41     2.152
 -2   3   7   1.81163   50.3227   2.46753e-02    0.9%   4    62     2.151
  0   5   3   1.81162   50.3230   1.03754e-04    0.0%   4    34     2.151
 -5   3   2   1.80984   50.3761   3.24300e-02    1.2%   4    38     2.146
 -2   2   8   1.80977   50.3782   3.19854e-03    0.1%   4    72     2.145
 -2   5   1   1.80914   50.3969   2.08876e-02    0.8%   4    30     2.144
 -4   1   7   1.80845   50.4174   2.30605e-04    0.0%   4    66     2.142
  6   0   2   1.80792   50.4332   4.64290e-05    0.0%   2    40     2.140
  4   4   1   1.80792   50.4333   3.11708e-03    0.1%   4    33     2.140
 -4   3   5   1.80421   50.5442   3.31092e-02    1.3%   4    50     2.129
  2   5   1   1.80314   50.5764   2.73032e-02    1.0%   4    30     2.126
  0   4   6   1.80287   50.5844   4.62442e-04    0.0%   4    52     2.126
  3   2   7   1.80229   50.6018   2.26176e-04    0.0%   4    62     2.124
 -3   1   8   1.80106   50.6389   1.41959e-03    0.1%   4    74     2.120
  3   4   4   1.79462   50.8336   1.85015e-04    0.0%   4    41     2.102
 -4   4   2   1.79314   50.8785   6.94638e-04    0.0%   4    36     2.098
  5   2   4   1.79303   50.8818   1.92238e-04    0.0%   4    45     2.097
 -1   5   3   1.79293   50.8849   4.54971e-04    0.0%   4    35     2.097
  3   3   6   1.78991   50.9769   2.80725e-02    1.1%   4    54     2.088
 -1   4   6   1.78880   51.0107   9.25083e-03    0.4%   4    53     2.085
  0   1   9   1.78857   51.0179   1.20985e-02    0.5%   4    82     2.085
  1   5   3   1.78419   51.1521   3.23651e-04    0.0%   4    35     2.072
  5   1   5   1.78293   51.1909   4.44865e-03    0.2%   4    51     2.069
  5   3   2   1.78038   51.2695   1.01750e-02    0.4%   4    38     2.061
 -2   5   2   1.77980   51.2875   1.50893e-12    0.0%   4    33     2.060
 -1   1   9   1.77911   51.3086   4.91598e-03    0.2%   4    83     2.058
  4   2   6   1.77791   51.3458   2.56773e-02    1.0%   4    56     2.054
  5   0  -6   1.77695   51.3757   4.64926e-02    1.8%   2    61     2.052
  6   1   2   1.77670   51.3833   2.90358e-02    1.1%   4    41     2.051
  1   4   6   1.77156   51.5432   9.98185e-03    0.4%   4    53     2.037
  2   3   7   1.77067   51.5712   1.25314e-02    0.5%   4    62     2.034
  4   4   2   1.77010   51.5891   1.18712e-02    0.5%   4    36     2.032
  2   5   2   1.76842   51.6416   2.04860e-02    0.8%   4    33     2.028
 -6   1   3   1.76739   51.6740   2.51756e-02    1.0%   4    46     2.025
 -5   3   3   1.76398   51.7813   2.50180e-02    1.0%   4    43     2.015
  2   2   8   1.76332   51.8022   1.16444e-03    0.0%   4    72     2.013
 -5   2   5   1.76321   51.8055   7.56290e-04    0.0%   4    54     2.013
  3   0   8   1.76260   51.8248   1.56211e-03    0.1%   2    73     2.011
  1   1   9   1.75385   52.1028   1.45574e-02    0.6%   4    83     1.987
 -5   1   6   1.74728   52.3135   3.92172e-03    0.2%   4    62     1.969
  4   3   5   1.74721   52.3158   2.21231e-05    0.0%   4    50     1.969
 -4   4   3   1.74715   52.3177   6.47405e-03    0.2%   4    41     1.969
  6   2   0   1.74524   52.3794   4.81368e-03    0.2%   4    40     1.963
 -6   2   1   1.74346   52.4368   8.56762e-05    0.0%   4    41     1.958
 -3   4   5   1.74006   52.5472   7.86793e-03    0.3%   4    50     1.949
  0   5   4   1.73875   52.5898   1.15415e-03    0.0%   4    41     1.945
  6   0  -4   1.73471   52.7216   2.85560e-04    0.0%   2    52     1.934
  3   1   8   1.73363   52.7569   1.19961e-02    0.5%   4    74     1.931
 -2   4   6   1.73238   52.7979   6.33328e-03    0.2%   4    56     1.928
 -2   5   3   1.73215   52.8057   2.47725e-02    1.0%   4    38     1.927
