************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2021 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

ref no.   h   k   l   d(hkl)    Phase       Lp     F(Re)    F(Im)  I(Integrated)

[   1]    1   0  -1  13.1700    0.000   145.43    29.42     0.00  2.92696e-01
[   2]    1   0   1   9.2196  180.000    70.89  -120.72     0.00  2.40167e+00
[   3]    0   0   2   8.1085  180.000    54.67    -2.87    -0.00  1.04863e-03
[   4]    2   0   0   7.0977    0.000    41.71    11.42     0.00  1.26524e-02
[   5]    0   1   1   6.6036  180.000    36.01   -65.52    -0.00  7.18821e-01
[   6]    2   0  -2   6.5850  180.000    35.80   -73.94    -0.00  4.54979e-01
[   7]    1   1   0   6.4427    0.000    34.24    10.87    -0.00  1.88034e-02
[   8]   -1   1   1   6.3379    0.000    33.11    90.56    -0.00  1.26252e+00
[   9]    1   0  -3   5.7557    0.000    27.18    52.14     0.00  1.71754e-01
[  10]    1   1   1   5.6894    0.000    26.54    38.77    -0.00  1.85487e-01
[  11]   -1   1   2   5.4798    0.000    24.57    31.93     0.00  1.16450e-01
[  12]    0   1   2   5.3964  180.000    23.81   -30.09    -0.00  1.00228e-01
[  13]   -2   1   1   5.2141  180.000    22.18   -83.72     0.00  7.22618e-01
[  14]    2   1   0   5.0650  180.000    20.89   -18.52    -0.00  3.33250e-02
[  15]    3   0  -1   5.0337    0.000    20.62    52.65    -0.00  1.32872e-01
[  16]   -2   1   2   4.8685    0.000    19.24    33.34    -0.00  9.94612e-02
[  17]    1   1   2   4.6984    0.000    17.87    94.30    -0.00  7.38957e-01
[  18]    2   0   2   4.6098  180.000    17.18  -111.05     0.00  4.92426e-01
[  19]    1   0   3   4.5557    0.000    16.76    54.87    -0.00  1.17290e-01
[  20]    2   1   1   4.5277    0.000    16.55    37.60    -0.00  1.08780e-01
[  21]   -1   1   3   4.5031    0.000    16.36    45.28    -0.00  1.55950e-01
[  22]    3   0  -3   4.3900  180.000    15.51    -3.15    -0.00  3.58081e-04
[  23]    0   1   3   4.3294    0.000    15.07    15.67    -0.00  1.72063e-02
[  24]   -2   1   3   4.2561  180.000    14.54   -20.37     0.00  2.80568e-02
[  25]    2   0  -4   4.1999  180.000    14.14  -237.05    -0.00  1.84700e+00
[  26]    3   0   1   4.1716  180.000    13.94  -127.26     0.00  5.24782e-01
[  27]   -3   1   1   4.1311  180.000    13.66   -98.54    -0.00  6.16514e-01
[  28]    0   0   4   4.0542    0.000    13.13    25.00    -0.00  1.90708e-02
[  29]   -3   1   2   4.0487  180.000    13.09   -60.65     0.00  2.23845e-01
[  30]    3   1   0   3.9593  180.000    12.49   -38.49     0.00  8.60112e-02
[  31]    2   1   2   3.8870  180.000    12.01   -26.26     0.00  3.85093e-02
[  32]    1   1   3   3.8544  180.000    11.80   -83.35     0.00  3.81056e-01
[  33]    4   0  -2   3.7632    0.000    11.21   106.30    -0.00  2.94565e-01
[  34]   -3   1   3   3.7525    0.000    11.15    16.95    -0.00  1.48884e-02
[  35]   -1   1   4   3.7029  180.000    10.84   -56.19     0.00  1.59037e-01
[  36]   -2   1   4   3.6317    0.000    10.40    61.12    -0.00  1.80555e-01
[  37]    0   2   0   3.6151    0.000    10.30   101.17    -0.00  2.44998e-01
[  38]    3   1   1   3.6133  180.000    10.28   -73.18     0.00  2.56056e-01
[  39]    4   0   0   3.5488  180.000     9.90  -144.74     0.00  4.82000e-01
[  40]    0   1   4   3.5362    0.000     9.82    39.60     0.00  7.16218e-02
[  41]    0   2   1   3.5285    0.000     9.78    66.90    -0.00  2.03406e-01
[  42]    1   2   0   3.5033    0.000     9.63     4.20    -0.00  7.89266e-04
[  43]   -1   2   1   3.4861    0.000     9.53    54.95    -0.00  1.33750e-01
[  44]    1   0  -5   3.4295  180.000     9.20    -9.56     0.00  1.95406e-03
[  45]    1   2   1   3.3656    0.000     8.83    43.54     0.00  7.78423e-02
[  46]   -3   1   4   3.3589  180.000     8.80  -125.53     0.00  6.44304e-01
[  47]   -4   1   2   3.3381  180.000     8.68    -8.78    -0.00  3.11012e-03
[  48]   -4   1   1   3.3272  180.000     8.62   -83.25    -0.00  2.77640e-01
[  49]   -1   2   2   3.3206    0.000     8.58    84.08     0.00  2.82057e-01
[  50]    2   1   3   3.3113    0.000     8.53    28.28     0.00  3.17137e-02
[  51]    0   2   2   3.3018  180.000     8.48    -9.49     0.00  3.54816e-03
[  52]    4   0  -4   3.2925    0.000     8.42   140.51    -0.00  3.86658e-01
[  53]   -2   2   1   3.2587    0.000     8.24    36.79     0.00  5.18418e-02
[  54]    3   0  -5   3.2491    0.000     8.19    97.94    -0.00  1.82536e-01
[  55]    2   2   0   3.2213  180.000     8.04   -14.99     0.00  8.39863e-03
[  56]   -4   1   3   3.2148    0.000     8.00    10.14    -0.00  3.82643e-03
[  57]    1   1   4   3.2120  180.000     7.99   -15.26     0.00  8.64324e-03
[  58]    3   1   2   3.2108    0.000     7.98   109.54    -0.00  4.45104e-01
[  59]    4   1   0   3.1858  180.000     7.84   -43.50     0.00  6.90273e-02
[  60]   -2   2   2   3.1690  180.000     7.75    -5.66     0.00  1.15535e-03
[  61]    1   2   2   3.1206  180.000     7.50   -59.73     0.00  1.24398e-01
[  62]   -2   1   5   3.1002    0.000     7.39    82.56    -0.00  2.34279e-01
[  63]   -1   1   5   3.0986  180.000     7.39   -71.95     0.00  1.77768e-01
[  64]    2   0   4   3.0907  180.000     7.34    -0.20    -0.00  6.63084e-07
[  65]    3   0   3   3.0732    0.000     7.25    48.98     0.00  4.04578e-02
[  66]    2   2   1   3.0690    0.000     7.23    30.19    -0.00  3.06534e-02
[  67]   -1   2   3   3.0613  180.000     7.19   -42.73     0.00  6.10461e-02
[  68]    0   2   3   3.0050    0.000     6.91    30.63    -0.00  3.01291e-02
[  69]   -4   1   4   2.9964  180.000     6.86   -33.39    -0.00  3.55799e-02
[  70]   -2   2   3   2.9802  180.000     6.78   -27.90     0.00  2.45391e-02
[  71]    5   0  -1   2.9765  180.000     6.76   -56.60     0.00  5.03796e-02
[  72]    5   0  -3   2.9710  180.000     6.74   -33.39     0.00  1.74621e-02
[  73]   -3   1   5   2.9636  180.000     6.70   -90.74     0.00  2.56447e-01
[  74]    0   1   5   2.9593    0.000     6.68   105.76    -0.00  3.47306e-01
[  75]    4   1   1   2.9574    0.000     6.67   148.77    -0.00  6.86233e-01
[  76]    1   0   5   2.9486  180.000     6.63   -99.05     0.00  1.51092e-01
[  77]   -3   2   1   2.9363    0.000     6.56    47.91     0.00  7.00488e-02
[  78]   -3   2   2   2.9063  180.000     6.42    -9.56     0.00  2.72942e-03
[  79]    4   0   2   2.9036    0.000     6.41    77.68    -0.00  8.98395e-02
[  80]    2   0  -6   2.8779  180.000     6.28  -207.94    -0.00  6.31325e-01
[  81]    3   2   0   2.8727    0.000     6.26    28.47     0.00  2.35720e-02
[  82]    2   2   2   2.8447  180.000     6.12   -36.91     0.00  3.87699e-02
[  83]    2   1   4   2.8419    0.000     6.11     8.49    -0.00  2.04920e-03
[  84]    1   2   3   2.8318  180.000     6.06    -5.51     0.00  8.56215e-04
[  85]    3   1   3   2.8283  180.000     6.04    -1.88     0.00  9.91379e-05
[  86]   -3   2   3   2.7907    0.000     5.87    14.14     0.00  5.45246e-03
[  87]   -5   1   2   2.7906  180.000     5.87   -48.85    -0.00  6.50912e-02
[  88]   -1   2   4   2.7701    0.000     5.77    78.07    -0.00  1.63551e-01
[  89]   -5   1   1   2.7524  180.000     5.69   -21.90     0.00  1.26910e-02
[  90]   -5   1   3   2.7480    0.000     5.67     6.42    -0.00  1.08638e-03
[  91]   -2   2   4   2.7399  180.000     5.63    -6.56     0.00  1.12606e-03
[  92]   -4   1   5   2.7359  180.000     5.61   -38.54    -0.00  3.87710e-02
[  93]    3   2   1   2.7320  180.000     5.60    -1.95    -0.00  9.89161e-05
[  94]    1   1   5   2.7303  180.000     5.59   -37.24     0.00  3.60332e-02
[  95]    0   0   6   2.7028    0.000     5.46    13.10    -0.00  2.18108e-03
[  96]    0   2   4   2.6982    0.000     5.44     7.49     0.00  1.42055e-03
[  97]    4   1   2   2.6945    0.000     5.43    45.65     0.00  5.25827e-02
[  98]   -2   1   6   2.6738    0.000     5.33    55.71     0.00  7.69829e-02
[  99]    5   0   1   2.6457  180.000     5.21   -58.62    -0.00  4.16173e-02
[ 100]   -1   1   6   2.6446    0.000     5.20    66.80     0.00  1.07962e-01
[ 101]    5   1   0   2.6426    0.000     5.20    37.39    -0.00  3.37720e-02
[ 102]   -5   1   4   2.6349  180.000     5.16   -15.59    -0.00  5.83051e-03
[ 103]    5   0  -5   2.6340    0.000     5.16   107.29     0.00  1.38037e-01
[ 104]    4   0  -6   2.6325  180.000     5.15   -24.25    -0.00  7.04056e-03
[ 105]   -3   2   4   2.6169  180.000     5.08   -15.95     0.00  6.01501e-03
[ 106]   -3   1   6   2.6110  180.000     5.06   -11.35     0.00  3.02879e-03
[ 107]   -4   2   2   2.6070    0.000     5.04     2.24    -0.00  1.17723e-04
[ 108]   -4   2   1   2.6018  180.000     5.02   -29.17    -0.00  1.98467e-02
[ 109]    2   2   3   2.5942  180.000     4.98    -8.00    -0.00  1.48381e-03
[ 110]   -4   2   3   2.5470  180.000     4.78   -54.59     0.00  6.62568e-02
[ 111]    1   2   4   2.5456    0.000     4.78    45.55     0.00  4.60769e-02
[ 112]    3   2   2   2.5450  180.000     4.77   -43.26     0.00  4.15422e-02
[ 113]    4   2   0   2.5325  180.000     4.72    -2.52    -0.00  1.39770e-04
[ 114]    0   1   6   2.5317    0.000     4.72    36.39     0.00  2.90468e-02
[ 115]    6   0  -2   2.5168  180.000     4.66   -31.62     0.00  1.08186e-02
[ 116]    3   1   4   2.4951    0.000     4.56    28.87    -0.00  1.76849e-02
[ 117]   -2   2   5   2.4889    0.000     4.54    60.04    -0.00  7.60855e-02
[ 118]   -1   2   5   2.4880  180.000     4.54   -12.35     0.00  3.21772e-03
[ 119]    5   1   1   2.4846  180.000     4.52   -40.07     0.00  3.37433e-02
[ 120]   -5   1   5   2.4749    0.000     4.48     3.01    -0.00  1.88447e-04
[ 121]   -4   1   6   2.4737  180.000     4.48   -16.03     0.00  5.34859e-03
[ 122]    2   1   5   2.4691  180.000     4.46    -3.32    -0.00  2.28588e-04
[ 123]    6   0  -4   2.4434    0.000     4.35    19.97     0.00  4.03354e-03
[ 124]    3   0  -7   2.4398  180.000     4.34  -109.63    -0.00  1.21208e-01
[ 125]    4   1   3   2.4343  180.000     4.32   -37.24     0.00  2.78355e-02
[ 126]   -4   2   4   2.4342    0.000     4.32    63.91    -0.00  8.19482e-02
[ 127]    1   0  -7   2.4233    0.000     4.27    34.92    -0.00  1.21083e-02
[ 128]   -3   2   5   2.4165    0.000     4.24    30.42     0.00  1.82646e-02
[ 129]    0   2   5   2.4142  180.000     4.23    -4.04    -0.00  3.20957e-04
[ 130]    4   2   1   2.4132    0.000     4.23    14.66     0.00  4.22828e-03
[ 131]    0   3   1   2.3839  180.000     4.11   -12.39    -0.00  2.93736e-03
[ 132]   -6   1   2   2.3769  180.000     4.09   -16.51     0.00  5.18162e-03
[ 133]    1   3   0   2.3761  180.000     4.08    -5.97     0.00  6.76552e-04
[ 134]   -1   3   1   2.3707  180.000     4.06   -61.42    -0.00  7.12631e-02
[ 135]   -6   1   3   2.3702    0.000     4.06    34.49     0.00  2.24508e-02
[ 136]    6   0   0   2.3659  180.000     4.04   -50.14     0.00  2.36297e-02
[ 137]    1   1   6   2.3638    0.000     4.04    21.57    -0.00  8.73129e-03
[ 138]    2   2   4   2.3492  180.000     3.98   -29.43    -0.00  1.60245e-02
[ 139]    3   2   3   2.3415    0.000     3.95    13.28    -0.00  3.23827e-03
[ 140]   -2   1   7   2.3357    0.000     3.93     7.93    -0.00  1.14756e-03
[ 141]   -6   1   1   2.3339    0.000     3.92     4.39     0.00  3.51657e-04
[ 142]    1   3   1   2.3317  180.000     3.91    -5.00    -0.00  4.54712e-04
[ 143]    3   0   5   2.3267    0.000     3.89    16.08     0.00  2.33778e-03
[ 144]   -5   2   2   2.3200    0.000     3.87     0.74     0.00  9.86094e-06
[ 145]   -1   3   2   2.3166  180.000     3.85   -27.67    -0.00  1.37100e-02
[ 146]   -6   1   4   2.3148    0.000     3.85    15.93    -0.00  4.53600e-03
[ 147]   -3   1   7   2.3118  180.000     3.83   -23.47     0.00  9.81883e-03
[ 148]    0   3   2   2.3102  180.000     3.83   -25.72    -0.00  1.17772e-02
[ 149]    4   0   4   2.3049  180.000     3.81   -23.01     0.00  4.68519e-03
[ 150]    5   1   2   2.3039  180.000     3.80   -12.16    -0.00  2.61571e-03
[ 151]   -5   2   1   2.2979  180.000     3.78    -6.52     0.00  7.46625e-04
[ 152]   -1   1   7   2.2977    0.000     3.78    43.29    -0.00  3.29334e-02
[ 153]   -5   2   3   2.2953    0.000     3.77    35.66    -0.00  2.22951e-02
[ 154]   -2   3   1   2.2953  180.000     3.77   -30.31    -0.00  1.61057e-02
[ 155]   -5   1   6   2.2936    0.000     3.76    47.53    -0.00  3.95433e-02
[ 156]   -4   2   5   2.2882    0.000     3.74    57.25    -0.00  5.70691e-02
[ 157]    1   2   5   2.2849  180.000     3.73   -81.49     0.00  1.15227e-01
[ 158]    2   3   0   2.2821  180.000     3.72   -82.26    -0.00  1.17072e-01
[ 159]    2   0   6   2.2778    0.000     3.71    30.61    -0.00  8.06964e-03
[ 160]    4   2   2   2.2638    0.000     3.65    30.58     0.00  1.58848e-02
[ 161]   -2   3   2   2.2632  180.000     3.65    -4.29    -0.00  3.13024e-04
[ 162]   -2   2   6   2.2515  180.000     3.61   -59.18     0.00  5.87390e-02
[ 163]    6   1   0   2.2486  180.000     3.60   -20.76    -0.00  7.20391e-03
[ 164]    1   3   2   2.2454  180.000     3.58   -62.96    -0.00  6.60598e-02
[ 165]   -1   2   6   2.2340    0.000     3.54    18.68    -0.00  5.74482e-03
[ 166]    5   2   0   2.2328    0.000     3.54    26.27    -0.00  1.13524e-02
[ 167]   -4   1   7   2.2313    0.000     3.53    35.73     0.00  2.09642e-02
[ 168]   -5   2   4   2.2281  180.000     3.52   -57.12     0.00  5.34017e-02
[ 169]    2   3   1   2.2260    0.000     3.51    42.05    -0.00  2.88799e-02
[ 170]   -1   3   3   2.2230    0.000     3.50     4.89    -0.00  3.89586e-04
[ 171]   -6   1   5   2.2203  180.000     3.49   -76.86    -0.00  9.59060e-02
[ 172]    5   0   3   2.2180  180.000     3.48   -38.80     0.00  1.21918e-02
[ 173]    3   1   5   2.2149    0.000     3.47    38.14     0.00  2.34865e-02
[ 174]   -3   2   6   2.2136  180.000     3.47    -7.82    -0.00  9.85520e-04
[ 175]    5   0  -7   2.2065  180.000     3.44   -61.22     0.00  2.99815e-02
[ 176]    0   1   7   2.2062  180.000     3.44   -34.88     0.00  1.94619e-02
[ 177]    0   3   3   2.2012    0.000     3.42    14.34    -0.00  3.27247e-03
[ 178]    4   1   4   2.1960  180.000     3.40    -3.42    -0.00  1.85508e-04
[ 179]    6   0  -6   2.1950    0.000     3.40     3.78     0.00  1.12919e-04
[ 180]   -2   3   3   2.1914  180.000     3.39   -41.13     0.00  2.66373e-02
[ 181]   -3   3   1   2.1738  180.000     3.32   -18.75     0.00  5.43348e-03
[ 182]    2   1   6   2.1726    0.000     3.32    30.24    -0.00  1.41083e-02
[ 183]    1   0   7   2.1704    0.000     3.31    63.63    -0.00  3.11664e-02
[ 184]    0   2   6   2.1647  180.000     3.29   -24.62     0.00  9.27484e-03
[ 185]   -3   3   2   2.1615    0.000     3.28    41.92     0.00  2.67900e-02
[ 186]    7   0  -3   2.1597  180.000     3.27   -20.69    -0.00  3.25693e-03
[ 187]    2   0  -8   2.1556    0.000     3.26    10.81     0.00  8.85375e-04
[ 188]    3   3   0   2.1476    0.000     3.23    16.98    -0.00  4.32901e-03
[ 189]    3   2   4   2.1417  180.000     3.21    -4.44     0.00  2.94478e-04
[ 190]    2   3   2   2.1358    0.000     3.19     8.17     0.00  9.89376e-04
[ 191]    5   2   1   2.1350  180.000     3.19   -98.39     0.00  1.43395e-01
[ 192]    6   1   1   2.1340  180.000     3.18   -38.45     0.00  2.18789e-02
[ 193]    1   3   3   2.1303  180.000     3.17    -1.09    -0.00  1.74530e-05
[ 194]   -5   2   5   2.1289  180.000     3.16    -2.59     0.00  9.86130e-05
[ 195]   -4   2   6   2.1281  180.000     3.16   -10.54     0.00  1.63331e-03
[ 196]    2   2   5   2.1251  180.000     3.15   -62.96     0.00  5.80845e-02
[ 197]    5   1   3   2.1204  180.000     3.14    -5.83     0.00  4.95486e-04
[ 198]   -3   3   3   2.1126    0.000     3.11    85.85    -0.00  1.06512e-01
[ 199]   -5   1   7   2.1104    0.000     3.10    14.53     0.00  3.04385e-03
[ 200]   -1   3   4   2.1037    0.000     3.08    16.37    -0.00  3.83312e-03
[ 201]    7   0  -1   2.1036  180.000     3.08    -0.67    -0.00  3.24598e-06
[ 202]    4   2   3   2.1029    0.000     3.07     9.04     0.00  1.16871e-03
[ 203]   -6   1   6   2.1003  180.000     3.07    -9.89    -0.00  1.39515e-03
[ 204]    4   0  -8   2.1000    0.000     3.06    89.81     0.00  5.74555e-02
[ 205]   -2   3   4   2.0904  180.000     3.03   -63.62     0.00  5.70480e-02
[ 206]    3   3   1   2.0868  180.000     3.02   -18.24     0.00  4.67001e-03
[ 207]    6   0   2   2.0858    0.000     3.02    52.92    -0.00  1.96367e-02
[ 208]    1   1   7   2.0788    0.000     2.99    25.85     0.00  9.29853e-03
[ 209]    0   3   4   2.0717  180.000     2.97   -33.39     0.00  1.53823e-02
