************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  1   2   4   3.49013   25.4996   6.28778e-03    0.5%   2    21     9.550
 -2   2   2   3.44549   25.8356   3.64541e-01   26.2%   2    12     9.290
  0   1  -3   3.44334   25.8521   2.23576e-02    1.6%   2    10     9.277
 -1   3   3   3.43787   25.8938   4.66842e-04    0.0%   2    19     9.246
  0   4   2   3.41692   26.0555   1.38423e-03    0.1%   2    20     9.125
  0   1   4   3.40017   26.1861   2.87708e-03    0.2%   2    17     9.029
  0   3  -1   3.39580   26.2204   2.48679e-03    0.2%   2    10     9.004
  1  -2   2   3.39091   26.2588   1.41017e-01   10.1%   2     9     8.977
  1   1   4   3.37905   26.3527   3.93078e-03    0.3%   2    18     8.909
  1   4   2   3.37505   26.3844   4.97311e-04    0.0%   2    21     8.887
  2   3   3   3.37420   26.3912   5.07541e-01   36.5%   2    22     8.882
  2   0   3   3.35523   26.5432   4.29948e-03    0.3%   2    13     8.775
  2   2  -1   3.34951   26.5894   2.86835e-01   20.6%   2     9     8.742
  2  -2   1   3.34874   26.5955   2.87652e-02    2.1%   2     9     8.738
  1  -1   3   3.33870   26.6770   5.19717e-03    0.4%   2    11     8.682
  1   3   4   3.32825   26.7623   3.51011e-02    2.5%   2    26     8.623
  0   4   1   3.31578   26.8648   2.59463e-04    0.0%   2    17     8.554
  1   2  -2   3.31091   26.9051   1.33863e-02    1.0%   2     9     8.527
  0   3   4   3.30883   26.9223   1.91047e-03    0.1%   2    25     8.515
  0   4   3   3.27178   27.2330   7.96115e-04    0.1%   2    25     8.310
  1   4   3   3.27176   27.2332   1.12568e-02    0.8%   2    26     8.310
  3   1   1   3.26386   27.3004   4.01381e-03    0.3%   2    11     8.267
  2   1  -2   3.25020   27.4174   4.21325e-03    0.3%   2     9     8.192
  1   4   1   3.24050   27.5010   4.23828e-04    0.0%   2    18     8.140
  1   3  -1   3.22174   27.6643   6.91991e-02    5.0%   2    11     8.038
  3   0   0   3.22139   27.6674   3.14464e-03    0.2%   2     9     8.036
  3   0   1   3.21931   27.6856   7.53080e-03    0.5%   2    10     8.025
  2   3   0   3.19625   27.8894   3.50359e-02    2.5%   2    13     7.901
  1  -3   1   3.18610   27.9801   1.01027e-01    7.3%   2    11     7.846
  3   1   0   3.16266   28.1917   2.07490e-03    0.1%   2    10     7.722
  1   1  -3   3.15619   28.2508   1.88600e-02    1.4%   2    11     7.687
  3   1   2   3.14907   28.3159   6.19171e-04    0.0%   2    14     7.650
 -2   3   1   3.11747   28.6090   2.87561e-04    0.0%   2    14     7.484
 -1   2   4   3.10854   28.6929   3.06182e-02    2.2%   2    21     7.437
  2   2   4   3.10805   28.6976   5.92920e-04    0.0%   2    24     7.434
  0   0   4   3.09232   28.8467   1.66456e-01   12.0%   2    16     7.353
 -2   1   3   3.08943   28.8743   2.84008e-04    0.0%   2    14     7.338
  3   2   1   3.08720   28.8956   1.05231e-02    0.8%   2    14     7.326
 -1   4   2   3.08714   28.8962   5.65813e-03    0.4%   2    21     7.326
  3   2   2   3.07637   28.9996   2.53970e-03    0.2%   2    17     7.270
  3  -1   0   3.06544   29.1052   4.64839e-02    3.3%   2    10     7.214
  1   0   4   3.06089   29.1494   1.66612e-02    1.2%   2    17     7.191
 -1   1   4   3.05958   29.1623   7.31879e-04    0.1%   2    18     7.184
 -2   3   2   3.04159   29.3386   1.07431e-02    0.8%   2    17     7.092
 -1   4   1   3.04158   29.3387   8.19588e-03    0.6%   2    18     7.092
 -2   2   3   3.03261   29.4274   8.14040e-03    0.6%   2    17     7.046
  3   0  -1   3.02460   29.5071   6.81224e-04    0.0%   2    10     7.006
  0   4   0   3.02432   29.5099   6.99100e-02    5.0%   2    16     7.004
  3   0   2   3.01945   29.5586   2.86347e-05    0.0%   2    13     6.980
  2   1   4   3.01401   29.6131   9.95305e-03    0.7%   2    21     6.952
  2   3   4   3.00656   29.6882   3.56401e-02    2.6%   2    29     6.915
  2  -3   0   3.00462   29.7078   5.20056e-03    0.4%   2    13     6.905
  2   4   2   2.99690   29.7861   3.40242e-03    0.2%   2    24     6.866
  1   4   4   2.98645   29.8927   1.59319e-03    0.1%   2    33     6.814
  3  -1   1   2.97785   29.9811   6.47216e-02    4.6%   2    11     6.771
 -3   1   1   2.97302   30.0310   3.26240e-04    0.0%   2    11     6.747
 -1   3   4   2.96416   30.1229   4.04834e-02    2.9%   2    26     6.702
  0   4   4   2.95840   30.1829   1.74992e-02    1.3%   2    32     6.674
  2   0  -3   2.95559   30.2123   2.15535e-03    0.2%   2    13     6.660
 -1   4   3   2.95100   30.2604   1.27110e-03    0.1%   2    26     6.637
  2   4   3   2.95097   30.2607   1.91859e-02    1.4%   2    29     6.637
  1   4   0   2.93935   30.3832   1.26782e-03    0.1%   2    17     6.580
  2  -1   3   2.92987   30.4839   4.46842e-02    3.2%   2    14     6.533
  2  -2   2   2.92398   30.5468   5.84027e-04    0.0%   2    12     6.504
  3   2   0   2.92035   30.5857   1.17422e-03    0.1%   2    13     6.487
  3   1  -1   2.89701   30.8382   2.17088e-02    1.6%   2    11     6.373
  3   2   3   2.89308   30.8811   1.01056e-02    0.7%   2    22     6.354
  3   1   3   2.87621   31.0668   8.60744e-02    6.2%   2    19     6.273
  2   4   1   2.87575   31.0719   1.48481e-02    1.1%   2    21     6.270
  0   2  -3   2.84526   31.4135   2.89488e-03    0.2%   2    13     6.125
  1   0  -4   2.84174   31.4534   2.22432e-02    1.6%   2    17     6.108
  3   3   2   2.83807   31.4951   6.51234e-03    0.5%   2    22     6.090
  1  -4   0   2.83600   31.5187   8.24682e-03    0.6%   2    17     6.081
  0   3  -2   2.82830   31.6068   4.26111e-03    0.3%   2    13     6.044
  2   2  -2   2.82311   31.6664   4.56685e-02    3.3%   2    12     6.020
  1   2   5   2.81355   31.7768   2.74009e-03    0.2%   2    30     5.975
 -2   3   3   2.81313   31.7817   2.82897e-02    2.0%   2    22     5.973
  2   3  -1   2.80188   31.9127   1.22044e-03    0.1%   2    14     5.920
  1   3   5   2.79206   32.0279   9.40155e-04    0.1%   2    35     5.874
  0   2   5   2.79017   32.0502   1.41661e-03    0.1%   2    29     5.865
  3   3   1   2.77735   32.2021   3.32675e-02    2.4%   2    19     5.805
  1  -2   3   2.77384   32.2440   7.85597e-03    0.6%   2    14     5.789
  3  -2   0   2.77202   32.2657   6.73184e-04    0.0%   2    13     5.781
  2   0   4   2.77023   32.2871   3.91732e-03    0.3%   2    20     5.772
 -3   2   1   2.76681   32.3282   1.21690e-02    0.9%   2    14     5.757
  2   4   4   2.75869   32.4259   2.13497e-03    0.2%   2    36     5.719
  0   3   5   2.75787   32.4358   2.53576e-03    0.2%   2    34     5.715
  2  -3   1   2.75538   32.4660   9.25708e-04    0.1%   2    14     5.704
  3   3   3   2.75517   32.4686   3.52190e-02    2.5%   2    27     5.703
  3  -1   2   2.75038   32.5267   2.28527e-03    0.2%   2    14     5.681
 -3   1   2   2.74278   32.6193   6.90269e-03    0.5%   2    14     5.646
  1  -3   2   2.72503   32.8377   3.96718e-03    0.3%   2    14     5.565
  0   5   2   2.72475   32.8412   8.04400e-04    0.1%   2    29     5.564
  1   5   3   2.72004   32.8997   3.44650e-03    0.2%   2    35     5.542
  3   0  -2   2.71833   32.9210   8.59722e-03    0.6%   2    13     5.535
  1   5   2   2.71405   32.9744   2.79658e-03    0.2%   2    30     5.515
  3   0   3   2.71210   32.9988   7.14530e-04    0.1%   2    18     5.506
  0   5   3   2.70931   33.0337   1.47956e-02    1.1%   2    34     5.494
  0   1  -4   2.70843   33.0448   3.99688e-06    0.0%   2    17     5.490
  1   3  -2   2.70397   33.1009   1.45526e-03    0.1%   2    14     5.470
 -1   4   4   2.69378   33.2297   3.45710e-03    0.2%   2    33     5.424
  2   1  -3   2.69342   33.2343   2.75023e-02    2.0%   2    14     5.422
  1   1   5   2.69152   33.2584   1.86716e-02    1.3%   2    27     5.414
  1   2  -3   2.68708   33.3150   8.50650e-02    6.1%   2    14     5.394
  0   1   5   2.68132   33.3886   7.63639e-03    0.5%   2    26     5.368
  1  -1   4   2.67688   33.4456   5.55274e-02    4.0%   2    18     5.348
  0   4  -1   2.66520   33.5965   4.85898e-03    0.3%   2    17     5.296
  3   2  -1   2.64760   33.8266   1.81648e-03    0.1%   2    14     5.218
  3  -2   1   2.64703   33.8341   2.10183e-03    0.2%   2    14     5.215
  2   4   0   2.63917   33.9379   1.55783e-03    0.1%   2    20     5.181
  1   4   5   2.63618   33.9775   1.89827e-05    0.0%   2    42     5.168
 -3   2   2   2.63347   34.0136   4.10510e-02    2.9%   2    17     5.156
  2   2   5   2.62059   34.1859   2.34327e-04    0.0%   2    33     5.099
 -2   4   2   2.62056   34.1863   2.00093e-03    0.1%   2    24     5.099
  0   5   1   2.61509   34.2599   1.22038e-02    0.9%   2    26     5.075
 -2   2   4   2.61440   34.2693   9.83615e-03    0.7%   2    24     5.072
  3   2   4   2.61390   34.2760   1.28299e-02    0.9%   2    29     5.070
  2   3   5   2.61272   34.2920   4.61655e-03    0.3%   2    38     5.065
 -2   4   1   2.61134   34.3107   8.70060e-03    0.6%   2    21     5.059
  1   5   4   2.60259   34.4296   1.42611e-03    0.1%   2    42     5.021
  0   4   5   2.59789   34.4939   7.99696e-05    0.0%   2    41     5.001
  3   3   0   2.59763   34.4975   4.82367e-03    0.3%   2    18     4.999
 -2   1   4   2.59439   34.5419   1.76049e-02    1.3%   2    21     4.985
  1   4  -1   2.58778   34.6329   1.05535e-02    0.8%   2    18     4.957
  1   5   1   2.58693   34.6447   2.71231e-03    0.2%   2    27     4.953
  0   5   4   2.57475   34.8137   6.20435e-05    0.0%   2    41     4.901
  3   1  -2   2.57003   34.8797   4.91853e-03    0.4%   2    14     4.881
 -1   2   5   2.56501   34.9501   1.23240e-03    0.1%   2    30     4.859
  3   3   4   2.56164   34.9976   1.07676e-02    0.8%   2    34     4.845
  1  -4   1   2.55118   35.1458   1.47920e-02    1.1%   2    18     4.800
  3   1   4   2.54829   35.1869   2.32214e-02    1.7%   2    26     4.788
  1   1  -4   2.54408   35.2471   1.34248e-02    1.0%   2    18     4.770
 -1   5   2   2.53965   35.3107   1.92892e-03    0.1%   2    30     4.751
  2   5   3   2.53590   35.3645   7.79767e-03    0.6%   2    38     4.736
 -1   3   5   2.53111   35.4337   2.29230e-04    0.0%   2    35     4.715
  3   4   2   2.52936   35.4590   5.92462e-03    0.4%   2    29     4.708
 -2   4   3   2.51849   35.6171   5.01524e-05    0.0%   2    29     4.662
  3   4   3   2.51846   35.6176   6.92960e-02    5.0%   2    34     4.662
 -2   3   4   2.51812   35.6226   2.07675e-02    1.5%   2    29     4.661
  2  -2   3   2.51716   35.6366   4.23162e-02    3.0%   2    17     4.657
  2   5   2   2.51389   35.6845   3.18015e-03    0.2%   2    33     4.643
  2   1   5   2.51258   35.7038   6.34571e-03    0.5%   2    30     4.638
 -1   5   3   2.51006   35.7408   8.41500e-03    0.6%   2    35     4.627
  2  -4   0   2.49417   35.9763   1.17275e-03    0.1%   2    20     4.561
  2   4   5   2.49194   36.0096   1.49145e-02    1.1%   2    45     4.552
 -1   1   5   2.48791   36.0700   1.57714e-03    0.1%   2    27     4.535
 -3   3   1   2.48614   36.0965   2.62420e-03    0.2%   2    19     4.528
  0   0   5   2.47385   36.2820   1.45790e-03    0.1%   2    25     4.477
  1   0   5   2.47369   36.2844   4.02797e-04    0.0%   2    26     4.477
  2  -1   4   2.46782   36.3738   4.82626e-03    0.3%   2    21     4.452
 -1   5   1   2.46603   36.4012   4.88394e-03    0.4%   2    27     4.445
  2   0  -4   2.46556   36.4083   2.15105e-02    1.5%   2    20     4.443
  3  -1   3   2.46413   36.4301   8.66074e-04    0.1%   2    19     4.437
  4   1   1   2.45729   36.5352   1.14186e-02    0.8%   2    18     4.409
  2  -3   2   2.45638   36.5492   3.04834e-03    0.2%   2    17     4.406
 -3   1   3   2.45594   36.5559   2.27591e-02    1.6%   2    19     4.404
  2   5   4   2.45560   36.5612   3.48517e-03    0.3%   2    45     4.402
  3  -3   0   2.44320   36.7533   3.31515e-04    0.0%   2    18     4.352
  3   4   1   2.43958   36.8098   4.85520e-05    0.0%   2    26     4.337
  3  -2   2   2.43705   36.8494   1.68907e-03    0.1%   2    17     4.327
 -3   3   2   2.43163   36.9346   4.51094e-02    3.2%   2    22     4.305
  4   0   1   2.43036   36.9545   3.60965e-03    0.3%   2    17     4.300
  2   3  -2   2.42574   37.0275   2.38732e-02    1.7%   2    17     4.281
  4   1   2   2.42221   37.0834   1.18067e-02    0.8%   2    21     4.267
 -3   2   3   2.41947   37.1269   2.05563e-02    1.5%   2    22     4.256
  0   5   0   2.41945   37.1272   2.91389e-05    0.0%   2    25     4.256
  4   0   0   2.41604   37.1815   1.13337e-02    0.8%   2    16     4.242
  3   4   4   2.41057   37.2690   6.49786e-04    0.0%   2    41     4.221
  1   5   5   2.40298   37.3911   2.69930e-02    1.9%   2    51     4.190
  4   1   0   2.39834   37.4661   3.87263e-03    0.3%   2    17     4.172
 -1   4   5   2.39830   37.4668   1.76645e-02    1.3%   2    42     4.172
  2   5   1   2.39702   37.4876   2.44040e-03    0.2%   2    30     4.166
  4   2   2   2.39600   37.5040   7.24602e-03    0.5%   2    24     4.162
  3   0  -3   2.39441   37.5299   1.78410e-03    0.1%   2    18     4.156
  2   2  -3   2.39126   37.5812   1.44511e-03    0.1%   2    17     4.144
  3   0   4   2.38846   37.6270   2.79370e-02    2.0%   2    25     4.133
 -1   5   4   2.38726   37.6465   3.87525e-03    0.3%   2    42     4.128
  4   2   1   2.38645   37.6597   1.51368e-02    1.1%   2    21     4.125
  1   5   0   2.38251   37.7244   2.43557e-02    1.7%   2    26     4.109
  0   3  -3   2.38111   37.7474   4.49161e-05    0.0%   2    18     4.104
  0   5   5   2.36672   37.9857   1.88610e-03    0.1%   2    50     4.047
  2   4  -1   2.36166   38.0702   1.78881e-04    0.0%   2    21     4.027
  1   3   6   2.36128   38.0767   1.29382e-03    0.1%   2    46     4.026
  3   3  -1   2.35813   38.1295   6.14939e-04    0.0%   2    19     4.013
  4   0   2   2.35467   38.1876   1.52581e-03    0.1%   2    20     4.000
  3   2  -2   2.34963   38.2727   1.56312e-02    1.1%   2    17     3.980
  0   2  -4   2.34575   38.3384   1.68100e-03    0.1%   2    20     3.965
  4  -1   0   2.34120   38.4159   8.07845e-04    0.1%   2    17     3.947
 -2   4   4   2.33907   38.4522   4.88411e-03    0.4%   2    36     3.939
  1   2   6   2.33362   38.5456   6.75934e-05    0.0%   2    41     3.918
  1  -3   3   2.33194   38.5744   2.06219e-02    1.5%   2    19     3.912
  0   3   6   2.32691   38.6612   8.79515e-04    0.1%   2    45     3.892
  1   0  -5   2.32626   38.6725   4.08630e-03    0.3%   2    26     3.890
  2   0   5   2.32586   38.6794   1.55751e-02    1.1%   2    29     3.888
  0   4  -2   2.32307   38.7277   1.24555e-02    0.9%   2    20     3.877
  4   2   3   2.31953   38.7891   3.39231e-03    0.2%   2    29     3.864
  1  -2   4   2.31845   38.8079   7.80874e-06    0.0%   2    21     3.860
  3   3   5   2.31795   38.8167   3.33036e-03    0.2%   2    43     3.858
  3   2   5   2.31673   38.8379   2.50107e-02    1.8%   2    38     3.853
  3  -3   1   2.31661   38.8399   3.58907e-05    0.0%   2    19     3.853
  4   0  -1   2.31622   38.8468   4.11574e-04    0.0%   2    17     3.851
  4  -1   1   2.31461   38.8748   4.10797e-03    0.3%   2    18     3.845
  1  -5   0   2.31307   38.9019   3.49791e-02    2.5%   2    26     3.839
  0   2   6   2.30699   39.0084   4.27228e-04    0.0%   2    40     3.816
  2  -4   1   2.30680   39.0119   8.59777e-04    0.1%   2    21     3.815
  4   1   3   2.30421   39.0574   1.37285e-02    1.0%   2    26     3.805
  1   4   6   2.30179   39.1002   2.66730e-03    0.2%   2    53     3.796
  2   5   5   2.29871   39.1547   3.14713e-03    0.2%   2    54     3.784
 -3   3   3   2.29699   39.1852   2.38376e-02    1.7%   2    27     3.778
  4   2   0   2.29382   39.2417   5.67126e-04    0.0%   2    20     3.766
  1   3  -3   2.29251   39.2650   1.26203e-02    0.9%   2    19     3.761
  1   6   3   2.29074   39.2966   2.80132e-04    0.0%   2    46     3.754
 -4   1   1   2.28636   39.3749   4.15262e-03    0.3%   2    18     3.737
  4   3   2   2.28452   39.4079   1.70118e-03    0.1%   2    29     3.731
  0   6   3   2.27794   39.5264   3.17456e-04    0.0%   2    45     3.706
  3   4   0   2.27737   39.5368   5.41692e-03    0.4%   2    25     3.704
  2   1  -4   2.26980   39.6742   2.77412e-02    2.0%   2    21     3.675
  0   4   6   2.26367   39.7862   1.38459e-03    0.1%   2    52     3.652
  4   1  -1   2.26360   39.7874   1.70487e-03    0.1%   2    18     3.652
  2   3   6   2.26207   39.8156   2.31367e-04    0.0%   2    49     3.646
  1   4  -2   2.25884   39.8748   3.21312e-02    2.3%   2    21     3.634
  1  -4   2   2.25861   39.8791   3.52654e-03    0.3%   2    21     3.633
  3   1  -3   2.25464   39.9523   7.80113e-04    0.1%   2    19     3.619
 -2   5   2   2.25413   39.9617   3.41680e-03    0.2%   2    33     3.617
  1   6   4   2.25409   39.9624   8.76832e-03    0.6%   2    53     3.617
 -2   2   5   2.25334   39.9764   3.75699e-03    0.3%   2    33     3.614
  4   3   3   2.25273   39.9877   2.61798e-03    0.2%   2    34     3.611
  3   5   3   2.25156   40.0092   3.23340e-03    0.2%   2    43     3.607
  1   6   2   2.25078   40.0237   3.78024e-03    0.3%   2    41     3.604
  0   6   2   2.25073   40.0247   6.59642e-04    0.0%   2    40     3.604
  1   2  -4   2.24257   40.1766   4.75609e-03    0.3%   2    21     3.574
  4   3   1   2.24038   40.2175   7.61739e-03    0.5%   2    26     3.566
  3   4   5   2.23836   40.2555   7.43734e-03    0.5%   2    50     3.558
  3   1   5   2.23508   40.3171   1.58911e-04    0.0%   2    35     3.546
  2   2   6   2.23173   40.3802   3.26426e-02    2.3%   2    44     3.534
  0   6   4   2.22996   40.4137   4.04115e-02    2.9%   2    52     3.527
  0   1  -5   2.22843   40.4426   2.33110e-02    1.7%   2    26     3.522
  1   1   6   2.22734   40.4633   6.99301e-03    0.5%   2    38     3.518
 -2   3   5   2.22431   40.5207   1.03002e-03    0.1%   2    38     3.507
  3   5   2   2.22426   40.5217   6.97507e-03    0.5%   2    38     3.506
  1  -1   5   2.22240   40.5572   9.72409e-05    0.0%   2    27     3.499
 -2   5   3   2.22156   40.5732   7.97464e-06    0.0%   2    38     3.496
  2   5   0   2.21991   40.6046   2.69982e-04    0.0%   2    29     3.490
  2   4   6   2.21542   40.6906   2.00133e-03    0.1%   2    56     3.474
  4  -1   2   2.21434   40.7112   2.43717e-03    0.2%   2    21     3.470
 -2   5   1   2.21368   40.7239   2.55208e-03    0.2%   2    30     3.468
  4   0   3   2.21138   40.7682   7.94866e-04    0.1%   2    25     3.459
  0   1   6   2.20992   40.7963   8.12059e-04    0.1%   2    37     3.454
 -1   5   5   2.20707   40.8513   4.25651e-03    0.3%   2    51     3.444
 -2   1   5   2.20626   40.8669   3.93373e-02    2.8%   2    30     3.441
  3   5   4   2.20617   40.8687   1.93800e-03    0.1%   2    50     3.440
 -3   4   1   2.19998   40.9888   3.35330e-05    0.0%   2    26     3.418
  3  -2   3   2.19742   41.0388   6.45970e-06    0.0%   2    22     3.409
  4  -2   0   2.19669   41.0531   7.78652e-04    0.1%   2    20     3.406
 -3   4   2   2.19411   41.1034   2.90667e-02    2.1%   2    29     3.397
  0   5  -1   2.18998   41.1846   2.59890e-03    0.2%   2    26     3.382
  2   6   3   2.18303   41.3216   4.89941e-03    0.4%   2    49     3.357
 -4   2   1   2.18289   41.3245   4.53272e-03    0.3%   2    21     3.356
  3  -1   4   2.18083   41.3653   2.53556e-03    0.2%   2    26     3.349
 -3   2   4   2.17940   41.3936   1.75250e-03    0.1%   2    29     3.344
  4   2   4   2.17900   41.4016   2.08927e-04    0.0%   2    36     3.342
 -1   3   6   2.17473   41.4865   5.35495e-04    0.0%   2    46     3.327
 -3   1   4   2.17326   41.5160   1.30374e-02    0.9%   2    26     3.322
  2  -2   4   2.17310   41.5193   1.64076e-02    1.2%   2    24     3.321
  1   5   6   2.17289   41.5233   1.24734e-02    0.9%   2    62     3.320
  2  -3   3   2.16766   41.6283   7.52342e-03    0.5%   2    22     3.302
 -4   1   2   2.16561   41.6695   4.32129e-03    0.3%   2    21     3.294
 -1   2   6   2.16387   41.7045   1.72912e-03    0.1%   2    41     3.288
  2   6   4   2.16197   41.7429   1.23284e-02    0.9%   2    56     3.281
  4   0  -2   2.15889   41.8051   6.44056e-04    0.0%   2    20     3.271
  0   6   1   2.15584   41.8672   7.16568e-03    0.5%   2    37     3.260
  4   3   4   2.15379   41.9088   1.55477e-04    0.0%   2    41     3.252
  1   5  -1   2.15174   41.9506   1.32798e-02    1.0%   2    27     3.245
  1   6   5   2.15100   41.9658   8.57690e-03    0.6%   2    62     3.243
 -1   6   3   2.15029   41.9803   7.99505e-04    0.1%   2    46     3.240
  1   6   1   2.14525   42.0835   1.40094e-02    1.0%   2    38     3.222
  4   2  -1   2.14375   42.1146   6.49523e-04    0.0%   2    21     3.217
