************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  3   0   0   3.61693   24.5914   2.24311e-02    0.6%   2     9    10.307
  1   2   2   3.60557   24.6701   2.44055e-02    0.6%   4     9    10.238
 -1   2   3   3.58828   24.7909   1.35571e+00   36.0%   4    14    10.134
  2   2   1   3.49745   25.4453   2.10355e-03    0.1%   4     9     9.593
 -2   2   3   3.47229   25.6328   6.71949e-01   17.8%   4    17     9.446
  3   1   0   3.46487   25.6886   2.74500e-01    7.3%   4    10     9.402
  1   3   1   3.45408   25.7702   4.03840e-02    1.1%   4    11     9.340
 -1   3   2   3.44493   25.8399   1.19301e-01    3.2%   4    14     9.287
 -3   1   3   3.43738   25.8977   1.67321e-01    4.4%   4    19     9.243
  2   0   2   3.36246   26.4850   3.35889e-02    0.9%   2     8     8.815
 -2   3   1   3.35026   26.5832   1.03358e-02    0.3%   4    14     8.747
  0   3   2   3.34750   26.6056   5.33270e-02    1.4%   4    13     8.731
  0   2   3   3.34493   26.6264   4.82787e-01   12.8%   4    13     8.717
  2   0  -4   3.32906   26.7557   6.78835e-03    0.2%   2    20     8.628
 -3   2   1   3.32331   26.8028   1.11925e+00   29.7%   4    14     8.596
 -3   2   2   3.31516   26.8700   1.21069e-01    3.2%   4    17     8.550
  1   0  -4   3.30245   26.9753   9.66865e-03    0.3%   2    17     8.480
  2   1   2   3.23926   27.5118   2.89497e-01    7.7%   4     9     8.133
  2   3   0   3.23290   27.5670   2.45252e-02    0.7%   4    13     8.098
 -2   3   2   3.22290   27.6542   3.58934e-02    1.0%   4    17     8.044
 -2   1   4   3.20936   27.7732   2.65635e-01    7.1%   4    21     7.971
  1   1   3   3.20245   27.8343   2.43581e-03    0.1%   4    11     7.934
 -1   1   4   3.18550   27.9854   6.50931e-02    1.7%   4    18     7.843
  3   2   0   3.10289   28.7464   1.89491e-04    0.0%   4    13     7.408
 -3   2   3   3.08309   28.9349   5.10825e-04    0.0%   4    22     7.305
  3   0  -4   3.07498   29.0129   8.74765e-04    0.0%   2    25     7.263
  4   0  -2   3.02132   29.5398   2.42239e-01    6.4%   2    20     6.989
  0   4   0   3.01925   29.5606   1.46183e-01    3.9%   2    16     6.979
  0   0   4   3.01323   29.6210   3.45236e-02    0.9%   2    16     6.948
  3   1   1   3.00986   29.6549   3.52711e-03    0.1%   4    11     6.931
  1   3   2   2.99876   29.7672   2.82203e-02    0.7%   4    14     6.875
 -1   3   3   2.98879   29.8688   6.27853e-01   16.7%   4    19     6.825
 -3   1   4   2.97991   29.9599   1.08420e-02    0.3%   4    26     6.781
  2   2   2   2.93772   30.4005   2.33833e-05    0.0%   4    12     6.572
  2   3   1   2.93569   30.4220   8.83193e-02    2.3%   4    14     6.562
 -4   1   2   2.93100   30.4719   2.62526e-01    7.0%   4    21     6.539
  0   4   1   2.92876   30.4957   6.54097e-04    0.0%   4    17     6.528
  0   1   4   2.92361   30.5508   8.24099e-02    2.2%   4    17     6.503
 -2   3   3   2.92076   30.5813   4.18870e-02    1.1%   4    22     6.489
 -2   2   4   2.91536   30.6393   1.71948e-02    0.5%   4    24     6.462
  1   2   3   2.91019   30.6951   2.28126e-03    0.1%   4    14     6.437
  1   4   0   2.90875   30.7107   2.04090e-01    5.4%   4    17     6.430
 -1   4   1   2.90692   30.7305   3.79844e-02    1.0%   4    18     6.421
 -1   2   4   2.89745   30.8335   4.28607e-02    1.1%   4    21     6.375
 -4   1   1   2.85489   31.3048   2.02656e-01    5.4%   4    18     6.170
  0   3   3   2.84373   31.4307   1.76247e-04    0.0%   4    18     6.117
 -4   1   3   2.84115   31.4600   3.17395e-04    0.0%   4    26     6.105
 -3   3   1   2.83042   31.5825   2.43385e-04    0.0%   4    19     6.054
 -3   3   2   2.82537   31.6403   8.09961e-04    0.0%   4    22     6.030
  3   2   1   2.76339   32.3693   3.92320e-01   10.4%   4    14     5.741
  1   4   1   2.75439   32.4780   4.20447e-02    1.1%   4    18     5.699
 -1   4   2   2.74974   32.5344   1.82767e-02    0.5%   4    21     5.678
 -3   2   4   2.74016   32.6514   1.78740e-02    0.5%   4    29     5.634
  4   0   0   2.71269   32.9913   1.64930e-01    4.4%   2    16     5.509
 -4   2   2   2.70198   33.1259   2.76435e-01    7.3%   4    24     5.461
 -2   4   1   2.70087   33.1399   4.31995e-02    1.1%   4    21     5.456
  0   4   2   2.69942   33.1582   1.31031e-02    0.3%   4    20     5.449
  0   2   4   2.69619   33.1991   7.39293e-02    2.0%   4    20     5.435
  3   3   0   2.69049   33.2715   3.87172e-02    1.0%   4    18     5.409
  4   0  -4   2.68926   33.2871   6.97172e-03    0.2%   2    32     5.403
 -3   3   3   2.67756   33.4369   1.29499e-03    0.0%   4    27     5.351
  4   1   0   2.64675   33.8378   7.02630e-02    1.9%   4    17     5.214
  2   1   3   2.64266   33.8917   1.68299e-02    0.4%   4    14     5.196
 -4   2   1   2.64201   33.9003   6.38524e-03    0.2%   4    21     5.193
  2   4   0   2.63824   33.9502   1.96973e-02    0.5%   4    20     5.177
 -2   4   2   2.63279   34.0226   1.85279e-02    0.5%   4    24     5.153
  3   0   2   2.63172   34.0368   8.21732e-03    0.2%   2    13     5.148
 -4   2   3   2.63111   34.0450   1.60008e-01    4.2%   4    29     5.145
 -4   1   4   2.62497   34.1271   1.98129e-01    5.3%   4    33     5.118
 -2   1   5   2.62098   34.1806   5.07367e-02    1.3%   4    30     5.101
  1   0   4   2.62098   34.1806   1.72548e-02    0.5%   2    17     5.101
  2   3   2   2.58067   34.7313   1.44091e-02    0.4%   4    17     4.926
  3   1   2   2.57138   34.8608   2.93280e-02    0.8%   4    14     4.886
 -2   3   4   2.56548   34.9436   4.99934e-04    0.0%   4    29     4.861
  1   3   3   2.56195   34.9933   2.39075e-02    0.6%   4    19     4.846
  1   1   4   2.56135   35.0017   2.43658e-01    6.5%   4    18     4.844
 -1   3   4   2.55324   35.1165   5.10618e-02    1.4%   4    26     4.809
 -1   1   5   2.55019   35.1600   5.90974e-02    1.6%   4    27     4.796
 -3   1   5   2.54525   35.2304   3.51067e-07    0.0%   4    35     4.775
  1   4   2   2.50630   35.7962   1.30584e-02    0.3%   4    21     4.611
 -1   4   3   2.50047   35.8825   2.82250e-03    0.1%   4    26     4.587
  4   2   0   2.47447   36.2726   7.79270e-05    0.0%   4    20     4.480
  2   2   3   2.47113   36.3233   7.73608e-02    2.1%   4    17     4.466
  2   4   1   2.46913   36.3538   2.43100e-02    0.6%   4    21     4.458
 -2   4   3   2.46023   36.4900   1.41563e-01    3.8%   4    29     4.421
  3   3   1   2.46009   36.4922   1.78274e-01    4.7%   4    19     4.421
 -4   2   4   2.45665   36.5450   7.40073e-03    0.2%   4    36     4.407
 -2   2   5   2.45338   36.5954   2.14338e-03    0.1%   4    33     4.393
 -3   3   4   2.44365   36.7463   9.38691e-03    0.2%   4    34     4.354
 -4   3   2   2.41646   37.1748   9.33855e-03    0.2%   4    29     4.244
  0   4   3   2.41366   37.2195   2.90084e-03    0.1%   4    25     4.233
  3   2   2   2.41256   37.2372   1.95201e-02    0.5%   4    17     4.228
  0   3   4   2.41232   37.2411   4.47997e-02    1.2%   4    25     4.228
  5   0  -2   2.40759   37.3169   1.41730e-01    3.8%   2    29     4.209
 -3   4   1   2.40550   37.3504   5.41971e-02    1.4%   4    26     4.200
  1   2   4   2.40427   37.3703   2.34174e-02    0.6%   4    21     4.195
 -3   4   2   2.40241   37.4004   3.82048e-02    1.0%   4    29     4.188
 -1   2   5   2.39502   37.5199   6.49634e-03    0.2%   4    30     4.159
 -3   2   5   2.39093   37.5866   7.87483e-03    0.2%   4    38     4.142
  4   1   1   2.37979   37.7692   5.11121e-05    0.0%   4    18     4.098
 -4   3   1   2.37328   37.8768   4.03114e-05    0.0%   4    26     4.073
  0   5   1   2.36831   37.9592   3.00086e-02    0.8%   4    26     4.053
 -4   3   3   2.36537   38.0083   4.90204e-02    1.3%   4    34     4.042
  0   1   5   2.36395   38.0319   7.23869e-04    0.0%   4    26     4.036
 -5   1   2   2.36113   38.0792   2.38284e-02    0.6%   4    30     4.025
  1   5   0   2.35769   38.1368   2.60700e-02    0.7%   4    26     4.012
 -1   5   1   2.35672   38.1531   7.01435e-04    0.0%   4    27     4.008
 -5   1   3   2.35625   38.1610   7.44109e-03    0.2%   4    35     4.006
 -4   1   5   2.35610   38.1635   1.57899e-03    0.0%   4    42     4.005
  3   4   0   2.31783   38.8187   5.72718e-02    1.5%   4    25     3.857
 -3   4   3   2.30954   38.9636   2.62427e-02    0.7%   4    34     3.826
  5   0  -4   2.30773   38.9955   4.96991e-02    1.3%   2    41     3.819
 -5   1   1   2.27981   39.4927   1.92717e-04    0.0%   4    27     3.713
  1   5   1   2.27322   39.6120   3.89483e-04    0.0%   4    27     3.688
 -1   5   2   2.27060   39.6596   5.77635e-02    1.5%   4    30     3.678
 -5   1   4   2.26671   39.7305   2.24565e-03    0.1%   4    42     3.664
  4   2   1   2.25222   39.9970   1.33478e-01    3.5%   4    21     3.610
  4   3   0   2.24961   40.0454   1.76980e-02    0.5%   4    25     3.600
  2   0   4   2.24739   40.0867   8.78954e-03    0.2%   2    20     3.592
  2   3   3   2.24710   40.0921   3.30708e-02    0.9%   4    22     3.591
  2   4   2   2.24650   40.1032   1.21726e-01    3.2%   4    24     3.588
 -2   5   1   2.24285   40.1712   1.92327e-01    5.1%   4    30     3.575
  0   5   2   2.24202   40.1868   9.46147e-04    0.0%   4    29     3.572
  0   2   5   2.23879   40.2474   1.18870e-02    0.3%   4    29     3.560
 -2   4   4   2.23646   40.2911   3.61414e-02    1.0%   4    36     3.551
 -5   2   2   2.23639   40.2925   2.04754e-02    0.5%   4    33     3.551
 -4   3   4   2.23619   40.2961   3.82215e-02    1.0%   4    41     3.550
  1   4   3   2.23412   40.3351   2.62319e-02    0.7%   4    26     3.543
 -2   3   5   2.23373   40.3425   1.42177e-01    3.8%   4    38     3.541
 -5   2   3   2.23224   40.3705   1.31400e-01    3.5%   4    38     3.536
 -4   2   5   2.23211   40.3729   1.57822e-02    0.4%   4    45     3.535
  2   0  -6   2.23070   40.3996   3.55200e-03    0.1%   2    40     3.530
 -1   4   4   2.22834   40.4443   6.14145e-02    1.6%   4    33     3.521
  3   0  -6   2.21937   40.6149   2.05883e-02    0.5%   2    45     3.488
  2   1   4   2.20946   40.8052   7.36538e-02    2.0%   4    21     3.452
  2   5   0   2.20660   40.8605   1.78499e-06    0.0%   4    29     3.442
  3   1   3   2.20400   40.9109   1.95821e-02    0.5%   4    19     3.432
 -2   5   2   2.20341   40.9222   1.36960e-02    0.4%   4    33     3.430
  3   3   2   2.20278   40.9344   3.00359e-02    0.8%   4    22     3.428
  1   3   4   2.19647   41.0574   1.38929e-02    0.4%   4    26     3.405
 -2   1   6   2.19360   41.1136   1.89517e-03    0.1%   4    41     3.395
 -1   3   5   2.18942   41.1957   9.68987e-02    2.6%   4    35     3.380
 -3   3   5   2.18629   41.2573   3.10341e-02    0.8%   4    43     3.368
 -3   1   6   2.18282   41.3258   1.27843e-01    3.4%   4    46     3.356
  5   0   0   2.17016   41.5781   1.87110e-02    0.5%   2    25     3.311
 -5   2   1   2.16692   41.6430   1.00967e-02    0.3%   4    30     3.299
  3   4   1   2.16560   41.6696   1.78042e-02    0.5%   4    26     3.294
 -5   2   4   2.15567   41.8706   1.56800e-02    0.4%   4    45     3.259
 -3   4   4   2.15437   41.8971   1.05267e-02    0.3%   4    41     3.254
  1   0  -6   2.15219   41.9415   5.02928e-02    1.3%   2    37     3.247
  4   0   2   2.14518   42.0851   4.06977e-02    1.1%   2    20     3.222
  5   1   0   2.13594   42.2757   1.70567e-03    0.0%   4    26     3.190
 -4   4   2   2.13566   42.2815   7.13601e-03    0.2%   4    36     3.189
  0   4   4   2.13280   42.3410   3.54333e-02    0.9%   4    32     3.179
  1   5   2   2.12765   42.4485   2.22999e-02    0.6%   4    30     3.161
  1   1   5   2.12663   42.4698   1.48906e-01    4.0%   4    27     3.157
 -1   5   3   2.12408   42.5233   1.80780e-02    0.5%   4    35     3.148
  4   0  -6   2.12207   42.5654   4.09755e-04    0.0%   2    52     3.141
 -1   1   6   2.11881   42.6342   9.92754e-04    0.0%   4    38     3.130
 -5   1   5   2.11806   42.6500   1.39127e-02    0.4%   4    51     3.127
  4   1   2   2.11212   42.7760   2.86483e-02    0.8%   4    21     3.107
  2   2   4   2.10624   42.9011   3.47610e-03    0.1%   4    24     3.086
 -4   4   1   2.10568   42.9132   4.97393e-02    1.3%   4    33     3.084
  2   5   1   2.10477   42.9327   3.43195e-04    0.0%   4    30     3.081
  3   2   3   2.10151   43.0026   1.77687e-02    0.5%   4    22     3.070
 -4   4   3   2.10015   43.0318   2.06339e-03    0.1%   4    41     3.065
 -2   5   3   2.09925   43.0513   2.36066e-05    0.0%   4    38     3.062
 -2   2   6   2.09249   43.1973   3.48151e-02    0.9%   4    44     3.039
 -4   1   6   2.09005   43.2501   9.18578e-02    2.4%   4    53     3.031
 -3   2   6   2.08313   43.4012   1.44295e-02    0.4%   4    49     3.007
  4   3   1   2.07873   43.4978   2.72586e-03    0.1%   4    26     2.992
  0   5   3   2.07009   43.6885   7.60184e-02    2.0%   4    34     2.963
  0   3   5   2.06815   43.7316   1.03210e-02    0.3%   4    34     2.956
 -5   3   2   2.06626   43.7738   2.76445e-02    0.7%   4    38     2.950
 -3   5   1   2.06494   43.8032   1.32466e-04    0.0%   4    35     2.945
 -5   3   3   2.06299   43.8468   4.95804e-03    0.1%   4    43     2.939
 -3   5   2   2.06298   43.8470   5.87804e-02    1.6%   4    38     2.939
 -4   3   5   2.06289   43.8490   1.22612e-04    0.0%   4    50     2.938
  5   2   0   2.04227   44.3150   5.15410e-03    0.1%   4    29     2.869
  1   2   5   2.03412   44.5019   1.93893e-03    0.1%   4    30     2.842
 -1   2   6   2.02728   44.6603   7.39041e-03    0.2%   4    41     2.819
 -5   2   5   2.02662   44.6755   9.84380e-04    0.0%   4    54     2.817
  4   2   2   2.02141   44.7969   1.05397e-01    2.8%   4    24     2.800
  4   4   0   2.01787   44.8799   5.48198e-02    1.5%   4    32     2.788
  2   4   3   2.01606   44.9224   1.69891e-03    0.0%   4    29     2.782
  0   6   0   2.01283   44.9983   2.52094e-02    0.7%   2    36     2.772
 -5   3   1   2.01110   45.0392   5.80430e-03    0.2%   4    35     2.766
  0   0   6   2.00882   45.0931   1.47857e-03    0.0%   2    36     2.759
  3   5   0   2.00868   45.0965   5.18136e-03    0.1%   4    34     2.758
 -4   4   4   2.00817   45.1086   1.57056e-02    0.4%   4    48     2.757
 -2   4   5   2.00638   45.1510   6.36780e-02    1.7%   4    45     2.751
 -3   5   3   2.00328   45.2247   5.96439e-02    1.6%   4    43     2.741
 -5   3   4   2.00209   45.2530   7.21353e-02    1.9%   4    50     2.737
 -4   2   6   2.00205   45.2541   1.58064e-02    0.4%   4    56     2.737
  6   0  -2   1.99017   45.5393   7.41063e-04    0.0%   2    40     2.698
 -6   1   3   1.98677   45.6216   1.83661e-03    0.0%   4    46     2.687
  0   6   1   1.98534   45.6564   3.32119e-02    0.9%   4    37     2.682
  3   4   2   1.98387   45.6922   4.70843e-02    1.2%   4    29     2.678
  6   0  -4   1.98318   45.7089   1.72379e-02    0.5%   2    52     2.675
  0   1   6   1.98160   45.7475   2.97360e-02    0.8%   4    37     2.670
  1   4   4   1.97925   45.8048   4.26690e-04    0.0%   4    33     2.663
  1   6   0   1.97907   45.8092   1.20413e-02    0.3%   4    37     2.662
 -1   6   1   1.97849   45.8233   1.04250e-03    0.0%   4    38     2.660
 -1   4   5   1.97408   45.9315   2.02914e-04    0.0%   4    42     2.646
 -3   4   5   1.97179   45.9880   1.03363e-02    0.3%   4    50     2.639
  5   0  -6   1.96839   46.0721   3.89311e-03    0.1%   2    61     2.628
 -6   1   2   1.96369   46.1887   1.68008e-02    0.4%   4    41     2.613
  2   3   4   1.96231   46.2231   3.56778e-02    0.9%   4    29     2.609
  5   1   1   1.96211   46.2280   3.44537e-03    0.1%   4    27     2.608
  2   5   2   1.96172   46.2377   1.18454e-03    0.0%   4    33     2.607
  3   3   3   1.95848   46.3187   6.47353e-02    1.7%   4    27     2.596
 -6   1   4   1.95697   46.3566   5.00250e-03    0.1%   4    53     2.592
 -2   5   4   1.95502   46.4054   3.39125e-02    0.9%   4    45     2.585
  1   5   3   1.95346   46.4448   8.03466e-04    0.0%   4    35     2.581
 -2   3   6   1.95117   46.5024   4.80108e-03    0.1%   4    49     2.573
 -1   5   4   1.94959   46.5423   8.16070e-02    2.2%   4    42     2.568
 -3   3   6   1.94358   46.6948   1.72927e-02    0.5%   4    54     2.549
 -5   1   6   1.94275   46.7158   4.37808e-02    1.2%   4    62     2.547
  3   0   4   1.93385   46.9438   3.51206e-03    0.1%   2    25     2.519
  1   6   1   1.92831   47.0867   1.80477e-03    0.0%   4    38     2.502
 -1   6   2   1.92671   47.1281   1.06133e-04    0.0%   4    41     2.497
 -6   2   3   1.91072   47.5467   1.55776e-02    0.4%   4    49     2.447
  5   3   0   1.91027   47.5588   2.01755e-03    0.1%   4    34     2.446
 -2   6   1   1.90967   47.5745   3.62674e-04    0.0%   4    41     2.444
  3   1   4   1.90952   47.5785   4.32328e-04    0.0%   4    26     2.443
  0   6   2   1.90916   47.5880   1.08317e-03    0.0%   4    40     2.442
  3   5   1   1.90716   47.6411   1.32731e-04    0.0%   4    35     2.436
  0   2   6   1.90611   47.6688   3.47559e-02    0.9%   4    40     2.433
  1   3   5   1.90359   47.7358   3.85783e-06    0.0%   4    35     2.425
 -3   5   4   1.89947   47.8459   8.27189e-03    0.2%   4    50     2.412
 -1   3   6   1.89798   47.8859   4.15865e-03    0.1%   4    46     2.408
 -5   3   5   1.89744   47.9002   3.57770e-02    0.9%   4    59     2.406
  4   3   2   1.89316   48.0153   1.55260e-02    0.4%   4    29     2.393
 -6   1   1   1.89290   48.0224   8.66019e-03    0.2%   4    38     2.392
 -3   1   7   1.89267   48.0287   1.00461e-03    0.0%   4    59     2.392
  4   4   1   1.89180   48.0522   5.31096e-06    0.0%   4    33     2.389
 -6   2   2   1.89016   48.0964   1.08110e-01    2.9%   4    44     2.384
  2   1   5   1.88892   48.1301   1.52781e-02    0.4%   4    30     2.380
  5   2   1   1.88876   48.1344   1.76975e-04    0.0%   4    30     2.380
  2   6   0   1.88714   48.1782   2.04508e-05    0.0%   4    40     2.375
 -4   5   2   1.88662   48.1925   2.64802e-03    0.1%   4    45     2.373
 -2   6   2   1.88515   48.2324   3.11805e-02    0.8%   4    44     2.369
  0   5   4   1.88464   48.2462   9.21315e-03    0.2%   4    41     2.367
 -6   2   4   1.88417   48.2592   5.05979e-04    0.0%   4    56     2.366
  0   4   5   1.88382   48.2687   6.39850e-02    1.7%   4    41     2.365
 -5   4   2   1.88238   48.3077   9.58139e-02    2.5%   4    45     2.360
 -6   1   5   1.88092   48.3479   4.75611e-03    0.1%   4    62     2.356
 -5   4   3   1.87991   48.3754   3.73801e-02    1.0%   4    50     2.353
 -4   4   5   1.87983   48.3775   2.76172e-02    0.7%   4    57     2.353
 -4   3   6   1.87723   48.4489   7.48214e-03    0.2%   4    61     2.345
 -2   1   7   1.87701   48.4550   9.35595e-02    2.5%   4    54     2.344
 -5   2   6   1.87147   48.6077   1.62677e-02    0.4%   4    65     2.327
  4   1   3   1.87146   48.6078   3.01594e-06    0.0%   4    26     2.327
 -4   5   1   1.86585   48.7636   3.16583e-04    0.0%   4    42     2.310
 -4   5   3   1.86200   48.8710   3.81264e-02    1.0%   4    50     2.299
 -4   1   7   1.85227   49.1445   1.93789e-03    0.1%   4    66     2.270
  3   2   4   1.84171   49.4453   1.46030e-02    0.4%   4    29     2.239
 -5   4   1   1.84040   49.4828   8.54575e-03    0.2%   4    42     2.235
  1   6   2   1.83704   49.5792   2.26085e-02    0.6%   4    41     2.225
  1   0   6   1.83583   49.6143   9.85691e-04    0.0%   2    37     2.221
 -1   6   3   1.83474   49.6456   4.02603e-02    1.1%   4    46     2.218
 -5   4   4   1.83349   49.6820   6.45182e-03    0.2%   4    57     2.214
 -6   2   1   1.82678   49.8768   1.69724e-03    0.0%   4    41     2.195
 -3   2   7   1.82657   49.8828   5.14140e-03    0.1%   4    62     2.194
  2   2   5   1.82320   49.9814   6.24012e-03    0.2%   4    33     2.184
  2   6   1   1.82226   50.0091   5.25670e-02    1.4%   4    41     2.182
 -2   6   3   1.81867   50.1146   4.75392e-04    0.0%   4    49     2.171
 -6   2   5   1.81600   50.1932   1.51320e-02    0.4%   4    65     2.163
  1   1   6   1.81498   50.2235   1.64711e-02    0.4%   4    38     2.161
 -2   2   7   1.81248   50.2974   6.23794e-03    0.2%   4    57     2.153
 -1   1   7   1.80923   50.3942   3.49286e-05    0.0%   4    51     2.144
  6   0   0   1.80846   50.4171   2.41049e-03    0.1%   2    36     2.142
  4   2   3   1.80749   50.4461   1.31184e-02    0.3%   4    29     2.139
  5   0   2   1.80417   50.5455   2.38229e-02    0.6%   2    29     2.129
  4   5   0   1.80393   50.5526   4.95113e-04    0.0%   4    41     2.129
  2   4   4   1.80279   50.5870   4.52644e-02    1.2%   4    36     2.125
  2   5   3   1.80264   50.5915   1.60958e-03    0.0%   4    38     2.125
 -6   3   3   1.80132   50.6310   9.71674e-02    2.6%   4    54     2.121
  3   4   3   1.79981   50.6764   5.69910e-03    0.2%   4    34     2.117
  0   6   3   1.79961   50.6825   1.68247e-02    0.4%   4    45     2.116
  0   3   6   1.79746   50.7475   1.65632e-03    0.0%   4    45     2.110
 -4   5   4   1.79699   50.7617   8.43521e-03    0.2%   4    57     2.109
 -3   6   1   1.79622   50.7849   2.02024e-02    0.5%   4    46     2.107
 -2   5   5   1.79571   50.8005   6.43931e-03    0.2%   4    54     2.105
 -3   6   2   1.79493   50.8241   4.85889e-02    1.3%   4    49     2.103
 -2   4   6   1.79414   50.8482   1.75458e-02    0.5%   4    56     2.101
  6   0  -6   1.79284   50.8876   1.61872e-03    0.0%   2    72     2.097
 -4   2   7   1.79018   50.9685   2.13137e-02    0.6%   4    69     2.089
  6   1   0   1.78852   51.0193   2.72383e-06    0.0%   4    37     2.085
 -3   4   6   1.78823   51.0283   1.18261e-02    0.3%   4    61     2.084
  5   1   2   1.78437   51.1466   2.48871e-02    0.7%   4    30     2.073
 -6   3   2   1.78406   51.1560   5.26279e-02    1.4%   4    49     2.072
  5   3   1   1.78288   51.1923   1.69897e-03    0.0%   4    35     2.069
  3   5   2   1.77952   51.2962   1.28404e-03    0.0%   4    38     2.059
 -6   3   4   1.77902   51.3115   9.43847e-05    0.0%   4    61     2.058
  1   5   4   1.77618   51.3995   1.64622e-02    0.4%   4    42     2.050
 -6   1   6   1.77341   51.4858   2.74610e-02    0.7%   4    73     2.042
 -1   5   5   1.77245   51.5157   9.18625e-03    0.2%   4    51     2.039
 -3   5   5   1.77078   51.5676   6.75162e-02    1.8%   4    59     2.034
 -5   3   6   1.76832   51.6448   4.90356e-02    1.3%   4    70     2.027
 -5   1   7   1.76566   51.7282   1.40650e-02    0.4%   4    75     2.020
  5   4   0   1.76218   51.8381   1.37270e-03    0.0%   4    41     2.010
  3   6   0   1.75882   51.9443   9.26255e-04    0.0%   4    45     2.001
  1   4   5   1.75694   52.0043   7.86636e-04    0.0%   4    42     1.996
  1   2   6   1.75645   52.0198   2.26089e-02    0.6%   4    41     1.994
 -3   6   3   1.75520   52.0598   3.62174e-05    0.0%   4    54     1.991
 -1   4   6   1.75252   52.1452   5.58718e-03    0.1%   4    53     1.983
 -5   4   5   1.75210   52.1587   7.43713e-05    0.0%   4    66     1.982
 -1   2   7   1.75124   52.1863   1.32026e-02    0.4%   4    54     1.980
  4   4   2   1.74873   52.2669   9.16954e-04    0.0%   4    36     1.973
  3   3   4   1.74315   52.4469   8.27878e-02    2.2%   4    34     1.958
 -4   4   6   1.73614   52.6747   3.99642e-05    0.0%   4    68     1.938
  6   2   0   1.73244   52.7961   3.69525e-05    0.0%   4    40     1.928
 -6   3   1   1.73048   52.8605   1.45229e-04    0.0%   4    46     1.923
 -3   3   7   1.73030   52.8664   2.90176e-02    0.8%   4    67     1.922
  5   2   2   1.72866   52.9204   1.26744e-03    0.0%   4    33     1.918
  2   3   5   1.72743   52.9610   1.40800e-02    0.4%   4    38     1.915
  2   6   2   1.72704   52.9739   7.31020e-03    0.2%   4    44     1.913
 -2   6   4   1.72247   53.1256   2.68250e-05    0.0%   4    56     1.901
  1   6   3   1.72140   53.1613   2.71148e-03    0.1%   4    46     1.898
