************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2021 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

ref no.   h   k   l   d(hkl)    Phase       Lp     F(Re)    F(Im)  I(Integrated)

[   1]    1   0   0  18.0304    0.000   273.23     2.40     0.00  1.17132e-03
[   2]    1   1   0   9.6993  180.000    78.54   -18.01     0.00  3.79096e-02
[   3]    2   0   0   9.0152    0.000    67.75    81.96    -0.00  3.38724e-01
[   4]    0   1   1   8.9618    0.000    66.94    62.17    -0.00  3.85072e-01
[   5]   -1   1   1   8.7690  180.000    64.06   -35.55     0.00  1.20509e-01
[   6]    1   0  -2   7.5331    0.000    47.08     3.38    -0.00  4.00621e-04
[   7]    1   1   1   7.4433    0.000    45.95    35.37     0.00  8.55771e-02
[   8]    0   0   2   7.1445  180.000    42.28  -149.75     0.00  7.05525e-01
[   9]   -2   1   1   7.1228    0.000    42.02    81.15    -0.00  4.11809e-01
[  10]    2   1   0   7.0964  180.000    41.70   -92.53     0.00  5.31354e-01
[  11]    2   0  -2   6.7721    0.000    37.91   189.35    -0.00  1.01151e+00
[  12]   -1   1   2   6.3025  180.000    32.74   -16.55    -0.00  1.33448e-02
[  13]    0   1   2   6.0696  180.000    30.31  -139.02     0.00  8.71886e-01
[  14]    3   0   0   6.0101  180.000    29.70    -1.25    -0.00  3.48015e-05
[  15]    1   0   2   6.0072    0.000    29.67     6.64    -0.00  9.74423e-04
[  16]   -2   1   2   5.8362  180.000    27.97  -142.99     0.00  8.51086e-01
[  17]    2   1   1   5.7928  180.000    27.54    -0.25     0.00  2.58100e-06
[  18]    0   2   0   5.7530  180.000    27.16   -19.08    -0.00  7.35667e-03
[  19]    3   0  -2   5.5780  180.000    25.48   -19.64     0.00  7.31338e-03
[  20]   -3   1   1   5.5412  180.000    25.14    -9.01    -0.00  3.03759e-03
[  21]    1   2   0   5.4808    0.000    24.58    26.23    -0.00  2.51774e-02
[  22]    0   2   1   5.3367  180.000    23.27   -64.37     0.00  1.43493e-01
[  23]    3   1   0   5.3272    0.000    23.18    23.10    -0.00  1.84078e-02
[  24]    1   1   2   5.3251    0.000    23.16    39.98    -0.00  5.50963e-02
[  25]   -1   2   1   5.2951  180.000    22.89   -30.36     0.00  3.13985e-02
[  26]   -3   1   2   5.0193  180.000    20.50    -6.48    -0.00  1.27945e-03
[  27]    1   2   1   4.9562  180.000    19.97    -1.47    -0.00  6.41942e-05
[  28]    2   0   2   4.8804  180.000    19.34   -33.58     0.00  1.62253e-02
[  29]   -2   2   1   4.8581  180.000    19.16   -18.15    -0.00  9.39734e-03
[  30]    2   2   0   4.8497    0.000    19.09    83.91    -0.00  2.00060e-01
