************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  2   1  -1   4.68516   18.9250   5.11306e-01   18.5%   2     6    17.768
  1   2  -1   4.59476   19.3009   1.61229e-02    0.6%   2     6    17.062
  1   2   2   4.58093   19.3597   7.44881e-02    2.7%   2     9    16.955
  1   1  -2   4.55439   19.4736   5.79826e-02    2.1%   2     6    16.751
  2  -1   1   4.42475   20.0500   2.19327e-01    7.9%   2     6    15.771
  1  -1   2   4.42132   20.0657   2.41840e-02    0.9%   2     6    15.746
 -1   2   2   4.36723   20.3168   1.53128e-01    5.5%   2     9    15.345
  1  -2   1   4.35601   20.3697   2.17003e-02    0.8%   2     6    15.263
  2   2   0   4.30370   20.6200   5.02948e-01   18.2%   2     8    14.882
  2   2   1   4.29622   20.6563   4.85513e-02    1.8%   2     9    14.828
  2   1   2   4.20377   21.1157   4.94174e-02    1.8%   2     9    14.166
  2   0  -2   4.14157   21.4366   7.45356e-02    2.7%   2     8    13.730
  2   0   2   4.11545   21.5742   1.92007e-01    6.9%   2     8    13.548
  0   1   3   4.10123   21.6500   2.44459e-02    0.9%   2    10    13.450
  0   3   1   4.06933   21.8217   1.24147e-01    4.5%   2    10    13.231
 -2   1   2   4.04907   21.9323   1.14742e-03    0.0%   2     9    13.092
  0   0   3   3.98974   22.2626   3.42028e-03    0.1%   2     9    12.691
  0   3   0   3.95673   22.4507   6.08035e-07    0.0%   2     9    12.471
 -2   2   1   3.94960   22.4917   1.05874e-01    3.8%   2     9    12.423
  2  -2   0   3.94398   22.5242   3.93453e-01   14.2%   2     8    12.386
  1   3   1   3.94339   22.5276   3.77707e-02    1.4%   2    11    12.382
  1   1   3   3.88862   22.8492   2.07261e-01    7.5%   2    11    12.021
  1   3   0   3.84330   23.1223   7.25936e-02    2.6%   2    10    11.727
  2   2  -1   3.84154   23.1330   1.02895e-02    0.4%   2     9    11.715
 -1   1   3   3.83062   23.1999   1.19549e-01    4.3%   2    11    11.645
  2   2   2   3.82563   23.2306   1.43244e-02    0.5%   2    12    11.613
  3   0   0   3.80174   23.3786   1.07004e-02    0.4%   2     9    11.459
  2   1  -2   3.78504   23.4832   4.36371e-02    1.6%   2     9    11.353
  1   0  -3   3.77342   23.5566   1.74053e-02    0.6%   2    10    11.279
  0   2  -2   3.77252   23.5623   2.76444e+00  100.0%   2     8    11.273
  0   2   3   3.77216   23.5646   5.73714e-03    0.2%   2    13    11.271
  1   0   3   3.75855   23.6511   2.85737e-04    0.0%   2    10    11.185
  0   3   2   3.75656   23.6638   8.06439e-05    0.0%   2    13    11.172
 -1   3   1   3.73080   23.8296   6.28525e-02    2.3%   2    11    11.010
  3   1   0   3.71585   23.9269   1.67821e-01    6.1%   2    10    10.917
  1   3   2   3.65455   24.3344   5.23109e-02    1.9%   2    14    10.537
  1   2  -2   3.64681   24.3867   9.56634e-02    3.5%   2     9    10.489
  1  -3   0   3.64121   24.4249   5.84640e-02    2.1%   2    10    10.455
  1   2   3   3.63529   24.4652   3.97607e-03    0.1%   2    14    10.419
  2  -1   2   3.63476   24.4689   4.59648e-03    0.2%   2     9    10.416
  3   0  -1   3.63000   24.5015   2.49235e-01    9.0%   2    10    10.387
  3   1   1   3.62276   24.5512   6.14816e-02    2.2%   2    11    10.342
  3   0   1   3.61675   24.5926   1.73014e-01    6.3%   2    10    10.306
 -2   2   2   3.58327   24.8260   4.43507e-02    1.6%   2    12    10.103
  2  -2   1   3.57071   24.9148   4.96181e-02    1.8%   2     9    10.028
  3  -1   0   3.53228   25.1903   1.80447e-01    6.5%   2    10     9.799
 -1   2   3   3.52977   25.2085   1.85331e-04    0.0%   2    14     9.784
  0   1  -3   3.52705   25.2282   1.27285e-03    0.0%   2    10     9.768
  1  -2   2   3.51990   25.2803   9.27799e-02    3.4%   2     9     9.725
  0   3  -1   3.50670   25.3771   7.00224e-01   25.3%   2    10     9.647
 -1   3   2   3.48734   25.5203   1.07813e-01    3.9%   2    14     9.534
  3   1  -1   3.47913   25.5815   4.95244e-02    1.8%   2    11     9.486
 -3   1   1   3.46354   25.6987   1.14277e-01    4.1%   2    11     9.395
  2   3   1   3.45855   25.7364   1.91755e-02    0.7%   2    14     9.366
  1   3  -1   3.42888   25.9630   4.35953e-02    1.6%   2    11     9.194
  1   1  -3   3.39996   26.1877   1.36428e-04    0.0%   2    11     9.028
  2   3   0   3.39223   26.2484   4.03457e-03    0.1%   2    13     8.984
  2   1   3   3.36745   26.4451   8.45910e-02    3.1%   2    14     8.843
  1  -1   3   3.34005   26.6661   4.56132e-03    0.2%   2    11     8.689
  3   2   0   3.33604   26.6987   1.92852e-02    0.7%   2    13     8.667
  3   2   1   3.33083   26.7412   3.19836e-02    1.2%   2    14     8.638
  3  -1   1   3.31688   26.8557   2.32466e-02    0.8%   2    11     8.560
 -2   1   3   3.29295   27.0546   3.32131e-02    1.2%   2    14     8.427
  1  -3   1   3.27978   27.1653   1.09256e-03    0.0%   2    11     8.354
  2   0  -3   3.27885   27.1732   1.01852e-02    0.4%   2    13     8.349
  3   1   2   3.26295   27.3081   6.79740e-04    0.0%   2    14     8.262
  2   0   3   3.25940   27.3385   1.42350e-02    0.5%   2    13     8.243
  2   3   2   3.25712   27.3580   8.87505e-04    0.0%   2    17     8.230
  0   3   3   3.23936   27.5109   2.00723e-01    7.3%   2    18     8.133
  2   2  -2   3.23601   27.5400   7.23628e-02    2.6%   2    12     8.115
  2   2   3   3.22017   27.6781   7.11939e-03    0.3%   2    17     8.029
  3   0  -2   3.21824   27.6951   7.01351e-02    2.5%   2    13     8.019
  3   0   2   3.19984   27.8576   4.89584e-06    0.0%   2    13     7.920
 -2   3   1   3.18341   28.0042   2.85565e-02    1.0%   2    14     7.832
  1   3   3   3.17178   28.1090   6.12132e-02    2.2%   2    19     7.770
 -3   1   2   3.15387   28.2719   3.16753e-02    1.1%   2    14     7.675
  2  -3   0   3.12579   28.5313   1.81989e-02    0.7%   2    13     7.527
  3   2  -1   3.10785   28.6995   1.47318e-04    0.0%   2    14     7.433
  2   3  -1   3.09845   28.7885   2.12919e-02    0.8%   2    14     7.384
  3   2   2   3.09527   28.8186   2.02297e-02    0.7%   2    17     7.368
  0   1   4   3.08863   28.8819   6.11439e-04    0.0%   2    17     7.334
 -3   2   1   3.08570   28.9100   1.73588e-01    6.3%   2    14     7.318
  3  -2   0   3.08166   28.9487   8.72517e-03    0.3%   2    13     7.298
 -2   2   3   3.07699   28.9936   1.25214e-02    0.5%   2    17     7.273
  2  -2   2   3.06375   29.1216   1.01665e-02    0.4%   2    12     7.205
 -1   3   3   3.06327   29.1263   1.00559e-01    3.6%   2    19     7.203
  0   4   1   3.06311   29.1279   9.38672e-05    0.0%   2    17     7.202
  3   1  -2   3.06044   29.1538   2.27499e-05    0.0%   2    14     7.188
  2   1  -3   3.04284   29.3263   1.13740e-02    0.4%   2    14     7.098
 -2   3   2   3.02939   29.4593   8.18947e-04    0.0%   2    17     7.030
  1   4   1   3.02598   29.4933   1.82716e-06    0.0%   2    18     7.013
  1   1   4   2.99346   29.8211   2.24090e-02    0.8%   2    18     6.849
  0   0   4   2.99230   29.8329   6.47809e-05    0.0%   2    16     6.843
  0   2  -3   2.98616   29.8957   6.88109e-04    0.0%   2    13     6.812
  0   2   4   2.98591   29.8983   4.26451e-02    1.5%   2    20     6.811
  0   3  -2   2.97841   29.9754   6.72130e-04    0.0%   2    13     6.773
 -1   1   4   2.96919   30.0706   3.30254e-02    1.2%   2    18     6.727
  0   4   0   2.96754   30.0877   3.07806e-02    1.1%   2    16     6.719
  0   4   2   2.96740   30.0891   4.06492e-02    1.5%   2    20     6.719
  2  -1   3   2.95828   30.1841   3.67799e-03    0.1%   2    14     6.673
  3  -1   2   2.94114   30.3642   2.98724e-02    1.1%   2    14     6.589
  1   4   0   2.93492   30.4302   1.38428e-02    0.5%   2    17     6.558
  1   4   2   2.93244   30.4565   2.16287e-02    0.8%   2    21     6.546
  1   3  -2   2.93145   30.4671   3.69329e-04    0.0%   2    14     6.541
  1   2  -3   2.92380   30.5487   2.01568e-03    0.1%   2    14     6.504
  1   2   4   2.91548   30.6380   1.18280e-03    0.0%   2    21     6.463
  3   3   1   2.90778   30.7212   1.97999e-03    0.1%   2    19     6.425
 -3   2   2   2.90240   30.7795   1.57127e-03    0.1%   2    17     6.399
  2   3   3   2.90030   30.8024   2.77553e-03    0.1%   2    22     6.389
  1   0  -4   2.89886   30.8181   1.63403e-02    0.6%   2    17     6.382
 -1   4   1   2.89492   30.8610   8.13422e-04    0.0%   2    18     6.363
  3  -2   1   2.89234   30.8893   1.46187e-02    0.5%   2    14     6.351
  1   0   4   2.88986   30.9165   3.60483e-03    0.1%   2    17     6.338
  2  -3   1   2.88699   30.9480   2.06647e-02    0.7%   2    14     6.325
  3   3   0   2.86913   31.1454   4.41066e-06    0.0%   2    18     6.239
 -1   2   4   2.86237   31.2208   2.37963e-02    0.9%   2    21     6.206
  1  -2   3   2.85500   31.3035   9.44873e-04    0.0%   2    14     6.171
  4   0   0   2.85131   31.3451   1.22808e-01    4.4%   2    16     6.153
  1  -3   2   2.83452   31.5355   1.99162e-03    0.1%   2    14     6.074
  4   1   0   2.82899   31.5988   2.87676e-06    0.0%   2    17     6.047
  3   1   3   2.82149   31.6850   2.90621e-03    0.1%   2    19     6.012
 -1   4   2   2.81476   31.7627   2.45230e-05    0.0%   2    21     5.980
  1  -4   0   2.81282   31.7853   6.91896e-06    0.0%   2    17     5.971
  2   4   1   2.80366   31.8919   9.33375e-04    0.0%   2    21     5.928
  4   1   1   2.78625   32.0965   6.64042e-04    0.0%   2    18     5.847
  3   3   2   2.78398   32.1234   3.77929e-03    0.1%   2    22     5.836
  4   0  -1   2.77766   32.1985   8.63461e-03    0.3%   2    17     5.807
  4   0   1   2.76974   32.2931   7.59043e-04    0.0%   2    17     5.770
  3   2  -2   2.76107   32.3972   2.27707e-06    0.0%   2    17     5.730
  3   0  -3   2.76105   32.3975   6.34654e-03    0.2%   2    18     5.730
 -3   1   3   2.75588   32.4599   1.22313e-02    0.4%   2    19     5.706
  3   2   3   2.74640   32.5751   1.03136e-02    0.4%   2    22     5.663
  0   1  -4   2.74477   32.5950   2.36552e-03    0.1%   2    17     5.655
  3   0   3   2.74363   32.6089   1.54098e-02    0.6%   2    18     5.650
 -2   3   3   2.73983   32.6554   2.32285e-03    0.1%   2    22     5.633
  0   3   4   2.73493   32.7156   3.58352e-04    0.0%   2    25     5.610
  2   1   4   2.73440   32.7220   2.05250e-03    0.1%   2    21     5.608
  2   4   0   2.73172   32.7551   2.53578e-02    0.9%   2    20     5.595
  2   4   2   2.72783   32.8031   6.26526e-04    0.0%   2    24     5.578
  0   4  -1   2.72681   32.8157   7.66238e-06    0.0%   2    17     5.573
  0   4   3   2.72659   32.8184   3.53434e-05    0.0%   2    25     5.572
  4   1  -1   2.72117   32.8856   6.27136e-03    0.2%   2    18     5.547
  4  -1   0   2.71916   32.9107   1.43740e-02    0.5%   2    17     5.538
  2   3  -2   2.71779   32.9277   1.32745e-02    0.5%   2    17     5.532
  1   4  -1   2.70235   33.1213   1.39577e-02    0.5%   2    18     5.462
  2   2  -3   2.69986   33.1526   2.11112e-02    0.8%   2    17     5.451
  1   4   3   2.69848   33.1701   7.39122e-07    0.0%   2    26     5.445
 -2   1   4   2.69770   33.1800   2.90977e-04    0.0%   2    21     5.441
  1   3   4   2.69298   33.2398   6.83834e-03    0.2%   2    26     5.420
 -4   1   1   2.68832   33.2991   3.02959e-02    1.1%   2    18     5.399
  2   2   4   2.68699   33.3161   1.24195e-03    0.0%   2    24     5.393
  3   3  -1   2.68563   33.3335   3.21891e-03    0.1%   2    19     5.387
  1   1  -4   2.68448   33.3481   7.86713e-04    0.0%   2    18     5.382
 -3   3   1   2.66422   33.6093   4.76107e-02    1.7%   2    19     5.292
  4   2   0   2.66224   33.6350   5.52854e-03    0.2%   2    20     5.283
  4   2   1   2.65872   33.6808   2.28052e-02    0.8%   2    21     5.267
  2   0  -4   2.65661   33.7084   6.01186e-03    0.2%   2    20     5.258
  1  -1   4   2.65296   33.7561   7.47061e-04    0.0%   2    18     5.242
  2   0   4   2.64280   33.8898   5.37487e-03    0.2%   2    20     5.197
  3  -3   0   2.62932   34.0689   6.61411e-04    0.0%   2    18     5.138
 -1   3   4   2.62730   34.0959   3.02013e-02    1.1%   2    26     5.129
  3   1  -3   2.62724   34.0967   2.86859e-03    0.1%   2    19     5.128
  4  -1   1   2.61633   34.2433   4.09287e-04    0.0%   2    18     5.081
 -3   2   3   2.61395   34.2754   4.41461e-03    0.2%   2    22     5.070
  4   1   2   2.61144   34.3094   6.07201e-03    0.2%   2    21     5.059
 -1   4   3   2.60759   34.3616   8.51283e-04    0.0%   2    26     5.043
 -2   2   4   2.60538   34.3917   1.26237e-03    0.0%   2    24     5.033
  1  -4   1   2.60449   34.4037   1.73861e-02    0.6%   2    18     5.029
 -2   4   1   2.60428   34.4065   1.67648e-02    0.6%   2    21     5.028
  3  -2   2   2.60172   34.4415   5.19444e-03    0.2%   2    17     5.017
  2  -2   3   2.59413   34.5455   5.86789e-04    0.0%   2    17     4.984
  4   0  -2   2.58044   34.7346   3.11371e-04    0.0%   2    20     4.925
 -3   3   2   2.57275   34.8417   6.61440e-02    2.4%   2    22     4.892
  2  -3   2   2.56856   34.9004   6.60539e-03    0.2%   2    17     4.874
  4   0   2   2.56777   34.9114   3.31753e-04    0.0%   2    20     4.871
  3   3   3   2.55042   35.1566   1.45097e-03    0.1%   2    27     4.797
 -2   4   2   2.54623   35.2164   1.27202e-02    0.5%   2    24     4.779
  3  -1   3   2.54600   35.2197   1.71115e-03    0.1%   2    19     4.778
  2  -4   0   2.54326   35.2588   3.89383e-02    1.4%   2    20     4.767
  4   2  -1   2.54263   35.2678   4.23671e-03    0.2%   2    21     4.764
  2   4  -1   2.54199   35.2770   2.49404e-03    0.1%   2    21     4.761
 -4   1   2   2.53633   35.3583   3.42896e-03    0.1%   2    21     4.737
  2   4   3   2.53574   35.3668   2.84500e-02    1.0%   2    29     4.735
  4   2   2   2.53346   35.3997   2.41633e-02    0.9%   2    24     4.725
  2   3   4   2.52006   35.5942   4.62779e-03    0.2%   2    29     4.669
  0   3  -3   2.51501   35.6681   1.99058e-02    0.7%   2    18     4.648
  4   1  -2   2.50701   35.7858   2.49373e-03    0.1%   2    21     4.614
  2   1  -4   2.49868   35.9092   9.14888e-05    0.0%   2    21     4.580
  3   4   1   2.49532   35.9591   1.51494e-02    0.5%   2    26     4.566
 -4   2   1   2.48975   36.0423   5.06284e-02    1.8%   2    21     4.543
  1   3  -3   2.48726   36.0796   2.97074e-02    1.1%   2    19     4.532
  4  -2   0   2.48691   36.0849   1.97724e-04    0.0%   2    20     4.531
  3  -3   1   2.48166   36.1638   2.62552e-03    0.1%   2    19     4.509
  0   1   5   2.46813   36.3691   1.01690e-01    3.7%   2    26     4.454
  2  -1   4   2.44849   36.6711   3.00675e-02    1.1%   2    21     4.373
  0   5   1   2.44729   36.6897   2.52272e-03    0.1%   2    26     4.369
  3   4   0   2.44487   36.7273   1.98211e-03    0.1%   2    25     4.359
  3   4   2   2.44074   36.7918   1.89753e-05    0.0%   2    29     4.342
  0   2  -4   2.43988   36.8052   1.21920e-02    0.4%   2    20     4.339
  0   2   5   2.43970   36.8079   2.85270e-05    0.0%   2    29     4.338
  1   5   1   2.43750   36.8424   4.17822e-05    0.0%   2    27     4.329
  4   3   1   2.43747   36.8429   2.23815e-02    0.8%   2    26     4.329
  0   4  -2   2.42975   36.9642   5.82351e-02    2.1%   2    20     4.298
  0   4   4   2.42952   36.9678   7.21504e-04    0.0%   2    32     4.297
  3   3  -2   2.42696   37.0081   3.39643e-03    0.1%   2    22     4.286
  1  -3   3   2.42590   37.0249   2.55238e-02    0.9%   2    19     4.282
  0   5   2   2.42206   37.0857   2.54306e-05    0.0%   2    29     4.267
  4  -1   2   2.41904   37.1338   4.51636e-03    0.2%   2    21     4.254
  1   1   5   2.41809   37.1489   3.25444e-02    1.2%   2    27     4.251
  3   1   4   2.41637   37.1762   6.05521e-03    0.2%   2    26     4.244
 -2   3   4   2.41526   37.1940   1.57749e-02    0.6%   2    29     4.239
  4   3   0   2.41522   37.1947   1.04505e-02    0.4%   2    25     4.239
  1   4  -2   2.41305   37.2294   6.25952e-02    2.3%   2    21     4.230
  1   5   2   2.41192   37.2474   2.44518e-03    0.1%   2    30     4.226
  1   4   4   2.40892   37.2955   2.25271e-02    0.8%   2    33     4.214
 -1   1   5   2.40653   37.3338   2.17007e-02    0.8%   2    27     4.204
  1   2  -4   2.40615   37.3400   5.09561e-03    0.2%   2    21     4.203
  3   2  -3   2.40581   37.3455   3.88765e-03    0.1%   2    22     4.202
  1   2   5   2.40019   37.4362   3.24202e-03    0.1%   2    30     4.179
  0   0   5   2.39384   37.5392   2.52469e-03    0.1%   2    25     4.154
  3   2   4   2.39223   37.5654   4.47369e-03    0.2%   2    29     4.147
 -4   2   2   2.39106   37.5845   7.78419e-02    2.8%   2    24     4.143
 -2   4   3   2.39044   37.5946   6.83349e-03    0.2%   2    29     4.140
 -3   3   3   2.38885   37.6206   8.46529e-03    0.3%   2    27     4.134
  2  -4   1   2.38553   37.6749   2.78637e-04    0.0%   2    21     4.121
  4  -2   1   2.38354   37.7076   2.23014e-02    0.8%   2    21     4.113
 -3   1   4   2.37851   37.7903   1.71451e-02    0.6%   2    26     4.093
  0   5   0   2.37404   37.8642   7.61522e-05    0.0%   2    25     4.076
 -1   2   5   2.37153   37.9057   6.57863e-03    0.2%   2    30     4.066
  4   1   3   2.36744   37.9738   2.06659e-02    0.7%   2    26     4.050
  1  -2   4   2.36614   37.9954   2.18548e-03    0.1%   2    21     4.045
  1   5   0   2.36571   38.0026   3.96391e-03    0.1%   2    26     4.043
  4   3   2   2.36254   38.0556   4.51595e-03    0.2%   2    29     4.030
  3   0  -4   2.35861   38.1214   8.45506e-03    0.3%   2    25     4.015
  2   3  -3   2.35333   38.2103   8.03270e-03    0.3%   2    22     3.995
 -1   5   1   2.35052   38.2576   9.65789e-03    0.3%   2    27     3.984
  1   0  -5   2.34578   38.3379   4.10187e-03    0.1%   2    26     3.965
 -1   4   4   2.34479   38.3548   2.90992e-03    0.1%   2    33     3.961
  3   0   4   2.34413   38.3661   1.48917e-02    0.5%   2    25     3.959
  4   2  -2   2.34258   38.3924   1.17535e-03    0.0%   2    24     3.953
  1  -4   2   2.34141   38.4123   4.82189e-02    1.7%   2    21     3.948
  1   0   5   2.33982   38.4395   1.29274e-03    0.0%   2    26     3.942
  4   2   3   2.33065   38.5966   1.17397e-02    0.4%   2    29     3.907
 -1   5   2   2.32873   38.6298   1.32832e-02    0.5%   2    30     3.899
  4   0  -3   2.32678   38.6635   1.27350e-06    0.0%   2    25     3.892
  2   5   1   2.32477   38.6983   1.72495e-03    0.1%   2    30     3.884
  0   3   5   2.31839   38.8089   2.59437e-03    0.1%   2    34     3.859
 -4   1   3   2.31565   38.8568   2.82487e-03    0.1%   2    26     3.849
  4   0   3   2.31287   38.9053   2.53209e-04    0.0%   2    25     3.838
  0   5   3   2.30682   39.0115   5.79626e-04    0.0%   2    34     3.815
  3   4  -1   2.30661   39.0151   7.13119e-04    0.0%   2    26     3.814
 -3   2   4   2.30657   39.0158   1.97789e-02    0.7%   2    29     3.814
  4   3  -1   2.30324   39.0747   7.89379e-04    0.0%   2    26     3.801
  2   5   2   2.30197   39.0970   3.52985e-04    0.0%   2    33     3.797
  3   4   3   2.29968   39.1375   4.00535e-03    0.1%   2    34     3.788
  1   5   3   2.29749   39.1764   9.77315e-03    0.4%   2    35     3.780
  2   4  -2   2.29738   39.1783   7.78464e-04    0.0%   2    24     3.779
  3  -2   3   2.29482   39.2238   7.39330e-03    0.3%   2    22     3.770
  1   3   5   2.29212   39.2720   1.36367e-06    0.0%   2    35     3.759
  2   4   4   2.29046   39.3014   5.29250e-03    0.2%   2    36     3.753
 -3   4   1   2.28852   39.3362   5.63303e-04    0.0%   2    26     3.746
  1  -5   0   2.28484   39.4022   5.11642e-03    0.2%   2    26     3.732
  5   0   0   2.28104   39.4705   2.56272e-03    0.1%   2    25     3.717
  3   3   4   2.27974   39.4939   1.74118e-02    0.6%   2    34     3.713
  2   2  -4   2.27719   39.5400   1.37209e-02    0.5%   2    24     3.703
  5   1   0   2.27713   39.5411   1.56215e-02    0.6%   2    26     3.703
  2   1   5   2.27471   39.5850   8.89156e-03    0.3%   2    30     3.694
  3  -3   2   2.27004   39.6698   5.64864e-03    0.2%   2    22     3.676
  2   2   5   2.26725   39.7206   2.74397e-03    0.1%   2    33     3.666
  2   5   0   2.26277   39.8027   1.88769e-04    0.0%   2    29     3.649
 -2   1   5   2.25558   39.9350   2.70416e-03    0.1%   2    30     3.622
  5   1   1   2.25413   39.9617   3.87842e-05    0.0%   2    27     3.617
  3   1  -4   2.25332   39.9767   9.94338e-04    0.0%   2    26     3.614
  4   1  -3   2.25232   39.9953   1.24821e-02    0.5%   2    26     3.610
  2  -3   3   2.25231   39.9954   1.63644e-02    0.6%   2    22     3.610
 -1   3   5   2.25227   39.9962   5.52278e-04    0.0%   2    35     3.610
 -3   4   2   2.24936   40.0501   9.67459e-04    0.0%   2    29     3.599
  3  -4   0   2.24625   40.1078   2.14206e-03    0.1%   2    25     3.587
 -4   3   1   2.24469   40.1369   5.61411e-03    0.2%   2    26     3.582
  5   0  -1   2.24333   40.1623   7.47044e-02    2.7%   2    26     3.577
  0   1  -5   2.24142   40.1981   3.28301e-03    0.1%   2    26     3.569
  5   0   1   2.23811   40.2600   1.95955e-02    0.7%   2    26     3.557
 -1   5   3   2.22627   40.4836   2.39835e-03    0.1%   2    35     3.514
  0   5  -1   2.22578   40.4929   3.56740e-02    1.3%   2    26     3.512
  4  -3   0   2.22319   40.5420   4.80681e-03    0.2%   2    25     3.502
 -4   2   3   2.22242   40.5568   1.94919e-02    0.7%   2    29     3.500
  5   1  -1   2.22027   40.5978   8.97294e-04    0.0%   2    27     3.492
 -2   2   5   2.21961   40.6104   2.36866e-04    0.0%   2    33     3.489
  1   5  -1   2.21942   40.6140   2.27390e-03    0.1%   2    27     3.489
  4   3   3   2.21422   40.7136   6.44338e-03    0.2%   2    34     3.470
  4  -2   2   2.21237   40.7491   2.79972e-03    0.1%   2    24     3.463
  2   0  -5   2.21226   40.7513   2.22030e-03    0.1%   2    29     3.462
  2  -2   4   2.21066   40.7821   4.86464e-03    0.2%   2    24     3.457
  1   1  -5   2.20872   40.8194   1.26788e-02    0.5%   2    27     3.450
  5  -1   0   2.20474   40.8964   3.95692e-02    1.4%   2    26     3.435
  2   0   5   2.20228   40.9442   1.49340e-02    0.5%   2    29     3.426
  2   5   3   2.20137   40.9619   2.06797e-03    0.1%   2    38     3.423
  3  -1   4   2.19847   41.0184   4.04665e-04    0.0%   2    26     3.412
  5   2   0   2.19419   41.1020   7.81122e-03    0.3%   2    29     3.397
  5   2   1   2.19173   41.1502   1.72805e-02    0.6%   2    30     3.388
  1  -1   5   2.19009   41.1824   4.83667e-02    1.7%   2    27     3.382
 -4   3   2   2.18965   41.1910   1.20235e-02    0.4%   2    29     3.380
 -5   1   1   2.18870   41.2098   1.07519e-03    0.0%   2    27     3.377
  4   4   1   2.18552   41.2724   1.49850e-02    0.5%   2    33     3.366
  4  -1   3   2.18400   41.3025   2.44308e-03    0.1%   2    26     3.360
 -2   4   4   2.18362   41.3101   8.81028e-03    0.3%   2    36     3.359
  2   3   5   2.18216   41.3389   3.16241e-04    0.0%   2    38     3.354
 -2   5   1   2.18009   41.3800   3.46201e-04    0.0%   2    30     3.346
  2  -4   2   2.17801   41.4213   6.81261e-03    0.2%   2    24     3.339
 -3   3   4   2.16496   41.6824   2.26011e-02    0.8%   2    34     3.292
 -2   5   2   2.16313   41.7194   2.23548e-03    0.1%   2    33     3.286
  5   1   2   2.15805   41.8223   7.44215e-03    0.3%   2    30     3.267
  3   3  -3   2.15734   41.8367   8.12161e-03    0.3%   2    27     3.265
  4   4   0   2.15185   41.9484   4.31239e-04    0.0%   2    32     3.246
  1  -5   1   2.15131   41.9595   1.15359e-03    0.0%   2    27     3.244
  5  -1   1   2.14839   42.0191   5.66800e-03    0.2%   2    27     3.233
  4   4   2   2.14811   42.0250   3.71044e-02    1.3%   2    36     3.232
  3   5   1   2.14608   42.0666   3.20056e-03    0.1%   2    35     3.225
  0   3  -4   2.14460   42.0969   8.69899e-04    0.0%   2    25     3.220
  0   4  -3   2.14058   42.1799   9.13698e-05    0.0%   2    25     3.206
