************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2021 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

ref no.   h   k   l   d(hkl)    Phase       Lp     F(Re)    F(Im)  I(Integrated)

[   1]    1   0   0  10.8547    0.000    98.55     7.11     0.00  1.16628e-02
[   2]    0   1   1   8.5522    0.000    60.90   115.89    -0.00  3.82943e+00
[   3]    1   1   0   8.0861  180.000    54.36   -11.34    -0.00  3.27022e-02
[   4]   -1   1   1   8.0434    0.000    53.78    63.13     0.00  1.00352e+00
[   5]    1   0  -2   6.6602    0.000    36.64    62.03    -0.00  3.30049e-01
[   6]    0   2   0   6.0603    0.000    30.21    44.41    -0.00  1.39484e-01
[   7]    0   0   2   6.0344  180.000    29.95   -63.57     0.00  2.83363e-01
[   8]    1   1   1   5.8862    0.000    28.46     1.45    -0.00  2.80611e-04
[   9]   -1   1   2   5.8370  180.000    27.98   -18.32     0.00  4.39471e-02
[  10]    2   0   0   5.4274  180.000    24.09   -25.87     0.00  3.77518e-02
[  11]    0   2   1   5.4158    0.000    23.98    13.26    -0.00  1.97486e-02
[  12]   -2   1   1   5.4061  180.000    23.89   -31.67    -0.00  1.12217e-01
[  13]    0   1   2   5.4019  180.000    23.86   -61.94     0.00  4.28554e-01
[  14]    2   0  -2   5.3760  180.000    23.62  -102.79    -0.00  5.84231e-01
[  15]    1   2   0   5.2915  180.000    22.86   -71.91     0.00  5.53450e-01
[  16]   -1   2   1   5.2794  180.000    22.75   -77.42     0.00  6.38562e-01
[  17]    2   1   0   4.9534  180.000    19.95   -37.50     0.00  1.31302e-01
[  18]   -2   1   2   4.9143  180.000    19.62    -3.33     0.00  1.02160e-03
[  19]    1   2   1   4.5046  180.000    16.37   -29.03     0.00  6.45893e-02
[  20]    1   0   2   4.5013    0.000    16.35    52.19    -0.00  1.04228e-01
[  21]   -1   2   2   4.4824    0.000    16.20    18.41    -0.00  2.57041e-02
[  22]   -2   2   1   4.2782    0.000    14.70    99.75     0.00  6.84698e-01
[  23]    0   2   2   4.2761  180.000    14.68   -60.08     0.00  2.48167e-01
[  24]    1   1   2   4.2197    0.000    14.28    35.00     0.00  8.18848e-02
[  25]   -1   1   3   4.1894  180.000    14.07   -10.41    -0.00  7.13321e-03
[  26]    2   1   1   4.0480    0.000    13.09    40.19    -0.00  9.89504e-02
[  27]    2   2   0   4.0430    0.000    13.05    15.16    -0.00  1.40461e-02
[  28]   -2   2   2   4.0217  180.000    12.91   -62.37     0.00  2.35037e-01
[  29]   -2   1   3   4.0055  180.000    12.80   -73.09    -0.00  3.20110e-01
[  30]    3   0  -2   3.9643  180.000    12.52   -55.71     0.00  9.09722e-02
[  31]    0   3   1   3.8312    0.000    11.65    25.70    -0.00  3.60284e-02
[  32]    0   1   3   3.8181  180.000    11.56    -1.67     0.00  1.50165e-04
[  33]    1   3   0   3.7864  180.000    11.36   -94.58     0.00  4.75867e-01
[  34]   -1   3   1   3.7820  180.000    11.33   -73.56    -0.00  2.87175e-01
[  35]   -3   1   1   3.7810  180.000    11.33  -147.18    -0.00  1.14888e+00
[  36]   -3   1   2   3.7679    0.000    11.24   153.71    -0.00  1.24377e+00
[  37]    3   0   0   3.6182    0.000    10.31    25.43    -0.00  1.56171e-02
[  38]    1   2   2   3.6136  180.000    10.29   -22.49     0.00  2.43547e-02
[  39]   -1   2   3   3.5945    0.000    10.17   157.19    -0.00  1.17673e+00
[  40]    2   2   1   3.5040  180.000     9.63    -6.56    -0.00  1.93889e-03
[  41]   -2   2   3   3.4763  180.000     9.47  -112.91     0.00  5.65218e-01
[  42]    3   1   0   3.4671  180.000     9.42   -73.90     0.00  2.40712e-01
[  43]    1   3   1   3.4644  180.000     9.40   -26.60     0.00  3.11458e-02
[  44]   -1   3   2   3.4543    0.000     9.34    46.32    -0.00  9.38383e-02
[  45]   -3   1   3   3.4369    0.000     9.24    56.14     0.00  1.36372e-01
[  46]    2   0   2   3.3668    0.000     8.84    38.47    -0.00  3.06322e-02
[  47]   -2   3   1   3.3582    0.000     8.79    15.58     0.00  9.99560e-03
[  48]    0   3   2   3.3572  180.000     8.79   -32.03    -0.00  4.22095e-02
[  49]    0   2   3   3.3517  180.000     8.75  -100.94     0.00  4.17659e-01
[  50]    2   0  -4   3.3301  180.000     8.63   -20.69     0.00  8.65288e-03
[  51]   -3   2   1   3.3265    0.000     8.61   149.35    -0.00  8.99542e-01
[  52]   -3   2   2   3.3175  180.000     8.56   -49.55    -0.00  9.84283e-02
[  53]    1   0  -4   3.3055  180.000     8.50   -23.31    -0.00  1.08059e-02
[  54]    2   1   2   3.2440    0.000     8.16    78.73    -0.00  2.36792e-01
[  55]    2   3   0   3.2408    0.000     8.14    23.53    -0.00  2.11089e-02
[  56]   -2   3   2   3.2298  180.000     8.08   -32.37    -0.00  3.96449e-02
[  57]   -2   1   4   3.2111    0.000     7.98    79.93    -0.00  2.38737e-01
[  58]    1   1   3   3.2076  180.000     7.96    -6.73     0.00  1.68769e-03
[  59]   -1   1   4   3.1890  180.000     7.86   -38.76     0.00  5.52953e-02
[  60]    3   2   0   3.1067  180.000     7.43    -0.65    -0.00  1.47314e-05
[  61]   -3   2   3   3.0849    0.000     7.31     4.29    -0.00  6.28933e-04
[  62]    3   0  -4   3.0744  180.000     7.26    -7.05     0.00  8.44136e-04
[  63]    0   4   0   3.0301  180.000     7.03   -80.67     0.00  1.07151e-01
[  64]    4   0  -2   3.0201    0.000     6.98   102.30     0.00  1.71075e-01
[  65]    0   0   4   3.0172    0.000     6.97    41.74    -0.00  2.84257e-02
[  66]    3   1   1   3.0129  180.000     6.95    -9.12     0.00  2.70662e-03
[  67]    1   3   2   3.0067    0.000     6.92    26.42    -0.00  2.25952e-02
[  68]   -1   3   3   2.9957    0.000     6.86   126.92     0.00  5.17414e-01
[  69]   -3   1   4   2.9800    0.000     6.78    15.62     0.00  7.74624e-03
[  70]    2   2   2   2.9431  180.000     6.60    -1.32    -0.00  5.39083e-05
[  71]    2   3   1   2.9427  180.000     6.60   -46.83    -0.00  6.77270e-02
[  72]    0   4   1   2.9389    0.000     6.58     2.21    -0.00  1.51018e-04
[  73]   -4   1   2   2.9305    0.000     6.54    79.69     0.00  1.94376e-01
[  74]    0   1   4   2.9279    0.000     6.52    45.98     0.00  6.45839e-02
[  75]   -2   3   3   2.9262  180.000     6.52   -34.86     0.00  3.70709e-02
[  76]    1   4   0   2.9186    0.000     6.48    71.07    -0.00  1.53191e-01
[  77]   -2   2   4   2.9185    0.000     6.48    21.08    -0.00  1.34716e-02
[  78]   -1   4   1   2.9165    0.000     6.47    33.16    -0.00  3.33075e-02
[  79]    1   2   3   2.9159    0.000     6.47     9.01     0.00  2.45471e-03
[  80]   -1   2   4   2.9019    0.000     6.40    36.47    -0.00  3.98346e-02
[  81]   -4   1   1   2.8553  180.000     6.17   -74.76     0.00  1.61515e-01
[  82]    0   3   3   2.8507    0.000     6.15     2.83     0.00  2.30160e-04
[  83]   -4   1   3   2.8403    0.000     6.10     6.29    -0.00  1.13150e-03
[  84]   -3   3   1   2.8352  180.000     6.08    -0.34    -0.00  3.31936e-06
[  85]   -3   3   2   2.8296    0.000     6.05    11.42    -0.00  3.69548e-03
[  86]    3   2   1   2.7673    0.000     5.76   106.33    -0.00  3.04872e-01
[  87]    1   4   1   2.7633    0.000     5.74    35.30    -0.00  3.34809e-02
[  88]   -1   4   2   2.7581  180.000     5.72   -18.47     0.00  9.13080e-03
[  89]   -3   2   4   2.7417  180.000     5.64   -22.55    -0.00  1.34340e-02
[  90]    4   0   0   2.7137  180.000     5.51  -101.87    -0.00  1.33950e-01
[  91]   -2   4   1   2.7084    0.000     5.49    34.70    -0.00  3.09582e-02
[  92]    0   4   2   2.7079    0.000     5.49    23.73    -0.00  1.44715e-02
[  93]   -4   2   2   2.7031  180.000     5.47   -86.82    -0.00  1.92900e-01
[  94]    0   2   4   2.7010  180.000     5.46   -47.32     0.00  5.72061e-02
[  95]    3   3   0   2.6954    0.000     5.43    34.34     0.00  2.99836e-02
[  96]    4   0  -4   2.6880    0.000     5.40    22.93    -0.00  6.64475e-03
[  97]   -3   3   3   2.6811  180.000     5.37    -2.83     0.00  2.01267e-04
[  98]    4   1   0   2.6481  180.000     5.22   -51.37     0.00  6.44891e-02
[  99]    2   1   3   2.6466  180.000     5.21   -23.82     0.00  1.38512e-02
[ 100]    2   4   0   2.6457    0.000     5.21    22.20    -0.00  1.20210e-02
[ 101]   -4   2   1   2.6437  180.000     5.20    -4.93    -0.00  5.92650e-04
[ 102]   -2   4   2   2.6397  180.000     5.18   -30.64    -0.00  2.27796e-02
[ 103]    3   0   2   2.6347  180.000     5.16   -22.06    -0.00  5.88141e-03
