************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  3  -1   0   2.94066   30.3694   2.76467e-02    1.5%   2    10     6.586
  2  -2   2   2.93301   30.4505   1.18770e-03    0.1%   2    12     6.549
  0   1   3   2.92643   30.5206   1.49811e-02    0.8%   2    10     6.516
  0   3   1   2.92319   30.5552   9.81297e-04    0.1%   2    10     6.501
  1   1  -4   2.90999   30.6973   5.13906e-02    2.7%   2    18     6.436
  2   2  -3   2.90176   30.7865   1.82858e-03    0.1%   2    17     6.396
 -2   2   3   2.89368   30.8746   1.34789e-02    0.7%   2    17     6.357
  2  -1   2   2.88338   30.9877   1.26332e-02    0.7%   2     9     6.307
 -3   1   3   2.86239   31.2207   1.51678e-04    0.0%   2    19     6.206
  3   0  -3   2.86191   31.2261   1.10581e-01    5.8%   2    18     6.204
 -2   3   2   2.86150   31.2306   3.25952e-04    0.0%   2    17     6.202
  1  -4   1   2.82927   31.5956   6.29444e-03    0.3%   2    18     6.049
  1   0  -4   2.82697   31.6220   4.48432e-03    0.2%   2    17     6.038
  2   0  -4   2.82144   31.6856   2.44213e-02    1.3%   2    20     6.012
  1   3  -3   2.82039   31.6976   1.47489e-02    0.8%   2    19     6.007
 -1   2   3   2.79970   31.9382   4.88849e-02    2.6%   2    14     5.910
  2   1  -4   2.78968   32.0560   5.23591e-03    0.3%   2    21     5.863
  2   1   1   2.78921   32.0615   3.64200e-02    1.9%   2     6     5.861
 -1   3   2   2.78412   32.1217   2.87137e-05    0.0%   2    14     5.837
 -3   3   1   2.77426   32.2390   2.85918e-02    1.5%   2    19     5.791
  1   2  -4   2.76853   32.3075   1.29438e-01    6.8%   2    21     5.765
  1  -4   0   2.76579   32.3404   1.09347e-03    0.1%   2    17     5.752
  2  -3   2   2.75637   32.4540   1.94381e-02    1.0%   2    17     5.708
  1   3   0   2.75058   32.5242   4.91022e-03    0.3%   2    10     5.682
  1  -3   3   2.73863   32.6701   3.69328e-03    0.2%   2    19     5.627
  3   1  -2   2.73802   32.6775   3.29294e-02    1.7%   2    14     5.624
  3  -3   0   2.73372   32.7305   1.21391e-02    0.6%   2    18     5.605
  3   0   0   2.71487   32.9641   1.26430e-03    0.1%   2     9     5.519
  1   0   3   2.71469   32.9664   8.47040e-04    0.0%   2    10     5.518
  2  -4   0   2.70869   33.0415   1.89872e-01   10.0%   2    20     5.491
  0   1  -4   2.69351   33.2331   1.26663e-03    0.1%   2    17     5.422
  0   4  -1   2.68878   33.2933   1.95132e-02    1.0%   2    17     5.401
  1  -4   2   2.68730   33.3121   6.29679e-04    0.0%   2    21     5.395
  2   2   0   2.68432   33.3502   5.94870e-02    3.1%   2     8     5.381
  0   2  -4   2.66977   33.5373   4.50727e-02    2.4%   2    20     5.316
  0   4  -2   2.66608   33.5851   1.22422e-01    6.5%   2    20     5.300
 -3   2   3   2.65913   33.6755   6.51336e-03    0.3%   2    22     5.269
  3   1  -3   2.65797   33.6907   5.48146e-02    2.9%   2    19     5.264
  2  -4   1   2.65673   33.7068   1.19586e-02    0.6%   2    21     5.258
 -2   1   4   2.65226   33.7654   1.48543e-02    0.8%   2    21     5.239
  2   0   2   2.63770   33.9574   1.37556e-02    0.7%   2     8     5.174
  3   1  -1   2.62992   34.0609   5.21958e-04    0.0%   2    11     5.140
  3  -2   1   2.62690   34.1013   1.11906e-02    0.6%   2    14     5.127
 -3   3   2   2.62257   34.1593   4.06618e-02    2.1%   2    22     5.108
 -2   4   1   2.57975   34.7442   2.22247e-03    0.1%   2    21     4.922
  2   2  -4   2.57525   34.8067   1.28145e-02    0.7%   2    24     4.903
 -1   1   4   2.56850   34.9012   6.25486e-02    3.3%   2    18     4.874
  3  -1   1   2.56325   34.9749   9.91947e-02    5.2%   2    11     4.852
  0   0   4   2.54175   35.2805   3.45171e-02    1.8%   2    16     4.760
  0   4   0   2.53750   35.3414   1.54583e-03    0.1%   2    16     4.742
 -1   4   1   2.53287   35.4082   2.36257e-06    0.0%   2    18     4.723
  3   0  -4   2.52973   35.4537   1.27945e-03    0.1%   2    25     4.710
  3  -3   1   2.52343   35.5451   3.68236e-03    0.2%   2    19     4.683
  2   3  -2   2.49131   36.0190   4.61503e-03    0.2%   2    17     4.549
  1   2   2   2.48874   36.0574   5.99939e-02    3.2%   2     9     4.539
  0   3  -4   2.48319   36.1408   3.95798e-02    2.1%   2    25     4.516
  1   3  -4   2.48256   36.1503   1.03759e-02    0.5%   2    26     4.513
  0   4  -3   2.48146   36.1669   2.43621e-02    1.3%   2    25     4.508
 -3   1   4   2.47776   36.2228   4.86556e-03    0.3%   2    26     4.493
  0   2   3   2.45528   36.5661   1.67503e-03    0.1%   2    13     4.401
  0   3   2   2.45409   36.5845   5.67061e-03    0.3%   2    13     4.396
  2  -4   2   2.45137   36.6265   1.66273e-02    0.9%   2    24     4.385
  2   3  -3   2.44610   36.7082   2.93728e-02    1.6%   2    22     4.364
 -2   3   3   2.43885   36.8213   2.13907e-02    1.1%   2    22     4.334
  3   1  -4   2.43215   36.9264   5.31989e-03    0.3%   2    26     4.307
  1  -4   3   2.41564   37.1879   1.23555e-03    0.1%   2    26     4.241
  3  -4   0   2.41110   37.2605   1.03878e-02    0.5%   2    25     4.223
  1   3   1   2.40405   37.3738   9.56591e-04    0.1%   2    11     4.195
  1   4  -2   2.40389   37.3764   1.75223e-02    0.9%   2    21     4.194
  2  -2   3   2.39971   37.4440   9.07398e-03    0.5%   2    17     4.177
 -4   1   2   2.39862   37.4616   2.60274e-02    1.4%   2    21     4.173
  2   3  -1   2.39418   37.5336   8.12546e-04    0.0%   2    14     4.155
 -3   4   1   2.39184   37.5718   3.37435e-02    1.8%   2    26     4.146
  3   1   0   2.38962   37.6080   2.82976e-02    1.5%   2    10     4.137
  1   1   3   2.38836   37.6285   1.06938e-04    0.0%   2    11     4.132
 -4   2   2   2.37957   37.7728   1.68917e-02    0.9%   2    24     4.097
 -2   2   4   2.36951   37.9392   3.39052e-02    1.8%   2    24     4.058
  3   0   1   2.36426   38.0268   6.19841e-05    0.0%   2    10     4.037
  3   2  -2   2.36411   38.0293   1.17187e-02    0.6%   2    17     4.037
 -4   2   1   2.36368   38.0364   7.26896e-07    0.0%   2    21     4.035
 -3   3   3   2.35566   38.1710   4.83169e-03    0.3%   2    27     4.004
  1  -2   4   2.35519   38.1788   9.41570e-05    0.0%   2    21     4.002
  3   2  -3   2.35431   38.1936   7.50962e-02    4.0%   2    22     3.998
  1   4  -1   2.34489   38.3532   1.23153e-02    0.7%   2    18     3.962
  2  -3   3   2.34168   38.4077   3.43980e-02    1.8%   2    22     3.949
 -4   1   1   2.33853   38.4615   8.62574e-04    0.0%   2    18     3.937
 -2   4   2   2.33396   38.5398   1.06967e-02    0.6%   2    24     3.919
  1   4  -3   2.33393   38.5403   1.57379e-03    0.1%   2    26     3.919
 -4   1   3   2.33055   38.5985   1.10775e-02    0.6%   2    26     3.906
  2   2   1   2.33030   38.6027   1.29568e-02    0.7%   2     9     3.905
  2  -1   3   2.32902   38.6248   2.52597e-02    1.3%   2    14     3.900
 -1   3   3   2.31751   38.8244   9.35111e-03    0.5%   2    19     3.856
  2   1  -5   2.31538   38.8615   2.99132e-03    0.2%   2    30     3.848
  2   1   2   2.31500   38.8680   5.99018e-02    3.2%   2     9     3.846
  1   1  -5   2.31056   38.9457   8.03244e-03    0.4%   2    27     3.829
  1  -1   4   2.30798   38.9911   1.09618e-02    0.6%   2    18     3.820
  3  -4   1   2.30276   39.0830   1.31728e-05    0.0%   2    26     3.800
 -3   2   4   2.30070   39.1195   2.18083e-02    1.2%   2    29     3.792
  2   0  -5   2.29222   39.2701   4.43017e-02    2.3%   2    29     3.760
  4   0  -2   2.29156   39.2818   5.07796e-05    0.0%   2    20     3.757
  0   1   4   2.28723   39.3593   9.42929e-03    0.5%   2    17     3.741
  0   4   1   2.28434   39.4113   1.84540e-02    1.0%   2    17     3.730
  1  -3   4   2.28075   39.4758   1.25506e-04    0.0%   2    26     3.716
  2   3  -4   2.27928   39.5023   1.75184e-02    0.9%   2    29     3.711
  1   2  -5   2.27612   39.5594   9.45812e-03    0.5%   2    30     3.699
 -4   2   3   2.27290   39.6179   1.93758e-03    0.1%   2    29     3.687
  4   0  -3   2.26999   39.6708   2.17420e-02    1.1%   2    25     3.676
  3  -2   2   2.26945   39.6805   1.32580e-03    0.1%   2    17     3.674
 -4   3   1   2.26729   39.7199   1.33571e-02    0.7%   2    26     3.666
  1  -5   1   2.26046   39.8450   7.34297e-03    0.4%   2    27     3.640
  3   2  -1   2.25429   39.9587   2.13718e-03    0.1%   2    14     3.617
 -3   4   2   2.25344   39.9745   1.51294e-03    0.1%   2    29     3.614
 -1   2   4   2.25050   40.0290   1.01295e-04    0.0%   2    21     3.603
 -4   3   2   2.24274   40.1734   5.52416e-04    0.0%   2    29     3.574
  3  -3   2   2.23818   40.2587   2.94548e-02    1.6%   2    22     3.558
 -1   4   2   2.23400   40.3374   3.23181e-05    0.0%   2    21     3.542
  4  -2   0   2.23207   40.3738   2.08712e-03    0.1%   2    20     3.535
  1   0  -5   2.23042   40.4048   4.89146e-03    0.3%   2    26     3.529
  3   2  -4   2.22909   40.4302   1.43780e-03    0.1%   2    29     3.524
  2   2  -5   2.22410   40.5247   1.35926e-02    0.7%   2    33     3.506
  2  -5   1   2.22197   40.5654   9.59157e-03    0.5%   2    30     3.498
  1  -5   2   2.22173   40.5699   6.48242e-04    0.0%   2    30     3.497
  0   4  -4   2.21697   40.6609   1.73940e-03    0.1%   2    32     3.480
  2  -5   0   2.21497   40.6991   1.12465e-02    0.6%   2    29     3.472
  4   0  -1   2.20251   40.9398   5.84234e-02    3.1%   2    17     3.427
  2   3   0   2.19718   41.0435   3.71139e-02    2.0%   2    13     3.408
  3  -1   2   2.19207   41.1436   6.47669e-03    0.3%   2    14     3.389
  1  -5   0   2.19174   41.1499   1.38190e-03    0.1%   2    26     3.388
  4  -3   0   2.18428   41.2969   6.09365e-03    0.3%   2    25     3.361
  3   0  -5   2.18333   41.3158   2.53070e-04    0.0%   2    34     3.358
  1   4   0   2.18200   41.3421   1.91550e-02    1.0%   2    17     3.353
  2  -4   3   2.17963   41.3890   9.09548e-03    0.5%   2    29     3.344
  4  -1   0   2.17570   41.4673   4.89654e-03    0.3%   2    17     3.330
  1   4  -4   2.16443   41.6932   1.79021e-02    0.9%   2    33     3.290
 -2   1   5   2.16410   41.6998   1.50495e-03    0.1%   2    30     3.289
 -4   1   4   2.16289   41.7244   3.91231e-04    0.0%   2    33     3.285
  0   2  -5   2.16150   41.7524   2.24650e-02    1.2%   2    29     3.280
  2   0   3   2.15932   41.7964   5.23069e-02    2.8%   2    13     3.272
  1   0   4   2.15868   41.8094   3.15030e-04    0.0%   2    17     3.270
  0   5  -2   2.15808   41.8217   2.09570e-03    0.1%   2    29     3.268
  3   1  -5   2.15213   41.9427   3.26361e-02    1.7%   2    35     3.247
  4   0  -4   2.14643   42.0594   2.93704e-02    1.6%   2    32     3.226
  1   3  -5   2.14104   42.1702   1.17199e-02    0.6%   2    35     3.207
  0   1  -5   2.14059   42.1796   3.40793e-03    0.2%   2    26     3.206
  0   5  -1   2.13679   42.2582   3.72704e-03    0.2%   2    26     3.193
  2  -5   2   2.12904   42.4194   8.72994e-03    0.5%   2    33     3.165
 -4   3   3   2.12027   42.6034   3.54185e-03    0.2%   2    34     3.135
 -3   1   5   2.11730   42.6661   1.36005e-02    0.7%   2    35     3.125
  4   1  -3   2.11555   42.7031   5.75521e-04    0.0%   2    26     3.118
  1  -4   4   2.11470   42.7211   1.53517e-02    0.8%   2    33     3.115
 -2   5   1   2.11073   42.8054   1.91648e-03    0.1%   2    30     3.102
  3  -4   2   2.11054   42.8095   1.97134e-05    0.0%   2    29     3.101
  3   1   1   2.10813   42.8609   5.74754e-03    0.3%   2    11     3.093
  4   1  -2   2.10136   43.0057   9.92185e-04    0.1%   2    21     3.069
  1  -5   3   2.09050   43.2404   1.20961e-02    0.6%   2    35     3.032
  0   3  -5   2.08856   43.2826   1.50329e-03    0.1%   2    34     3.025
 -4   4   1   2.08748   43.3061   2.50801e-03    0.1%   2    33     3.022
  3  -5   0   2.08680   43.3209   7.79094e-03    0.4%   2    34     3.019
  0   5  -3   2.08621   43.3339   8.20454e-04    0.0%   2    34     3.017
 -4   2   4   2.08566   43.3458   5.37041e-03    0.3%   2    36     3.016
  1   3   2   2.07067   43.6756   5.74093e-04    0.0%   2    14     2.965
 -2   3   4   2.06959   43.6997   1.79746e-03    0.1%   2    29     2.961
  3   2   0   2.06732   43.7502   3.97628e-03    0.2%   2    13     2.953
 -1   1   5   2.06668   43.7644   7.16835e-06    0.0%   2    27     2.951
  1   2   3   2.06577   43.7846   4.25037e-03    0.2%   2    14     2.948
 -3   3   4   2.06561   43.7882   9.12226e-03    0.5%   2    34     2.947
  0   3   3   2.06545   43.7918   5.07700e-03    0.3%   2    18     2.947
  2   4  -3   2.06324   43.8411   4.03351e-06    0.0%   2    29     2.940
  2   4  -2   2.06038   43.9052   6.39965e-03    0.3%   2    24     2.930
 -2   4   3   2.05744   43.9712   2.34332e-02    1.2%   2    29     2.920
  2   3  -5   2.05327   44.0651   3.95442e-02    2.1%   2    38     2.906
  4  -4   0   2.05029   44.1326   1.67838e-02    0.9%   2    32     2.896
 -3   4   3   2.04805   44.1833   3.23169e-02    1.7%   2    34     2.888
  3   3  -3   2.04681   44.2114   8.75724e-03    0.5%   2    27     2.884
 -3   5   1   2.04516   44.2490   4.93799e-04    0.0%   2    35     2.879
  3  -5   1   2.04322   44.2934   3.01336e-02    1.6%   2    35     2.872
  4   1  -4   2.04228   44.3149   1.98031e-04    0.0%   2    33     2.869
 -1   5   1   2.04131   44.3370   1.16285e-02    0.6%   2    27     2.866
 -4   4   2   2.03941   44.3805   2.51313e-02    1.3%   2    36     2.860
  4   0   0   2.03615   44.4552   4.24959e-03    0.2%   2    16     2.849
  3   2  -5   2.03513   44.4788   4.02315e-03    0.2%   2    38     2.845
  3   0   2   2.03501   44.4816   3.87081e-03    0.2%   2    13     2.845
  4  -2   1   2.03364   44.5130   3.11419e-02    1.6%   2    21     2.841
  0   0   5   2.03340   44.5187   3.22723e-02    1.7%   2    25     2.840
  0   5   0   2.03000   44.5971   9.09362e-03    0.5%   2    25     2.828
  3   3  -2   2.02499   44.7135   4.99936e-02    2.6%   2    22     2.812
  4  -3   1   2.02440   44.7273   5.43951e-03    0.3%   2    26     2.810
  0   2   4   2.01240   45.0086   5.67649e-04    0.0%   2    20     2.770
  0   4   2   2.01082   45.0459   2.79883e-02    1.5%   2    20     2.765
  4   1  -1   2.00466   45.1918   2.98196e-02    1.6%   2    18     2.745
  2   2   2   2.00454   45.1948   9.79150e-04    0.1%   2    12     2.745
  2  -2   4   1.99836   45.3423   7.79552e-05    0.0%   2    24     2.725
  2  -3   4   1.99024   45.5377   3.24565e-02    1.7%   2    29     2.698
  3   3  -4   1.98861   45.5769   1.44753e-04    0.0%   2    34     2.693
  2   4  -4   1.98574   45.6467   1.27673e-02    0.7%   2    36     2.684
  2   4  -1   1.97811   45.8328   1.15025e-04    0.0%   2    21     2.659
 -3   2   5   1.97732   45.8521   3.47971e-02    1.8%   2    38     2.657
 -2   2   5   1.97589   45.8871   2.04918e-04    0.0%   2    33     2.652
  1   5  -2   1.97260   45.9681   1.78533e-03    0.1%   2    30     2.641
  1   4   1   1.97046   46.0207   6.46667e-05    0.0%   2    18     2.635
  2  -5   3   1.96864   46.0659   6.79776e-03    0.4%   2    38     2.629
  4  -1   1   1.96496   46.1571   2.40724e-03    0.1%   2    18     2.617
  2   3   1   1.96428   46.1741   6.33161e-03    0.3%   2    14     2.615
  4   0  -5   1.96347   46.1940   5.29735e-03    0.3%   2    41     2.612
  1   5  -3   1.95793   46.3325   1.54310e-03    0.1%   2    35     2.595
  1   1   4   1.95787   46.3339   1.32543e-03    0.1%   2    18     2.595
  3  -3   3   1.95534   46.3974   6.45962e-03    0.3%   2    27     2.587
  1   4  -5   1.95111   46.5038   9.09790e-03    0.5%   2    42     2.573
 -1   3   4   1.95098   46.5072   9.68935e-03    0.5%   2    26     2.573
  3  -2   3   1.95086   46.5101   7.01315e-05    0.0%   2    22     2.572
 -4   1   5   1.95083   46.5110   7.34365e-04    0.0%   2    42     2.572
  0   4  -5   1.94672   46.6150   1.62614e-02    0.9%   2    41     2.559
  2   1  -6   1.94655   46.6193   2.04741e-02    1.1%   2    41     2.559
  2   1   3   1.94626   46.6266   1.85353e-03    0.1%   2    14     2.558
  0   5  -4   1.94565   46.6422   3.92071e-03    0.2%   2    41     2.556
 -1   4   3   1.94545   46.6472   1.03723e-02    0.5%   2    26     2.555
 -2   5   2   1.94464   46.6677   8.06093e-03    0.4%   2    33     2.553
  1  -2   5   1.94183   46.7393   1.36555e-02    0.7%   2    30     2.544
 -4   3   4   1.94103   46.7598   1.50938e-02    0.8%   2    41     2.541
  4  -4   1   1.94024   46.7799   1.83741e-05    0.0%   2    33     2.539
  2  -1   4   1.93247   46.9792   1.57398e-03    0.1%   2    21     2.515
 -3   5   2   1.93212   46.9883   3.84601e-02    2.0%   2    38     2.513
  3   3  -1   1.93027   47.0361   1.86472e-02    1.0%   2    19     2.508
  3  -5   2   1.92884   47.0731   3.19494e-02    1.7%   2    38     2.503
 -5   2   2   1.92419   47.1935   1.38084e-03    0.1%   2    33     2.489
  1  -3   5   1.92272   47.2318   7.67319e-04    0.0%   2    35     2.484
 -4   4   3   1.92192   47.2529   8.44788e-03    0.4%   2    41     2.482
  4   2  -3   1.91665   47.3907   2.05746e-03    0.1%   2    29     2.465
  1   5  -1   1.91573   47.4147   3.62602e-04    0.0%   2    27     2.462
  2   2  -6   1.91432   47.4518   8.34844e-03    0.4%   2    44     2.458
  2  -4   4   1.91068   47.5478   8.47973e-04    0.0%   2    36     2.447
  2   0  -6   1.90911   47.5893   3.06531e-04    0.0%   2    40     2.442
  1  -5   4   1.90900   47.5923   6.80488e-03    0.4%   2    42     2.442
  1   2  -6   1.90718   47.6405   1.40524e-03    0.1%   2    41     2.436
  4   1  -5   1.90545   47.6865   2.43656e-04    0.0%   2    42     2.431
 -5   2   3   1.90392   47.7271   9.77015e-04    0.1%   2    38     2.426
  1   1  -6   1.90388   47.7281   8.03455e-03    0.4%   2    38     2.426
 -5   1   3   1.90235   47.7690   2.09558e-05    0.0%   2    35     2.421
 -5   1   2   1.89932   47.8499   3.43755e-04    0.0%   2    30     2.412
  1  -1   5   1.89213   48.0433   5.92376e-03    0.3%   2    27     2.390
  3  -4   3   1.89063   48.0838   1.78587e-03    0.1%   2    34     2.385
  4   2  -4   1.88353   48.2765   4.12708e-04    0.0%   2    36     2.364
  4   2  -2   1.88341   48.2796   1.85408e-02    1.0%   2    24     2.363
  3   1  -6   1.88275   48.2977   7.06966e-03    0.4%   2    46     2.361
 -5   3   2   1.88184   48.3225   2.59134e-03    0.1%   2    38     2.359
  3   0  -6   1.88096   48.3467   3.32091e-03    0.2%   2    45     2.356
  2  -6   1   1.88035   48.3632   3.36223e-04    0.0%   2    41     2.354
  3  -1   3   1.87856   48.4123   1.21158e-02    0.6%   2    19     2.349
 -5   2   1   1.87762   48.4382   9.66199e-03    0.5%   2    30     2.346
 -4   5   1   1.87695   48.4566   2.95380e-03    0.2%   2    42     2.344
  1   5  -4   1.87623   48.4765   1.01845e-03    0.1%   2    42     2.342
  0   1   5   1.87355   48.5501   2.59075e-03    0.1%   2    26     2.334
 -4   2   5   1.87137   48.6104   8.45633e-03    0.4%   2    45     2.327
  4  -5   0   1.87123   48.6142   1.15592e-03    0.1%   2    41     2.327
  0   5   1   1.87100   48.6205   2.47415e-03    0.1%   2    26     2.326
  1  -6   1   1.87022   48.6422   2.78689e-04    0.0%   2    38     2.324
  1  -6   2   1.86950   48.6621   3.90534e-02    2.1%   2    41     2.321
  3   3  -5   1.86860   48.6870   5.62557e-03    0.3%   2    43     2.319
 -1   2   5   1.86775   48.7107   1.56313e-02    0.8%   2    30     2.316
 -5   3   1   1.85926   48.9476   5.02203e-03    0.3%   2    35     2.291
  3   2   1   1.85523   49.0609   4.93907e-04    0.0%   2    14     2.279
  4   1   0   1.85516   49.0631   1.84329e-04    0.0%   2    17     2.279
  2  -6   0   1.85448   49.0820   1.26105e-05    0.0%   2    40     2.277
 -1   5   2   1.85330   49.1156   8.82866e-03    0.5%   2    30     2.273
  2   4  -5   1.85170   49.1607   1.60670e-04    0.0%   2    45     2.268
  1   3  -6   1.84620   49.3168   5.15619e-02    2.7%   2    46     2.252
  2  -6   2   1.84356   49.3923   1.62281e-03    0.1%   2    44     2.244
  3   1   2   1.84349   49.3941   6.45168e-03    0.3%   2    14     2.244
