************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  4   1   0   2.75427   32.4794   5.60942e-02    1.7%   4    17     5.699
  0   4   0   2.72700   32.8134   1.55328e-02    0.5%   2    16     5.574
 -3   1   4   2.72597   32.8261   1.40949e-04    0.0%   4    26     5.569
  0   3   3   2.71272   32.9910   4.19678e-06    0.0%   4    18     5.509
 -2   2   4   2.69184   33.2543   1.25072e-02    0.4%   4    24     5.415
 -3   3   1   2.68062   33.3976   1.24715e-02    0.4%   4    19     5.365
  1   1   4   2.67243   33.5030   1.50729e-04    0.0%   4    18     5.328
  0   2   4   2.66567   33.5905   2.17307e-04    0.0%   4    20     5.298
  0   4   1   2.66155   33.6439   2.13911e-02    0.7%   4    17     5.280
 -2   3   3   2.65782   33.6925   1.28224e-01    3.9%   4    22     5.263
 -4   1   3   2.65647   33.7102   3.65257e-02    1.1%   4    26     5.257
  1   4   0   2.65200   33.7688   1.23327e-02    0.4%   4    17     5.237
 -1   4   1   2.62901   34.0730   3.54861e-02    1.1%   4    18     5.136
  3   3   0   2.62556   34.1191   1.28772e-02    0.4%   4    18     5.121
 -3   3   2   2.61125   34.3120   1.62819e-01    5.0%   4    22     5.059
 -4   2   1   2.60873   34.3461   2.22897e-01    6.8%   4    21     5.048
  2   2   3   2.58280   34.7018   4.61457e-02    1.4%   4    17     4.935
  2   3   2   2.58146   34.7204   4.66863e-04    0.0%   4    17     4.930
 -4   2   2   2.57996   34.7412   2.98709e-02    0.9%   4    24     4.923
  1   4   1   2.55591   35.0787   9.36635e-03    0.3%   4    18     4.820
  1   0  -5   2.54748   35.1985   8.34758e-03    0.3%   2    26     4.785
  3   2   2   2.53999   35.3057   2.32596e-03    0.1%   4    17     4.753
  4   1   1   2.53751   35.3414   1.82649e-02    0.6%   4    18     4.742
  1   3   3   2.53026   35.4460   7.22617e-05    0.0%   4    19     4.712
  4   2   0   2.52349   35.5442   2.81944e-02    0.9%   4    20     4.683
 -3   2   4   2.50167   35.8648   2.22322e-04    0.0%   4    29     4.592
 -1   4   2   2.49557   35.9554   2.98341e-02    0.9%   4    21     4.567
  0   4   2   2.49029   36.0342   6.33014e-04    0.0%   4    20     4.545
 -1   1   5   2.48073   36.1780   1.17871e-01    3.6%   4    27     4.505
  4   0  -4   2.47404   36.2791   5.98493e-04    0.0%   2    32     4.478
 -2   4   1   2.47215   36.3079   2.75139e-02    0.8%   4    21     4.470
  3   3   1   2.46671   36.3908   2.13497e-03    0.1%   4    19     4.448
 -2   1   5   2.46444   36.4254   2.35164e-03    0.1%   4    30     4.439
  1   2   4   2.46009   36.4920   5.02874e-02    1.5%   4    21     4.421
  2   4   0   2.45940   36.5026   1.43967e-01    4.4%   4    20     4.418
 -4   2   3   2.44763   36.6844   3.54459e-02    1.1%   4    29     4.370
  3   0   3   2.44377   36.7445   1.44348e-02    0.4%   2    18     4.354
 -3   3   3   2.44311   36.7548   5.27395e-02    1.6%   4    27     4.352
  2   0   4   2.41441   37.2075   3.65041e-04    0.0%   2    20     4.236
 -4   1   4   2.41276   37.2339   1.69101e-03    0.1%   4    33     4.229
 -1   3   4   2.39954   37.4467   2.73972e-06    0.0%   4    26     4.177
  3   0  -5   2.39850   37.4635   5.78566e-03    0.2%   2    34     4.172
 -2   4   2   2.38831   37.6294   9.66345e-05    0.0%   4    24     4.132
  0   1   5   2.38523   37.6798   2.45195e-02    0.8%   4    26     4.120
  3   1   3   2.38466   37.6892   1.25308e-02    0.4%   4    19     4.117
  1   4   2   2.37452   37.8562   6.11114e-03    0.2%   4    21     4.077
  5   0  -1   2.36659   37.9880   5.15254e-04    0.0%   2    26     4.046
  2   1   4   2.35736   38.1424   1.93200e-03    0.1%   4    21     4.010
 -2   3   4   2.35683   38.1513   3.09121e-06    0.0%   4    29     4.008
  2   4   1   2.35431   38.1936   1.01923e-01    3.1%   4    21     3.998
  4   2   1   2.35364   38.2051   3.08604e-02    0.9%   4    21     3.996
 -3   1   5   2.34254   38.3931   4.07265e-02    1.2%   4    35     3.953
  0   3   4   2.33920   38.4500   9.66171e-02    3.0%   4    25     3.940
  4   0   2   2.33270   38.5614   1.38246e-02    0.4%   2    20     3.914
 -5   1   2   2.31838   38.8091   7.29032e-02    2.2%   4    30     3.859
 -5   1   1   2.31278   38.9069   1.12714e-02    0.3%   4    27     3.838
 -1   2   5   2.30811   38.9887   2.82069e-03    0.1%   4    30     3.820
 -4   3   1   2.30044   39.1240   1.97118e-02    0.6%   4    26     3.791
 -1   4   3   2.29510   39.2189   1.51704e-02    0.5%   4    26     3.771
 -2   2   5   2.29498   39.2210   5.91965e-04    0.0%   4    33     3.770
  5   0  -3   2.29336   39.2499   2.00730e-02    0.6%   2    34     3.764
  2   3   3   2.28260   39.4424   1.26957e-02    0.4%   4    22     3.723
  4   1   2   2.28112   39.4690   5.57847e-02    1.7%   4    21     3.718
 -4   3   2   2.28064   39.4777   3.26620e-02    1.0%   4    29     3.716
  0   4   3   2.26617   39.7404   4.98349e-04    0.0%   4    25     3.662
  1   0   5   2.25841   39.8828   1.08983e-01    3.3%   2    26     3.633
 -4   2   4   2.25307   39.9813   9.92641e-03    0.3%   4    36     3.613
  3   3   2   2.25289   39.9846   4.74905e-03    0.1%   4    22     3.612
 -3   4   1   2.24735   40.0874   4.83823e-04    0.0%   4    26     3.591
 -5   1   3   2.24429   40.1444   1.09405e-02    0.3%   4    35     3.580
  4   3   0   2.24136   40.1993   1.18566e-02    0.4%   4    25     3.569
 -2   4   3   2.23387   40.3398   1.95712e-02    0.6%   4    29     3.542
  0   2   5   2.23060   40.4015   1.41837e-02    0.4%   4    29     3.530
  3   2   3   2.23013   40.4103   4.73662e-02    1.5%   4    22     3.528
  5   1   0   2.22915   40.4290   1.31193e-03    0.0%   4    26     3.524
 -3   3   4   2.22602   40.4882   1.56227e-03    0.0%   4    34     3.513
  3   4   0   2.21462   40.7060   2.10142e-02    0.6%   4    25     3.471
  1   1   5   2.21150   40.7658   5.05253e-03    0.2%   4    27     3.460
  2   2   4   2.20776   40.8381   5.67436e-03    0.2%   4    24     3.446
 -3   4   2   2.20600   40.8720   5.27279e-02    1.6%   4    29     3.440
  1   3   4   2.19658   41.0552   3.49873e-02    1.1%   4    26     3.406
 -3   2   5   2.19557   41.0749   5.27615e-02    1.6%   4    38     3.402
  2   4   2   2.18796   41.2244   5.34289e-02    1.6%   4    24     3.374
 -4   3   3   2.18770   41.2295   3.26581e-02    1.0%   4    34     3.373
 -5   2   2   2.17564   41.4684   8.33678e-02    2.6%   4    33     3.330
 -5   2   1   2.17101   41.5610   2.39164e-02    0.7%   4    30     3.314
  1   4   3   2.15652   41.8534   5.26658e-05    0.0%   4    26     3.262
 -4   1   5   2.15544   41.8752   3.45315e-02    1.1%   4    42     3.258
  0   5   1   2.14765   42.0343   4.19921e-02    1.3%   4    26     3.231
  4   2   2   2.14476   42.0936   6.61995e-03    0.2%   4    24     3.221
  1   5   0   2.14262   42.1376   2.60030e-04    0.0%   4    26     3.213
 -1   5   1   2.13045   42.3901   3.48145e-03    0.1%   4    27     3.170
  5   0   1   2.12949   42.4100   8.60225e-03    0.3%   2    26     3.167
  2   0  -6   2.12482   42.5079   2.10131e-03    0.1%   2    40     3.151
  4   3   1   2.11980   42.6133   3.50595e-04    0.0%   4    26     3.133
  3   4   1   2.11677   42.6774   6.98602e-02    2.1%   4    26     3.123
 -5   2   3   2.11406   42.7346   1.76284e-02    0.5%   4    38     3.113
 -5   1   4   2.11094   42.8010   5.27525e-02    1.6%   4    42     3.102
 -3   4   3   2.10180   42.9964   9.73794e-04    0.0%   4    34     3.071
  5   2   0   2.10139   43.0051   7.47479e-03    0.2%   4    29     3.070
  1   5   1   2.09099   43.2299   1.18553e-02    0.4%   4    27     3.034
  5   1   1   2.09004   43.2505   5.24507e-02    1.6%   4    27     3.031
  1   2   5   2.08659   43.3255   4.91673e-02    1.5%   4    30     3.019
 -1   3   5   2.08636   43.3305   2.02393e-02    0.6%   4    35     3.018
 -2   1   6   2.08561   43.3468   3.57978e-02    1.1%   4    41     3.015
 -2   3   5   2.07665   43.5436   5.29709e-02    1.6%   4    38     2.985
 -1   1   6   2.07641   43.5487   5.19834e-02    1.6%   4    38     2.984
 -1   4   4   2.07386   43.6050   2.39561e-02    0.7%   4    33     2.975
  3   1   4   2.06150   43.8800   3.80606e-02    1.2%   4    26     2.934
 -1   5   2   2.05756   43.9685   4.86714e-02    1.5%   4    30     2.920
  0   5   2   2.05460   44.0351   1.09719e-02    0.3%   4    29     2.910
 -2   4   4   2.04610   44.2276   2.29361e-02    0.7%   4    36     2.882
 -4   3   4   2.04544   44.2426   2.27223e-02    0.7%   4    41     2.880
 -2   5   1   2.04437   44.2671   4.32561e-03    0.1%   4    30     2.876
 -4   2   5   2.03931   44.3828   6.16749e-04    0.0%   4    45     2.859
  2   5   0   2.03715   44.4324   2.39722e-03    0.1%   4    29     2.852
  0   0   6   2.03699   44.4360   6.14173e-03    0.2%   2    36     2.852
  0   4   4   2.03454   44.4924   2.14920e-03    0.1%   4    32     2.843
  4   1   3   2.03095   44.5752   8.58264e-03    0.3%   4    26     2.832
  0   3   5   2.02859   44.6299   6.67209e-04    0.0%   4    34     2.824
  3   3   3   2.02824   44.6381   8.61965e-03    0.3%   4    27     2.823
 -3   1   6   2.02743   44.6568   1.79483e-02    0.6%   4    46     2.820
  2   3   4   2.01136   45.0331   9.64347e-03    0.3%   4    29     2.767
 -4   4   1   2.00888   45.0917   1.15303e-02    0.4%   4    33     2.759
  2   1   5   2.00565   45.1684   1.84454e-02    0.6%   4    30     2.748
  0   1   6   2.00237   45.2464   3.06804e-05    0.0%   4    37     2.738
 -3   3   5   2.00213   45.2521   1.40799e-05    0.0%   4    43     2.737
 -5   2   4   2.00150   45.2673   3.55763e-03    0.1%   4    45     2.735
  2   4   3   1.99697   45.3756   8.68984e-02    2.7%   4    29     2.720
 -2   5   2   1.99619   45.3943   6.19598e-04    0.0%   4    33     2.718
 -4   4   2   1.99566   45.4071   4.44898e-04    0.0%   4    36     2.716
  1   5   2   1.98812   45.5890   4.52120e-02    1.4%   4    30     2.691
 -5   3   2   1.98698   45.6164   2.26398e-03    0.1%   4    38     2.688
  6   0  -2   1.98380   45.6939   2.36369e-02    0.7%   2    40     2.677
  5   2   1   1.98365   45.6974   8.53103e-03    0.3%   4    30     2.677
 -5   3   1   1.98345   45.7022   1.02409e-02    0.3%   4    35     2.676
 -2   2   6   1.97987   45.7896   2.93331e-03    0.1%   4    44     2.665
  5   0  -5   1.97923   45.8052   1.02063e-02    0.3%   2    50     2.663
  3   4   2   1.97698   45.8603   3.47106e-04    0.0%   4    29     2.656
  2   5   1   1.97621   45.8792   2.19117e-02    0.7%   4    30     2.653
 -1   2   6   1.97199   45.9830   6.57886e-03    0.2%   4    41     2.640
  4   4   0   1.96917   46.0526   6.36103e-03    0.2%   4    32     2.631
  4   3   2   1.96338   46.1964   2.14401e-02    0.7%   4    29     2.612
  3   2   4   1.95921   46.3005   3.35641e-03    0.1%   4    29     2.599
 -3   4   4   1.95875   46.3119   2.74301e-03    0.1%   4    41     2.597
 -6   1   2   1.95178   46.4870   1.65494e-04    0.0%   4    41     2.575
 -5   1   5   1.94744   46.5968   6.18514e-04    0.0%   4    51     2.561
  4   0  -6   1.94740   46.5978   9.75201e-03    0.3%   2    52     2.561
 -1   5   3   1.94080   46.7656   1.91687e-03    0.1%   4    35     2.541
 -5   3   3   1.93975   46.7925   1.06620e-03    0.0%   4    43     2.537
  1   4   4   1.93860   46.8218   5.84286e-05    0.0%   4    33     2.534
 -6   1   1   1.93309   46.9632   2.46017e-03    0.1%   4    38     2.516
  4   2   3   1.93292   46.9676   9.24829e-03    0.3%   4    29     2.516
 -4   4   3   1.93249   46.9789   1.16355e-02    0.4%   4    41     2.515
  5   3   0   1.92994   47.0445   2.55649e-02    0.8%   4    34     2.507
 -3   2   6   1.92989   47.0459   5.65012e-05    0.0%   4    49     2.506
  5   1   2   1.92452   47.1850   2.06318e-02    0.6%   4    30     2.490
  0   5   3   1.92321   47.2191   5.20205e-03    0.2%   4    34     2.486
 -6   1   3   1.92167   47.2592   7.85259e-03    0.2%   4    46     2.481
  1   3   5   1.91846   47.3432   2.08844e-02    0.6%   4    35     2.471
 -4   1   6   1.91708   47.3792   1.04069e-02    0.3%   4    53     2.467
 -3   5   1   1.91167   47.5217   2.99216e-02    0.9%   4    35     2.450
  2   2   5   1.91107   47.5375   3.70261e-03    0.1%   4    33     2.448
  0   2   6   1.90824   47.6124   9.55574e-02    2.9%   4    40     2.439
 -2   5   3   1.90335   47.7423   4.46654e-05    0.0%   4    38     2.424
  6   0   0   1.89767   47.8941   2.56258e-03    0.1%   2    36     2.407
  3   5   0   1.89140   48.0630   1.69876e-02    0.5%   4    34     2.388
 -3   5   2   1.88602   48.2086   2.90537e-02    0.9%   4    38     2.371
  4   4   1   1.88521   48.2307   2.35173e-03    0.1%   4    33     2.369
  1   1   6   1.88209   48.3157   1.06095e-04    0.0%   4    38     2.359
 -4   3   5   1.88152   48.3314   6.91590e-03    0.2%   4    50     2.358
  6   0  -4   1.87624   48.4761   5.27398e-03    0.2%   2    52     2.342
  2   5   2   1.87471   48.5182   1.75409e-02    0.5%   4    33     2.337
  6   1   0   1.86959   48.6597   8.60041e-05    0.0%   4    37     2.322
 -6   2   2   1.86430   48.8067   5.23033e-02    1.6%   4    44     2.306
 -1   4   5   1.86157   48.8829   9.62212e-05    0.0%   4    42     2.298
 -5   2   5   1.86051   48.9126   6.80738e-03    0.2%   4    54     2.295
  1   5   3   1.85482   49.0726   6.25725e-05    0.0%   4    35     2.278
 -2   4   5   1.85466   49.0771   2.91831e-04    0.0%   4    45     2.277
 -5   3   4   1.85170   49.1608   7.79536e-03    0.2%   4    50     2.268
 -6   1   4   1.84908   49.2349   7.60571e-03    0.2%   4    53     2.260
 -6   2   1   1.84800   49.2658   3.02852e-03    0.1%   4    41     2.257
  5   2   2   1.84050   49.4798   1.15014e-03    0.0%   4    33     2.235
 -6   2   3   1.83801   49.5514   4.01855e-02    1.2%   4    49     2.228
  5   3   1   1.83754   49.5650   8.91535e-03    0.3%   4    35     2.226
 -2   3   6   1.83453   49.6517   1.66017e-03    0.1%   4    49     2.218
 -4   2   6   1.83399   49.6673   1.61323e-02    0.5%   4    56     2.216
  4   0   4   1.83283   49.7010   2.32899e-02    0.7%   2    32     2.213
 -4   4   4   1.83233   49.7154   9.85118e-03    0.3%   4    48     2.211
  3   5   1   1.82934   49.8021   5.64403e-04    0.0%   4    35     2.202
 -1   3   6   1.82826   49.8337   9.59150e-03    0.3%   4    46     2.199
  3   0   5   1.82652   49.8843   1.98258e-02    0.6%   2    34     2.194
  0   4   5   1.82018   50.0700   1.86361e-02    0.6%   4    41     2.176
  3   4   3   1.81993   50.0774   1.11338e-02    0.3%   4    34     2.175
 -3   5   3   1.81966   50.0855   6.98743e-06    0.0%   4    43     2.174
  3   3   4   1.81806   50.1326   4.76620e-03    0.1%   4    34     2.169
  0   6   0   1.81800   50.1343   3.78866e-02    1.2%   2    36     2.169
  2   4   4   1.80771   50.4396   5.86595e-03    0.2%   4    36     2.139
  4   1   4   1.80749   50.4461   3.90296e-02    1.2%   4    33     2.139
  1   0  -7   1.80667   50.4705   8.43638e-04    0.0%   2    50     2.137
  1   2   6   1.80329   50.5720   1.65214e-04    0.0%   4    41     2.127
  3   1   5   1.80144   50.6274   1.66424e-02    0.5%   4    35     2.121
 -1   5   4   1.80144   50.6275   3.14855e-04    0.0%   4    42     2.121
 -3   4   5   1.80100   50.6407   1.50109e-03    0.0%   4    50     2.120
 -2   1   7   1.80032   50.6611   1.62419e-03    0.0%   4    54     2.118
  0   6   1   1.79821   50.7247   8.61118e-03    0.3%   4    37     2.112
  3   0  -7   1.79804   50.7299   9.95239e-03    0.3%   2    58     2.112
  4   3   3   1.79700   50.7615   5.67684e-04    0.0%   4    34     2.109
  1   6   0   1.79526   50.8141   3.09444e-05    0.0%   4    37     2.104
 -3   3   6   1.79456   50.8354   2.79811e-03    0.1%   4    54     2.102
  6   2   0   1.79228   50.9047   3.01379e-04    0.0%   4    40     2.095
 -5   4   2   1.78995   50.9756   5.43841e-04    0.0%   4    45     2.089
 -1   6   1   1.78808   51.0328   5.13976e-02    1.6%   4    38     2.083
 -5   4   1   1.78737   51.0545   2.15456e-03    0.1%   4    42     2.081
 -2   5   4   1.78315   51.1839   1.96995e-08    0.0%   4    45     2.069
 -1   1   7   1.78239   51.2074   7.64514e-04    0.0%   4    51     2.067
  2   3   5   1.77940   51.2998   1.38356e-03    0.0%   4    38     2.059
  5   0   3   1.77878   51.3188   1.17440e-02    0.4%   2    34     2.057
 -5   1   6   1.77799   51.3435   1.54914e-04    0.0%   4    62     2.055
  0   3   6   1.77711   51.3706   3.84406e-03    0.1%   4    45     2.052
  0   5   4   1.77548   51.4211   3.44045e-06    0.0%   4    41     2.048
 -6   2   4   1.77419   51.4614   2.38879e-02    0.7%   4    56     2.044
 -3   1   7   1.77410   51.4641   1.20285e-02    0.4%   4    59     2.044
  6   1   1   1.77340   51.4860   5.08868e-04    0.0%   4    38     2.042
  4   4   2   1.77264   51.5098   9.16319e-03    0.3%   4    36     2.040
  1   6   1   1.76456   51.7631   2.60419e-03    0.1%   4    38     2.017
  2   0   6   1.76166   51.8546   5.48477e-06    0.0%   2    40     2.009
 -4   5   1   1.75836   51.9592   4.72339e-04    0.0%   4    42     2.000
  5   1   3   1.75560   52.0470   5.53180e-03    0.2%   4    35     1.992
 -5   4   3   1.75519   52.0601   6.33001e-03    0.2%   4    50     1.991
  2   5   3   1.75035   52.2147   8.58103e-03    0.3%   4    38     1.977
 -4   5   2   1.74947   52.2431   4.14998e-03    0.1%   4    45     1.975
  5   4   0   1.74791   52.2931   1.21523e-02    0.4%   4    41     1.971
 -6   1   5   1.74730   52.3129   1.24884e-03    0.0%   4    62     1.969
 -1   6   2   1.74433   52.4087   5.57259e-03    0.2%   4    41     1.961
  0   6   2   1.74252   52.4671   2.69449e-05    0.0%   4    40     1.956
 -6   3   2   1.74146   52.5016   1.96405e-02    0.6%   4    49     1.953
  1   4   5   1.73937   52.5696   4.51114e-03    0.1%   4    42     1.947
  2   1   6   1.73912   52.5776   1.50037e-03    0.0%   4    41     1.946
 -5   3   5   1.73837   52.6020   4.67575e-04    0.0%   4    59     1.944
  4   2   4   1.73735   52.6353   2.22080e-03    0.1%   4    36     1.942
  3   5   2   1.73685   52.6518   2.51451e-03    0.1%   4    38     1.940
 -2   6   1   1.73627   52.6706   8.97053e-04    0.0%   4    41     1.939
  3   2   5   1.73198   52.8112   1.18749e-05    0.0%   4    38     1.927
  2   6   0   1.73184   52.8158   2.78037e-03    0.1%   4    40     1.927
  4   5   0   1.73154   52.8255   2.33420e-05    0.0%   4    41     1.926
 -2   2   7   1.73098   52.8439   1.29785e-03    0.0%   4    57     1.924
 -6   3   1   1.72815   52.9373   4.15006e-02    1.3%   4    46     1.916
 -3   5   4   1.72444   53.0599   4.66323e-05    0.0%   4    50     1.906
  0   1   7   1.72404   53.0732   4.88130e-03    0.1%   4    50     1.905
  5   3   2   1.72202   53.1406   1.26200e-02    0.4%   4    38     1.900
 -6   3   3   1.71997   53.2086   2.16716e-02    0.7%   4    54     1.894
 -4   3   6   1.71668   53.3187   3.51591e-03    0.1%   4    61     1.885
 -1   2   7   1.71503   53.3743   6.43853e-03    0.2%   4    54     1.881
 -4   4   5   1.71170   53.4864   2.85111e-03    0.1%   4    57     1.872
 -5   2   6   1.71110   53.5064   2.02447e-06    0.0%   4    65     1.870
  1   5   4   1.71065   53.5218   7.57054e-03    0.2%   4    42     1.869
 -4   1   7   1.70913   53.5730   2.52634e-03    0.1%   4    66     1.865
 -3   2   7   1.70764   53.6236   2.23821e-03    0.1%   4    62     1.861
  6   2   1   1.70701   53.6449   1.60144e-02    0.5%   4    41     1.859
 -2   6   2   1.70646   53.6635   1.80733e-02    0.6%   4    44     1.858
 -4   5   3   1.70644   53.6643   1.04563e-02    0.3%   4    50     1.858
  1   6   2   1.70141   53.8357   1.23119e-03    0.0%   4    41     1.844
  2   6   1   1.69393   54.0927   8.60979e-04    0.0%   4    41     1.825
  1   3   6   1.69142   54.1796   2.01025e-03    0.1%   4    46     1.818
  5   2   3   1.69112   54.1902   8.50081e-04    0.0%   4    38     1.817
  7   0  -3   1.69013   54.2245   1.75458e-04    0.0%   2    58     1.814
 -5   4   4   1.68915   54.2584   2.78600e-04    0.0%   4    57     1.812
 -6   2   5   1.68370   54.4487   4.55324e-03    0.1%   4    65     1.798
  6   3   0   1.68233   54.4967   5.45114e-03    0.2%   4    45     1.794
 -7   1   2   1.67981   54.5850   2.79712e-03    0.1%   4    54     1.787
  6   0   2   1.67876   54.6222   1.34293e-04    0.0%   2    40     1.785
  5   4   1   1.67838   54.6354   4.70742e-04    0.0%   4    42     1.784
  7   0  -1   1.67770   54.6594   2.32064e-03    0.1%   2    50     1.782
  2   2   6   1.67638   54.7062   8.66122e-03    0.3%   4    44     1.778
 -2   4   6   1.67609   54.7163   2.10925e-02    0.6%   4    56     1.778
  4   5   1   1.67363   54.8037   1.57515e-03    0.0%   4    42     1.771
 -1   6   3   1.67147   54.8803   1.42187e-03    0.0%   4    46     1.766
