************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  0   4   1   4.59068   19.3182   3.37316e-04    0.0%   4    17    17.030
  6   2   1   4.57433   19.3879   1.14890e-01    5.7%   4    41    16.904
 -1   1   5   4.56144   19.4432   7.38291e-05    0.0%   4    27    16.805
  1   1   5   4.54002   19.5359   2.61430e-03    0.1%   4    27    16.641
  2   4   0   4.49534   19.7320   6.22562e-05    0.0%   4    20    16.301
  5   3   0   4.49356   19.7398   2.12070e-03    0.1%   4    34    16.288
  7   1   0   4.49153   19.7489   8.60433e-03    0.4%   4    50    16.272
 -3   3   3   4.47776   19.8102   8.20230e-06    0.0%   4    27    16.168
  3   3   3   4.44147   19.9737   9.98676e-03    0.5%   4    27    15.896
 -7   1   1   4.42677   20.0407   7.68064e-02    3.8%   4    51    15.786
 -5   3   1   4.42477   20.0499   1.55696e-01    7.8%   4    35    15.771
 -2   4   1   4.42056   20.0692   2.48044e-07    0.0%   4    21    15.740
  2   4   1   4.41273   20.1052   9.35085e-04    0.0%   4    21    15.682
  5   3   1   4.40521   20.1399   1.18940e-01    5.9%   4    35    15.626
  7   1   1   4.39942   20.1666   1.38456e-01    6.9%   4    51    15.583
 -6   2   2   4.37226   20.2932   7.85064e-02    3.9%   4    44    15.383
  0   4   2   4.35241   20.3868   1.46529e-01    7.3%   4    20    15.237
  6   2   2   4.32737   20.5060   7.97859e-03    0.4%   4    44    15.054
 -5   1   4   4.29351   20.6695   1.13865e-02    0.6%   4    42    14.808
 -4   2   4   4.28699   20.7013   6.12489e-05    0.0%   4    36    14.761
 -1   3   4   4.26675   20.8006   7.87820e-02    3.9%   4    26    14.615
 -3   1   5   4.25499   20.8587   4.98158e-02    2.5%   4    35    14.531
  1   3   4   4.25269   20.8701   4.06213e-02    2.0%   4    26    14.515
  4   2   4   4.23081   20.9792   2.24392e-04    0.0%   4    36    14.358
  0   2   5   4.22960   20.9853   3.89817e-04    0.0%   4    29    14.350
 -7   1   2   4.22390   21.0139   1.59439e-01    8.0%   4    54    14.309
  5   1   4   4.22331   21.0169   1.83008e-01    9.1%   4    42    14.305
 -5   3   2   4.21875   21.0399   3.17470e-02    1.6%   4    38    14.273
 -2   4   2   4.21000   21.0841   4.78212e-05    0.0%   4    24    14.211
  3   1   5   4.20341   21.1176   1.19211e-02    0.6%   4    35    14.164
  2   4   2   4.19650   21.1527   9.90499e-05    0.0%   4    24    14.115
  5   3   2   4.18502   21.2114   7.83624e-02    3.9%   4    38    14.034
  7   1   2   4.17674   21.2540   2.91026e-02    1.5%   4    54    13.976
 -2   2   5   4.10798   21.6140   1.49531e-02    0.7%   4    33    13.497
  2   2   5   4.07682   21.7812   2.76431e-04    0.0%   4    33    13.282
  4   4   0   4.05136   21.9197   2.06445e-01   10.3%   4    32    13.108
 -6   2   3   4.05108   21.9212   1.85036e-01    9.2%   4    49    13.106
  8   0   0   4.04838   21.9360   3.36010e-02    1.7%   2    64    13.088
  0   4   3   4.02634   22.0576   5.33322e-02    2.7%   4    25    12.938
  6   0  -4   4.02593   22.0599   2.92941e-04    0.0%   2    52    12.935
 -3   3   4   4.00987   22.1494   7.99923e-04    0.0%   4    34    12.827
 -4   4   1   3.99927   22.2088   2.95421e-02    1.5%   4    33    12.755
  6   2   3   3.99775   22.2174   3.69612e-01   18.4%   4    49    12.745
  4   4   1   3.98769   22.2742   8.46085e-02    4.2%   4    33    12.677
  3   3   4   3.97515   22.3453   2.61421e-03    0.1%   4    34    12.593
  6   0   4   3.95657   22.4516   7.89226e-04    0.0%   2    52    12.469
  0   0   6   3.95123   22.4823   3.19631e-01   15.9%   2    36    12.434
 -7   1   3   3.93361   22.5844   4.35669e-03    0.2%   4    59    12.317
 -5   3   3   3.92669   22.6247   8.59391e-02    4.3%   4    43    12.271
 -2   4   3   3.91554   22.6900   1.76592e-04    0.0%   4    29    12.198
  2   4   3   3.89926   22.7860   3.10980e-03    0.2%   4    29    12.091
  5   3   3   3.88604   22.8645   1.27988e-03    0.1%   4    43    12.004
  7   1   3   3.87676   22.9200   5.46609e-02    2.7%   4    59    11.944
  2   0  -6   3.85414   23.0564   1.55169e-07    0.0%   2    40    11.797
  8   0  -2   3.85173   23.0710   2.60415e-01   13.0%   2    68    11.781
 -1   1   6   3.84651   23.1027   3.41199e-03    0.2%   4    38    11.747
 -4   4   2   3.84392   23.1185   4.48974e-02    2.2%   4    36    11.731
  1   1   6   3.83108   23.1971   1.14904e-02    0.6%   4    38    11.648
  4   4   2   3.82343   23.2442   5.00771e-03    0.2%   4    36    11.598
  2   0   6   3.82328   23.2451   7.79854e-04    0.0%   2    40    11.597
  8   0   2   3.81082   23.3221   2.15423e-01   10.7%   2    68    11.518
 -5   1   5   3.77876   23.5228   1.24915e-01    6.2%   4    51    11.313
 -4   2   5   3.77309   23.5587   1.20717e-04    0.0%   4    45    11.277
 -1   3   5   3.75565   23.6696   2.19622e-03    0.1%   4    35    11.167
  1   3   5   3.74367   23.7465   1.37994e-01    6.9%   4    35    11.091
  4   2   5   3.72518   23.8661   2.26347e-05    0.0%   4    45    10.975
  5   1   5   3.71889   23.9070   4.13099e-02    2.1%   4    51    10.936
  1   5   0   3.71864   23.9087   1.04461e-02    0.5%   4    26    10.934
  7   3   0   3.71634   23.9237   4.14901e-03    0.2%   4    58    10.920
  8   2   0   3.71563   23.9284   2.23138e-04    0.0%   4    68    10.915
 -6   2   4   3.69824   24.0425   3.59288e-03    0.2%   4    56    10.807
 -8   2   1   3.67984   24.1645   6.41794e-05    0.0%   4    69    10.693
 -7   3   1   3.67941   24.1675   3.33646e-02    1.7%   4    59    10.690
 -1   5   1   3.67485   24.1979   9.95553e-02    5.0%   4    27    10.662
  0   4   4   3.67261   24.2128   6.04639e-02    3.0%   4    32    10.648
  1   5   1   3.67260   24.2129   1.34758e-02    0.7%   4    27    10.648
  7   3   1   3.66366   24.2729   3.08967e-05    0.0%   4    59    10.593
  8   2   1   3.66185   24.2851   2.64554e-04    0.0%   4    69    10.582
 -3   1   6   3.65957   24.3004   8.45716e-02    4.2%   4    46    10.568
  6   2   4   3.64426   24.4041   1.87937e-01    9.4%   4    56    10.474
  0   2   6   3.64009   24.4325   7.75937e-04    0.0%   4    40    10.448
  3   1   6   3.62012   24.5694   1.39483e-01    7.0%   4    46    10.326
 -4   4   3   3.61804   24.5837   5.61328e-01   28.0%   4    41    10.314
 -7   1   4   3.60929   24.6443   9.41095e-02    4.7%   4    66    10.261
 -5   3   4   3.60181   24.6962   3.66976e-01   18.3%   4    50    10.215
  4   4   3   3.59247   24.7614   4.08404e-02    2.0%   4    41    10.159
 -2   4   4   3.59004   24.7785   3.70647e-04    0.0%   4    36    10.144
 -3   3   5   3.57898   24.8563   2.88661e-03    0.1%   4    43    10.078
  4   0  -6   3.57565   24.8798   1.34067e-01    6.7%   2    52    10.058
  2   4   4   3.57333   24.8962   1.30950e-03    0.1%   4    36    10.044
 -2   2   6   3.56375   24.9642   6.09781e-03    0.3%   4    44     9.986
 -8   2   2   3.56184   24.9778   3.83241e-05    0.0%   4    72     9.975
 -7   3   2   3.56042   24.9879   7.08750e-02    3.5%   4    62     9.966
  5   3   4   3.56007   24.9905   3.92338e-02    2.0%   4    50     9.964
  7   1   4   3.55089   25.0561   2.67907e-01   13.4%   4    66     9.909
 -1   5   2   3.55018   25.0612   1.11963e-01    5.6%   4    30     9.905
  3   3   5   3.54812   25.0759   4.27009e-04    0.0%   4    43     9.893
  1   5   2   3.54612   25.0904   4.60465e-02    2.3%   4    30     9.881
  2   2   6   3.53931   25.1394   3.22952e-01   16.1%   4    44     9.840
  3   5   0   3.53681   25.1575   3.74572e-03    0.2%   4    34     9.825
  6   4   0   3.53570   25.1655   6.78397e-05    0.0%   4    52     9.819
  9   1   0   3.53384   25.1789   5.07257e-04    0.0%   4    82     9.808
  7   3   2   3.53204   25.1920   1.25023e-04    0.0%   4    62     9.797
  8   2   2   3.52942   25.2110   2.66643e-04    0.0%   4    72     9.782
  4   0   6   3.52679   25.2301   2.87927e-02    1.4%   2    52     9.766
 -9   1   1   3.50399   25.3970   1.37670e-02    0.7%   4    83     9.631
 -6   4   1   3.50287   25.4053   4.27610e-05    0.0%   4    53     9.625
 -3   5   1   3.50102   25.4189   2.66925e-03    0.1%   4    35     9.614
  3   5   1   3.49518   25.4621   1.91726e-02    1.0%   4    35     9.580
  6   4   1   3.49120   25.4916   2.01991e-06    0.0%   4    53     9.556
  9   1   1   3.48652   25.5264   1.09365e-03    0.1%   4    83     9.529
 -9   1   2   3.40256   26.1674   7.71167e-03    0.4%   4    86     9.043
 -6   4   2   3.39884   26.1965   7.91755e-05    0.0%   4    56     9.022
 -3   5   2   3.39449   26.2307   2.88261e-02    1.4%   4    38     8.997
  3   5   2   3.38387   26.3145   3.07977e-03    0.2%   4    38     8.937
 -8   2   3   3.38342   26.3180   1.47853e-05    0.0%   4    77     8.934
 -7   3   3   3.38132   26.3346   2.27676e-02    1.1%   4    67     8.922
  6   4   2   3.37762   26.3640   1.27053e-03    0.1%   4    56     8.901
  9   1   2   3.37077   26.4185   1.88842e-02    0.9%   4    86     8.862
  8   0  -4   3.37046   26.4210   1.76977e-01    8.8%   2    80     8.861
 -1   5   3   3.36732   26.4461   1.74064e-02    0.9%   4    35     8.843
  1   5   3   3.36213   26.4877   1.55292e-02    0.8%   4    35     8.813
 -4   4   4   3.35832   26.5183   3.85306e-01   19.2%   4    48     8.792
 -6   2   5   3.35472   26.5472   4.59976e-02    2.3%   4    65     8.772
  7   3   3   3.34501   26.6257   2.07635e-03    0.1%   4    67     8.717
 -5   1   6   3.34493   26.6264   1.86498e-01    9.3%   4    62     8.717
  8   2   3   3.34194   26.6507   1.62313e-03    0.1%   4    77     8.700
 -4   2   6   3.34015   26.6652   3.07650e-04    0.0%   4    56     8.690
  4   4   4   3.33110   26.7390   2.46798e-01   12.3%   4    48     8.639
  0   4   5   3.33051   26.7438   3.21695e-02    1.6%   4    41     8.636
 -1   3   6   3.32552   26.7847   9.86786e-04    0.0%   4    46     8.608
 -1   1   7   3.32096   26.8222   4.49660e-04    0.0%   4    51     8.582
  8   0   4   3.31611   26.8621   9.74758e-01   48.6%   2    80     8.555
  1   3   6   3.31554   26.8669   1.83540e-01    9.2%   4    46     8.552
  1   1   7   3.30936   26.9179   1.05908e-03    0.1%   4    51     8.518
  6   2   5   3.30439   26.9592   1.66121e-01    8.3%   4    65     8.490
  4   2   6   3.30022   26.9939   8.37453e-05    0.0%   4    56     8.467
  5   1   6   3.29503   27.0372   2.37128e-03    0.1%   4    62     8.439
 -7   1   5   3.28871   27.0901   6.95856e-02    3.5%   4    75     8.404
 -5   3   5   3.28145   27.1513   2.94688e-01   14.7%   4    59     8.364
 -2   4   5   3.27015   27.2469   2.53057e-04    0.0%   4    45     8.301
  2   4   5   3.25437   27.3816   4.29205e-04    0.0%   4    45     8.215
 -9   1   3   3.24678   27.4468   1.69754e-03    0.1%   4    91     8.174
  5   3   5   3.24201   27.4880   4.01232e-02    2.0%   4    59     8.148
 -6   4   3   3.24123   27.4947   4.05407e-04    0.0%   4    61     8.143
  5   5   0   3.24109   27.4960   1.89724e-03    0.1%   4    50     8.143
 10   0   0   3.23871   27.5166   3.72807e-04    0.0%   2   100     8.130
 -3   5   3   3.23514   27.5475   1.49345e-02    0.7%   4    43     8.110
  7   1   5   3.23354   27.5614   1.36394e-01    6.8%   4    75     8.102
  3   5   3   3.22138   27.6676   2.47578e-03    0.1%   4    43     8.036
  6   0  -6   3.21517   27.7220   8.24233e-05    0.0%   2    72     8.002
 -5   5   1   3.21499   27.7236   2.37698e-03    0.1%   4    51     8.001
  6   4   3   3.21372   27.7348   9.27923e-05    0.0%   4    61     7.995
  5   5   1   3.20746   27.7900   3.65042e-03    0.2%   4    51     7.961
  9   1   3   3.20557   27.8067   9.42534e-02    4.7%   4    91     7.951
 -3   3   6   3.20249   27.8340   8.91534e-05    0.0%   4    54     7.934
 -3   1   7   3.19990   27.8570   6.05920e-02    3.0%   4    59     7.920
  0   2   7   3.18464   27.9931   2.03588e-05    0.0%   4    53     7.839
  3   3   6   3.17594   28.0714   6.70380e-04    0.0%   4    54     7.792
 -8   2   4   3.17107   28.1154   2.86462e-05    0.0%   4    84     7.766
  3   1   7   3.16907   28.1335   1.77287e-01    8.8%   4    59     7.756
 -7   3   4   3.16862   28.1376   5.08598e-03    0.3%   4    74     7.753
  6   0   6   3.16212   28.1966   2.56873e-03    0.1%   2    72     7.719
 -1   5   4   3.15281   28.2816   3.18885e-04    0.0%   4    42     7.669
  1   5   4   3.14713   28.3337   2.33502e-06    0.0%   4    42     7.639
 10   0  -2   3.13815   28.4165   1.37721e-03    0.1%   2   104     7.592
 -2   2   7   3.13455   28.4499   1.50646e-02    0.8%   4    57     7.573
 -5   5   2   3.13330   28.4615   1.46712e-03    0.1%   4    54     7.567
  7   3   4   3.12889   28.5024   2.30519e-02    1.1%   4    74     7.543
  8   2   4   3.12568   28.5323   7.94393e-04    0.0%   4    84     7.527
  0   6   0   3.11950   28.5900   5.43575e-04    0.0%   2    36     7.494
  5   5   2   3.11941   28.5909   8.15426e-03    0.4%   4    54     7.494
  9   3   0   3.11721   28.6115   7.31879e-03    0.4%   4    90     7.482
  2   2   7   3.11513   28.6310   8.70019e-03    0.4%   4    57     7.471
 10   0   2   3.11042   28.6752   3.16617e-03    0.2%   2   104     7.447
 -9   3   1   3.09666   28.8054   1.26196e-04    0.0%   4    91     7.375
 -4   4   5   3.09348   28.8356   2.61447e-01   13.0%   4    57     7.359
  0   6   1   3.09284   28.8418   4.69294e-04    0.0%   4    37     7.355
  9   3   1   3.08459   28.9206   6.12476e-03    0.3%   4    91     7.313
  4   4   5   3.06691   29.0909   5.06100e-02    2.5%   4    57     7.222
  2   6   0   3.06318   29.1272   1.85922e-03    0.1%   4    40     7.202
  8   4   0   3.06157   29.1428   5.69907e-05    0.0%   4    80     7.194
 10   2   0   3.06061   29.1522   1.71554e-02    0.9%   4   104     7.189
 -9   1   4   3.05841   29.1736   1.02153e-02    0.5%   4    98     7.178
 -6   4   4   3.05183   29.2380   2.76758e-03    0.1%   4    68     7.144
 -3   5   4   3.04481   29.3068   2.20219e-07    0.0%   4    50     7.108
-10   2   1   3.04180   29.3365   2.49727e-03    0.1%   4   105     7.093
 -8   4   1   3.04146   29.3398   6.59359e-03    0.3%   4    81     7.091
 -6   2   6   3.04073   29.3471   1.83132e-02    0.9%   4    76     7.088
 -2   6   1   3.03920   29.3621   1.14267e-02    0.6%   4    41     7.080
  2   6   1   3.03665   29.3873   1.38376e-02    0.7%   4    41     7.067
  8   4   1   3.03128   29.4406   2.18438e-05    0.0%   4    81     7.040
  3   5   4   3.02953   29.4580   8.00433e-03    0.4%   4    50     7.031
 10   2   1   3.02908   29.4624   1.66570e-03    0.1%   4   105     7.028
 -9   3   2   3.02598   29.4933   2.56229e-02    1.3%   4    94     7.013
  6   4   4   3.02128   29.5403   7.59020e-06    0.0%   4    68     6.989
  0   4   6   3.01890   29.5640   6.56402e-02    3.3%   4    52     6.977
  0   6   2   3.01678   29.5853   3.53929e-04    0.0%   4    40     6.966
  9   1   4   3.01264   29.6269   5.75875e-02    2.9%   4    98     6.945
 -5   5   3   3.00791   29.6745   6.99685e-04    0.0%   4    59     6.921
  9   3   2   3.00356   29.7185   2.63740e-02    1.3%   4    94     6.899
  6   2   6   2.99573   29.7980   3.09497e-03    0.2%   4    76     6.860
 -7   1   6   2.99192   29.8368   6.02040e-06    0.0%   4    86     6.841
  5   5   3   2.98953   29.8613   2.58716e-03    0.1%   4    59     6.829
 -5   3   6   2.98524   29.9052   5.90840e-02    2.9%   4    70     6.807
 -5   1   7   2.98435   29.9143   5.95948e-02    3.0%   4    75     6.803
 -4   2   7   2.98035   29.9554   6.93773e-05    0.0%   4    69     6.783
-10   2   2   2.97533   30.0071   1.20466e-02    0.6%   4   108     6.758
 -2   4   6   2.97493   30.0113   2.29650e-04    0.0%   4    56     6.756
 -8   4   2   2.97382   30.0227   7.96685e-03    0.4%   4    84     6.751
 -1   3   7   2.96816   30.0813   5.44607e-04    0.0%   4    59     6.722
 -2   6   2   2.96813   30.0816   5.42053e-02    2.7%   4    44     6.722
  0   0   8   2.96342   30.1305   3.20277e-02    1.6%   2    64     6.699
  2   6   2   2.96339   30.1309   3.61406e-02    1.8%   4    44     6.699
  2   4   6   2.96067   30.1592   1.63442e-04    0.0%   4    56     6.685
  1   3   7   2.95987   30.1675   7.33583e-02    3.7%   4    59     6.681
  8   4   2   2.95487   30.2198   7.30697e-03    0.4%   4    84     6.656
 10   2   2   2.95166   30.2534   1.94882e-02    1.0%   4   108     6.641
  5   3   6   2.94960   30.2751   3.46251e-04    0.0%   4    70     6.630
 -8   2   5   2.94762   30.2959   1.46339e-07    0.0%   4    93     6.621
  4   2   7   2.94721   30.3002   6.47757e-07    0.0%   4    69     6.619
 -7   3   5   2.94507   30.3228   2.95792e-03    0.1%   4    83     6.608
  5   1   7   2.94293   30.3453   9.49425e-04    0.0%   4    75     6.598
  7   1   6   2.94206   30.3546   1.43194e-02    0.7%   4    86     6.593
 -1   5   5   2.92893   30.4939   1.46399e-03    0.1%   4    51     6.529
  2   0  -8   2.92407   30.5459   2.46129e-04    0.0%   2    68     6.505
  1   5   5   2.92323   30.5548   8.98829e-05    0.0%   4    51     6.501
 -1   1   8   2.91960   30.5938   5.98067e-05    0.0%   4    66     6.483
 -9   3   3   2.91484   30.6449   3.51755e-02    1.8%   4    99     6.460
  4   6   0   2.91093   30.6872   4.08540e-05    0.0%   4    52     6.441
  1   1   8   2.91059   30.6908   8.67826e-03    0.4%   4    66     6.439
  7   5   0   2.91017   30.6953   6.59313e-04    0.0%   4    74     6.437
 11   1   0   2.90851   30.7132   6.04491e-04    0.0%   4   122     6.429
  2   0   8   2.90605   30.7399   1.08726e-04    0.0%   2    68     6.417
  7   3   5   2.90525   30.7486   3.60502e-03    0.2%   4    83     6.413
  8   2   5   2.90212   30.7825   1.53155e-03    0.1%   4    93     6.398
  0   6   3   2.90161   30.7882   4.25972e-04    0.0%   4    45     6.395
-11   1   1   2.89290   30.8831   4.29497e-03    0.2%   4   123     6.353
 -7   5   1   2.89233   30.8894   7.58767e-04    0.0%   4    75     6.350
 -4   6   1   2.89142   30.8993   1.16130e-04    0.0%   4    53     6.346
  4   6   1   2.88704   30.9474   3.58429e-04    0.0%   4    53     6.325
  9   3   3   2.88491   30.9708   4.32558e-02    2.2%   4    99     6.315
  7   5   1   2.88466   30.9736   3.22234e-03    0.2%   4    75     6.313
 11   1   1   2.88087   31.0153   5.12169e-03    0.3%   4   123     6.295
 -3   3   7   2.88078   31.0163   4.31101e-07    0.0%   4    67     6.295
-10   2   3   2.87002   31.1355   1.08289e-01    5.4%   4   113     6.243
 -8   4   3   2.86759   31.1626   4.37206e-03    0.2%   4    89     6.231
 10   0  -4   2.86316   31.2120   3.80809e-04    0.0%   2   116     6.210
 -2   6   3   2.85930   31.2552   5.28863e-03    0.3%   4    49     6.192
  3   3   7   2.85822   31.2673   2.48991e-03    0.1%   4    67     6.186
 -9   1   5   2.85701   31.2810   6.41892e-03    0.3%   4   107     6.181
 -5   5   4   2.85418   31.3128   3.01058e-03    0.2%   4    66     6.167
  2   6   3   2.85295   31.3266   5.15227e-03    0.3%   4    49     6.161
  8   0  -6   2.85266   31.3299   1.14095e-01    5.7%   2   100     6.160
 -6   4   5   2.85006   31.3592   2.43195e-04    0.0%   4    77     6.147
 -3   5   5   2.84278   31.4416   2.34534e-03    0.1%   4    59     6.113
  8   4   3   2.84221   31.4481   4.01768e-02    2.0%   4    89     6.110
 -4   4   6   2.84111   31.4606   1.19982e-04    0.0%   4    68     6.105
 10   2   3   2.83831   31.4923   2.16511e-02    1.1%   4   113     6.092
 -3   1   8   2.83736   31.5032   3.07799e-02    1.5%   4    74     6.087
-11   1   2   2.83606   31.5180   1.69377e-03    0.1%   4   126     6.081
 -7   5   2   2.83345   31.5478   9.10254e-06    0.0%   4    78     6.069
  5   5   4   2.83327   31.5498   2.23977e-05    0.0%   4    66     6.068
 -4   6   2   2.83105   31.5752   2.28297e-04    0.0%   4    56     6.057
  3   5   5   2.82724   31.6189   9.92841e-03    0.5%   4    59     6.039
  0   2   8   2.82517   31.6427   1.21810e-04    0.0%   4    68     6.029
  4   6   2   2.82283   31.6695   5.97941e-04    0.0%   4    56     6.018
 10   0   4   2.82142   31.6859   2.30166e-04    0.0%   2   116     6.012
  7   5   2   2.81908   31.7128   1.23092e-03    0.1%   4    78     6.001
  6   4   5   2.81900   31.7137   4.73214e-04    0.0%   4    77     6.000
  4   4   6   2.81641   31.7437   5.21054e-03    0.3%   4    68     5.988
 11   1   2   2.81352   31.7771   1.99498e-02    1.0%   4   126     5.974
  3   1   8   2.81276   31.7860   2.66426e-02    1.3%   4    74     5.971
  9   1   5   2.81046   31.8126   6.26944e-03    0.3%   4   107     5.960
  8   0   6   2.80332   31.8959   2.11936e-03    0.1%   2   100     5.927
  4   0  -8   2.79870   31.9499   3.66174e-02    1.8%   2    80     5.905
 -2   2   8   2.79100   32.0404   5.52214e-05    0.0%   4    72     5.869
 -9   3   4   2.77624   32.2154   8.24068e-03    0.4%   4   106     5.800
  2   2   8   2.77532   32.2263   3.11505e-02    1.6%   4    72     5.796
  4   0   8   2.76734   32.3218   1.44358e-02    0.7%   2    80     5.759
 -6   2   7   2.76277   32.3768   4.29052e-02    2.1%   4    89     5.738
