************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  0   5   1   2.70319   33.1106   2.35116e-02    1.5%   2    26     5.466
  3   0   3   2.69150   33.2587   2.21033e-02    1.4%   2    18     5.413
  1   4   5   2.68410   33.3530   3.83007e-04    0.0%   2    42     5.380
  1   4  -1   2.67876   33.4215   4.59600e-03    0.3%   2    18     5.356
  1   5   1   2.67464   33.4745   2.58193e-03    0.2%   2    27     5.338
  3   2  -1   2.66731   33.5692   7.29859e-03    0.5%   2    14     5.305
  1   5   4   2.66447   33.6060   7.43393e-04    0.0%   2    42     5.293
  0   4   5   2.65204   33.7682   8.36920e-04    0.1%   2    41     5.238
 -2   4   2   2.65177   33.7717   3.98386e-04    0.0%   2    24     5.236
 -2   4   1   2.64569   33.8517   8.67590e-03    0.6%   2    21     5.209
 -2   2   4   2.64489   33.8623   2.40078e-03    0.2%   2    24     5.206
  2   2   5   2.63922   33.9372   4.61485e-04    0.0%   2    33     5.181
  0   5   4   2.63907   33.9392   5.66348e-04    0.0%   2    41     5.180
  3  -2   1   2.63474   33.9967   1.56393e-02    1.0%   2    14     5.161
  2   3   5   2.63416   34.0044   4.07051e-03    0.3%   2    38     5.159
 -2   1   4   2.63119   34.0440   7.93364e-03    0.5%   2    21     5.146
 -3   2   2   2.62559   34.1188   2.32031e-03    0.1%   2    17     5.121
  3   3   0   2.62329   34.1496   5.49881e-03    0.4%   2    18     5.111
  1  -4   1   2.62193   34.1678   6.36956e-03    0.4%   2    18     5.105
 -1   2   5   2.61457   34.2670   1.08922e-03    0.1%   2    30     5.073
  1   1  -4   2.61362   34.2799   6.54856e-05    0.0%   2    18     5.069
 -1   5   2   2.60293   34.4250   2.85746e-04    0.0%   2    30     5.022
  3   2   4   2.60064   34.4562   8.29696e-03    0.5%   2    29     5.013
  2   5   3   2.58876   34.6194   3.50069e-04    0.0%   2    38     4.961
  3   1  -2   2.58667   34.6483   7.19963e-03    0.5%   2    14     4.952
 -1   3   5   2.57734   34.7776   7.41513e-03    0.5%   2    35     4.912
  2   5   2   2.57558   34.8022   4.15483e-04    0.0%   2    33     4.904
 -1   5   3   2.56725   34.9187   2.28449e-06    0.0%   2    35     4.869
  3   3   4   2.55698   35.0635   1.95676e-03    0.1%   2    34     4.825
  3   4   2   2.55124   35.1450   5.40347e-03    0.3%   2    29     4.801
  2  -2   3   2.54976   35.1660   6.52666e-02    4.2%   2    17     4.794
 -2   4   3   2.54821   35.1882   1.59243e-04    0.0%   2    29     4.788
 -2   3   4   2.54643   35.2135   2.05034e-02    1.3%   2    29     4.780
 -1   1   5   2.54174   35.2806   2.09994e-03    0.1%   2    27     4.760
  3   1   4   2.53572   35.3671   1.41477e-02    0.9%   2    26     4.735
  0   0   5   2.53499   35.3776   4.82515e-04    0.0%   2    25     4.732
  2   1   5   2.53369   35.3965   1.09297e-02    0.7%   2    30     4.726
 -1   5   1   2.53255   35.4129   2.24306e-04    0.0%   2    27     4.721
  2  -4   0   2.53211   35.4192   4.07620e-04    0.0%   2    20     4.720
  3   4   3   2.53189   35.4224   5.89388e-03    0.4%   2    34     4.719
  1   0   5   2.52235   35.5608   7.64486e-06    0.0%   2    26     4.679
  2   4   5   2.52033   35.5903   1.76912e-03    0.1%   2    45     4.670
  2   0  -4   2.51025   35.7380   1.09899e-02    0.7%   2    20     4.628
  0   5   0   2.50388   35.8320   1.69322e-03    0.1%   2    25     4.601
  2   5   4   2.49895   35.9051   1.26043e-03    0.1%   2    45     4.581
  2  -1   4   2.49649   35.9417   1.78213e-03    0.1%   2    21     4.571
  2  -3   2   2.49347   35.9867   1.20317e-03    0.1%   2    17     4.558
  2   3  -2   2.49132   36.0189   4.65441e-02    3.0%   2    17     4.549
 -3   3   1   2.48371   36.1330   2.18438e-03    0.1%   2    19     4.518
  3   4   1   2.47136   36.3198   5.56113e-04    0.0%   2    26     4.467
  1   5   0   2.46684   36.3887   7.67571e-03    0.5%   2    26     4.448
  2   5   1   2.46386   36.4343   1.63729e-03    0.1%   2    30     4.436
 -3   1   3   2.46351   36.4396   2.86068e-03    0.2%   2    19     4.435
  0   3  -3   2.45867   36.5139   9.22043e-03    0.6%   2    18     4.415
  3  -1   3   2.45844   36.5175   3.84351e-03    0.2%   2    19     4.414
  1   5   5   2.45358   36.5923   1.85538e-02    1.2%   2    51     4.394
  2   2  -3   2.45010   36.6462   7.18151e-03    0.5%   2    17     4.380
  3  -3   0   2.44305   36.7557   5.34280e-03    0.3%   2    18     4.351
 -1   4   5   2.44296   36.7571   1.86630e-03    0.1%   2    42     4.351
 -1   5   4   2.43752   36.8421   7.66388e-03    0.5%   2    42     4.329
  3  -2   2   2.43528   36.8771   1.88645e-02    1.2%   2    17     4.320
 -3   3   2   2.43170   36.9334   9.82387e-04    0.1%   2    22     4.305
  2   4  -1   2.43030   36.9554   6.11772e-03    0.4%   2    21     4.300
 -3   2   3   2.42327   37.0666   5.13895e-04    0.0%   2    22     4.271
  4   1   1   2.42283   37.0735   2.15279e-04    0.0%   2    18     4.270
  0   5   5   2.42021   37.1151   6.92192e-03    0.4%   2    50     4.259
  3   4   4   2.41966   37.1239   2.66984e-02    1.7%   2    41     4.257
  0   2  -4   2.41600   37.1822   3.67364e-04    0.0%   2    20     4.242
  3   0  -3   2.41110   37.2606   5.57250e-03    0.4%   2    18     4.223
  0   4  -2   2.40293   37.3918   5.08968e-03    0.3%   2    20     4.190
  1   3   6   2.40069   37.4281   1.95305e-03    0.1%   2    46     4.181
  1  -3   3   2.39410   37.5350   5.66681e-04    0.0%   2    19     4.155
  3   3  -1   2.39368   37.5417   5.74932e-04    0.0%   2    19     4.153
  4   0   1   2.39258   37.5598   9.64617e-03    0.6%   2    17     4.149
  4   1   2   2.38568   37.6725   2.28743e-03    0.1%   2    21     4.122
  3   0   4   2.38398   37.7003   1.70310e-04    0.0%   2    25     4.115
  4   0   0   2.38355   37.7073   1.04661e-02    0.7%   2    16     4.113
  1   0  -5   2.38331   37.7113   2.67186e-03    0.2%   2    26     4.112
  3   2  -2   2.38065   37.7550   3.59249e-03    0.2%   2    17     4.102
  1  -5   0   2.37906   37.7813   1.28107e-03    0.1%   2    26     4.095
  1  -2   4   2.37530   37.8433   1.13988e-02    0.7%   2    21     4.081
  4   1   0   2.37386   37.8671   1.85114e-03    0.1%   2    17     4.075
  1   2   6   2.37356   37.8721   3.44020e-03    0.2%   2    41     4.074
  0   3   6   2.37329   37.8765   1.98903e-03    0.1%   2    45     4.073
 -2   4   4   2.36858   37.9547   9.36327e-03    0.6%   2    36     4.054
  4   2   2   2.36790   37.9662   7.29809e-03    0.5%   2    24     4.051
  1   3  -3   2.36768   37.9697   5.20836e-03    0.3%   2    19     4.051
  4   2   1   2.36506   38.0134   2.45642e-03    0.2%   2    21     4.040
  1   6   3   2.35918   38.1118   9.77309e-05    0.0%   2    46     4.017
  0   2   6   2.35510   38.1804   8.75530e-04    0.1%   2    40     4.001
  2   0   5   2.35217   38.2297   2.17857e-03    0.1%   2    29     3.990
  2  -4   1   2.34713   38.3151   1.20894e-02    0.8%   2    21     3.970
  0   6   3   2.34569   38.3395   4.28369e-03    0.3%   2    45     3.965
  1   4   6   2.34222   38.3986   4.13691e-03    0.3%   2    53     3.951
  1   4  -2   2.33748   38.4795   2.84212e-03    0.2%   2    21     3.933
  2   5   5   2.33443   38.5318   5.20969e-04    0.0%   2    54     3.921
  1   6   2   2.32438   38.7049   3.83505e-03    0.2%   2    41     3.882
  0   6   2   2.32322   38.7250   2.47227e-02    1.6%   2    40     3.878
  1  -4   2   2.32273   38.7335   1.51545e-03    0.1%   2    21     3.876
  3  -3   1   2.32222   38.7424   2.75950e-04    0.0%   2    19     3.874
  2   1  -4   2.32051   38.7721   8.11591e-03    0.5%   2    21     3.868
  4   0   2   2.31985   38.7835   5.40908e-04    0.0%   2    20     3.865
  3   3   5   2.31882   38.8014   2.65319e-03    0.2%   2    43     3.861
  3   4   0   2.31701   38.8330   1.71797e-02    1.1%   2    25     3.854
  3   2   5   2.31458   38.8755   1.60309e-03    0.1%   2    38     3.845
  1   6   4   2.31434   38.8796   5.86971e-06    0.0%   2    53     3.844
  4  -1   0   2.31041   38.9484   5.38528e-07    0.0%   2    17     3.829
  1   2  -4   2.31002   38.9553   8.41896e-05    0.0%   2    21     3.827
  0   4   6   2.30911   38.9712   4.19928e-04    0.0%   2    52     3.824
 -3   3   3   2.30283   39.0818   7.07782e-02    4.6%   2    27     3.800
  4   0  -1   2.29543   39.2130   5.50968e-03    0.4%   2    17     3.772
  4   2   3   2.29191   39.2756   3.04622e-03    0.2%   2    29     3.758
 -2   5   2   2.29085   39.2946   8.85359e-03    0.6%   2    33     3.754
  0   6   4   2.29018   39.3065   1.11893e-02    0.7%   2    52     3.752
  0   1  -5   2.28891   39.3293   3.57367e-03    0.2%   2    26     3.747
  2   5   0   2.28720   39.3598   6.46886e-03    0.4%   2    29     3.741
 -2   2   5   2.28698   39.3638   1.56531e-02    1.0%   2    33     3.740
  2   3   6   2.28525   39.3949   3.50385e-03    0.2%   2    49     3.733
  4   2   0   2.28423   39.4132   4.96247e-04    0.0%   2    20     3.729
  4  -1   1   2.28345   39.4272   7.13470e-03    0.5%   2    18     3.726
  3   1  -3   2.28207   39.4521   1.35276e-02    0.9%   2    19     3.721
  3   5   3   2.27990   39.4911   1.27980e-02    0.8%   2    43     3.713
  4   1   3   2.27332   39.6102   2.19146e-03    0.1%   2    26     3.688
  1  -1   5   2.27231   39.6286   1.40184e-03    0.1%   2    27     3.685
  4   3   2   2.27179   39.6380   4.77825e-03    0.3%   2    29     3.683
  1   1   6   2.26892   39.6902   8.97536e-07    0.0%   2    38     3.672
  0   5  -1   2.26683   39.7283   2.05574e-02    1.3%   2    26     3.664
 -4   1   1   2.26261   39.8055   6.11151e-03    0.4%   2    18     3.648
  3   5   2   2.25991   39.8552   1.73603e-03    0.1%   2    38     3.638
  0   1   6   2.25987   39.8558   2.28098e-03    0.1%   2    37     3.638
 -2   5   3   2.25550   39.9363   3.17173e-03    0.2%   2    38     3.622
 -2   3   5   2.25482   39.9489   1.12923e-03    0.1%   2    38     3.619
  2   2   6   2.25470   39.9512   1.20107e-03    0.1%   2    44     3.619
 -2   5   1   2.25314   39.9799   1.55390e-03    0.1%   2    30     3.613
  4   1  -1   2.25300   39.9826   2.50272e-04    0.0%   2    18     3.612
 -1   5   5   2.25111   40.0177   1.09783e-02    0.7%   2    51     3.605
  3   4   5   2.24701   40.0937   1.35607e-02    0.9%   2    50     3.590
 -2   1   5   2.24471   40.1366   7.39867e-03    0.5%   2    30     3.582
  2   4   6   2.24156   40.1954   3.01139e-04    0.0%   2    56     3.570
  2   6   3   2.23830   40.2565   1.63778e-02    1.1%   2    49     3.558
  4   3   1   2.23627   40.2946   8.32577e-03    0.5%   2    26     3.550
  4   3   3   2.23604   40.2990   1.76685e-03    0.1%   2    34     3.550
  3   1   5   2.23547   40.3096   4.05098e-02    2.6%   2    35     3.548
  0   6   1   2.22908   40.4303   3.51192e-03    0.2%   2    37     3.524
  1   5  -1   2.22872   40.4371   6.04148e-03    0.4%   2    27     3.523
  3   5   4   2.22820   40.4469   2.08648e-04    0.0%   2    50     3.521
  1   6   1   2.21971   40.6085   6.03591e-05    0.0%   2    38     3.490
 -1   3   6   2.21637   40.6724   1.10960e-04    0.0%   2    46     3.477
  1   5   6   2.21504   40.6978   2.87969e-05    0.0%   2    62     3.473
 -3   4   1   2.21027   40.7896   1.01096e-03    0.1%   2    26     3.455
  2   6   4   2.21001   40.7945   4.78084e-05    0.0%   2    56     3.454
 -1   2   6   2.20814   40.8306   1.93677e-04    0.0%   2    41     3.447
  2  -2   4   2.20775   40.8383   3.10749e-03    0.2%   2    24     3.446
  2  -3   3   2.20586   40.8747   8.51565e-03    0.5%   2    22     3.439
  3  -2   3   2.20525   40.8865   1.96336e-03    0.1%   2    22     3.437
 -1   6   3   2.20424   40.9061   1.02112e-03    0.1%   2    46     3.433
 -3   4   2   2.20364   40.9178   2.22752e-02    1.4%   2    29     3.431
  1   6   5   2.20230   40.9437   7.06035e-03    0.5%   2    62     3.426
  2   6   2   2.19842   41.0193   5.62854e-03    0.4%   2    44     3.412
 -1   6   2   2.19549   41.0766   9.07613e-03    0.6%   2    41     3.402
 -3   2   4   2.19277   41.1297   1.92618e-03    0.1%   2    29     3.392
 -3   1   4   2.19142   41.1563   1.67310e-03    0.1%   2    26     3.387
  4  -1   2   2.18904   41.2031   1.77080e-03    0.1%   2    21     3.378
  3  -1   4   2.18666   41.2500   1.18778e-03    0.1%   2    26     3.370
  4   0   3   2.18537   41.2754   1.46166e-03    0.1%   2    25     3.365
  1  -5   1   2.18271   41.3279   9.42040e-05    0.0%   2    27     3.356
  1   1  -5   2.18179   41.3463   1.69554e-03    0.1%   2    27     3.352
  0   5   6   2.18055   41.3708   2.41068e-04    0.0%   2    61     3.348
  4  -2   0   2.17485   41.4842   8.25059e-05    0.0%   2    20     3.327
  3   5   1   2.17355   41.5101   1.53850e-03    0.1%   2    35     3.323
