Created as New Dataset,Sample 125 By YargerLab Date Tuesday, June 04 2024
cm-1,%T
3571.00,97.03
3570.00,96.99
3569.00,96.96
3568.00,96.93
3567.00,96.92
3566.00,96.91
3565.00,96.90
3564.00,96.89
3563.00,96.88
3562.00,96.88
3561.00,96.89
3560.00,96.88
3559.00,96.88
3558.00,96.87
3557.00,96.85
3556.00,96.84
3555.00,96.82
3554.00,96.81
3553.00,96.79
3552.00,96.78
3551.00,96.75
3550.00,96.72
3549.00,96.69
3548.00,96.67
3547.00,96.65
3546.00,96.65
3545.00,96.64
3544.00,96.64
3543.00,96.63
3542.00,96.63
3541.00,96.62
3540.00,96.62
3539.00,96.61
3538.00,96.61
3537.00,96.59
3536.00,96.58
3535.00,96.56
3534.00,96.55
3533.00,96.53
3532.00,96.51
3531.00,96.50
3530.00,96.48
3529.00,96.46
3528.00,96.44
3527.00,96.42
3526.00,96.40
3525.00,96.39
3524.00,96.38
3523.00,96.38
3522.00,96.38
3521.00,96.37
3520.00,96.36
3519.00,96.35
3518.00,96.34
3517.00,96.32
3516.00,96.31
3515.00,96.29
3514.00,96.28
3513.00,96.27
3512.00,96.26
3511.00,96.24
3510.00,96.23
3509.00,96.21
3508.00,96.19
3507.00,96.17
3506.00,96.15
3505.00,96.14
3504.00,96.13
3503.00,96.13
3502.00,96.12
3501.00,96.10
3500.00,96.09
3499.00,96.08
3498.00,96.07
3497.00,96.06
3496.00,96.05
3495.00,96.04
3494.00,96.03
3493.00,96.02
3492.00,96.01
3491.00,96.00
3490.00,95.99
3489.00,95.98
3488.00,95.97
3487.00,95.96
3486.00,95.95
3485.00,95.94
3484.00,95.93
3483.00,95.92
3482.00,95.92
3481.00,95.91
3480.00,95.89
3479.00,95.88
3478.00,95.88
3477.00,95.87
3476.00,95.87
3475.00,95.86
3474.00,95.86
3473.00,95.85
3472.00,95.84
3471.00,95.83
3470.00,95.82
3469.00,95.81
3468.00,95.81
3467.00,95.80
3466.00,95.80
3465.00,95.79
3464.00,95.79
3463.00,95.78
3462.00,95.78
3461.00,95.77
3460.00,95.77
3459.00,95.76
3458.00,95.76
3457.00,95.76
3456.00,95.76
3455.00,95.75
3454.00,95.75
3453.00,95.74
3452.00,95.74
3451.00,95.73
3450.00,95.73
3449.00,95.72
3448.00,95.72
3447.00,95.71
3446.00,95.71
3445.00,95.70
3444.00,95.69
3443.00,95.69
3442.00,95.70
3441.00,95.70
3440.00,95.69
3439.00,95.69
3438.00,95.68
3437.00,95.68
3436.00,95.68
3435.00,95.67
3434.00,95.67
3433.00,95.67
3432.00,95.67
3431.00,95.67
3430.00,95.67
3429.00,95.67
3428.00,95.67
3427.00,95.67
3426.00,95.67
3425.00,95.67
3424.00,95.67
3423.00,95.67
3422.00,95.67
3421.00,95.68
3420.00,95.68
3419.00,95.67
3418.00,95.67
3417.00,95.67
3416.00,95.68
3415.00,95.68
3414.00,95.68
3413.00,95.68
3412.00,95.69
3411.00,95.69
3410.00,95.69
3409.00,95.70
3408.00,95.70
3407.00,95.71
3406.00,95.71
3405.00,95.71
3404.00,95.71
3403.00,95.71
3402.00,95.71
3401.00,95.71
3400.00,95.72
3399.00,95.72
3398.00,95.73
3397.00,95.73
3396.00,95.73
3395.00,95.74
3394.00,95.75
3393.00,95.75
3392.00,95.76
3391.00,95.77
3390.00,95.78
3389.00,95.79
3388.00,95.80
3387.00,95.81
3386.00,95.82
3385.00,95.82
3384.00,95.83
3383.00,95.83
3382.00,95.83
3381.00,95.84
3380.00,95.84
3379.00,95.85
3378.00,95.86
3377.00,95.86
3376.00,95.87
3375.00,95.88
3374.00,95.89
3373.00,95.89
3372.00,95.90
3371.00,95.90
3370.00,95.90
3369.00,95.90
3368.00,95.91
3367.00,95.92
3366.00,95.93
3365.00,95.94
3364.00,95.95
3363.00,95.96
3362.00,95.97
3361.00,95.98
3360.00,95.99
3359.00,95.99
3358.00,96.00
3357.00,96.01
3356.00,96.02
3355.00,96.03
3354.00,96.04
3353.00,96.05
3352.00,96.06
3351.00,96.07
3350.00,96.08
3349.00,96.09
3348.00,96.10
3347.00,96.11
3346.00,96.12
3345.00,96.13
3344.00,96.14
3343.00,96.14
3342.00,96.15
3341.00,96.16
3340.00,96.17
3339.00,96.18
3338.00,96.19
3337.00,96.20
3336.00,96.22
3335.00,96.23
3334.00,96.25
3333.00,96.26
3332.00,96.27
3331.00,96.28
3330.00,96.29
3329.00,96.30
3328.00,96.31
3327.00,96.32
3326.00,96.33
3325.00,96.34
3324.00,96.35
3323.00,96.37
3322.00,96.38
3321.00,96.39
3320.00,96.41
3319.00,96.42
3318.00,96.43
3317.00,96.44
3316.00,96.45
3315.00,96.46
3314.00,96.46
3313.00,96.47
3312.00,96.48
3311.00,96.49
3310.00,96.51
3309.00,96.52
3308.00,96.53
3307.00,96.54
3306.00,96.55
3305.00,96.56
3304.00,96.57
3303.00,96.58
3302.00,96.59
3301.00,96.60
3300.00,96.61
3299.00,96.62
3298.00,96.63
3297.00,96.64
3296.00,96.65
3295.00,96.66
3294.00,96.67
3293.00,96.68
3292.00,96.68
3291.00,96.69
3290.00,96.70
3289.00,96.72
3288.00,96.73
3287.00,96.74
3286.00,96.75
3285.00,96.76
3284.00,96.77
3283.00,96.77
3282.00,96.78
3281.00,96.79
3280.00,96.80
3279.00,96.81
3278.00,96.82
3277.00,96.83
3276.00,96.83
3275.00,96.84
3274.00,96.84
3273.00,96.85
3272.00,96.86
3271.00,96.87
3270.00,96.88
3269.00,96.89
3268.00,96.90
3267.00,96.91
3266.00,96.92
3265.00,96.92
3264.00,96.93
3263.00,96.94
3262.00,96.96
3261.00,96.96
3260.00,96.97
3259.00,96.98
3258.00,96.98
3257.00,96.99
3256.00,97.00
3255.00,97.01
3254.00,97.02
3253.00,97.03
3252.00,97.03
3251.00,97.04
3250.00,97.05
3249.00,97.05
3248.00,97.06
3247.00,97.07
3246.00,97.07
3245.00,97.08
3244.00,97.09
3243.00,97.10
3242.00,97.12
3241.00,97.13
3240.00,97.14
3239.00,97.15
3238.00,97.16
3237.00,97.16
3236.00,97.17
3235.00,97.18
3234.00,97.18
3233.00,97.19
3232.00,97.20
3231.00,97.21
3230.00,97.22
3229.00,97.23
3228.00,97.24
3227.00,97.25
3226.00,97.26
3225.00,97.27
3224.00,97.28
3223.00,97.28
3222.00,97.29
3221.00,97.30
3220.00,97.31
3219.00,97.31
3218.00,97.32
3217.00,97.33
3216.00,97.33
3215.00,97.34
3214.00,97.35
3213.00,97.36
3212.00,97.36
3211.00,97.37
3210.00,97.38
3209.00,97.39
3208.00,97.40
3207.00,97.41
3206.00,97.43
3205.00,97.44
3204.00,97.45
3203.00,97.46
3202.00,97.47
3201.00,97.47
3200.00,97.48
3199.00,97.49
3198.00,97.50
3197.00,97.51
3196.00,97.52
3195.00,97.53
3194.00,97.54
3193.00,97.54
3192.00,97.55
3191.00,97.56
3190.00,97.57
3189.00,97.58
3188.00,97.59
3187.00,97.60
3186.00,97.61
3185.00,97.62
3184.00,97.63
3183.00,97.64
3182.00,97.65
3181.00,97.65
3180.00,97.66
3179.00,97.67
3178.00,97.68
3177.00,97.69
3176.00,97.70
3175.00,97.71
3174.00,97.72
3173.00,97.72
3172.00,97.73
3171.00,97.74
3170.00,97.75
3169.00,97.76
3168.00,97.77
3167.00,97.78
3166.00,97.79
3165.00,97.80
3164.00,97.80
3163.00,97.81
3162.00,97.81
3161.00,97.82
3160.00,97.83
3159.00,97.83
3158.00,97.84
3157.00,97.85
3156.00,97.85
3155.00,97.86
3154.00,97.87
3153.00,97.87
3152.00,97.88
3151.00,97.89
3150.00,97.90
3149.00,97.90
3148.00,97.91
3147.00,97.91
3146.00,97.92
3145.00,97.92
3144.00,97.93
3143.00,97.94
3142.00,97.94
3141.00,97.95
3140.00,97.96
3139.00,97.96
3138.00,97.97
3137.00,97.98
3136.00,97.98
3135.00,97.98
3134.00,97.99
3133.00,97.99
3132.00,97.99
3131.00,98.00
3130.00,98.00
3129.00,98.01
3128.00,98.01
3127.00,98.02
3126.00,98.02
3125.00,98.03
3124.00,98.03
3123.00,98.04
3122.00,98.04
3121.00,98.04
3120.00,98.04
3119.00,98.05
3118.00,98.05
3117.00,98.06
3116.00,98.06
3115.00,98.06
3114.00,98.06
3113.00,98.07
3112.00,98.07
3111.00,98.08
3110.00,98.09
3109.00,98.09
3108.00,98.09
3107.00,98.10
3106.00,98.10
3105.00,98.09
3104.00,98.09
3103.00,98.09
3102.00,98.10
3101.00,98.10
3100.00,98.10
3099.00,98.10
3098.00,98.10
3097.00,98.10
3096.00,98.10
3095.00,98.10
3094.00,98.10
3093.00,98.10
3092.00,98.10
3091.00,98.10
3090.00,98.09
3089.00,98.09
3088.00,98.09
3087.00,98.09
3086.00,98.08
3085.00,98.08
3084.00,98.08
3083.00,98.07
3082.00,98.06
3081.00,98.05
3080.00,98.05
3079.00,98.04
3078.00,98.04
3077.00,98.03
3076.00,98.03
3075.00,98.03
3074.00,98.04
3073.00,98.04
3072.00,98.04
3071.00,98.05
3070.00,98.05
3069.00,98.05
3068.00,98.06
3067.00,98.06
3066.00,98.06
3065.00,98.06
3064.00,98.07
3063.00,98.08
3062.00,98.08
3061.00,98.09
3060.00,98.09
3059.00,98.10
3058.00,98.10
3057.00,98.10
3056.00,98.10
3055.00,98.10
3054.00,98.10
3053.00,98.09
3052.00,98.08
3051.00,98.07
3050.00,98.06
3049.00,98.04
3048.00,98.03
3047.00,98.02
3046.00,98.00
3045.00,97.99
3044.00,97.97
3043.00,97.96
3042.00,97.95
3041.00,97.93
3040.00,97.91
3039.00,97.90
3038.00,97.88
3037.00,97.87
3036.00,97.86
3035.00,97.85
3034.00,97.84
3033.00,97.83
3032.00,97.82
3031.00,97.81
3030.00,97.81
3029.00,97.80
3028.00,97.79
3027.00,97.79
3026.00,97.78
3025.00,97.77
3024.00,97.76
3023.00,97.75
3022.00,97.74
3021.00,97.73
3020.00,97.72
3019.00,97.71
3018.00,97.69
3017.00,97.68
3016.00,97.66
3015.00,97.65
3014.00,97.63
3013.00,97.61
3012.00,97.58
3011.00,97.56
3010.00,97.53
3009.00,97.51
3008.00,97.49
3007.00,97.46
3006.00,97.44
3005.00,97.41
3004.00,97.37
3003.00,97.34
3002.00,97.31
3001.00,97.27
3000.00,97.24
2999.00,97.20
2998.00,97.17
2997.00,97.13
2996.00,97.09
2995.00,97.05
2994.00,97.00
2993.00,96.96
2992.00,96.91
2991.00,96.86
2990.00,96.81
2989.00,96.77
2988.00,96.72
2987.00,96.66
2986.00,96.59
2985.00,96.50
2984.00,96.40
2983.00,96.30
2982.00,96.21
2981.00,96.13
2980.00,96.08
2979.00,96.03
2978.00,95.97
2977.00,95.91
2976.00,95.84
2975.00,95.74
2974.00,95.64
2973.00,95.51
2972.00,95.39
2971.00,95.26
2970.00,95.14
2969.00,95.01
2968.00,94.88
2967.00,94.74
2966.00,94.60
2965.00,94.45
2964.00,94.31
2963.00,94.16
2962.00,94.02
2961.00,93.89
2960.00,93.77
2959.00,93.67
2958.00,93.58
2957.00,93.50
2956.00,93.45
2955.00,93.41
2954.00,93.40
2953.00,93.40
2952.00,93.42
2951.00,93.44
2950.00,93.46
2949.00,93.46
2948.00,93.44
2947.00,93.40
2946.00,93.33
2945.00,93.25
2944.00,93.14
2943.00,93.02
2942.00,92.87
2941.00,92.71
2940.00,92.53
2939.00,92.34
2938.00,92.14
2937.00,91.92
2936.00,91.68
2935.00,91.44
2934.00,91.19
2933.00,90.93
2932.00,90.66
2931.00,90.39
2930.00,90.11
2929.00,89.83
2928.00,89.54
2927.00,89.25
2926.00,88.93
2925.00,88.60
2924.00,88.24
2923.00,87.86
2922.00,87.46
2921.00,87.07
2920.00,86.70
2919.00,86.41
2918.00,86.27
2917.00,86.35
2916.00,86.68
2915.00,87.24
2914.00,87.96
2913.00,88.73
2912.00,89.46
2911.00,90.10
2910.00,90.63
2909.00,91.06
2908.00,91.42
2907.00,91.72
2906.00,91.98
2905.00,92.21
2904.00,92.42
2903.00,92.60
2902.00,92.78
2901.00,92.94
2900.00,93.10
2899.00,93.24
2898.00,93.39
2897.00,93.52
2896.00,93.66
2895.00,93.78
2894.00,93.91
2893.00,94.03
2892.00,94.14
2891.00,94.26
2890.00,94.36
2889.00,94.47
2888.00,94.57
2887.00,94.67
2886.00,94.76
2885.00,94.84
2884.00,94.91
2883.00,94.98
2882.00,95.04
2881.00,95.09
2880.00,95.13
2879.00,95.15
2878.00,95.16
2877.00,95.16
2876.00,95.14
2875.00,95.12
2874.00,95.10
2873.00,95.08
2872.00,95.06
2871.00,95.06
2870.00,95.06
2869.00,95.06
2868.00,95.05
2867.00,95.02
2866.00,94.98
2865.00,94.91
2864.00,94.81
2863.00,94.70
2862.00,94.56
2861.00,94.40
2860.00,94.22
2859.00,94.03
2858.00,93.82
2857.00,93.59
2856.00,93.32
2855.00,92.98
2854.00,92.57
2853.00,92.07
2852.00,91.52
2851.00,91.02
2850.00,90.72
2849.00,90.73
2848.00,91.10
2847.00,91.75
2846.00,92.53
2845.00,93.29
2844.00,93.94
2843.00,94.47
2842.00,94.89
2841.00,95.24
2840.00,95.52
2839.00,95.77
2838.00,95.99
2837.00,96.19
2836.00,96.37
2835.00,96.54
2834.00,96.69
2833.00,96.84
2832.00,96.97
2831.00,97.09
2830.00,97.20
2829.00,97.30
2828.00,97.39
2827.00,97.47
2826.00,97.54
2825.00,97.61
2824.00,97.67
2823.00,97.72
2822.00,97.76
2821.00,97.80
2820.00,97.84
2819.00,97.87
2818.00,97.90
2817.00,97.93
2816.00,97.95
2815.00,97.98
2814.00,98.00
2813.00,98.02
2812.00,98.04
2811.00,98.06
2810.00,98.08
2809.00,98.09
2808.00,98.11
2807.00,98.12
2806.00,98.14
2805.00,98.15
2804.00,98.16
2803.00,98.18
2802.00,98.19
2801.00,98.20
2800.00,98.22
2799.00,98.23
2798.00,98.24
2797.00,98.25
2796.00,98.26
2795.00,98.27
2794.00,98.28
2793.00,98.29
2792.00,98.30
2791.00,98.31
2790.00,98.32
2789.00,98.33
2788.00,98.34
2787.00,98.34
2786.00,98.35
2785.00,98.36
2784.00,98.36
2783.00,98.37
2782.00,98.38
2781.00,98.39
2780.00,98.39
2779.00,98.40
2778.00,98.41
2777.00,98.41
2776.00,98.42
2775.00,98.42
2774.00,98.43
2773.00,98.44
2772.00,98.44
2771.00,98.44
2770.00,98.45
2769.00,98.45
2768.00,98.45
2767.00,98.45
2766.00,98.46
2765.00,98.46
2764.00,98.46
2763.00,98.47
2762.00,98.47
2761.00,98.47
2760.00,98.48
2759.00,98.48
2758.00,98.48
2757.00,98.49
2756.00,98.49
2755.00,98.49
2754.00,98.49
2753.00,98.50
2752.00,98.50
2751.00,98.50
2750.00,98.50
2749.00,98.50
2748.00,98.51
2747.00,98.51
2746.00,98.51
2745.00,98.51
2744.00,98.51
2743.00,98.51
2742.00,98.51
2741.00,98.51
2740.00,98.51
2739.00,98.52
2738.00,98.52
2737.00,98.52
2736.00,98.52
2735.00,98.52
2734.00,98.52
2733.00,98.52
2732.00,98.52
2731.00,98.52
2730.00,98.53
2729.00,98.53
2728.00,98.53
2727.00,98.53
2726.00,98.54
2725.00,98.54
2724.00,98.54
2723.00,98.55
2722.00,98.55
2721.00,98.55
2720.00,98.55
2719.00,98.56
2718.00,98.56
2717.00,98.57
2716.00,98.57
2715.00,98.57
2714.00,98.58
2713.00,98.58
2712.00,98.58
2711.00,98.58
2710.00,98.58
2709.00,98.58
2708.00,98.58
2707.00,98.59
2706.00,98.59
2705.00,98.59
2704.00,98.60
2703.00,98.60
2702.00,98.60
2701.00,98.60
2700.00,98.60
2699.00,98.61
2698.00,98.61
2697.00,98.61
2696.00,98.61
2695.00,98.61
2694.00,98.61
2693.00,98.62
2692.00,98.62
2691.00,98.62
2690.00,98.62
2689.00,98.62
2688.00,98.62
2687.00,98.61
2686.00,98.61
2685.00,98.61
2684.00,98.62
2683.00,98.62
2682.00,98.62
2681.00,98.63
2680.00,98.63
2679.00,98.63
2678.00,98.63
2677.00,98.63
2676.00,98.63
2675.00,98.63
2674.00,98.62
2673.00,98.62
2672.00,98.62
2671.00,98.62
2670.00,98.62
2669.00,98.62
2668.00,98.61
2667.00,98.61
2666.00,98.60
2665.00,98.59
2664.00,98.58
2663.00,98.57
2662.00,98.56
2661.00,98.55
2660.00,98.55
2659.00,98.55
2658.00,98.54
2657.00,98.54
2656.00,98.54
2655.00,98.54
2654.00,98.54
2653.00,98.54
2652.00,98.54
2651.00,98.55
2650.00,98.55
2649.00,98.55
2648.00,98.55
2647.00,98.55
2646.00,98.56
2645.00,98.56
2644.00,98.56
2643.00,98.56
2642.00,98.57
2641.00,98.57
2640.00,98.57
2639.00,98.57
2638.00,98.58
2637.00,98.58
2636.00,98.58
2635.00,98.58
2634.00,98.59
2633.00,98.59
2632.00,98.60
2631.00,98.61
2630.00,98.61
2629.00,98.62
2628.00,98.62
2627.00,98.63
2626.00,98.63
2625.00,98.63
2624.00,98.63
2623.00,98.64
2622.00,98.64
2621.00,98.65
2620.00,98.65
2619.00,98.65
2618.00,98.65
2617.00,98.66
2616.00,98.66
2615.00,98.67
2614.00,98.68
2613.00,98.68
2612.00,98.69
2611.00,98.69
2610.00,98.70
2609.00,98.70
2608.00,98.70
2607.00,98.71
2606.00,98.71
2605.00,98.71
2604.00,98.71
2603.00,98.72
2602.00,98.72
2601.00,98.73
2600.00,98.74
2599.00,98.74
2598.00,98.74
2597.00,98.75
2596.00,98.75
2595.00,98.75
2594.00,98.76
2593.00,98.77
2592.00,98.77
2591.00,98.78
2590.00,98.78
2589.00,98.78
2588.00,98.78
2587.00,98.79
2586.00,98.79
2585.00,98.79
2584.00,98.79
2583.00,98.79
2582.00,98.79
2581.00,98.80
2580.00,98.80
2579.00,98.80
2578.00,98.80
2577.00,98.81
2576.00,98.81
2575.00,98.81
2574.00,98.82
2573.00,98.82
2572.00,98.83
2571.00,98.83
2570.00,98.83
2569.00,98.83
2568.00,98.84
2567.00,98.84
2566.00,98.84
2565.00,98.85
2564.00,98.85
2563.00,98.85
2562.00,98.85
2561.00,98.85
2560.00,98.85
2559.00,98.85
2558.00,98.85
2557.00,98.86
2556.00,98.86
2555.00,98.87
2554.00,98.88
2553.00,98.88
2552.00,98.88
2551.00,98.88
2550.00,98.89
2549.00,98.88
2548.00,98.88
2547.00,98.88
2546.00,98.88
2545.00,98.88
2544.00,98.88
2543.00,98.88
2542.00,98.89
2541.00,98.89
2540.00,98.89
2539.00,98.89
2538.00,98.89
2537.00,98.89
2536.00,98.89
2535.00,98.89
2534.00,98.90
2533.00,98.90
2532.00,98.91
2531.00,98.91
2530.00,98.92
2529.00,98.92
2528.00,98.91
2527.00,98.91
2526.00,98.91
2525.00,98.91
2524.00,98.91
2523.00,98.92
2522.00,98.92
2521.00,98.93
2520.00,98.93
2519.00,98.93
2518.00,98.93
2517.00,98.92
2516.00,98.92
2515.00,98.92
2514.00,98.92
2513.00,98.93
2512.00,98.93
2511.00,98.93
2510.00,98.93
2509.00,98.94
2508.00,98.94
2507.00,98.94
2506.00,98.94
2505.00,98.94
2504.00,98.95
2503.00,98.95
2502.00,98.95
2501.00,98.95
2500.00,98.95
2499.00,98.96
2498.00,98.96
2497.00,98.96
2496.00,98.96
2495.00,98.96
2494.00,98.96
2493.00,98.96
2492.00,98.97
2491.00,98.97
2490.00,98.97
2489.00,98.97
2488.00,98.97
2487.00,98.97
2486.00,98.97
2485.00,98.98
2484.00,98.98
2483.00,98.98
2482.00,98.98
2481.00,98.98
2480.00,98.98
2479.00,98.98
2478.00,98.98
2477.00,98.98
2476.00,98.98
2475.00,98.99
2474.00,98.99
2473.00,98.99
2472.00,98.99
2471.00,99.00
2470.00,99.00
2469.00,99.00
2468.00,99.00
2467.00,98.99
2466.00,98.99
2465.00,98.99
2464.00,98.99
2463.00,98.99
2462.00,98.99
2461.00,98.98
2460.00,98.98
2459.00,98.98
2458.00,98.97
2457.00,98.97
2456.00,98.97
