Created as New Dataset,Sample 396 By YargerLab Date Thursday, January 09 2025
cm-1,%T
4500.00,97.10
4499.00,97.10
4498.00,97.10
4497.00,97.10
4496.00,97.10
4495.00,97.10
4494.00,97.10
4493.00,97.10
4492.00,97.10
4491.00,97.10
4490.00,97.10
4489.00,97.10
4488.00,97.10
4487.00,97.10
4486.00,97.10
4485.00,97.10
4484.00,97.10
4483.00,97.10
4482.00,97.10
4481.00,97.10
4480.00,97.10
4479.00,97.10
4478.00,97.10
4477.00,97.10
4476.00,97.11
4475.00,97.11
4474.00,97.10
4473.00,97.11
4472.00,97.11
4471.00,97.11
4470.00,97.10
4469.00,97.10
4468.00,97.10
4467.00,97.10
4466.00,97.11
4465.00,97.11
4464.00,97.11
4463.00,97.11
4462.00,97.11
4461.00,97.11
4460.00,97.12
4459.00,97.12
4458.00,97.12
4457.00,97.12
4456.00,97.11
4455.00,97.11
4454.00,97.10
4453.00,97.10
4452.00,97.10
4451.00,97.10
4450.00,97.10
4449.00,97.11
4448.00,97.11
4447.00,97.11
4446.00,97.11
4445.00,97.10
4444.00,97.10
4443.00,97.10
4442.00,97.10
4441.00,97.10
4440.00,97.11
4439.00,97.11
4438.00,97.10
4437.00,97.10
4436.00,97.10
4435.00,97.10
4434.00,97.10
4433.00,97.10
4432.00,97.10
4431.00,97.10
4430.00,97.10
4429.00,97.10
4428.00,97.10
4427.00,97.10
4426.00,97.10
4425.00,97.10
4424.00,97.10
4423.00,97.10
4422.00,97.10
4421.00,97.11
4420.00,97.11
4419.00,97.11
4418.00,97.10
4417.00,97.10
4416.00,97.10
4415.00,97.10
4414.00,97.10
4413.00,97.10
4412.00,97.11
4411.00,97.11
4410.00,97.11
4409.00,97.11
4408.00,97.11
4407.00,97.10
4406.00,97.10
4405.00,97.10
4404.00,97.11
4403.00,97.11
4402.00,97.11
4401.00,97.12
4400.00,97.12
4399.00,97.12
4398.00,97.11
4397.00,97.11
4396.00,97.11
4395.00,97.11
4394.00,97.11
4393.00,97.11
4392.00,97.11
4391.00,97.11
4390.00,97.12
4389.00,97.12
4388.00,97.11
4387.00,97.11
4386.00,97.11
4385.00,97.11
4384.00,97.12
4383.00,97.12
4382.00,97.12
4381.00,97.12
4380.00,97.11
4379.00,97.11
4378.00,97.11
4377.00,97.12
4376.00,97.12
4375.00,97.12
4374.00,97.12
4373.00,97.12
4372.00,97.12
4371.00,97.12
4370.00,97.11
4369.00,97.11
4368.00,97.12
4367.00,97.12
4366.00,97.12
4365.00,97.12
4364.00,97.12
4363.00,97.12
4362.00,97.12
4361.00,97.12
4360.00,97.12
4359.00,97.12
4358.00,97.12
4357.00,97.12
4356.00,97.12
4355.00,97.12
4354.00,97.12
4353.00,97.12
4352.00,97.11
4351.00,97.11
4350.00,97.11
4349.00,97.11
4348.00,97.11
4347.00,97.11
4346.00,97.11
4345.00,97.11
4344.00,97.11
4343.00,97.11
4342.00,97.10
4341.00,97.10
4340.00,97.10
4339.00,97.10
4338.00,97.10
4337.00,97.10
4336.00,97.10
4335.00,97.10
4334.00,97.09
4333.00,97.09
4332.00,97.09
4331.00,97.09
4330.00,97.09
4329.00,97.09
4328.00,97.09
4327.00,97.09
4326.00,97.09
4325.00,97.08
4324.00,97.08
4323.00,97.08
4322.00,97.09
4321.00,97.09
4320.00,97.09
4319.00,97.09
4318.00,97.08
4317.00,97.08
4316.00,97.08
4315.00,97.08
4314.00,97.08
4313.00,97.09
4312.00,97.09
4311.00,97.09
4310.00,97.09
4309.00,97.09
4308.00,97.09
4307.00,97.09
4306.00,97.09
4305.00,97.09
4304.00,97.09
4303.00,97.09
4302.00,97.09
4301.00,97.09
4300.00,97.09
4299.00,97.09
4298.00,97.09
4297.00,97.09
4296.00,97.09
4295.00,97.09
4294.00,97.09
4293.00,97.09
4292.00,97.09
4291.00,97.09
4290.00,97.09
4289.00,97.09
4288.00,97.09
4287.00,97.10
4286.00,97.10
4285.00,97.10
4284.00,97.11
4283.00,97.11
4282.00,97.11
4281.00,97.11
4280.00,97.11
4279.00,97.11
4278.00,97.11
4277.00,97.11
4276.00,97.11
4275.00,97.11
4274.00,97.11
4273.00,97.11
4272.00,97.11
4271.00,97.11
4270.00,97.11
4269.00,97.11
4268.00,97.11
4267.00,97.12
4266.00,97.12
4265.00,97.12
4264.00,97.12
4263.00,97.12
4262.00,97.12
4261.00,97.12
4260.00,97.12
4259.00,97.12
