% Filename : WDL5_p7_00023_00026.h5
% Date & Time : 30-Oct-2025 16:53:22
% X-ray Energy (keV) : 13.30001
% Exposure Time (s) : 0.500
% Photodiode Value : 140874.000
% I0 of Sample : 0
% I0 of Standard : 1
% 
% q(A^-1)   I(q)    I(q)_SE
8.40000000e-01	0.00000000e+00	0.00000000e+00
8.45000000e-01	3.02742893e-03	5.29066209e-04
8.50000000e-01	2.89417297e-03	2.68934295e-04
8.55000000e-01	2.88143508e-03	2.35652214e-04
8.60000000e-01	2.83294944e-03	2.00399507e-04
8.65000000e-01	2.87217585e-03	1.87005719e-04
8.70000000e-01	2.84296493e-03	1.76666369e-04
8.75000000e-01	2.82039907e-03	1.68632464e-04
8.80000000e-01	2.85468528e-03	1.65008065e-04
8.85000000e-01	2.86566517e-03	1.56526798e-04
8.90000000e-01	2.88597773e-03	1.54208755e-04
8.95000000e-01	2.87698425e-03	1.49459242e-04
9.00000000e-01	2.89292218e-03	1.49056779e-04
9.05000000e-01	2.90978543e-03	1.43180472e-04
9.10000000e-01	2.87866042e-03	1.39095564e-04
9.15000000e-01	2.91303629e-03	1.38498029e-04
9.20000000e-01	2.89005304e-03	1.37284496e-04
9.25000000e-01	2.92168814e-03	1.32746990e-04
9.30000000e-01	2.97541244e-03	1.33922027e-04
9.35000000e-01	2.94276354e-03	1.29778743e-04
9.40000000e-01	2.93136317e-03	1.29756802e-04
9.45000000e-01	2.96330354e-03	1.27811571e-04
9.50000000e-01	2.97333640e-03	1.26439174e-04
9.55000000e-01	2.95687272e-03	1.23401764e-04
9.60000000e-01	2.96342869e-03	1.23821425e-04
9.65000000e-01	2.97206134e-03	1.22048618e-04
9.70000000e-01	3.00652310e-03	1.21408405e-04
9.75000000e-01	2.98955003e-03	1.19524179e-04
9.80000000e-01	3.01113323e-03	1.19304652e-04
9.85000000e-01	3.00153957e-03	1.19078474e-04
9.90000000e-01	3.00885885e-03	1.15639793e-04
9.95000000e-01	3.02617307e-03	1.15818209e-04
1.00000000e+00	3.03562324e-03	1.15680612e-04
