Created as New Dataset,Sample 782 By YargerLab Date Sunday, March 22 2026
cm-1,A
4000.00,0.0163
3999.00,0.0163
3998.00,0.0163
3997.00,0.0163
3996.00,0.0163
3995.00,0.0163
3994.00,0.0163
3993.00,0.0163
3992.00,0.0163
3991.00,0.0163
3990.00,0.0163
3989.00,0.0163
3988.00,0.0163
3987.00,0.0163
3986.00,0.0163
3985.00,0.0162
3984.00,0.0162
3983.00,0.0162
3982.00,0.0162
3981.00,0.0162
3980.00,0.0162
3979.00,0.0162
3978.00,0.0162
3977.00,0.0163
3976.00,0.0163
3975.00,0.0163
3974.00,0.0162
3973.00,0.0162
3972.00,0.0162
3971.00,0.0162
3970.00,0.0162
3969.00,0.0162
3968.00,0.0162
3967.00,0.0162
3966.00,0.0162
3965.00,0.0162
3964.00,0.0162
3963.00,0.0162
3962.00,0.0162
3961.00,0.0162
3960.00,0.0162
3959.00,0.0162
3958.00,0.0162
3957.00,0.0162
3956.00,0.0161
3955.00,0.0161
3954.00,0.0161
3953.00,0.0161
3952.00,0.0161
3951.00,0.0161
3950.00,0.0161
3949.00,0.0162
3948.00,0.0162
3947.00,0.0162
3946.00,0.0162
3945.00,0.0162
3944.00,0.0162
3943.00,0.0161
3942.00,0.0161
3941.00,0.0160
3940.00,0.0160
3939.00,0.0160
3938.00,0.0160
3937.00,0.0160
3936.00,0.0161
3935.00,0.0161
3934.00,0.0162
3933.00,0.0162
3932.00,0.0162
3931.00,0.0161
3930.00,0.0161
3929.00,0.0161
3928.00,0.0161
3927.00,0.0160
3926.00,0.0160
3925.00,0.0160
3924.00,0.0160
3923.00,0.0160
3922.00,0.0160
3921.00,0.0161
3920.00,0.0161
3919.00,0.0161
3918.00,0.0162
3917.00,0.0161
3916.00,0.0161
3915.00,0.0161
3914.00,0.0160
3913.00,0.0160
3912.00,0.0159
3911.00,0.0159
3910.00,0.0158
3909.00,0.0158
3908.00,0.0158
3907.00,0.0158
3906.00,0.0159
3905.00,0.0160
3904.00,0.0161
3903.00,0.0162
3902.00,0.0164
3901.00,0.0164
3900.00,0.0164
3899.00,0.0162
3898.00,0.0161
3897.00,0.0161
3896.00,0.0160
3895.00,0.0160
3894.00,0.0159
3893.00,0.0158
3892.00,0.0158
3891.00,0.0158
3890.00,0.0158
3889.00,0.0159
3888.00,0.0160
3887.00,0.0161
3886.00,0.0161
3885.00,0.0160
3884.00,0.0160
3883.00,0.0160
3882.00,0.0161
3881.00,0.0160
3880.00,0.0159
3879.00,0.0159
3878.00,0.0159
3877.00,0.0159
3876.00,0.0159
3875.00,0.0159
3874.00,0.0158
3873.00,0.0158
3872.00,0.0158
3871.00,0.0159
3870.00,0.0159
3869.00,0.0159
3868.00,0.0159
3867.00,0.0159
3866.00,0.0159
3865.00,0.0159
3864.00,0.0158
3863.00,0.0158
3862.00,0.0158
3861.00,0.0158
3860.00,0.0158
3859.00,0.0157
3858.00,0.0155
3857.00,0.0154
3856.00,0.0153
3855.00,0.0153
3854.00,0.0154
3853.00,0.0155
3852.00,0.0156
3851.00,0.0157
3850.00,0.0158
3849.00,0.0158
3848.00,0.0157
3847.00,0.0157
3846.00,0.0156
3845.00,0.0156
3844.00,0.0156
3843.00,0.0156
3842.00,0.0156
3841.00,0.0156
3840.00,0.0156
3839.00,0.0156
3838.00,0.0156
3837.00,0.0156
3836.00,0.0156
3835.00,0.0156
3834.00,0.0156
3833.00,0.0156
3832.00,0.0155
3831.00,0.0155
3830.00,0.0155
3829.00,0.0155
3828.00,0.0155
3827.00,0.0154
3826.00,0.0154
3825.00,0.0153
3824.00,0.0154
3823.00,0.0155
3822.00,0.0155
3821.00,0.0155
3820.00,0.0154
3819.00,0.0154
3818.00,0.0155
3817.00,0.0155
3816.00,0.0154
3815.00,0.0153
3814.00,0.0152
3813.00,0.0152
3812.00,0.0152
3811.00,0.0152
3810.00,0.0152
3809.00,0.0152
3808.00,0.0152
3807.00,0.0152
3806.00,0.0152
3805.00,0.0152
3804.00,0.0153
3803.00,0.0153
3802.00,0.0153
3801.00,0.0153
3800.00,0.0152
3799.00,0.0153
3798.00,0.0153
3797.00,0.0153
3796.00,0.0153
3795.00,0.0151
3794.00,0.0151
3793.00,0.0150
3792.00,0.0149
3791.00,0.0149
3790.00,0.0148
3789.00,0.0148
3788.00,0.0148
3787.00,0.0148
3786.00,0.0148
3785.00,0.0148
3784.00,0.0149
3783.00,0.0149
3782.00,0.0149
3781.00,0.0149
3780.00,0.0149
3779.00,0.0149
3778.00,0.0148
3777.00,0.0148
3776.00,0.0148
3775.00,0.0148
3774.00,0.0148
3773.00,0.0148
3772.00,0.0148
3771.00,0.0149
3770.00,0.0149
3769.00,0.0149
3768.00,0.0150
3767.00,0.0150
3766.00,0.0150
3765.00,0.0150
3764.00,0.0149
3763.00,0.0149
3762.00,0.0149
3761.00,0.0150
3760.00,0.0150
3759.00,0.0149
3758.00,0.0149
3757.00,0.0149
3756.00,0.0149
3755.00,0.0150
3754.00,0.0150
3753.00,0.0151
3752.00,0.0151
3751.00,0.0151
3750.00,0.0152
3749.00,0.0153
3748.00,0.0153
3747.00,0.0153
3746.00,0.0153
3745.00,0.0153
3744.00,0.0152
3743.00,0.0151
3742.00,0.0151
3741.00,0.0152
3740.00,0.0152
3739.00,0.0153
3738.00,0.0154
3737.00,0.0154
3736.00,0.0154
3735.00,0.0153
3734.00,0.0152
3733.00,0.0152
3732.00,0.0151
3731.00,0.0150
3730.00,0.0149
3729.00,0.0149
3728.00,0.0149
3727.00,0.0148
3726.00,0.0148
3725.00,0.0148
3724.00,0.0148
3723.00,0.0147
3722.00,0.0147
3721.00,0.0147
3720.00,0.0146
3719.00,0.0145
3718.00,0.0145
3717.00,0.0144
3716.00,0.0144
3715.00,0.0144
3714.00,0.0145
3713.00,0.0145
3712.00,0.0145
3711.00,0.0145
3710.00,0.0145
3709.00,0.0146
3708.00,0.0145
3707.00,0.0145
3706.00,0.0144
3705.00,0.0144
3704.00,0.0144
3703.00,0.0143
3702.00,0.0143
3701.00,0.0142
3700.00,0.0142
3699.00,0.0142
3698.00,0.0142
3697.00,0.0142
3696.00,0.0142
3695.00,0.0142
3694.00,0.0142
3693.00,0.0142
3692.00,0.0142
3691.00,0.0142
3690.00,0.0142
3689.00,0.0143
3688.00,0.0144
3687.00,0.0144
3686.00,0.0144
3685.00,0.0144
3684.00,0.0144
3683.00,0.0144
3682.00,0.0144
3681.00,0.0144
3680.00,0.0144
3679.00,0.0145
3678.00,0.0146
3677.00,0.0147
3676.00,0.0148
3675.00,0.0148
3674.00,0.0148
3673.00,0.0148
3672.00,0.0149
3671.00,0.0150
3670.00,0.0149
3669.00,0.0148
3668.00,0.0148
3667.00,0.0148
3666.00,0.0147
3665.00,0.0147
3664.00,0.0147
3663.00,0.0146
3662.00,0.0146
3661.00,0.0146
3660.00,0.0147
3659.00,0.0148
3658.00,0.0149
3657.00,0.0149
3656.00,0.0150
3655.00,0.0151
3654.00,0.0152
3653.00,0.0154
3652.00,0.0156
3651.00,0.0157
3650.00,0.0158
3649.00,0.0159
3648.00,0.0160
3647.00,0.0160
3646.00,0.0159
3645.00,0.0159
3644.00,0.0158
3643.00,0.0157
3642.00,0.0157
3641.00,0.0157
3640.00,0.0157
3639.00,0.0157
3638.00,0.0157
3637.00,0.0158
3636.00,0.0159
3635.00,0.0160
3634.00,0.0160
3633.00,0.0161
3632.00,0.0162
3631.00,0.0164
3630.00,0.0166
3629.00,0.0166
3628.00,0.0167
3627.00,0.0168
3626.00,0.0169
3625.00,0.0170
3624.00,0.0170
3623.00,0.0170
3622.00,0.0170
3621.00,0.0170
3620.00,0.0170
3619.00,0.0171
3618.00,0.0173
3617.00,0.0174
3616.00,0.0176
3615.00,0.0177
3614.00,0.0178
3613.00,0.0179
3612.00,0.0179
3611.00,0.0181
3610.00,0.0182
3609.00,0.0182
3608.00,0.0182
3607.00,0.0182
3606.00,0.0182
3605.00,0.0182
3604.00,0.0183
3603.00,0.0183
3602.00,0.0183
3601.00,0.0184
3600.00,0.0184
3599.00,0.0185
3598.00,0.0187
3597.00,0.0188
3596.00,0.0188
3595.00,0.0189
3594.00,0.0190
3593.00,0.0191
3592.00,0.0192
3591.00,0.0194
3590.00,0.0196
3589.00,0.0197
3588.00,0.0198
3587.00,0.0198
3586.00,0.0199
3585.00,0.0200
3584.00,0.0200
3583.00,0.0201
3582.00,0.0201
3581.00,0.0201
3580.00,0.0201
3579.00,0.0202
3578.00,0.0203
3577.00,0.0204
3576.00,0.0205
3575.00,0.0206
3574.00,0.0207
3573.00,0.0208
3572.00,0.0209
3571.00,0.0211
3570.00,0.0213
3569.00,0.0215
3568.00,0.0217
3567.00,0.0218
3566.00,0.0219
3565.00,0.0220
3564.00,0.0221
3563.00,0.0221
3562.00,0.0221
3561.00,0.0221
3560.00,0.0222
3559.00,0.0223
3558.00,0.0224
3557.00,0.0225
3556.00,0.0226
3555.00,0.0227
3554.00,0.0227
3553.00,0.0228
3552.00,0.0230
3551.00,0.0231
3550.00,0.0233
3549.00,0.0234
3548.00,0.0236
3547.00,0.0237
3546.00,0.0238
3545.00,0.0238
3544.00,0.0239
3543.00,0.0240
3542.00,0.0241
3541.00,0.0242
3540.00,0.0243
3539.00,0.0243
3538.00,0.0244
3537.00,0.0245
3536.00,0.0246
3535.00,0.0247
3534.00,0.0248
3533.00,0.0249
3532.00,0.0250
3531.00,0.0251
3530.00,0.0252
3529.00,0.0253
3528.00,0.0254
3527.00,0.0256
3526.00,0.0257
3525.00,0.0258
3524.00,0.0259
3523.00,0.0260
3522.00,0.0261
3521.00,0.0261
3520.00,0.0262
3519.00,0.0263
3518.00,0.0263
3517.00,0.0264
3516.00,0.0264
3515.00,0.0265
3514.00,0.0266
3513.00,0.0267
3512.00,0.0268
3511.00,0.0269
3510.00,0.0270
3509.00,0.0271
3508.00,0.0272
3507.00,0.0273
3506.00,0.0274
3505.00,0.0275
3504.00,0.0276
3503.00,0.0277
3502.00,0.0277
3501.00,0.0278
3500.00,0.0279
3499.00,0.0280
3498.00,0.0280
3497.00,0.0281
3496.00,0.0282
3495.00,0.0282
3494.00,0.0283
3493.00,0.0284
3492.00,0.0284
3491.00,0.0285
3490.00,0.0286
3489.00,0.0287
3488.00,0.0287
3487.00,0.0288
3486.00,0.0289
3485.00,0.0290
3484.00,0.0291
3483.00,0.0292
3482.00,0.0292
3481.00,0.0293
3480.00,0.0294
3479.00,0.0295
3478.00,0.0296
3477.00,0.0296
3476.00,0.0297
3475.00,0.0298
3474.00,0.0298
3473.00,0.0299
3472.00,0.0300
3471.00,0.0300
3470.00,0.0301
3469.00,0.0302
3468.00,0.0303
3467.00,0.0304
3466.00,0.0305
3465.00,0.0306
3464.00,0.0307
3463.00,0.0307
3462.00,0.0308
3461.00,0.0308
3460.00,0.0309
3459.00,0.0310
3458.00,0.0311
3457.00,0.0311
3456.00,0.0312
3455.00,0.0313
3454.00,0.0313
3453.00,0.0314
3452.00,0.0315
3451.00,0.0316
3450.00,0.0317
3449.00,0.0318
3448.00,0.0319
3447.00,0.0320
3446.00,0.0321
3445.00,0.0322
3444.00,0.0323
3443.00,0.0324
3442.00,0.0325
3441.00,0.0326
3440.00,0.0327
3439.00,0.0329
3438.00,0.0330
3437.00,0.0331
3436.00,0.0332
3435.00,0.0334
3434.00,0.0335
3433.00,0.0336
3432.00,0.0337
3431.00,0.0339
3430.00,0.0340
3429.00,0.0342
3428.00,0.0343
3427.00,0.0345
3426.00,0.0347
3425.00,0.0348
3424.00,0.0350
3423.00,0.0351
3422.00,0.0353
3421.00,0.0355
3420.00,0.0356
3419.00,0.0358
3418.00,0.0360
3417.00,0.0361
3416.00,0.0363
3415.00,0.0365
3414.00,0.0366
3413.00,0.0368
3412.00,0.0369
3411.00,0.0371
3410.00,0.0373
3409.00,0.0375
3408.00,0.0377
3407.00,0.0379
3406.00,0.0380
3405.00,0.0382
3404.00,0.0383
3403.00,0.0384
3402.00,0.0385
3401.00,0.0387
3400.00,0.0389
3399.00,0.0391
3398.00,0.0393
3397.00,0.0395
3396.00,0.0396
3395.00,0.0398
3394.00,0.0399
3393.00,0.0401
3392.00,0.0403
3391.00,0.0405
3390.00,0.0407
3389.00,0.0410
3388.00,0.0412
3387.00,0.0414
3386.00,0.0415
3385.00,0.0417
3384.00,0.0419
3383.00,0.0421
3382.00,0.0423
3381.00,0.0425
3380.00,0.0427
3379.00,0.0429
3378.00,0.0432
3377.00,0.0434
3376.00,0.0436
3375.00,0.0438
3374.00,0.0441
3373.00,0.0443
3372.00,0.0445
3371.00,0.0447
3370.00,0.0449
3369.00,0.0452
3368.00,0.0454
3367.00,0.0458
3366.00,0.0461
3365.00,0.0465
3364.00,0.0468
3363.00,0.0471
3362.00,0.0474
3361.00,0.0477
3360.00,0.0481
3359.00,0.0484
3358.00,0.0488
3357.00,0.0492
3356.00,0.0495
3355.00,0.0498
3354.00,0.0502
3353.00,0.0505
3352.00,0.0508
3351.00,0.0512
3350.00,0.0516
3349.00,0.0521
3348.00,0.0525
3347.00,0.0530
3346.00,0.0534
3345.00,0.0538
3344.00,0.0543
3343.00,0.0547
3342.00,0.0551
3341.00,0.0556
3340.00,0.0560
3339.00,0.0566
3338.00,0.0571
3337.00,0.0577
3336.00,0.0583
3335.00,0.0589
3334.00,0.0595
3333.00,0.0601
3332.00,0.0607
3331.00,0.0612
3330.00,0.0618
3329.00,0.0624
3328.00,0.0629
3327.00,0.0635
3326.00,0.0641
3325.00,0.0648
3324.00,0.0655
3323.00,0.0662
3322.00,0.0669
3321.00,0.0676
3320.00,0.0683
3319.00,0.0690
3318.00,0.0697
3317.00,0.0705
3316.00,0.0712
3315.00,0.0719
3314.00,0.0726
3313.00,0.0733
3312.00,0.0739
3311.00,0.0745
3310.00,0.0751
3309.00,0.0757
3308.00,0.0764
3307.00,0.0770
3306.00,0.0777
3305.00,0.0785
3304.00,0.0793
3303.00,0.0801
3302.00,0.0809
3301.00,0.0816
3300.00,0.0822
3299.00,0.0827
3298.00,0.0832
3297.00,0.0836
3296.00,0.0841
3295.00,0.0845
3294.00,0.0849
3293.00,0.0853
3292.00,0.0857
3291.00,0.0861
3290.00,0.0864
3289.00,0.0867
3288.00,0.0869
3287.00,0.0870
3286.00,0.0870
3285.00,0.0870
3284.00,0.0869
3283.00,0.0868
3282.00,0.0866
3281.00,0.0864
3280.00,0.0861
3279.00,0.0857
3278.00,0.0853
3277.00,0.0849
3276.00,0.0843
3275.00,0.0838
3274.00,0.0832
3273.00,0.0825
3272.00,0.0818
3271.00,0.0812
3270.00,0.0806
3269.00,0.0801
3268.00,0.0795
3267.00,0.0788
3266.00,0.0782
3265.00,0.0775
3264.00,0.0768
3263.00,0.0761
3262.00,0.0754
3261.00,0.0747
3260.00,0.0740
3259.00,0.0733
3258.00,0.0725
3257.00,0.0718
3256.00,0.0712
3255.00,0.0706
3254.00,0.0700
3253.00,0.0695
3252.00,0.0689
3251.00,0.0683
3250.00,0.0676
3249.00,0.0670
3248.00,0.0664
3247.00,0.0658
3246.00,0.0654
3245.00,0.0649
3244.00,0.0645
3243.00,0.0641
3242.00,0.0636
3241.00,0.0631
3240.00,0.0627
3239.00,0.0622
3238.00,0.0617
3237.00,0.0613
3236.00,0.0607
3235.00,0.0602
3234.00,0.0598
3233.00,0.0594
3232.00,0.0591
3231.00,0.0588
3230.00,0.0585
3229.00,0.0582
