Created as New Dataset,Sample 450 By YargerLab Date Thursday, February 27 2025
cm-1,%T
4000.00,97.56
3999.00,97.56
3998.00,97.56
3997.00,97.56
3996.00,97.55
3995.00,97.55
3994.00,97.55
3993.00,97.56
3992.00,97.56
3991.00,97.57
3990.00,97.57
3989.00,97.58
3988.00,97.58
3987.00,97.58
3986.00,97.58
3985.00,97.58
3984.00,97.57
3983.00,97.57
3982.00,97.57
3981.00,97.57
3980.00,97.57
3979.00,97.56
3978.00,97.56
3977.00,97.56
3976.00,97.56
3975.00,97.56
3974.00,97.56
3973.00,97.57
3972.00,97.57
3971.00,97.57
3970.00,97.57
3969.00,97.57
3968.00,97.58
3967.00,97.57
3966.00,97.57
3965.00,97.57
3964.00,97.58
3963.00,97.58
3962.00,97.59
3961.00,97.59
3960.00,97.59
3959.00,97.58
3958.00,97.58
3957.00,97.58
3956.00,97.58
3955.00,97.58
3954.00,97.58
3953.00,97.58
3952.00,97.57
3951.00,97.57
3950.00,97.57
3949.00,97.57
3948.00,97.57
3947.00,97.57
3946.00,97.57
3945.00,97.58
3944.00,97.58
3943.00,97.58
3942.00,97.58
3941.00,97.58
3940.00,97.57
3939.00,97.57
3938.00,97.56
3937.00,97.56
3936.00,97.56
3935.00,97.56
3934.00,97.55
3933.00,97.55
3932.00,97.56
3931.00,97.56
3930.00,97.57
3929.00,97.57
3928.00,97.57
3927.00,97.57
3926.00,97.57
3925.00,97.57
3924.00,97.57
3923.00,97.57
3922.00,97.57
3921.00,97.57
3920.00,97.57
3919.00,97.57
3918.00,97.58
3917.00,97.59
3916.00,97.59
3915.00,97.60
3914.00,97.60
3913.00,97.60
3912.00,97.59
3911.00,97.59
3910.00,97.59
3909.00,97.59
3908.00,97.59
3907.00,97.59
3906.00,97.59
3905.00,97.59
3904.00,97.58
3903.00,97.58
3902.00,97.58
3901.00,97.57
3900.00,97.57
3899.00,97.58
3898.00,97.58
3897.00,97.59
3896.00,97.59
3895.00,97.60
3894.00,97.60
3893.00,97.59
3892.00,97.59
3891.00,97.59
3890.00,97.59
3889.00,97.58
3888.00,97.58
3887.00,97.57
3886.00,97.57
3885.00,97.58
3884.00,97.58
3883.00,97.59
3882.00,97.59
3881.00,97.59
3880.00,97.60
3879.00,97.61
3878.00,97.61
3877.00,97.61
3876.00,97.60
3875.00,97.60
3874.00,97.60
3873.00,97.60
3872.00,97.59
3871.00,97.59
3870.00,97.58
3869.00,97.59
3868.00,97.59
3867.00,97.58
3866.00,97.58
3865.00,97.58
3864.00,97.59
3863.00,97.60
3862.00,97.59
3861.00,97.59
3860.00,97.59
3859.00,97.59
3858.00,97.60
3857.00,97.60
3856.00,97.60
3855.00,97.60
3854.00,97.60
3853.00,97.61
3852.00,97.61
3851.00,97.61
3850.00,97.61
3849.00,97.61
3848.00,97.61
3847.00,97.61
3846.00,97.61
3845.00,97.60
3844.00,97.60
3843.00,97.60
3842.00,97.59
3841.00,97.59
3840.00,97.59
3839.00,97.59
3838.00,97.59
3837.00,97.60
3836.00,97.60
3835.00,97.60
3834.00,97.60
3833.00,97.60
3832.00,97.60
3831.00,97.61
3830.00,97.62
3829.00,97.62
3828.00,97.63
3827.00,97.64
3826.00,97.64
3825.00,97.64
3824.00,97.63
3823.00,97.61
3822.00,97.61
3821.00,97.61
3820.00,97.62
3819.00,97.62
3818.00,97.62
3817.00,97.61
3816.00,97.62
3815.00,97.62
3814.00,97.63
3813.00,97.62
3812.00,97.62
3811.00,97.62
3810.00,97.63
3809.00,97.64
3808.00,97.64
3807.00,97.64
3806.00,97.64
3805.00,97.64
3804.00,97.63
3803.00,97.62
3802.00,97.62
3801.00,97.64
3800.00,97.65
3799.00,97.65
3798.00,97.64
3797.00,97.63
3796.00,97.63
3795.00,97.63
3794.00,97.63
3793.00,97.62
3792.00,97.62
3791.00,97.63
3790.00,97.63
3789.00,97.64
3788.00,97.64
3787.00,97.64
3786.00,97.64
3785.00,97.64
3784.00,97.63
3783.00,97.63
3782.00,97.62
3781.00,97.62
3780.00,97.63
3779.00,97.63
3778.00,97.64
3777.00,97.64
3776.00,97.64
3775.00,97.64
3774.00,97.64
3773.00,97.65
3772.00,97.65
3771.00,97.65
3770.00,97.64
3769.00,97.63
3768.00,97.63
3767.00,97.63
3766.00,97.63
3765.00,97.63
3764.00,97.64
3763.00,97.64
3762.00,97.64
3761.00,97.64
3760.00,97.65
3759.00,97.65
3758.00,97.65
3757.00,97.65
3756.00,97.65
3755.00,97.65
3754.00,97.64
3753.00,97.64
3752.00,97.64
3751.00,97.64
3750.00,97.64
3749.00,97.64
3748.00,97.65
3747.00,97.65
3746.00,97.64
3745.00,97.64
3744.00,97.64
3743.00,97.65
3742.00,97.65
3741.00,97.65
3740.00,97.65
3739.00,97.66
3738.00,97.66
3737.00,97.66
3736.00,97.66
3735.00,97.66
3734.00,97.66
3733.00,97.66
3732.00,97.66
3731.00,97.67
3730.00,97.67
3729.00,97.68
3728.00,97.68
3727.00,97.68
3726.00,97.69
3725.00,97.69
3724.00,97.69
3723.00,97.69
3722.00,97.69
3721.00,97.69
3720.00,97.69
3719.00,97.69
3718.00,97.69
3717.00,97.70
3716.00,97.70
3715.00,97.71
3714.00,97.71
3713.00,97.70
3712.00,97.70
3711.00,97.70
3710.00,97.70
3709.00,97.70
3708.00,97.70
3707.00,97.70
3706.00,97.71
3705.00,97.71
3704.00,97.71
3703.00,97.70
3702.00,97.71
3701.00,97.71
3700.00,97.71
3699.00,97.71
3698.00,97.72
3697.00,97.72
3696.00,97.73
3695.00,97.73
3694.00,97.74
3693.00,97.74
3692.00,97.74
3691.00,97.74
3690.00,97.74
3689.00,97.74
3688.00,97.75
3687.00,97.76
3686.00,97.77
3685.00,97.78
3684.00,97.80
3683.00,97.81
3682.00,97.82
3681.00,97.83
3680.00,97.84
3679.00,97.85
3678.00,97.86
3677.00,97.87
3676.00,97.89
3675.00,97.90
3674.00,97.92
3673.00,97.92
3672.00,97.92
3671.00,97.92
3670.00,97.94
3669.00,97.95
3668.00,97.96
3667.00,97.95
3666.00,97.95
3665.00,97.95
3664.00,97.96
3663.00,97.97
3662.00,97.98
3661.00,97.99
3660.00,98.01
3659.00,98.01
3658.00,98.02
3657.00,98.02
3656.00,98.03
3655.00,98.03
3654.00,98.02
3653.00,98.01
3652.00,97.99
3651.00,97.98
3650.00,97.97
3649.00,97.97
3648.00,97.97
3647.00,97.96
3646.00,97.95
3645.00,97.94
3644.00,97.93
3643.00,97.92
3642.00,97.92
3641.00,97.92
3640.00,97.93
3639.00,97.94
3638.00,97.94
3637.00,97.94
3636.00,97.93
3635.00,97.91
3634.00,97.89
3633.00,97.87
3632.00,97.86
3631.00,97.85
3630.00,97.84
3629.00,97.83
3628.00,97.82
3627.00,97.82
3626.00,97.81
3625.00,97.80
3624.00,97.79
3623.00,97.79
3622.00,97.78
3621.00,97.78
3620.00,97.78
3619.00,97.78
3618.00,97.79
3617.00,97.79
3616.00,97.79
3615.00,97.78
3614.00,97.77
3613.00,97.76
3612.00,97.75
3611.00,97.73
3610.00,97.73
3609.00,97.74
3608.00,97.75
3607.00,97.76
3606.00,97.77
3605.00,97.77
3604.00,97.76
3603.00,97.75
3602.00,97.74
3601.00,97.74
3600.00,97.75
3599.00,97.76
3598.00,97.76
3597.00,97.77
3596.00,97.77
3595.00,97.76
3594.00,97.76
3593.00,97.75
3592.00,97.75
3591.00,97.75
3590.00,97.74
3589.00,97.74
3588.00,97.74
3587.00,97.75
3586.00,97.75
3585.00,97.75
3584.00,97.75
3583.00,97.75
3582.00,97.75
3581.00,97.75
3580.00,97.74
3579.00,97.74
3578.00,97.74
3577.00,97.75
3576.00,97.75
3575.00,97.75
3574.00,97.76
3573.00,97.76
3572.00,97.77
3571.00,97.77
3570.00,97.77
3569.00,97.76
3568.00,97.76
3567.00,97.75
3566.00,97.75
3565.00,97.75
3564.00,97.74
3563.00,97.74
3562.00,97.74
3561.00,97.75
3560.00,97.75
3559.00,97.74
3558.00,97.74
3557.00,97.73
3556.00,97.74
3555.00,97.74
3554.00,97.75
3553.00,97.76
3552.00,97.76
3551.00,97.75
3550.00,97.75
3549.00,97.74
3548.00,97.73
3547.00,97.73
3546.00,97.73
3545.00,97.73
3544.00,97.73
3543.00,97.73
3542.00,97.73
3541.00,97.73
3540.00,97.73
3539.00,97.72
3538.00,97.72
3537.00,97.72
