x	y
-3.0084276186591605	209582.99253589404
-3.007938110078197	209661.4936464707
-3.0074486014972335	209804.93135375893
-3.00695909291627	209998.09136614593
-3.0064695843353064	210348.764166908
-3.005980075754343	210850.91624291663
-3.0054905671733794	211203.06943627028
-3.005001058592416	211231.38472428318
-3.0045115500114523	210983.60212199268
-3.004022041430489	210560.17279669998
-3.0035325328495253	210293.4165366739
-3.0030430242685617	210231.28220266625
-3.002553515687598	209987.52681271092
-3.0020640071066347	209620.30467831215
-3.001574498525671	209404.26627691617
-3.0010849899447076	209302.17449052265
-3.000595481363744	209341.55045182182
-3.0001059727827806	209525.9499938288
-2.999616464201817	209653.1154532359
-2.9991269556208535	209596.7273770251
-2.99863744703989	209374.3253278178
-2.9981479384589265	209271.20898146575
-2.997658429877963	209718.46803364917
-2.9971689212969994	210553.23637889366
-2.996679412716036	211044.0949032249
-2.9961899041350724	210876.39231535542
-2.995700395554109	210297.7911786796
-2.9952108869731453	209572.22614018107
-2.9947213783921818	209087.14217495886
-2.9942318698112182	209219.29263234691
-2.9937423612302547	209740.2452047228
-2.993252852649291	210135.47641102722
-2.9927633440683277	210111.4604297617
-2.992273835487364	209610.1604639768
-2.9917843269064006	208973.54237458692
-2.991294818325437	208663.5570270557
-2.9908053097444736	208637.405883002
-2.99031580116351	208519.40404192795
-2.9898262925825465	208218.48130137057
-2.989336784001583	208078.7865310056
-2.9888472754206195	208504.57702924218
-2.988357766839656	209575.9153472976
-2.9878682582586924	210876.613987707
-2.987378749677729	211798.11377595377
-2.9868892410967653	212259.80229126665
-2.986399732515802	212457.9108308883
-2.9859102239348383	212216.74806960666
-2.9854207153538748	211518.1464459929
-2.9849312067729112	210720.86852118673
-2.9844416981919477	210126.5902967532
-2.983952189610984	209997.83280000233
-2.9834626810300207	210342.24623416617
-2.982973172449057	210840.3845017978
-2.9824836638680936	211201.40072303783
-2.98199415528713	211341.12000840958
-2.9815046467061666	211525.27149651738
-2.981015138125203	211762.8655044718
-2.9805256295442395	211562.5851989468
-2.980036120963276	211088.2559378895
-2.9795466123823124	210933.30360188932
-2.979057103801349	211022.73899454268
-2.9785675952203854	211023.78857697803
-2.978078086639422	210795.83260643706
-2.9775885780584583	210398.26213867217
-2.977099069477495	209921.67281360502
-2.9766095608965313	209137.17910460013
-2.9761200523155678	208202.58795178396
-2.9756305437346042	207908.72157081112
-2.9751410351536407	208505.76201739663
-2.974651526572677	209582.98396498468
-2.9741620179917136	210674.63420518528
-2.97367250941075	211293.1466334086
-2.9731830008297866	211274.00798516237
-2.972693492248823	211019.50036970037
-2.9722039836678595	210929.10659942313
-2.971714475086896	210915.18983026224
-2.9712249665059325	210705.3769326232
-2.970735457924969	210323.85258909222
-2.9702459493440054	210029.26124314519
-2.969756440763042	210062.1188499057
-2.9692669321820784	210374.7568179919
-2.968777423601115	210513.5911373819
-2.9682879150201513	210215.7658036098
-2.967798406439188	209882.4735467545
-2.9673088978582243	210105.1141096017
-2.9668193892772607	210862.03331979076
-2.966329880696297	211406.8160082919
-2.9658403721153337	211299.67242631223
-2.96535086353437	210997.9499431307
-2.9648613549534066	210969.23829181294
-2.964371846372443	211066.69512188478
-2.9638823377914796	210974.47897400014
-2.963392829210516	210735.84319057
-2.9629033206295525	210669.86501988774
-2.962413812048589	210920.50825095063
-2.9619243034676255	211401.30894958365
-2.961434794886662	212004.16330424667
-2.9609452863056984	212655.78938686466
-2.960455777724735	213269.30430533967
-2.9599662691437714	213721.6944542823
-2.959476760562808	213936.95303197484
-2.9589872519818443	213765.9401439193
-2.958497743400881	213158.03692432868
-2.9580082348199173	212547.8464523415
-2.9575187262389537	212310.6190210319
-2.95702921765799	212405.98827151197
-2.9565397090770267	212631.95496840985
-2.956050200496063	212588.14160805204
-2.9555606919150996	212200.43429287497
-2.955071183334136	211934.25725191532
-2.9545816747531726	212011.62342959308
-2.954092166172209	212265.11893918633
-2.9536026575912455	212469.11040894562
-2.953113149010282	212661.57935914677
-2.9526236404293185	213062.37837254105
-2.952134131848355	213506.92633490966
-2.9516446232673914	213832.79664755525
-2.951155114686428	214185.28806019173
-2.9506656061054644	214492.6768313889
-2.950176097524501	214683.65375750198
-2.9496865889435373	214806.94351434396
-2.9491970803625738	214697.4562019951
-2.9487075717816102	214268.67622838495
-2.9482180632006467	213681.90516388798
-2.947728554619683	213167.971671328
-2.9472390460387197	212972.29201421613
-2.946749537457756	213112.94104009873
-2.9462600288767926	213198.34545907367
-2.945770520295829	212917.99000055535
-2.9452810117148656	212502.4151943571
-2.944791503133902	212230.2582827977
-2.9443019945529385	212085.83769417726
-2.943812485971975	212093.7979762331
-2.9433229773910115	212235.42760696448
-2.942833468810048	212358.6160767464
-2.9423439602290844	212503.77671419785
-2.941854451648121	212837.23171073204
-2.9413649430671573	213249.9270529946
-2.940875434486194	213357.40596254895
-2.9403859259052303	213028.23639270838
-2.9398964173242668	212565.8162191217
-2.9394069087433032	212317.68504153
-2.9389174001623397	212477.52448828556
-2.938427891581376	212981.8442080607
-2.9379383830004127	213494.23794882497
-2.937448874419449	213736.2645241718
-2.9369593658384856	213658.306450634
-2.936469857257522	213363.24304190962
-2.9359803486765585	213094.30063160317
-2.935490840095595	213103.70027930028
-2.9350013315146315	213290.33866235876
-2.934511822933668	213273.59776317814
-2.9340223143527044	212944.73235584027
-2.933532805771741	212402.12827697603
-2.9330432971907774	211711.06116535017
-2.932553788609814	211202.26026886603
-2.9320642800288503	211221.25306901408
-2.931574771447887	211488.28099075065
-2.9310852628669233	211439.09957008658
-2.9305957542859598	211049.96972248648
-2.9301062457049962	210738.54407699418
-2.9296167371240327	210724.69284104984
-2.929127228543069	210905.35317808652
-2.9286377199621056	210980.20339996624
-2.928148211381142	210806.59879039112
-2.9276587028001786	210556.82612828916
-2.927169194219215	210166.98209096683
-2.9266796856382515	209601.34627128774
-2.926190177057288	209306.83531213595
-2.9257006684763245	209468.19471890092
-2.925211159895361	209890.37330451372
-2.9247216513143974	210482.46382238014
-2.924232142733434	211190.0699502321
