x	y
-3.0824353072458734	86468.1986818235
-3.0819457987009717	86253.32661263041
-3.08145629015607	86029.1673790246
-3.0809667816111683	85636.67030545442
-3.0804772730662666	85479.56725781603
-3.079987764521365	85856.11013358094
-3.079498255976463	86586.82247508131
-3.0790087474315615	87310.82033852387
-3.07851923888666	87899.7186222334
-3.078029730341758	88574.15104401586
-3.0775402217968564	89280.11865718474
-3.0770507132519547	89619.89046257707
-3.076561204707053	89609.98766796752
-3.0760716961621513	89477.4176592837
-3.0755821876172496	89051.03688028643
-3.075092679072348	88247.70671202135
-3.074603170527446	87566.76176678123
-3.0741136619825444	87472.81989531145
-3.0736241534376427	87718.40299474512
-3.073134644892741	87774.72645836767
-3.0726451363478393	87726.19175260977
-3.0721556278029376	88100.2131420151
-3.071666119258036	88906.25393898574
-3.071176610713134	89652.30831701812
-3.0706871021682325	90015.42960038401
-3.070197593623331	89907.3832929972
-3.069708085078429	89486.11160261236
-3.0692185765335274	89029.65249584815
-3.0687290679886257	88524.26196450948
-3.068239559443724	87996.6427838965
-3.0677500508988222	87593.82241978003
-3.0672605423539205	87073.12625272854
-3.066771033809019	86375.91886614103
-3.066281525264117	85974.73817885778
-3.0657920167192154	86029.67190215059
-3.0653025081743137	86321.98955116502
-3.064812999629412	86707.28991807663
-3.0643234910845103	87032.67762461612
-3.0638339825396086	87140.15016825945
-3.063344473994707	87034.79360001234
-3.062854965449805	86918.76386191024
-3.0623654569049035	86821.880404472
-3.0618759483600018	86409.39671677235
-3.0613864398151	85832.4340539405
-3.0608969312701984	85859.94940502531
-3.0604074227252966	86663.28570079229
-3.059917914180395	87723.44741829744
-3.0594284056354932	88617.32316892126
-3.0589388970905915	89080.27764030121
-3.05844938854569	89050.92971761998
-3.057959880000788	88764.17694017207
-3.0574703714558864	88503.96018278669
-3.0569808629109847	88527.4667106635
-3.056491354366083	88985.31092349725
-3.0560018458211813	89758.93932162024
-3.0555123372762796	90567.99447176783
-3.055022828731378	91140.43758317876
-3.054533320186476	91380.36502690944
