#	δ (ppm)	Intensity	Kind	fwhm
1	-0.12036278955250879	638899456	pseudoVoigt	1
2	-0.00012186883017051287	126803776512	pseudoVoigt	1
3	0.11608111052462888	619334400	pseudoVoigt	1
4	1.2327962287257712	433318656	pseudoVoigt	1
5	1.245807373132294	615207168	pseudoVoigt	1
6	1.2520886152595807	495529984	pseudoVoigt	1
7	6.931677478782378	27776485120	pseudoVoigt	1
8	6.946483263796695	55277111296	pseudoVoigt	1
9	6.962186369114912	29824237824	pseudoVoigt	1
10	7.0110903256773565	54392799488	pseudoVoigt	1
11	7.02813941145142	57811919104	pseudoVoigt	1
12	7.258750729553222	49371657984	pseudoVoigt	1
13	7.518076297379762	23924734464	pseudoVoigt	1
14	7.521216918443406	25905428992	pseudoVoigt	1
15	7.535574043305774	44142300416	pseudoVoigt	1
16	7.549482508016194	21798294784	pseudoVoigt	1
17	7.552623129079837	22275479040	pseudoVoigt	1
18	7.928600336413126	44975692800	pseudoVoigt	1
19	7.931740957476769	47308496384	pseudoVoigt	1
20	7.944303441731343	43630924800	pseudoVoigt	1
21	7.947444062794986	44536135168	pseudoVoigt	1
22	10.361684340432728	114254018816	pseudoVoigt	1
