x	y
-16.155415033198324	-97717248
-16.151259836508984	-140851712
-16.147104639819702	-203797248
-16.14294944313042	-251485184
-16.138794246441137	-339036160
-16.134639049751797	-212202496
-16.130483853062515	6800896
-16.126328656373232	151145984
-16.122173459683893	127173120
-16.11801826299461	35122944
-16.113863066305328	215739136
-16.109707869616045	309546496
-16.105552672926706	228424960
-16.101397476237423	290953472
-16.09724227954814	364239616
-16.0930870828588	255919104
-16.08893188616952	86339840
-16.084776689480236	-68375552
-16.080621492790954	-193165312
-16.076466296101614	-236576000
-16.07231109941233	-159085824
-16.06815590272305	-162243584
-16.06400070603371	-113184512
-16.059845509344427	39896576
-16.055690312655145	-18240512
-16.051535115965862	-37446144
-16.047379919276523	100444416
-16.04322472258724	155550720
-16.039069525897958	165816832
-16.03491432920862	129609984
-16.030759132519336	100127488
-16.026603935830053	94480640
-16.02244873914077	119591680
-16.01829354245143	111139584
-16.01413834576215	238052608
-16.009983149072866	252838400
-16.005827952383527	107222016
-16.001672755694244	23712512
-15.997517559004962	-74489344
-15.993362362315679	-20829440
-15.98920716562634	115647232
-15.985051968937057	51734016
-15.980896772247775	51425536
-15.976741575558435	134641920
-15.972586378869153	185165312
-15.96843118217987	280997888
-15.964275985490588	236344832
-15.960120788801248	171879680
-15.955965592111966	229026816
-15.951810395422683	175980544
-15.947655198733344	158608640
-15.943500002044061	184526848
-15.939344805354779	100945152
-15.935189608665496	752640
-15.931034411976157	53327104
-15.926879215286874	85566976
-15.922724018597592	-41439488
-15.918568821908252	-39796736
-15.91441362521897	175471360
-15.910258428529687	190247936
-15.906103231840405	139173376
-15.901948035151065	156423168
-15.897792838461783	153311744
-15.8936376417725	188580096
-15.88948244508316	98999808
-15.885327248393878	34219008
-15.881172051704596	25068544
-15.877016855015313	-12981760
-15.872861658325974	-76948992
-15.868706461636691	-96379904
-15.864551264947409	11033600
-15.86039606825807	91559936
-15.856240871568787	111978240
-15.852085674879504	95483904
-15.847930478190221	91574016
-15.843775281500882	16530944
-15.8396200848116	-42683392
-15.835464888122317	-230373632
-15.831309691432978	-285470720
-15.827154494743695	-203160576
-15.822999298054413	-57716992
-15.81884410136513	-45060352
-15.81468890467579	55770880
-15.810533707986508	82551808
-15.806378511297225	116080896
-15.802223314607886	113818624
-15.798068117918604	143036160
-15.793912921229321	84212736
-15.789757724540038	30503168
-15.785602527850699	16241408
-15.781447331161417	-44978176
-15.777292134472134	-117274624
-15.773136937782795	-128562432
-15.768981741093512	-84780032
-15.76482654440423	-99448320
-15.760671347714947	-213213184
-15.756516151025608	-233583360
-15.752360954336325	-141914624
-15.748205757647042	-92815104
-15.744050560957703	3736064
-15.73989536426842	59770368
-15.735740167579138	-63332096
-15.731584970889855	22952192
-15.727429774200516	155628288
-15.723274577511233	236839936
-15.719119380821951	129434368
-15.714964184132612	7801856
-15.710808987443329	84618496
-15.706653790754046	102479104
-15.702498594064764	36972032
-15.698343397375425	22909696
-15.694188200686142	81409280
-15.69003300399686	60189696
-15.68587780730752	119079424
-15.681722610618237	155185664
-15.677567413928955	120529152
-15.673412217239672	109430784
-15.669257020550333	69645824
-15.66510182386105	113536000
-15.660946627171768	186119168
-15.656791430482428	172564224
-15.652636233793146	235820288
-15.648481037103863	188314880
-15.644325840414524	55813376
-15.640170643725241	54908672
-15.636015447035959	58556160
-15.631860250346676	118197760
-15.627705053657337	223311360
-15.623549856968054	212212736
-15.619394660278772	135404032
-15.615239463589432	184282112
-15.61108426690015	271909120
-15.606929070210867	107776256
-15.602773873521585	-71041280
-15.598618676832245	-124403968
-15.594463480142963	-106054656
-15.59030828345368	-66360576
-15.586153086764341	4616704
-15.581997890075058	5591296
-15.577842693385776	-117919488
-15.573687496696493	-217543168
-15.569532300007154	-288412928
-15.565377103317871	-145703680
-15.561221906628589	-32365824
-15.55706670993925	-104746496
-15.552911513249967	-89003520
-15.548756316560684	-80466176
-15.544601119871402	-98915584
-15.540445923182062	18387200
