x	y
-16.155408340428323	93973120
-16.151253143738984	51581824
-16.1470979470497	60854528
-16.14294275036042	46240384
-16.138787553671136	21566336
-16.134632356981797	-74186240
-16.130477160292514	-97593984
-16.126321963603232	-81176448
-16.122166766913892	-70422656
-16.11801157022461	-191598848
-16.113856373535327	-346638464
-16.109701176846045	-415377792
-16.105545980156705	-235393920
-16.101390783467423	-163247488
-16.09723558677814	-225099136
-16.0930803900888	-225536512
-16.08892519339952	-137330176
-16.084769996710236	26704000
-16.080614800020953	167098112
-16.076459603331614	207176704
-16.07230440664233	108049024
-16.06814920995305	-26796672
-16.06399401326371	-9509376
-16.059838816574427	20116992
-16.055683619885144	53821440
-16.05152842319586	163225728
-16.047373226506522	148993536
-16.04321802981724	140907776
-16.039062833127957	190787712
-16.034907636438618	224492800
-16.030752439749335	196979328
-16.026597243060053	160841984
-16.02244204637077	75110400
-16.01828684968143	67072000
-16.01413165299215	63760640
-16.009976456302866	-59728000
-16.005821259613526	-94412416
-16.001666062924244	-61810304
-15.997510866234961	20507648
-15.993355669545679	1463168
-15.98920047285634	-3828224
-15.985045276167057	92244480
-15.980890079477774	16471424
-15.976734882788435	-25241728
-15.972579686099152	-55266304
-15.96842448940987	55905280
-15.964269292720587	214635008
-15.960114096031248	183974016
-15.955958899341965	190400256
-15.951803702652683	274460544
-15.947648505963343	259068032
-15.94349330927406	221249152
-15.939338112584778	122218624
-15.935182915895496	72054912
-15.931027719206156	-13025280
-15.926872522516874	8699392
-15.922717325827591	-12411392
-15.918562129138252	-70242176
-15.91440693244897	-7649536
-15.910251735759687	28604032
-15.906096539070404	21496704
-15.901941342381065	-28984832
-15.897786145691782	-128926592
-15.8936309490025	-130164864
-15.88947575231316	-32056192
-15.885320555623878	160357888
-15.881165358934595	229528960
-15.877010162245313	180006912
-15.872854965555973	30650624
-15.86869976886669	-99789312
-15.864544572177408	-134808064
-15.860389375488069	-30425344
-15.856234178798786	4291712
-15.852078982109504	48915968
-15.847923785420221	-46976000
-15.843768588730882	-113916032
-15.8396133920416	-100002560
-15.835458195352317	4420480
-15.831302998662977	-34422656
-15.827147801973695	6353408
-15.822992605284412	-43352704
-15.81883740859513	-57280768
-15.81468221190579	57529728
-15.810527015216508	151918848
-15.806371818527225	142916864
-15.802216621837886	184180736
-15.798061425148603	94677248
-15.79390622845932	-28511360
-15.789751031770038	54282368
-15.785595835080699	62915200
-15.781440638391416	13289216
-15.777285441702134	-134785280
-15.773130245012794	-214145024
-15.768975048323512	-184915200
-15.764819851634229	-231875200
-15.760664654944947	-93290368
-15.756509458255607	-60944640
-15.752354261566325	-115874432
-15.748199064877042	-118931712
-15.744043868187703	-83723648
-15.73988867149842	22174080
-15.735733474809138	48109440
-15.731578278119855	17997440
-15.727423081430516	-53302144
-15.723267884741233	-63560704
-15.71911268805195	-27623936
-15.714957491362611	132295552
-15.710802294673329	250405120
-15.706647097984046	200890624
-15.702491901294763	90916224
-15.698336704605424	2532736
-15.694181507916142	-21638528
-15.690026311226859	-190446848
-15.68587111453752	-256553728
-15.681715917848237	-51949184
-15.677560721158954	11076736
-15.673405524469672	-28682752
-15.669250327780333	-92058112
-15.66509513109105	-86554240
-15.660939934401767	-59432832
-15.656784737712428	-106672896
-15.652629541023146	-81629312
-15.648474344333863	-104107776
-15.644319147644524	-86309248
-15.640163950955241	-103098496
-15.636008754265958	-132992768
-15.631853557576676	-121165824
-15.627698360887337	-8914560
-15.623543164198054	103069440
-15.619387967508771	28002560
-15.615232770819432	-14383616
-15.61107757413015	30726144
-15.606922377440867	48971648
-15.602767180751584	43268480
-15.598611984062245	-84599552
-15.594456787372962	-172175360
-15.59030159068368	-229609088
-15.58614639399434	-237245568
-15.581991197305058	-99389952
-15.577836000615775	-98889984
-15.573680803926493	-170962048
-15.569525607237154	-322579200
-15.565370410547871	-387619072
-15.561215213858588	-371948416
-15.557060017169249	-344494592
-15.552904820479966	-268887936
-15.548749623790684	-90082560
-15.544594427101401	-11818752
-15.540439230412062	102151552
-15.53628403372278	86940928
-15.532128837033497	32091520
-15.527973640344158	255431680
-15.523818443654875	197476352
-15.519663246965592	-40399232
-15.51550805027631	-138335872
-15.51135285358697	19632000
-15.507197656897688	8817280
-15.503042460208405	-27090816
-15.498887263519066	35142656
-15.494732066829783	3354752
-15.4905768701405	-45363200
-15.486421673451218	-39324672
-15.482266476761879	-70208768
-15.478111280072596	-128721536
-15.473956083383314	-117821952
-15.469800886693974	-6904832
-15.465645690004692	126481536
-15.46149049331541	154841600
-15.457335296626127	36355584
-15.453180099936787	-24511104
-15.449024903247505	-79204736
-15.444869706558222	-47350016
-15.440714509868883	113703680
-15.4365593131796	325709184
-15.432404116490318	326649344
-15.428248919801035	160007296
-15.424093723111696	-16576256
-15.419938526422413	-63479168
-15.41578332973313	-54231936
-15.411628133043791	-90408320
-15.407472936354509	14488064
-15.403317739665226	-92196480
-15.399162542975944	-182304000
-15.395007346286604	-57103232
-15.390852149597322	-103152128
-15.38669695290804	-107780864
-15.3825417562187	-40862464
-15.378386559529417	-35273216
-15.374231362840135	-96345984
-15.370076166150852	-55999872
